,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range,Voltage (V),Hazardous,Torque Rating,Position Indicator,Operating Range,Override Type,Running Time Motor,Cable Length (m),Position Feedback,Protection Class,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Number of Ports,Feature 13,Feature 14,Feature 15,Attachment 6,Weight
64,P308483,Belimo LR 3-point AC open/close rotary valve actuator 230V 5Nm,Belimo,101.5,"Designed for ball valves, this Belimo LR-A rotary actuator with 5Nm actuating torque offers simple, direct mounting using just one central screw. The assembly tool is integrated into the plug-in position indication and mounting orientation is selectable in 90° steps.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Belimo LR 3-point AC open/close rotary valve actuator 230V 5Nm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/83/NW-308483_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_LR230A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_LR230A_EU-Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_TR-LR-NR-SR-A_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P324311,TAC 8800311030 ACTUATOR VALVE M800 S2,Schneider Electric,543.11,"Offering a very fine resolution, the Schneider Electric M800 S2 electric actuator valve is fitted with a PCBA board for good rangeability. Internal software is used to calibrate running times while the S2 switch points to valve stroke limits. This valve is suitable for configuration to suit different flow characteristics, inverse signals or sequence controls.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> TAC 8800311030 ACTUATOR VALVE M800 S2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/11/324311_wm.jpg,,,,,,,24,N,800 N,Y,-10…50 °C,Manual,Increase 300s/decrease 60s,0,2…10 V (0…100%),N/A,8800311030,Globe Actuator,N,"Suitable for domestic hot water systems, heating systems and air handling systems",Can be controlled by an increase/decrease signal,Also suitable for control via modulating 0–10 V control signal,Modulating control gives faster positioning of actuator,,,,,,,,,2 x SPDT,,,,,1995.00000
66,P312827,Belimo SRFA-S2 modulating spring rotary actuator 24v 20nm,Belimo,319.2,This Belimo SRFA-S2 24V 20nm modulating spring rotary actuator is an open/close type actuator with mechanical feedback position. The motor has a run time of 75s/90°.,Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Belimo SRFA-S2 modulating spring rotary actuator 24v 20nm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/27/312827_wm.jpg,,,,,,SRFA-S2,"AC 24-240 V, DC 24-125",N,20 Nm,,Open/Close (0-90°),,75 s / 90°,1,Mechanical,IEC/EN IP54 / NEMA,SRFA-S2,Rotary actuator,N,2x Auxiliary switches,With 1M cable,Open/close operation,Rotary-type,IP54 protection,Meets IEC/EN and NEMA requirements,,,,,,,,,,,,
67,P308538,Belimo NR-A rotary actuator modulating 24v 10nm,Belimo,178.5,"Designed for ball valves, this Belimo NR-A rotary actuator with 10Nm actuating torque offers simple, direct mounting using just one central screw. The assembly tool is integrated into the plug-in position indication and mounting orientation is selectable in 90° steps. This actuator is connected with a standard modulating signal of 0 - 10 V and drives to the position defined by the positioning signal. Measuring voltage U serves the electrical display of the valve position 0.5 - 100% and acts as a slave control signal for additional actuators.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Belimo NR-A rotary actuator modulating 24v 10nm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/38/NW-308538_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_NR24A-SR_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_TR-LR-NR-SR-A_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_NR24A-SR_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P323809,Honeywell ML7425A spring return actuator 24V 0-10VDC,Honeywell,528.35,"This Honeywell ML7425A 600 N straight actuator offers modulating control alongside controllers with an analogue output of 0 - 10VDC or 2 - 10VDC. It is suitable for operating standard valves in heating, district heating, ventilation and air conditioning (HVAC) applications. Spring-return models return to a safety position in case of power failure.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Honeywell ML7425A spring return actuator 24V 0-10VDC,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/09/NW-323809_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Honeywell_ML7420-ML7425A-B_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Honeywell_ML7425A_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P303102,Schneider Electric MZ300S floating actuator and S.V linkage for use on VP224R valves 24V,Schneider Electric,322.67,"Driving a wide range of valves with an M30 bonnet, this Schneider Electric MZ300S 300 N universal actuator is provided with an adapter to drive Satchwell VUE, MEU and FEU zone valves, the VP224R PICV valve and, specifically for the 230VAC model, the VZX and MZX globe valve.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Schneider Electric MZ300S floating actuator and S.V linkage for use on VP224R valves 24V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/02/NW-303102_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/SE_Valv-Actor_Catalogue-2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SE_MZ300S24F_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P311707,Belimo NM-A modulating damper actuator IP54 10Nm 150s,Belimo,226.0,"With an actuating torque of 10Nm, this Belimo NM-A modulating damper actuator is suitable for adjusting dampers with a cross section of up to 2M² installed in technical building installations. This actuator is connected with a standard modulating signal of 0 - 10 V and drives to the position defined by the positioning signal. Measuring voltage U serves the electrical display of the damper position 0.5 - 100% and acts as a slave control signal for additional actuators.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Belimo NM-A modulating damper actuator IP54 10Nm 150s,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/07/NW-311707_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_NM24A-SR_EU-Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_NM24A-SR_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_NM-A_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,P697577,Sauter Automation AVM actuator,Sauter Automation,216.89,"Offering a 250 N torque rating, this Sauter AVM valve actuator is suitable for two way and three way valves with continuous or discontinuous output. The drive contains a stepper motor controlled by a SUT (Sauter universal technology) electronic unit, maintenance-free transmission and electronic force-dependent switching. Automatically adjusting to the valve stroke value, this actuator recognises the control signal used (continuous/switched), while either a linear or equipercent characteristic can be set.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Sauter Automation AVM actuator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/77/NW-697577_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Sauter_AVM_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sauter_AVM_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Sauter_Valv-Act_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PK12163,Hattersley Balancing ACT1932 modulating actuator,Hattersley,44.18,"Reducing the need for on-site adjustments, the Hattersley Balancing ACT1932M modulating actuator offers stem gap detection for easier installation and set-up. Supplied with a 1.5M connecting cable, this one port, 24V actuator provides proportional or equal percentage control.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Hattersley Balancing ACT1932 modulating actuator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/63/NW-K12163_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Hattersley_PICV_Hook_Up_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hattersley_PICV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,P323910,Schneider Electric Tac - MD20B damper 20nm 230v,Schneider Electric,301.92,This Schneider Electric Tac MD20B 20Nm damper actuator operates air control dampers in ventilation and air-conditioning systems for building services installations.,Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Schneider Electric Tac - MD20B damper 20nm 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/10/NW-323910_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/SE_MD20_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SE_MD20B_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/SE_Valv-Actor_Catalogue-2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P308467,Belimo LR 3-point AC open/close rotary valve actuator 24V 5Nm,Belimo,101.5,"Designed for ball valves, this Belimo LR-A rotary actuator with 5Nm actuating torque offers simple, direct mounting using just one central screw. The assembly tool is integrated into the plug-in position indication and mounting orientation is selectable in 90° steps.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Belimo LR 3-point AC open/close rotary valve actuator 24V 5Nm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/67/NW-308467_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_TR-LR-NR-SR-A_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_LR24A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_LR24A_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,P309638,Honeywell M7410E actuator plus manual operation knob 24v 0/2-10vdc,Honeywell,139.42,"This compact Honeywell M7410E 180 N modulating linear valve actuator works alongside M30 x 1.5 interface Honeywell valves to provide modulating control. It is suitable for use in fan coil units, induction units, small reheaters and recoolers and can also be used in zone control applications and electronic temperature control systems with hot and/or cold water as the controlled medium. This actuator is fully compatible with all controllers offering 0 - 10V or 2 - 10V output signals.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Honeywell M7410E actuator plus manual operation knob 24v 0/2-10vdc,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/38/NW-309638_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Honeywell_M7410E_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Honeywell_M7410E_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P303159,Siemens Acvatix - SSB 3 position actuator 24v,Siemens,53.16,"Intended for small 5.5mm stroke valves, the Siemens Acvatix SSB 200 N electromotoric actuator is suitable for valve types VVP45, VXP45 and VMP45 used for water-side control of hot and cooling water in heating, ventilation and air conditioning systems. Driven by a three position signal, the actuator produces a stroke transmitted to the valve stem.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Siemens Acvatix - SSB 3 position actuator 24v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/59/NW-303158_303159_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Siemens_SSA-B-P_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/pd/Siemens_SSB_EPD.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_SSB81_Supplier_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_Acvatix_SSB_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_SSB81_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,P307440,ESBE rotary actuator,ESBE,404.25,"A compact design, the ESBE rotary actuator is suitable for the operation of rotary mixing valves. Reversible and provided with limit switches actuated via cam discs, this actuator is supplied complete with a disconnection for manual operation and a front-displayed indication of valve position.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> ESBE rotary actuator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/40/307440_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/ESBE_307440_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,P311534,Belimo SMA damper actuator SDPT IP54 20Nm 150s,Belimo,233.0,"With an actuating torque of 20Nm, this Belimo SMA-S damper actuator is suitable for adjusting dampers with a cross section of up to 4M² in technical building installations. Offering straightforward direct mounting on the damper shaft using a universal shaft clamp, this actuator is supplied with an anti-rotation device.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Belimo SMA damper actuator SDPT IP54 20Nm 150s,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/34/NW-311534_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_SM230A-S_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_SM-A_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_SM230A-S_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P696986,Sauter AVF124 actuator,Sauter,842.76,"Offering a 500 N torque rating, this Sauter AVF124 valve actuator is suitable for female thread two way and three way valves in VUN/BUN, VUD/BUD and VUE/BUE series. The drive contains a stepper motor controlled by a SUT (Sauter universal technology) electronic unit, maintenance-free transmission and electronic force-dependent switching. Automatically adjusting to the valve stroke value, this actuator recognises the control signal used (continuous/switched), while either a linear or equipercent characteristic can be set.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Sauter AVF124 actuator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/86/NW-696986_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sauter_AVF124-125-S_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Sauter_AVF124_Service_Documentation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Sauter_AVF124S_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Sauter_Valv-Act_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,P303479,Siemens Acvatix - SSC 3-position valve actuator 230V,Siemens,94.97,"This Siemens Acvatix SSC electromotoric actuator offers manual control with an automatic reset to control mode. Overload-proof through force-dependent switching off in the end position, SSC is made with tough plastic housing and a cap nut for fitting on threaded valves with a 5.5mm stroke.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Siemens Acvatix - SSC 3-position valve actuator 230V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/79/NW-303479_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Siemens_Acvatix-SSC_EN_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Siemens_Acvatix-SSC_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Siemens_Acvatix-SSC_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Siemens_Acvatix-SSC_CE_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P323913,Schneider Electric Tac - MD20 damper 20nm 24v 0-10dc,Schneider Electric,343.62,"With a torque rating of 20Nm, the Schneider Electric Tac MD20A modulating damper actuator is used in air control ventilation and air-conditioning systems for building services installations. Controlled via a standard 2 - 10 VDC control signal, the actuator opens to the position dictated while measuring voltage Y electronically indicates the damper position (0 - 100%) while also serving as a follow-up control signal for other actuators. Easy to install, MD10A offers direct mounting onto a damper spindle using a universal spindle clamp and is supplied with an anti-rotation strap. A self-resetting push button allows for manual operation with the gearing latch remaining disengaged as long as the button is pressed. Overload-proof, this highly reliable actuator needs no limit switches and will automatically stop when the end stop is reached.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Schneider Electric Tac - MD20 damper 20nm 24v 0-10dc,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/13/NW-323913_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/SE_MD20_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/SE_Valv-Actor_Catalogue-2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/SE_MD20A-24_Spec_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P359427,Siemens Acvatix - SAS 3 position electronic motor spring return valve actuator 5.5mm 230vac 400N,Siemens,279.97,"Designed to operate two and three port valves, this Siemens Acvatix SAS 400 N electromotoric actuator is suitable for valve types VG44, VVG55 and VVG549 used as control or shut-off valves in heating or ventilation plants.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Siemens Acvatix - SAS 3 position electronic motor spring return valve actuator 5.5mm 230vac 400N,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/27/NW-359427_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Siemens_Acvatix_SAS_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_SAS-31-61-81_EU-Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/po/rt/Siemens_Acvatix_SAS-SAT_Test_Report.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Acvatix_SAS-SAT_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/pd/Siemens_Acvatix_SAS_EPD.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,P323912,Schneider Electric Tac - MD20B damper 20nm  24v,Schneider Electric,244.3,This Schneider Electric Tac MD20B 20Nm damper actuator operates air control dampers in ventilation and air-conditioning systems for building services installations.,Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Schneider Electric Tac - MD20B damper 20nm  24v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/12/NW-323912_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/SE_MD20_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/SE_Valv-Actor_Catalogue-2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SE_MD20B_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,P310935,Honeywell ML6420A actuator 240V stroke 20mm,Honeywell,296.09,"Enabling floating control, this Honeywell ML6420A 600 N linear valve actuator is suitable for use with ON/OFF or floating single-pole, double-throw (SPDT) control outputs. It operates standard valves in heating, ventilation and air conditioning (HVAC) applications.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Honeywell ML6420A actuator 240V stroke 20mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/35/NW-310935_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Honeywell_ML6420A-ML6425A_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Honeywell_ML6420A-ML6425A_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P311729,Belimo SFA-S modulating spring-return actuator 24V 20Nm,Belimo,361.0,"With an actuating torque of 20Nm, this Belimo SFA-S modulating rotary damper actuator fail-safe is suitable for adjusting dampers with a cross section of up to 4M² in technical building installations. Offering straightforward direct mounting on the damper shaft using a universal shaft clamp, this actuator is supplied with an anti-rotation device. This actuator is connected with a standard 0 - 10V modulating signal and moves the damper to its operating position while tensioning the return spring, which returns the damper to the fail-safe position using spring force when supply voltage is interrupted.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Belimo SFA-S modulating spring-return actuator 24V 20Nm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/29/NW-311729_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_SF24A-SR_EU-Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_SF24A-SR_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_NF-SF-24A-S-M_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
