,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Pack Type,Application,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Range For Use With,Boiler Section,Boiler Range,Colour,Volume,Physical State / Form,Feature 12,Pack Quantity,Feature 13,Feature 14,Feature 15,Weight,Connection Size,Connection Type
234,P116203,"Eclipse Boilermag XT magnetic filter 4"" Black",Eclipse,3145.34,"Helping to improve system efficiency and performance, the Eclipse Boilermag XT 4"" magnetic filter reduces the build-up of black iron oxide sludge that happens naturally in heating and cooling systems. This sludge can cause premature valve and pump failure, damage a boiler and, in some cases, contribute to a system breakdown. This clever filter works by attracting iron oxide to its magnetic rods as water circulates around it. The filter then simply removes even the smallest particles, right down to the sub-micron.","Heating/Water Treatment Products/Water Treatment Products.csv -> Eclipse Boilermag XT magnetic filter 4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/03/116203_wm.jpg,,,,,,,,Boilermag,N,BMXT200/4/AAV,Magnetic filter,N,Protects systems from black iron oxide,Easy installation and maintenance,EA,Suitable for Heating and Cooling System Protection,Promotes system performance,Improves energy efficiency,Extends system life,No running costs,Minimises maintenance costs,Reduces boiler sludge,Suitable for use in heating and cooling systems,,,,,,,,,,,,,,,,
235,PB98753,Monarch Water Scaleout Advance for 15mm water supplies,Monarch Water,296.69,"Enjoy fresh tasting, odour and contaminant-free water at every household tap with the Monarch Water Scaleout Advance. Suitable for 15mm water supplies, this easy to install softener removes existing scale as well as preventing future build-ups. Designed for use in domestic systems, the Scaleout Advance requires just a quick and easy cartridge change once each year.",Heating/Water Treatment Products/Water Treatment Products.csv -> Monarch Water Scaleout Advance for 15mm water supplies,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/53/B98753_wm.jpg,,,,,,,,Scaleout Advance,N,SA-15,Scale Prevention,N,24/7 whole-house protection,Antimicrobial filter housing,Single,Suitable for domestic water systems,Supplies clean filtered drinking water at every tap,"Water is free from chlorine, bad tastes, odours, pesticides, herbicides and organic chemicals",Reduces hot water bills,Easy installation with no drain or power points required,Easy-change cartridges require changing just once a year,Increases water flow rates by removing existing scale,Water remains clear when preventing scale,Wwith full installation kit,,,,,,,,,,,,,,,
236,P116200,"BoilerMag XL magnetic filter 1.1/2"" Black",BoilerMag,823.07,"The Boilermag XL 1 1/2"" magnetic filter helps to prevent the damaging build up of black sludge (also known as ferrous oxide) in heating systems. This sludge can reduce heating efficiency and lead to premature boiler, pump or valve failure.","Heating/Water Treatment Products/Water Treatment Products.csv -> BoilerMag XL magnetic filter 1.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/00/NW-116200_wm.jpg,,,,,,,,Boilermag,N,BMXL/AAV,Magnetic filter,N,Black colour,Normally cleaning is only required during annual servicing,,Suitable for Heating Systems,Ideal for medium-sized commercial and large residential properties,,,,,,,,,,,,,,,,,,,,6260.00000,,
237,P608151,Sentinel system check test kit,Sentinel,87.82,"Quick and simple to use, the Sentinel system check test kit provides a water treatment analysis service suitable for use by installers, engineers, homeowners and authorities. This kit confirms whether a central heating system has been correctly cleaned and protected using Sentinel X100 inhibitor. This kit can be used when commissioning a new system or after the replacement of components in an older system.",Heating/Water Treatment Products/Water Treatment Products.csv -> Sentinel system check test kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/51/NW-608151_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/PlumbCenter_SystemCare_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_SystemCheck_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,P612587,Adey MagnaClean CMX Nano filter nano,Adey,1197.97,"Constructed in high-quality 316L stainless steel, the Adey MagnaClean CMX Nano filter is specifically designed for use in commercial heating and chilled systems. This compact plant room solution supplies impressive adaptive magnetic and non-magnetic filtration at low cost. Easy to fit, the Nano filter requires minimal maintenance and offers improved energy efficiency.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MagnaClean CMX Nano filter nano,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/87/NW-612587_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Adey_MagnaClean_CMX_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PG79800,Liff NRSK complete filter kit including cartridge,Liff,107.22,"This Liff NRSK filter kit is supplied with a tap and all installation fittings for ease of use. Provided with a cartridge, this kit helps to reduce unpleasant tastes and odours from water while removing lead, heavy metals, scale and scum.",Heating/Water Treatment Products/Water Treatment Products.csv -> Liff NRSK complete filter kit including cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/00/NW-G79800_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Liff_WaterSoftner_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,P609088,Adey MC Zero monopropylene glycol 25ltr (1),Adey,294.9,"Preventing freezing in all types of water, the Adey MC Zero antifreeze, supplied in a 25L can, is a monopropylene based antifreeze solution that also prevents metal corrosion and scale formation. This clever stuff offers your central heating system long-term protection against freezing and the effects of corrosion on the metals and alloys typically found in heating systems, including mild steel, copper and aluminium.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MC Zero monopropylene glycol 25ltr (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/88/NW-609088_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PB98687,Bwt Luxury Water WS355 high flow water softener 14litre,Bwt,672.11,"Developed specifically for use in UK home plumbing systems, BWT Luxury Water softeners are simple to install, highly efficient and fully automatic. Easy to live with, the BWT Luxury Water range incorporates smart water monitoring for better efficiency and control. BWT WS355 is a 14L water softener pack.",Heating/Water Treatment Products/Water Treatment Products.csv -> Bwt Luxury Water WS355 high flow water softener 14litre,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/88/NW-B98687_B98688_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/BWT_WS Range_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/BWT_Product_Guide_2020_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,P171154,Calmag CalGlow comp water conditioner 22mm,Calmag,40.21,"Bringing together magnetic and electrolytic scale inhibiting technology, the Calmag CalGlow 22mm scale inhibitor is suitable for installation on cold water lines. Preventing the formation of limescale, using this inhibitor also helps to soften the scale that has previously formed around taps, sinks and showers via regular contact with treated water, making removal easier than ever.",Heating/Water Treatment Products/Water Treatment Products.csv -> Calmag CalGlow comp water conditioner 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/54/NW-171154_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calmag_Scale inhibitor_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CalMag_Magneticelectro_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CalMag_Magnetic22mm_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PB68697,Bwt Luxury Water WS455 water softener 10ltr,Bwt,601.93,"Developed specifically for use in UK home plumbing systems, BWT Luxury Water softeners are simple to install, highly efficient and fully automatic. Easy to live with, the BWT Luxury Water range incorporates smart water monitoring for better efficiency and control. BWT WS455 is a 14L water softener pack.",Heating/Water Treatment Products/Water Treatment Products.csv -> Bwt Luxury Water WS455 water softener 10ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/98/NW-B68697_B68698_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Liff_WaterSoftner_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/BWT_Product_Guide_2020_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,P609305,Sentinel Vortex250 eliminator vortex v250 drain,Sentinel,151.83,"Easy to use and compact in size for flexible fitting, the Sentinel Vortex 250 filter protects a central heating system from magnetic contaminants for improved efficiency. Fitted with a drain cap, collected debris is simply flushed away by removing the magnet from its sleeve and opening the cap.",Heating/Water Treatment Products/Water Treatment Products.csv -> Sentinel Vortex250 eliminator vortex v250 drain,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/05/NW-609305_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_Vortex250_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,P601717,Fernox TF1 Omega 62506 installer pack,Fernox,227.35,"A complete system for the cleaning and protection of central heating systems, this Fernox TF1 Omega installer pack is built around the TF1 Omega filter. This precision-engineered, sealed in-line system filter is made from nickel-plated brass and is available with quality valve or slip socket connections. Also included in this pack is a chemical water treatment, cleaner F3 and protector F1 to for long-lasting protection and improved efficiency.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox TF1 Omega 62506 installer pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/17/NW-601717_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_62506_Omega_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,P605525,Fernox central heating protector plus filter fluid 10ltr,Fernox,264.62,"Lifting and delivering circulating debris to an inline filter for safe removal, Fernox Protector+ F9 central heating filter fluid is an enhanced inhibitor with dispersant technology for reliable protection from corrosion and limescale. Suitable for use in HVAC and light commercial heating and cooling systems, this protective fluid can be left inside the system permanently to maintain an ideal pH in system water and keep pipes cleaner for more efficient system operation.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox central heating protector plus filter fluid 10ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/25/605525_wm.jpg,,,,,,,,,N,62557,Inhibitor,N,10L drum,Must be used only in conjunction with a system filter,10L Drum,Central Heating Inhibitor,Protects against corrosion and scale formation,Suitable for mixed metal HVAC heating and cooling systems,Safe for use in steel and aluminium systems,Leave in system permanently,Promotes cleaner pipework for efficient running and optimum flow rates,Reduces risk of unscheduled system downtime,Enhanced pH buffering ensures system water pH level  is stabilised at 7 - 8.5,"Non-toxic, low environmental impact",NSF CIAS and Belgaqua approvals,,,,,,,,,,,,,,
247,P298043,Scalemaster Masterflux masterflux soldering paste 250g (1),Scalemaster,11.07,This self-cleaning Scalemaster Masterflux soldering paste is suitable for all gas and water capillary joints.,Heating/Water Treatment Products/Water Treatment Products.csv -> Scalemaster Masterflux masterflux soldering paste 250g (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/43/NW-298043_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Scalemaster_2018_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,P114281,Keston system filter 22mm,Keston,142.0,"This Keston 22mm system filter uses magnetic technology to help protect domestic central heating systems from the damage that can be caused by a variety of contaminants, debris and sludge.",Heating/Water Treatment Products/Water Treatment Products.csv -> Keston system filter 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/81/NW-114281_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Keston_Magnetic_Filter_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Keston_22mm_Filter_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,P609484,Adey MC10+ biocide formulation 500ml,Adey,46.56,"Dealing with algae and biological contamination, Adey MC10+ biocide, with its dual biocide formulation, is ultra-concentrated for effective and cost-efficient use. Containing two active ingredients, this 500ml solution offers better protections than a single biocide product, helping to keep your underfloor heating as clean and safe as possible.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MC10+ biocide formulation 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/84/NW-609484_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Adey_MC10+_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,P815653,Flamco dosing pot 6.0ltr (16 bar),Flamco,311.89,"Manufactured in mild steel with a welded construction, this Flamco 1L 16 bar dosing pot comes ready-assembled for quick, simple installation. The unit is supplied complete with a tundish, vessel, air vent, inlet and outlet and drain valves.",Heating/Water Treatment Products/Water Treatment Products.csv -> Flamco dosing pot 6.0ltr (16 bar),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/53/815653_wm.jpg,,,,,,,,,N,17702,Mild Steel Dosing Pot,N,Supplied fully assembled,Easy to use,Single,Dosing Systems,Helps to increase energy efficiency,Extends system life,Internally uncoated for chemical compatibility with standard installation,,,,,,,,,,,,,,,,,,,,
251,P608984,Sentinel Vortex300 hydrocyclone filter 300ml valves 22mm T-piece brass,Sentinel,162.28,The Sentinel Vortex300 22mm filter with brass T-piece protects your central heating system from damage caused by all types of debris.,Heating/Water Treatment Products/Water Treatment Products.csv -> Sentinel Vortex300 hydrocyclone filter 300ml valves 22mm T-piece brass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/84/NW-608984_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_Vortex300_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,P292211,Scalemaster Electrolytic Gold electrolytic 22mm Gold,Scalemaster,84.64,"Preventing the build-up of limescale, the Scalemaster Electrolytic Gold 22mm limescale inhibitor works by simply adding a trace amount of zinc to the water supply. This zinc bonds to dissolved calcium ions which then need more energy for precipitation. At this point, the micro-crystals that might normally form limescale are taken away by the flow of water instead of adhering to heat exchanger surfaces.",Heating/Water Treatment Products/Water Treatment Products.csv -> Scalemaster Electrolytic Gold electrolytic 22mm Gold,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/11/NW-292211_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Scalemaster_Electrolytic_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Scalemaster_ElctrolyticGld_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,P608330,Sentinel R700 ground & air source heat pump sanitiser & biocide 1ltr (1),Sentinel,54.05,"Protecting ground and air source heat pumps, Sentinel R700 sanitiser and biocide addresses the issue of contamination from bacteria or fungi, a common source of problems that impact lifespan and performance. This contamination can cause numerous issues, including degradation of thermal fluids, blockages, unpleasant smells and the corrosion of system components.",Heating/Water Treatment Products/Water Treatment Products.csv -> Sentinel R700 ground & air source heat pump sanitiser & biocide 1ltr (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/30/NW-608330_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Sentinel_R700_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Sentinel_R700_Safetydatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_R700_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,P608070,Adey water test kit,Adey,82.9,"Accurate and reliable, this Adey water test kit produces online reports detailing water quality while providing a likely causes of system problems. It also offers Adey's Best Practice recommendations to help you restore the heating system to best efficiency.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey water test kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/70/NW-608070_wm.jpg,,,,,,,,,N,CP1-03-00626,Water Test Kit,N,Results within 24 hours of receipt,Tests central heating system water quality,,,In-house accredited laboratory report,"Quick, reliable online portal",Treatment advice to help prolong system life and efficiency,,,,,,,,,,,,,,,,,,,,
255,P605691,Adey MagnaClean HP 28mm Compression Filter,Adey,209.46,"Protecting low temperature heating systems, the Adey MagnaClean HP 28mm compression filter protects heat pumps and the systems attached to them from magnetic and non-magnetic debris, helping to ensure ongoing efficiency. The ideal environment for bacteria, low temperature heating systems can become clogged without an effective filter in place, leading to reduced efficiency and risking breakdown. With this 28mm filter flow is optimised and potentially harmful contaminants are continuously captured and removed, with inbuilt CycloFlow technology maximising first-pass capture rate for the most effective clean out there.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MagnaClean HP 28mm Compression Filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/91/605691_wm.jpg,,,,,,,,MagnaClean,N,FL1-03-06223,Domestic heating system filter,N,For heat pump and low temperature systems,Dedicated magnetic and non-magnetic capture,Box,Domestic,Incorporates unique ADEY CycloFlow technology,CycloFlow enhances water flow rate and maximises first-pass capture rate,"Non-blocking design for optimum flow, even when filter is full",Large canister ports available for 28mm systems,Valves enable high flow rates and minimise pressure drops,First pass and continuous flow capture,"Quick, easy installation and service",Chemicals easily dosed directly into canister,,,,,,,,,,,,,,,
256,PB98688,Bwt Luxury Water WS355 water softener 14ltr,Bwt,659.3,"Developed specifically for use in UK home plumbing systems, BWT Luxury Water softeners are simple to install, highly efficient and fully automatic. Easy to live with, the BWT Luxury Water range incorporates smart water monitoring for better efficiency and control. BWT WS355 is a 14L water softener pack.",Heating/Water Treatment Products/Water Treatment Products.csv -> Bwt Luxury Water WS355 water softener 14ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/88/NW-B98687_B98688_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Liff_WaterSoftner_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/BWT_WS Range_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/BWT_Product_Guide_2020_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,P292270,Bwt Combi Care comb care compact 15mm (1),Bwt,69.13,"BWT's Combi-Care works by introducing a small amount of food grade polyphosphate into the water feed, sequestering the calcium in the water and preventing it from forming scale on the heat exchanger. Suitable for 15mm pipe and supplied with 15mm compression fittings.",Heating/Water Treatment Products/Water Treatment Products.csv -> Bwt Combi Care comb care compact 15mm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/71/NW-292270_292271_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/BWT_Combicare_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/BWT_Combicare_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/BWT_Product_Guide_2020_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,P610107,Adey Magna Clean Atoms Flt+Chem & Test & Electros,Adey,159.95,"Protecting heating systems and helping with Building Regulations Part L compliance, the Adey MagnaClean AtomSL Compliance Pack includes the MagnaClean AtomSL filter, MC1+ inhibitor, MC3+ cleaner, ProCheck water test strips and, optionally, the Electroscale2 or Magnascale2 scale reducer. Using the items in this pack and following Adey's best guidance could reduce heating bills by up to 7% while also improving efficiency and minimising the risk of breakdown due to damaging limescale and other contaminants.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey Magna Clean Atoms Flt+Chem & Test & Electros,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/07/610107_wm.jpg,,,,,,,,,N,FL1-03-06485,Central heating water filters,N,Immediate test results using ADEY ProCheck,Compact design,,Domestic,"Bi-directional, either port can be an inlet",Rotatable filter can be fitted at any angle,Supplied ready for quick installation,Easy access to air vent and drain valve for ease of servicing,ProCheck water test results via ADEY Sense portal,Flushing adapter available,Internal water operating temperature 3°C - 95°C,Internal operating water pressure up to 4.5 bar,Maximum flow rate of 50LPM,,,,,,,,,,,,,,
259,PG37971,Liff Powermag PM200S electromagnetic water conditioner,Liff,4549.62,"Using the principle of magnetism, the Liff Powermag electromagnetic scale inhibitor stops the formation of hard crystalline scale in hot and cold water. With a magnetic field specifically used for its effect on hardness salts found in water, the environmentally-friendly Powermag both inhibits and removes existing formations of scale with no need for harsh chemicals.",Heating/Water Treatment Products/Water Treatment Products.csv -> Liff Powermag PM200S electromagnetic water conditioner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/71/NW-G37970_G37971_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Liff_PowerMag_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Liff_PowerMag200_PM200S_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,P606166,Fernox TF1 installer pack,Fernox,84.25,This handy Fernox TF1 Sigma installer pack contains everything you'll need for complete cleaning and protection of a central heating system.,Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox TF1 installer pack,,TF1 sigma filter;F1 protector 500ml;F3 cleaner 500ml,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/66/NW-606166_wm.jpg,,,,,,,,TF1,N,606166 PK,Sigma Installer Pack,N,Cleans and protects central heating systems,With F1 protector and F3 cleaner,,Suitable for Central Heating Systems,,,,,,,,,,,,,,,,,,,,,,,
261,P892171,Spirotech SpiroCombi BC080F flanged air and dirt seperator (pn16) 80mm,Spirotech,1343.61,"Removing air and dirt from a sealed system, this Spirotech SpiroCombi 80mm flanged air dirt separator can help to improve system efficiency. Working continuoisly to eliminate air, microbubbles and particles as small as 5µm, the Spirocombi discharges dirt during operation for uninterrupted use.",Heating/Water Treatment Products/Water Treatment Products.csv -> Spirotech SpiroCombi BC080F flanged air and dirt seperator (pn16) 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/72/NW-892171_892172_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Spirotech_AirDirt_Separator_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/892171_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Spirotech_SpiroCombi_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
