,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Material,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Attachment 6,Feature 3,Feature 4,Feature 5,Feature 6,Dimensions (L x W x D),Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Application,Feature 7,Pack Quantity,Paintable
234,PQ66749,Wavin OsmaWeld ABS double socket 40mm Black,Wavin,2.78,This Wavin OsmaWeld 40mm double socket is manufactured in black ABS and incorporates secure solvent weld connections.,Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> Wavin OsmaWeld ABS double socket 40mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/49/NW-Q66749_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PF66293,Polypipe pipe clip 40mm White,Polypipe,1.29,"Suitable for domestic use, this Polypipe pipe clip with 40mm push-fit connections is made of white polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> Polypipe pipe clip 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/93/NW-F66293_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PQ64056,Wavin Wavin OsmaWeld reducer 2 x 1 1/4 White,Wavin,4.76,"Made of white ABS, this Wavin OsmaWeld 50 x 32mm straight socket reducer includes secure solvent weld connections.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> Wavin Wavin OsmaWeld reducer 2 x 1 1/4 White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/56/NW-Q64056_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PF57207,Geberit HDPE electroweld coupling 50mm,Geberit,3.48,"Made of high density polyethylene (HDPE), this Geberit HDPE electrofusion coupling with 50mm solvent weld connections is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> Geberit HDPE electroweld coupling 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/07/NW-F57207_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PF24848,Marley Solvent Waste open pipe clip 40mm White,Marley,0.97,"Made of white PVC-c, this Marley Solvent Waste 40mm open clip can be used in internal or external applications.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> Marley Solvent Waste open pipe clip 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/48/NW-F24848_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PF41259,"McAlpine T12A-3 coupling (BSP) 1.1/2"" x 3""",McAlpine,2.11,"A McAlpine coupling with 1 1/2"" BSP female x 3"" length BSP male connections.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> McAlpine T12A-3 coupling (BSP) 1.1/2"" x 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/59/NW-F41257_F41259_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F41259_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PF00261,McAlpine DC3BL-OS offset drain connector 110mm x 50mm,McAlpine,9.83,"This McAlpine 4 x 2"" offset drain reducer connector with offset sealing ring is designed to fit plastic waste pipe to BS EN 1451-1:2000 and BS EN 1329-1:2000.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> McAlpine DC3BL-OS offset drain connector 110mm x 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/61/NW-F00261_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F00261_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PQ64698,"Wavin OsmaWeld access plug 1.1/2"" White",Wavin,4.03,This Wavin OsmaWeld 40mm access plug is manufactured in white ABS and incorporates secure solvent weld connections.,"Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> Wavin OsmaWeld access plug 1.1/2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/98/NW-Q64698_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PF41135,"McAlpine S11M multi-fit tank connector 1.1/4""",McAlpine,4.11,"A McAlpine 1 1/4 x 1 1/4"" multifit straight tank connector with solvent weld x compression connections.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> McAlpine S11M multi-fit tank connector 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/35/NW-F41135_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F41135_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PF24721,Marley Solvent Waste straight coupling 32mm White,Marley,2.8,This Marley Solvent Waste 32mm straight coupling in white is suitable for both internal and external applications.,Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> Marley Solvent Waste straight coupling 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/21/NW-F24721_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PF29656,"Polypipe Terrain 200 socket reducer 2 x 1.1/4"" Grey",Polypipe,5.79,"Made of mPVC-u, this Polypipe Terrain 200 2 x 1 1/4"" socket reducer is supplied with 50mm solvent weld connections. Ideal for use in high temperatures and where harsh chemicals are used, mPVC-U is a suitable alternative to ABS in education and healthcare settings. In residential installations, this robust material is often chosen for boiler discharge and standard waste use.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> Polypipe Terrain 200 socket reducer 2 x 1.1/4"" Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/56/NW-F29656_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PF41339,"McAlpine ST28M straight connector 1.1/2 x 1.1/4""",McAlpine,3.83,"This McAlpine 1 1/4 x 1 1/2"" multifit straight connector includes multifit connections with moulded internal sleeves designed to centre and support the pipe. Multifit and friction washers are used to create a secure seal between the pipe and the fitting wall of the fitting. Where a plastic pipe is undersized or out of shape it may be necessary to warm the end, enabling it to be pushed over the internal sleeve.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> McAlpine ST28M straight connector 1.1/2 x 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/39/NW-F41339_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F41339_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PF66114,Polypipe universal compression connector 40mm White,Polypipe,7.83,"Suitable for domestic use, this Polypipe connector is made of white polypropylene (PP) and incorporates 40mm compression ends.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> Polypipe universal compression connector 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/14/NW-F66114_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PF66533,Polypipe ABS pipe clip 50mm Black,Polypipe,2.64,"Made of black ABS, this Polypipe pipe clip with 50mm solvent weld connections is suitable for domestic applications. A popular selection for residential waste installations, the Polypipe ABS solvent weld range incorporates BioCote anti-microbial technology.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> Polypipe ABS pipe clip 50mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/33/NW-F66533_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PF24868,Marley Solvent Waste expansion coupling/copper adaptor 50mm White,Marley,5.6,This Marley Solvent Waste 50mm straight coupling expansion adapter in white is suitable for both internal and external applications.,Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> Marley Solvent Waste expansion coupling/copper adaptor 50mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/68/NW-F24868_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PF57907,Geberit HDPE HDPE expansion socket 160mm,Geberit,29.86,"Made of high density polyethylene (HDPE), this Geberit HDPE expansion socket with double flange and 160mm push-fit connections is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> Geberit HDPE HDPE expansion socket 160mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/07/NW-F57907_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PQ64436,"Wavin OsmaWeld double socket 1.1/4"" White",Wavin,2.7,This Wavin OsmaWeld 32mm straight double socket is manufactured in white ABS and incorporates secure solvent weld connections.,"Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> Wavin OsmaWeld double socket 1.1/4"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/36/NW-Q64436_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PF42767,"McAlpine T25 solvent-weld (BSP) couple ABS to PVC 1.1/2""",McAlpine,1.89,"This McAlpine 1 1/2 x 1 1/2"" plastic cap and lining includes a BSP coupling to BS EN 1329-1:2000 ABS or PVC pipe.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> McAlpine T25 solvent-weld (BSP) couple ABS to PVC 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/67/NW-F42767_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F42767_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PF41340,"McAlpine T12M multi-fit reducer 1.1/2"" x 1.1/4""",McAlpine,1.7,"This McAlpine 1 1/2 x 1 1/4"" multifit reducer has a plain end to fit into other fittings or traps with a compression connection. The reducers connections incorporate moulded internal sleeves designed to centre and support the pipe and multifit and friction washers are used to create a secure seal between the pipe and the fitting wall of the fitting. Where a plastic pipe is undersized or out of shape it may be necessary to warm the end, enabling it to be pushed over the internal sleeve.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> McAlpine T12M multi-fit reducer 1.1/2"" x 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/40/NW-F41340_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F41340_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PQ66722,Wavin Wavin OsmaWeld ABS invert reducer 50 x 40mm Black,Wavin,4.64,"Made of tough black ABS, this Wavin OsmaWeld 50 x 40mm straight socket reducer is fitted with reliable solvent weld connections.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> Wavin Wavin OsmaWeld ABS invert reducer 50 x 40mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/22/NW-Q66722_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PF41257,"McAlpine T12A-1 male coupling (BSP) 1.1/2"" x 1""",McAlpine,2.11,"A McAlpine coupling with 1 1/2"" BSP female x 1"" length BSP male connections.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> McAlpine T12A-1 male coupling (BSP) 1.1/2"" x 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/59/NW-F41257_F41259_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F41257_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PF41059,"McAlpine S12A-3 coupling (BSP) 1.1/4"" x 3""",McAlpine,1.8,"A McAlpine coupling with 1 1/4"" BSP female x 3"" length BSP male connections.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> McAlpine S12A-3 coupling (BSP) 1.1/4"" x 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/59/NW-F41057_F41059_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F41059_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PF58128,Geberit HDPE HDPE pipe bracket support 200mm,Geberit,20.35,"Made of steel, this Geberit HDPE pipe bracket with 200mm mechanical connection is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Fittings.csv -> Geberit HDPE HDPE pipe bracket support 200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/28/NW-F58128_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
