,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Colour,Volume,Hazardous,Pack Type,Physical State / Form,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 3,Attachment 4,Attachment 5,Length (M),Double Sided,Diameter,Range,Weight,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Connection Type 2,Attachment 6,Attachment 7,Attachment 8,Application,Feature 9,Pack Quantity
77,P692215,Emkarate RL RL32-3MAF Lubricant 1ltr,Emkarate,46.01,"Suitable for initial and service fill, Emkarate RL ISO VG 32 synthetic polyol ester (POE) lubricant is formulated for use in refrigeration and air-conditioning compressors using HFC refrigerants. Offering effective wear protection for steel and aluminium surfaces, this product increases system life and improves efficiency. Emkarate RL 32-3MAF is suitable for use over a wide operating temperature range, thanks to low temperature characteristics and chemical and thermal stability.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Emkarate RL RL32-3MAF Lubricant 1ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/15/NW-692215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Chemical_Lubricant_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Emkarate_RL_Technical.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/692215_SDS.pdf,,,,,,,,,,,,,,,,,,,,,
78,P115260,JET Range aluminium tape 40 micron 100mm 45mtr,JET Range,14.75,"Ideal for use in HVAC applications, this JET Range 100mm aluminium tape combines performance and usability thanks to an enhanced 40 micron thick soft aluminium surface, more resistant to tearing and offering higher thermal resistance compared to the more commonly found 30 micron tapes. With an easy-release liner for stress-free application, this tape is ideal for sealing foil-faced insulation products such as pipe insulation, aluminium insulation boards and flexible air duct seams and connections.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> JET Range aluminium tape 40 micron 100mm 45mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/60/NW-115260_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_115259-115260_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P679024,Danfoss PVE lubricant 320HV PVE Lubricant in a Can 1ltr,Danfoss,117.3,"This Danfoss PVE lubricant is supplied in a 1L can suitable for HCJ, HCP, HHP, HLH, HLJ, HLP, HRH, HRP and MLZ scroll compressors.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Danfoss PVE lubricant 320HV PVE Lubricant in a Can 1ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/24/NW-679024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_CmrclCompressorParts_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Danfoss_CPI_R_5402036P01B_160MPZ_SDS.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Danfoss_ZEROL_150T_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Danfoss_Huile_Ester_160SZ_160Z_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_Oil_Types_Technical.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Danfoss_EMKARATE_RL32HB160SZ160Z_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Danfoss_Huile_Ester_160PZ_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Danfoss_Daphne_Hermetic_Oil160HV_SDS.pdf,,,
80,P800820,Regin silicone repair tape,Regin,10.6,"A self-fusing wrap-and-repair tape, this Regin multi-purpose, adhesive-free temporary repair tape is simply stretched and wrapped to provide a short term repair to pipes, cables and connectors, to bind rope ends to prevent fraying or for a range of exhaust and automotive repair tasks.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Regin silicone repair tape,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/20/NW-800820_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PN57793,Gyproc ready mixed easifiller 1ltr,Gyproc,13.44,"Designed for making repairs to plaster and plasterboard, Gyproc EasiFiller, supplied in a 1L tub, is a ready-mixed paste for use on walls or ceilings. Easy to use straight from the tub, this filler effectively fills holes and small cracks, sanding back easily for a smooth, like-new surface.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Gyproc ready mixed easifiller 1ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/93/NW-N57793_wm.jpg,,,White,1 Ltr,N,Tub,Paste,5200854788,Ready Mixed Easifiller,N,"Quick and simple to use, apply straight from tub","Ideal for most indoor surfaces, including plaster, plasterboard and concrete","Fine, ultra-smooth finish",Easy to sand smooth,Ideal for painted surfaces,,,,,,,,,,,,,,,,,,,,,,,PlasterboardPlaster,,
82,P581035,Laco Epoxy 19571G LA-CO epoxy putty stick grey (1),Laco,17.91,"Safe for use in potable water systems, this LA-CO grey epoxy putty stick in grey is used to fix water system leaks and cracks. A fast, convenient solution, this epoxy stick requires just a quick mix before use and hardens in just five to ten minutes once applied.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Laco Epoxy 19571G LA-CO epoxy putty stick grey (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/35/NW-581035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Brian_Hyde_LA_CO_Spoxy_Stick_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,P800439,Regin aluminium foil tape 96mm x 45m,Regin,13.53,"Offering excellent resistance to both low and high temperatures, this Regin 96mm, 30 micron aluminium foil tape has a flame-retardant acrylic adhesive on one side, backed with a protective silicone-coated release paper.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Regin aluminium foil tape 96mm x 45m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/39/NW-800439_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,P581024,Laco Slic-Tite slictite paste 475ml,Laco,44.52,"Enabling easy disassembly, Laco silicate paste contains PTFE particles and will not dry out or harden over time.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Laco Slic-Tite slictite paste 475ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/24/NW-581023_581024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Laco_Slictite_Paste_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P457995,Regin glass yarn braided 12mm,Regin,14.9,"This Regin 12mm glass yarn, supplied in a 5M length, has a tough braided construction suitable for use in ovens, boilers and other high temperature appliances.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Regin glass yarn braided 12mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/95/NW-457995_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Regin_Glass_Yarn_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PS92219,Bostik sticks like sh*t sealant Clear,Bostik,15.41,"This Bostik Sticks Like clear waterproof sealant is a highly flexible over-paintable sealant formulated for strong sealing, even in the wet.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Bostik sticks like sh*t sealant Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/19/NW-S92219_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Bostik_Evo_Stik_Clear_Sealant_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Bostik_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PS87271,Soudal tile adhesive 5kg,Soudal,18.86,"Solvent-free, Soudal tile adhesive paste bonds all types of wall and flooring tiles while offering compatibility with underfloor heating. Suitable for porous surfaces, including stone, concrete, plaster and timber, this white adhesive is easy to tool and highly resistant to water for reliable use in bathrooms.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Soudal tile adhesive 5kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/71/S87271_wm.jpg,,,White,5 kg,N,5 kg tub,Paste,100017,Tile Adhesives,N,5kg supply,White finish,Ready to use,Easy tooling,Long open time (ca 15 minutes),Low consumption,Flexible finish,High initial tack,,,,,,,,,,,,,,,,,,,,,Water-resistant,
88,P603004,Rothenberger closure plate tape 50mm x 25mtrs,Rothenberger,9.16,"This Rothenberger 50mm PRS10 closure plate tape meets the requirements of Gas Safety Regulations, offering good adhesion to a wide range of materials.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Rothenberger closure plate tape 50mm x 25mtrs,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/04/NW-603004_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P691362,Emkarate RL RL68H Lubricant 1ltr,Emkarate,52.75,"Suitable for initial and service fill, Emkarate RL ISO VG 68 synthetic polyol ester (POE) lubricant is formulated for use in refrigeration and air-conditioning compressors using HFC refrigerants. Offering effective wear protection for steel and aluminium surfaces, this product increases system life and improves efficiency. Emkarate RL 68H is suitable for use over a wide operating temperature range, thanks to low temperature characteristics and chemical and thermal stability.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Emkarate RL RL68H Lubricant 1ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/62/NW-691362_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Chemical_Lubricant_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Emkarate_RL68H_Technical.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Emkarate_RL68H_SDS.pdf,,,,,,,,,,,,,,,,,,,,,
90,PT10597,Maxam Dura+ adhesive sealant tube 290ml Clear,Maxam,9.03,"There's no longer any need to buy and transport multiple sealents, mastics, fillers and adhesives thanks to Maxam DURA+, a six-in-one hybrid adhesive sealant that works reliable on a wide range of surfaces, from lead to brick to glass. Sealing and bonding in any situation, even underwater, this high performance product can be used to fill, repair, plug and much more, helping you complete a variety of jobs without the hassle of using multiple tubes and bottles. Food-safe and chemical-resistant, DURA+ can be used in just about any room or situation and provides a tough yet flexible seal that's resistant to high temperatures and extremes of weather.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Maxam Dura+ adhesive sealant tube 290ml Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/97/T10597_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/be/ls/Maxam product labels.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PH67605,Building Adhesives grout 1.5kg White,Building Adhesives,4.9,A BAL adhesives white tile grout for a range of tile types.,Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Building Adhesives grout 1.5kg White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/05/NW-H67605_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/BAL_Pourable_Flood_Grout_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/BAL_Tile_Grouts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,P459228,Regin cold water tape 33mtr,Regin,4.12,A roll of Regin 38mm cold water tape.,Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Regin cold water tape 33mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/28/NW-459228_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT10598,Maxam Dura+ adhesive sealant tube 290ml Black,Maxam,8.79,"There's no longer any need to buy and transport multiple sealents, mastics, fillers and adhesives thanks to Maxam DURA+, a six-in-one hybrid adhesive sealant that works reliable on a wide range of surfaces, from lead to brick to glass. Sealing and bonding in any situation, even underwater, this high performance product can be used to fill, repair, plug and much more, helping you complete a variety of jobs without the hassle of using multiple tubes and bottles. Food-safe and chemical-resistant, DURA+ can be used in just about any room or situation and provides a tough yet flexible seal that's resistant to high temperatures and extremes of weather.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Maxam Dura+ adhesive sealant tube 290ml Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/98/T10598_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/be/ls/Maxam product labels.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PQ97064,Wavin OsmaS 4S391 silicone lubricant tube 50g,Wavin,20.15,"This Wavin OsmaS silicone lubricant is ideal for use in waste, soil and ventilation systems.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Wavin OsmaS 4S391 silicone lubricant tube 50g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/64/NW-Q97064_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Soluble_Lubricant_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PF32594,Polypipe Terrain lubricant for seal ring assembly,Polypipe,77.83,Polypipe Terrain soluble lubricant is used to lubricate the seal rings on expansion fittings.,Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Polypipe Terrain lubricant for seal ring assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/94/NW-F32594_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_TerrainS&W_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PH69197,Bostik Gripfill multi-purpose adhesive 350ml,Bostik,6.6,This Bostik Gripfill multi-purpose gap filling adhesive is formulated to bond almost any surface.,Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Bostik Gripfill multi-purpose adhesive 350ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/97/NW-H69197_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Bostik_Gripfill_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Bostik_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PF25304,Marley Chemicals and Adhesives silicone lubricant tub 500g,Marley,78.27,This Marley SZ500 universal silicone lubricant is formulated specifically for use with Marley Equator products. It is suitable for use in both above and below ground drainage projects.,Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Marley Chemicals and Adhesives silicone lubricant tub 500g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/04/NW-F25304_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Marley_Easyjoint_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PH68148,Wavin OsmaS 4S392 silicone lubricant spray 400ml,Wavin,35.07,"This Wavin OsmaS silicone lubricant is ideal for use in waste, soil and ventilation systems.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Wavin OsmaS 4S392 silicone lubricant spray 400ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/48/NW-H68148_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Silicone_Lubricant_Spray_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PN34726,Bostik Gripfill solvent free adhesive,Bostik,5.29,"Strongly bonding almost any surface, this Bostik Gripfill high performance solvent-free adhesive offers incredible strength, even in vertical applications. Suitable for interior and exterior use (provided bond is covered), this adhesive is compatible with wood, plywood, hardboard, chipboard, laminated plastic, brick, rigid insulation material (except polystyrene), metal, stone breeze block, ceramics, concrete, sand/cement screeds, plasterboard, cement composite boards and GRP.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Bostik Gripfill solvent free adhesive,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/26/NW-N34726_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bostik_EvoStik_Gripfill_AdhesiveTech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Bostik_Evo_Stik_Gripfill_SDS.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Bostik_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,
100,P459224,Regin heating tape 33m,Regin,4.12,A roll of Regin 38mm heating tape.,Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Regin heating tape 33m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/24/NW-459224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PE68010,Bostik non-slip tile wall adhesive (x-large),Bostik,32.91,This Bostik Evo-Stik wall tile non-slip adhesive is suitable for ceramic tiles.,Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Bostik non-slip tile wall adhesive (x-large),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/11/NW-E68010_E68011_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Bostik_Smart_Adhesives_P_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Bostik_Evo_Stik_Tile_A_Wall_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PF49939,McAlpine MACXSEAL MACXSEAL-WH hybrid sealant and adhesive 290ml White,McAlpine,11.71,"Suitable for use in all trades, McAlpine MACXSEAL-EH silicone and adhesive is compatible with sanitaryware, tiles and mirrors. It can be safely used on a variety of materials, including metal, wood, stone, concrete, marble and brick.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> McAlpine MACXSEAL MACXSEAL-WH hybrid sealant and adhesive 290ml White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/39/NW-F49938_F49939_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/McAlpine_Macxseal_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_MACXSEAL-CL_WH_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,P555341,Dow 785 sanitaryware seal 310ml mix and match (5),Dow,50.0,"A five-in-one acetoxy flexible silicone sealant, Dow Corning 785 protects against bacteria growth, MRSA, E. coli and salmonella. This sealant has been formulated especially for use in sanitary and kitchen applications, including kitchen fittings, urinals and baths. It is suitable for use in ceramic tile joints.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Dow 785 sanitaryware seal 310ml mix and match (5),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/41/NW-555341_wm.jpg,,,White/Clear,,N,Cartridge,,555341 PK,Silicone Sealant,N,Pack of 24,310ml supply,100% silicone rubber,High resistance to weathering,High gloss finish,Fast cure for tack free finish in an hour,"High modulus, acetoxy cure type",Fungicide resists mould growth,,,,,,,,,,,,,,,,,,,,,Offers adhesion to non-porous surfaces,5
