,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Boiler Section,Boiler Range,Feature 4,Setting Range,Dimensions mm (H x W x D),Application,Range,Feature 5,Feature 6,Warranty,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Display Type,Installation Type,Number of Channels,Pack Quantity,Voltage (V),Feature 7,Feature 8,Feature 9,Feature 10,Attachment 5,Attachment 6,Operating Temperature Range (C),Connection,Thread Standard,Max Set Pressure,Connection Gender,Material,Thread Size,Maximum Operating Temperature,Feature 11,Feature 12,Feature 13,Feature 14,Connection Size,Torque Rating,Position Indicator,Operating Range,Override Type,Running Time Motor,Cable Length (m),Position Feedback,Protection Class,Weight,Attachment 7,Attachment 8,Connection Type,Working Pressure,Number of Ports,Operator Type,Seal Material,Size,Feature 15,Feature 16,Colour,Standards,Operating Temperature,Attachment Type,Pipe Diameter,Pressure Rating,Diameter,Range For Use With,Material Type,Min Outlet Pressure,Max Outlet Pressure
520,PK12163,Hattersley Balancing ACT1932 modulating actuator,Hattersley,44.18,"Reducing the need for on-site adjustments, the Hattersley Balancing ACT1932M modulating actuator offers stem gap detection for easier installation and set-up. Supplied with a 1.5M connecting cable, this one port, 24V actuator provides proportional or equal percentage control.",Heating/Central Heating Controls/Central Heating Controls.csv -> Hattersley Balancing ACT1932 modulating actuator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/63/NW-K12163_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Hattersley_PICV_Hook_Up_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hattersley_PICV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,P416137,Watts Industries Electro Controls linkage kit 15/100mm 8and16nm,Watts Industries,30.84,This Watts Industries Electro Controls offers 8Nm and 16Nm torque and compatibility with the E08 and E16 motor.,Heating/Central Heating Controls/Central Heating Controls.csv -> Watts Industries Electro Controls linkage kit 15/100mm 8and16nm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/37/NW-416137_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WI_Valves_Linkages_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,P301743,"Watts Industries Black Teknigas gas solenoid valve fast opening and flow 1"" 230v (fo and flow)",Watts Industries,323.96,"This Watts Industries Black Teknigas series 2000 solenoid operated safety shut-off valve with 1"" connection is primarily used in the on/off control of low pressure 1st (town gas), 2nd (natural gas) and 3rd (LPG) family gases, but is also suitable as a control valve for automatic burners and for low pressure air applications.","Heating/Central Heating Controls/Central Heating Controls.csv -> Watts Industries Black Teknigas gas solenoid valve fast opening and flow 1"" 230v (fo and flow)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/43/NW-301743_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Black_Teknigas_Series_2000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,P487224,Coster methane gas sensor commercial,Coster,104.37,"This Coster gas sensor monitors the concentration of combustible gas in the air and activates a voltage output to an electronic detector. It is compatible with RFG 361, RFG 651, RFG 652 and RFG 653.",Heating/Central Heating Controls/Central Heating Controls.csv -> Coster methane gas sensor commercial,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/24/NW-487224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Coster_RFG65_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PK12105,Crane D151 gate valve (BSP) PN20 25mm Bronze,Crane,250.06,"This Crane D151 gate valve has 1"" BSP tapered female connections. A gate valve, also known as a sluice valve, opens by lifting a barrier out of the path of a fluid. Gate valves normally require minimal space along the pipe axis and offer minimal flow restriction when fully open. A multiturn valve, operation of a gate valve is carried out via a threaded stem, turning multiple times to change position.",Heating/Central Heating Controls/Central Heating Controls.csv -> Crane D151 gate valve (BSP) PN20 25mm Bronze,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/06/NW-K12103_K12106_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_KM_509363_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D151_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_D151_Gate_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_34777_WRAS_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,P300033,Honeywell Home HR914 hw home hr914 wireless rad control pk4,Honeywell Home,235.16,"With a contemporary ergonomic design, the Honeywell Home wireless controller isn't just easy to use, it looks great in any room too. Offering convenience and helping homeowners to save energy, this controller uses two-way RF communication for easy connection with the evohome heating system.",Heating/Central Heating Controls/Central Heating Controls.csv -> Honeywell Home HR914 hw home hr914 wireless rad control pk4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/33/NW-300033_wm.jpg,,,,,N,HR914,Electronic Radiator Controller,N,"Easy status verification via LED lights, pop-ups and notifications",Check zone's name via evohome unit,Child lock mode deactivates local interaction,,,With anti-theft protection for batteries and device,,W = 60 mm,,,"Simple lock mechanism for easy, fast install",Fits on common M30 x 1.5 radiator valve,,,,,,,,,,,,,,,Pack of 4,,Auto-window function shuts off valve when ventilating room,Button offers easy binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,P302094,Drayton Biflo 86 86 pack,Drayton,169.05,"A complete solution supplied in a single box, this Drayton Biflo 86 heating control pack includes a programmer, room thermostat, cylinder thermostat, 22mm mid-position motorised valve and a wiring centre. It is suitable for mid-position (Biflo) heating installations, including those using one three port mid-position motorised valve to control the flow of water between heating and hot water circuits.",Heating/Central Heating Controls/Central Heating Controls.csv -> Drayton Biflo 86 86 pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/94/NW-302094_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_LifestyleEP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_HTS3_Thermostat_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_LWC1_Wiring_Centre_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_Motorised_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/15/Drayton_Product_Catalogue_Issue_15.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_RTS_Thermostat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Lifestyle_LP_LPSI_Technical.pdf,,,,,,,,,,,,,,,,,,,
527,P305699,Siemens 2 pipe fan coil unit controller plus fan switch,Siemens,50.33,This Siemens 230V room thermostat controls the temperature in individual rooms heated or cooled with four pipe fan coil units equipped with an electrical heater.,Heating/Central Heating Controls/Central Heating Controls.csv -> Siemens 2 pipe fan coil unit controller plus fan switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/99/NW-305699_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_RCC20_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Siemens_M3021_Thermostat_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,P323910,Schneider Electric Tac - MD20B damper 20nm 230v,Schneider Electric,301.92,This Schneider Electric Tac MD20B 20Nm damper actuator operates air control dampers in ventilation and air-conditioning systems for building services installations.,Heating/Central Heating Controls/Central Heating Controls.csv -> Schneider Electric Tac - MD20B damper 20nm 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/10/NW-323910_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/SE_MD20_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SE_MD20B_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/SE_Valv-Actor_Catalogue-2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,P468872,Advanced Water 102 Series PREL102020 pressure relief valve,Advanced Water,62.02,"Made of hot pressed brass, the RWC 102 series 3.5 bar pressure relief valve has the response pressure helpfully indicated on the cover of the included high grade fibreglass reinforced plastic cap. Designed to ensure safe pressure levels in closed circuit water heating systems, this valve is fitted with 3/4"" MBSP x 22mm compression connections.",Heating/Central Heating Controls/Central Heating Controls.csv -> Advanced Water 102 Series PREL102020 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/72/468872_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_102_Series_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,P308467,Belimo LR 3-point AC open/close rotary valve actuator 24V 5Nm,Belimo,101.5,"Designed for ball valves, this Belimo LR-A rotary actuator with 5Nm actuating torque offers simple, direct mounting using just one central screw. The assembly tool is integrated into the plug-in position indication and mounting orientation is selectable in 90° steps.",Heating/Central Heating Controls/Central Heating Controls.csv -> Belimo LR 3-point AC open/close rotary valve actuator 24V 5Nm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/67/NW-308467_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_TR-LR-NR-SR-A_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_LR24A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_LR24A_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,P309638,Honeywell M7410E actuator plus manual operation knob 24v 0/2-10vdc,Honeywell,139.42,"This compact Honeywell M7410E 180 N modulating linear valve actuator works alongside M30 x 1.5 interface Honeywell valves to provide modulating control. It is suitable for use in fan coil units, induction units, small reheaters and recoolers and can also be used in zone control applications and electronic temperature control systems with hot and/or cold water as the controlled medium. This actuator is fully compatible with all controllers offering 0 - 10V or 2 - 10V output signals.",Heating/Central Heating Controls/Central Heating Controls.csv -> Honeywell M7410E actuator plus manual operation knob 24v 0/2-10vdc,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/38/NW-309638_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Honeywell_M7410E_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Honeywell_M7410E_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,P816407,"Flamco MEIBES ME-10240 PM valve 3/4""",Flamco,357.26,"Used to regulate the hot water priority mode in a residential unit, the Flamco Meibes 3/4"" proportional quantity, or PM, valve is for use when tapping hot water. With no need for external energy, this hydraulically operated system opens up the domestic water and in turn allows heating water media to flow through the plate heat exchanger as hot water is drawn off.","Heating/Central Heating Controls/Central Heating Controls.csv -> Flamco MEIBES ME-10240 PM valve 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/07/NW-816407_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Flamco_PM_Valve_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,P451043,Secure HRT4 HRT4-ZW wireless digi thermostat,Secure,77.48,"Compatible with any Secure brand programmers and zone valves, this Secure HRT4-ZW wireless thermostat can form part of a personalised, Boiler Plus compliant heating system.",Heating/Central Heating Controls/Central Heating Controls.csv -> Secure HRT4 HRT4-ZW wireless digi thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/43/NW-451043_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Secure_HRT4-ZW_ASR-ZW_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/l_/Secure_HRT4-ZW_HRT4-B_Technical_.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,P303159,Siemens Acvatix - SSB 3 position actuator 24v,Siemens,53.16,"Intended for small 5.5mm stroke valves, the Siemens Acvatix SSB 200 N electromotoric actuator is suitable for valve types VVP45, VXP45 and VMP45 used for water-side control of hot and cooling water in heating, ventilation and air conditioning systems. Driven by a three position signal, the actuator produces a stroke transmitted to the valve stem.",Heating/Central Heating Controls/Central Heating Controls.csv -> Siemens Acvatix - SSB 3 position actuator 24v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/59/NW-303158_303159_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Siemens_SSA-B-P_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/pd/Siemens_SSB_EPD.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_SSB81_Supplier_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_Acvatix_SSB_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_SSB81_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,P538038,Altecnic Intaball AI-373RB5 T-handle ball valve 15mm Red,Altecnic,13.0,"Suitable for copper or steel pipe systems, the Altecnic Intaball ball valve with red handle incorporates 15mm compression ends and threaded adapters for compatibility with alternative pipe materials. Able to isolate individual outlets or provide isolation for Y strainers or control valves during maintenance, this valve can also be employed in larger systems for isolation in heating, on the primary side of HWS and cold water services. Offering bi-directional flow and reliable resistance to wear, the Intaball valve is also suitable for industrial air and non-corrosive liquid applications.",Heating/Central Heating Controls/Central Heating Controls.csv -> Altecnic Intaball AI-373RB5 T-handle ball valve 15mm Red,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/60/NW-538038_538060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Domestic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,P312308,Belimo NR-A 3 point open/close actuator 24v 10nm,Belimo,127.4,"Designed for ball valves, this Belimo NR-A rotary actuator with 10Nm actuating torque offers simple, direct mounting using just one central screw. The assembly tool is integrated into the plug-in position indication and mounting orientation is selectable in 90° steps.",Heating/Central Heating Controls/Central Heating Controls.csv -> Belimo NR-A 3 point open/close actuator 24v 10nm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/08/NW-312308_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_NR24A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_TR-LR-NR-SR-A_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_NR24A_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,P307440,ESBE rotary actuator,ESBE,404.25,"A compact design, the ESBE rotary actuator is suitable for the operation of rotary mixing valves. Reversible and provided with limit switches actuated via cam discs, this actuator is supplied complete with a disconnection for manual operation and a front-displayed indication of valve position.",Heating/Central Heating Controls/Central Heating Controls.csv -> ESBE rotary actuator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/40/307440_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/ESBE_307440_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,P451058,Secure C1727 2 Channel Wireless Smart Programmable Thermostat Display & Secure WiFi Adaptor,Secure,146.12,"Managing up to two individual zones, the Secure C1727 two-channel wireless smart programmable thermostat is supplied complete with the Secure Wi-Fi adapter for complete control of your heating system via the Secure smartphone app. An all-in-one pack ready for installation, this masterpack includes the thermostat unit, receiver and a plugin Wi-Fi card.",Heating/Central Heating Controls/Central Heating Controls.csv -> Secure C1727 2 Channel Wireless Smart Programmable Thermostat Display & Secure WiFi Adaptor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/58/NW-451058_wm.jpg,,,,,N,NU5000000001,Domestic heating control,N,For domestic use,Smart-capable,Controls up to 2x zones,,,Compatible with combi or system boilers,,,Domestic,,Includes Wi-Fi adapter,With LCD screen for ease of control,7 Years,44,Yes,,Yes,2,3 AMP,7 Days,3,Yes,252 x 174 x 44,LCD,,2,,,7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,P301746,"Watts Industries Black Teknigas gas solenoid valve fast opening and flow 1.25"" 230v (fo and flow)",Watts Industries,449.21,"This Watts Industries Black Teknigas series 2000 solenoid operated safety shut-off valve with 1 1/4"" connection is primarily used in the on/off control of low pressure 1st (town gas), 2nd (natural gas) and 3rd (LPG) family gases, but is also suitable as a control valve for automatic burners and for low pressure air applications.","Heating/Central Heating Controls/Central Heating Controls.csv -> Watts Industries Black Teknigas gas solenoid valve fast opening and flow 1.25"" 230v (fo and flow)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/46/NW-301746_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Black_Teknigas_Series_2000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,P308420,Belimo HT rotary actuator,Belimo,182.7,"Supplied with a mounting kit, the Belimo HT 10Nm rotary actuator is suitable for motorisation of the most often used HVAC system mixing valves. The actuator is connected via a standard modulating signal of DC 0 - 10V and drives to the position supplied by the positioning signal.",Heating/Central Heating Controls/Central Heating Controls.csv -> Belimo HT rotary actuator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/20/NW-308420_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_HT_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_HT24-SR_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,P329905,S and S Northern Merlin gas sensor (for S-Range and GDP systems),S and S Northern,107.1,"Designed to work with a control panel, this S and S Northern Merlin natural gas detector is compatible with S-Range and GDP systems. This natural gas detector should be located around 300mm from the ceiling and at detection will go into alarm at 10% of the low explosion level, triggering isolation of the power supply to the solenoid and therefore isolation of the gas supply.",Heating/Central Heating Controls/Central Heating Controls.csv -> S and S Northern Merlin gas sensor (for S-Range and GDP systems),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/05/NW-329905_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/SNSNorthern_NG_Detector_TS_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/SNSNorthern_GasDetector_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,P418088,Secure programmable thermostat,Secure,172.9,"Compatible with domestic gas or oil-fired boiler-based heating systems, the Secure H3747 programmable thermostat, supplied complete with receiver, is suitable for control of up to four overall zones. Wireless enabled out of the box, this smart thermostat is app-compatible with the included Wi-Fi adapter supplying complete control of a home heating system from any location.",Heating/Central Heating Controls/Central Heating Controls.csv -> Secure programmable thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/88/NW-418088_wm.jpg,,,,,N,SCT400-000,Domestic heating control,N,Suitable for domestic use,For up to 4x channels,With receiver,,,Wi-Fi compatible,,252 x 174 x 44,Domestic,,Offers app control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
