,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Range,Attachment 1,Connection Size,Connection Type,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range For Use With,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,For Use With,Weight,Dimensions mm (H x W x D),Pack Quantity,Colour,Flow Rate,Warranty,Output,Depth (mm)
10,P489923,Worcester Bosch 87161063560 Flow Unit,Worcester Bosch,26.25,Need a 87161063560 Worcester Bosch flow unit for your boiler? Order this Worcester flow manifold today and get free delivery for trade account holders.,Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87161063560 Flow Unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/23/489923_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/WB_Greenstar24-28I_Junior_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
11,P408099,Worcester Greenstar 8748300912 PCB including 24V Harness,Worcester,133.76,"An official Worcester Bosch part, this printed circuit board is suitable for use in Greenstar boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Greenstar 8748300912 PCB including 24V Harness,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/99/408099_wm.jpg,N,"40 CDi, 40 CDi LPG, 25 CDi LPG, 30 CDi, 35 CDi LPG, 30 CDi LPG, 25 CDi, 35 CDi",Control Panel,Greenstar,,,8748300912,Printed Circuit Board,N,Greenstar,,,,,,,,,,,,,,,,,,,,,,,,,,
12,P489918,Worcester 87161165150 CDi Gas Valve,Worcester,135.9,"A replacement gas valve for Worcester Bosch Greenstar, Greenstar ErP and CDi Series appliances.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester 87161165150 CDi Gas Valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/18/489918_wm.jpg,N,"30 CDi Classic Regular, 30 CDi Classic Regular LPG, 30 CDi Conventional LPG, 38 CDi Classic, FS 42 CDi, Highflow 440 CDi LPG, Highflow 550 CDi, 40 CDi Conventional, 40 CDi Conventional LPG, Highflow 440 CDi, Highflow 440 CDi LPG, 34 CDi Classic, 40 CDi C",Gas Assembly,"Greenstar, Greenstar ErP, CDi Series",J02875,"42 CDi Classic LPG,Hi,40 CDi Classic Regular LPG,30 CDi Classic Regular,38 CDi Classic,38 CDi Classic LPG,30 CDi Classic Regular LPG,30 CDi Classic System,30 CDi Conventional LPG,34 CDi Classic,30 CDi Classic System LPG,30 CDi Conventional,42 CDi Classic",87161165150,Gas Valve,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,P793380,Worcester Greenstar 87161164280 Pressure Gauge,Worcester,23.99,The Worcester pressure gauge 87161164280 is suitable for Greenstar and Greenstar ErP boilers. Order from Wolseley today. Free delivery for trade accounts.,Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Greenstar 87161164280 Pressure Gauge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/80/793380_wm.jpg,N,"12 i, 24, 29 CDi Classic LPG, 29 CDi LPG, 30 CDi LPG, 34 CDi LPG, 35 CDi, 35 CDi Classic System, 37 CDi, 532/i, 15i System, 15i System LPG, 21i System, Highflow 550 CDi, Highflow 550 CDi LPG, 25 CDi LPG, 30 CDi, 30 CDi Classic System, 42 CDi Classic, 24i",Control Panel,Greenstar CDiGreenstar ErPGreenstar 8000 StyleGreenstar 8000 Life,H98175,"40 CDi LPG,42 CDi Classic LPG,30 CDi System,27 CDi,25 CDi LPG,38 CDi,25 CDi,38 CDi Classic LPG,29 CDi,30 CDi Classic System,37 CDi LPG,4,34 CDi Classic,30 CDi Classic System LPG,24 i Junior Mk5,34 CDi,30 CDi System LPG,24 i,42 CDi Classic,30 CDi,24 i LPG",87161164280,Pressure Gauge,N,Greenstar,,,,,,,,,,,,,,,,,,,,,,,,,,
14,P489938,Worcester Bosch 87161068450 Diverter Valve Assembly Mixer Module,Worcester Bosch,119.21,"This Worcester Bosch diverter valve assembly mixer module is a genuine brand part designed for use in Greenstar, Greenstar 8000 Life and Greenstar 8000 Style boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87161068450 Diverter Valve Assembly Mixer Module,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/38/489938_wm.jpg,N,"24 i Junior Mk5, 27 i System LPG, 30 CDi, 35 CDi Classic System LPG, 36 CDi Compact, 38 CDi LPG, 40 CDi, 40 CDi LPG, 42 CDi Classic, 42 CDi LPG, 430/i LPG, 542/i, 30 C NG, 30 S NG, 40 R NG, 45 C NG, 45 R NG, 50 C NG, 35 S LPG, 50 C LPG, 50 C NG, 24 i Jun",Diverter Valve,"Greenstar, Greenstar 8000 Life, Greenstar 8000 Style",H02533,"27 CDi LPG,27 i System LPG,25 CDi LPG,25 Si LPG,29 CDi,30 i System,24 i Junior,30 Si Compac,28 CDi Compact,28 i Junior Mk5,30 CDi LPG,24 i Junior Mk5 LPG,28 CDi Compact LPG,24 i Junior Mk5,29 CDi Classic LPG,30 CDi System LPG,30 Si,28 i Junior LPG,30 CDi",87161068450,Diverter Valve Assembly,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,P489927,Worcester Bosch 87161064450 Auto Air Vent Valve,Worcester Bosch,11.99,Need a Worcester auto air vent variant 87161064450? Order a Worcester Bosch auto air vent replacement from Wolseley today. Free delivery for trade accounts.,Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87161064450 Auto Air Vent Valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/27/489927_wm.jpg,N,"15 i LPG, 24 i Junior, 25 Si, 28 i Junior Mk5 LPG, 29 CDi Classic, 35 CDi LPG, 38 CDi LPG, 40 R LPG, 35 C NG, 18i System LPG, 18 i LPG, 24 i LPG, 27 CDi, 27 CDi LPG, 28 i Junior Mk5, 29 CDi, 30 CDi System, 30 CDi System LPG, 30 Si, 38 CDi Classic, 532/i",Pump,Greenstar JuniorGreenstar 8000 LifeGreenstar 8000 StyleGreenstar ErP,H08740,"29 CDi Classic,28 i Junior Mk5 LPG,35 CDi Classic System LPG,34 CDi Classic LPG,15 i LPG,18 i,25 Si,35 CDi,35 CDi Classic System,24 i Junior LPG,12 i LPG,29 CDi LPG,24 i Junior,37 CDi,37 CDi LP,24 i Junior Mk5 LPG,30 CDi LPG,35 CDi LPG,34 CDi,12 i,30 CDi",87161064450,Air Vent,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,P489920,Worcester Bosch 87145000810 Domestic Hot Water Tank Temperature Sensor,Worcester Bosch,13.04,Need a 87145000810 domestic hot water tank temperature sensor for a Worcester Greenstar boiler? Order from Wolseley for free delivery for trade account holders.,Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87145000810 Domestic Hot Water Tank Temperature Sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/20/489920_wm.jpg,N,"12 i, 24 i, 27 CDi, 27 CDi LPG, 34 CDi LPG, 40 CDi, 42 CDi LPG, 430/i, 430/i LPG, 532/i, 542/i, 35 C LPG, 15 i, 24 i Junior LPG, 24 i Junior Mk5, 25 Si LPG, 28 i Junior, 28 i Junior LPG, 30 CDi Classic System LPG, 34 CDi, 34 CDi Classic, 38 CDi, 42 CDi C",Control Panel,"Greenstar, Greenstar 8000 Style, Greenstar 8000 Life, Greenstar ErP",H02538,"35 CDi Classic System LPG,28 i Junior Mk5 LPG,34 CDi Classic LPG,15 i LPG,25 CDi,18 i,29 CDi,25 Si LPG,25 Si,24 i Junior LPG,28 i Junior,29 CDi LPG,37 CD,34 CDi Classic,30 CDi Classic System LPG,24 i Junior Mk5,15 i,34 CDi,30 CDi,28 i Junior LPG,24 i LPG",87145000810,Sensor,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,P400365,Worcester Bosch 87180069070 Flue Firestop Plate,Worcester Bosch,30.06,This flue firestop plate for Worcester Bosch boilers comes with screws included. Order today from Wolseley and get free delivery for trade account holders.,Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87180069070 Flue Firestop Plate,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/65/400365_wm.jpg,N,FLUE KIT 60/100 VERTICAL,Flue,Flue Accessories,,FLUE KIT 60/100 VERTICAL,87180069070,Firestop Plate,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,P489939,Worcester Bosch 87161068470 Diverter Valve Motor,Worcester Bosch,71.7,Need a Worcester diverter motor for your boiler? Order a Worcester Bosch diverter valve motor 87161068470 from Wolseley today. Free delivery for trade accounts.,Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87161068470 Diverter Valve Motor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/39/489939_wm.jpg,N,"24 i Junior Mk5 LPG, 30 Si, 532/i LPG, 12 i LPG, 15 i LPG, 25 CDi LPG, 25 Si, 29 CDi LPG, 30 CDi, 30 CDi System LPG, 34 CDi Classic LPG, 35 CDi Classic System LPG, 35 CDi LPG, 537/i LPG, 542/i LPG, Highflow 440 CDi, Highflow 440 CDi, 25 CDi, 28 i Junior,",Diverter Valve,Greenstar CDiGreenstar ErPGreenstar Junior,H02534,"29 CDi Classic,35 CDi Classic System LPG,27 CDi LPG,34 CDi Classic LPG,25 CDi LPG,15 i LPG,25 CDi,25 Si,35 CDi,28 i Junior,12 i LPG,29 CDi LPG,37 CDi,28 i Junior Mk5,30 CDi Classic System LPG,35 CDi LPG,34 CDi,30 CDi System LPG,34 CDi LPG,30 CDi,24 i LPG",87161068470,Diverter Valve Motor,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,P400433,Worcester Bosch gasket burner,Worcester Bosch,12.17,"A Worcester Bosch gasket for use in the gas assembly of Greenstar and Greenstar ErP boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch gasket burner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/33/400433_wm.jpg,N,"15 Ri, 18 i LPG, 25 Si LPG, 15i System, 15Ri ErP+ LPG, 12 i, 24 i Junior LPG, 24 i Junior Mk5 LPG, 18Ri LPG, 21i System, 21i System LPG, 24i System, 15 i, 24 i Junior Mk5, 24 i LPG, 28 i Junior, 28 i Junior Mk5, 12Ri ErP+ NG, 15Ri LPG, 30i Combi, 9i Syst",Gas Assembly,Greenstar RiGreenstar SiGreenstar JuniorGreenstar ErP,H44417,"28 i Junior Mk5 LPG,15 i LPG,18i System,25i Combi,18 i,24i System,25 Si,18i System LPG,21i System LPG,24 i Junior LPG,24 Ri,12 i LPG,24 i Junior,21i System,24 i Junior Mk5 LPG,18Ri LPG,18 Ri,12 i,30i Combi LPG,24 Ri LPG,12 Ri,15i System LPG",87161105340,Gasket,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,P480836,Worcester 87110041680 CDi Burner Seal,Worcester,18.76,Need a new burner seal for your Worcester CDi Series Boiler? Order Worcester CDi burner seal 87110041680 from Wolseley today. Free delivery for trade accounts.,Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester 87110041680 CDi Burner Seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/36/480836_wm.jpg,N,"FS 30, 25 CDi LPG, 29 CDi Classic, 30 CDi Conventional, 30 HE Combi, 532/i LPG, FSN, Highflow 440 LPG, R28 HE System, R29 HE Conventional, R30 HE Plus Combi, R40 HE Plus Combi, ZWBR 7-25 A23, 30 CDi Classic System LPG, 30 HE Plus Combi, 38 CDi, Highflow",Gas Assembly,CDi SeriesGreenstarGreenstar ErPRD Series,E27201,"30 CDi System,30 CDi Classic Regular,27 CDi,38 CDi,30 HE Plus Combi,25 CDi,25 HE +,29 CDi,30 CDi Classic Regular LPG,30 CDi Classic System,37 CDi LPG,3,30 CDi Conventional LPG,30 CDi Classic System LPG,28 HE System,34 CDi,30 CDi System LPG,30 CDi,FS 42 LPG",87110041680,Burner Seal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,P480799,Worcester Bosch gasket seal,Worcester Bosch,9.26,"Worcester Bosch sealing for the heat exchanger of CDi Series, Greenstar, Greenstar 8000 Life, Greenstar 8000 Style, Greenstar ErP and RD Series boilers.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch gasket seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/99/480799_wm.jpg,N,"FS 30, 29 CDi, 30 CDi Classic System LPG, 34 CDi Classic, 38 CDi, Highflow 550 CDi, ICS1-FSN 35KW, R28 HE System, R29 HE Conventional, 30 R LPG, 40 R LPG, 45 C LPG, 50 CB LPG, 27 CDi, 27 CDi LPG, 29 HE CONVENTIONAL, 30 CDi Conventional, 40 CDi, 430/i LPG",Heat Exchanger,"CDi Series, Greenstar, Greenstar 8000 Life, Greenstar 8000 Style, Greenstar ErP, RD Series",E74533,"35 CDi Classic System LPG,30 CDi Classic Regular,34 CDi Classic LPG,38 CDi,38 CDi Classic LP,25 CDi,25 HE +,35 HE Plus Combi,29 CDi,30 CDi Classic Regular LPG,29 CDi LPG,FS 30,FS 42,37 CDi,34 CDi Classic,30 CDi Classic System LPG,28 HE System,34 CDi,30 CDi",87101031530,Sealing,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P597090,Worcester Bosch 87161138330 O ring,Worcester Bosch,2.49,"This Worcester Bosch O-ring is a replacement part suitable for the hydraulics of Greenstar and Greenstar ErP boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87161138330 O ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/90/597090_wm.jpg,N,"28 i Junior Mk5, 30 Si, 15Ri ErP+ NG, 18Ri ErP+ NG, 12 Ri, 15 Ri, 24 Ri, 15Ri ErP+ LPG, 9Ri ErP+ NG, 12 i LPG, 15 i LPG, 25 Si, 21Ri ErP+ NG, 12 Ri LPG, 18 i, 24 i Junior Mk5 LPG, 28 i Junior LPG, 12Ri, 21Ri ErP+ LPG, 24Ri ErP+ NG, 18 i LPG, 18 Ri LPG, 2",Hydraulics,"Greenstar, Greenstar ErP",H71778,"24 i Junio,15 i LPG,18 i,30 Si LPG,25 Si LPG,24 Ri,12 i LPG,24 i Junior,28 i Junior Mk5,15 Ri LPG,24 i Junior Mk5 LPG,15 Ri,12 Ri LPG,24 i Junior Mk5,15 i,18Ri LPG,18 i LPG,18 Ri,24 i,30 Si,12 i,24 Ri LPG,28 i Junior LPG,12 Ri",87161138330,O-Ring,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P480698,Worcester Bosch 87229638580 Temperature Limit Sensor,Worcester Bosch,37.4,Need a replacement temperature limit sensor for your Worcester Bosch boiler? Order the 87229638580 variant from Wolseley. Free delivery for trade accounts.,Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87229638580 Temperature Limit Sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/98/480698_wm.jpg,N,"FS 30 LPG, 12 Ri LPG, 15 i LPG, 25 Si, 30 CDi LPG, 30 CDi System, 30 CDi System LPG, 30 Si LPG, 35 CDi LPG, 42 CDi, 532/i LPG, Highflow 440 LPG, RD542I, 15 Ri, 18 i, 24 i, 24 i Junior, 28 i Junior LPG, 30 CDi Classic Regular, 34 CDi Classic, 38 CDi, 40 C",Control Panel,"CDi Series, Greenstar, RD Series, Greenstar ErP",H08291,"29 CDi Classic,27 CDi LPG,25 CDi LPG,27 CDi,15 i LPG,FS 30 LPG,25 Si LPG,25 Si,24 Ri,28 i Junior,12 i LPG,30 CDi Classic System,30 CDi Conventional LPG,15 Ri LPG,29 HE CONVENTIONAL,29 CDi Classic LPG,12 Ri LPG,18Ri LPG,12 i,30 CDi Conventional,FS 42 LPG",87229638580,Sensor,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P793145,Worcester Bosch gas supply tube,Worcester Bosch,7.99,"A Worcester Bosch gas supply tube for Greenstar and Greenstar ErP boilers.  In a boiler pipework either allows water or gas into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch gas supply tube,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/45/793145_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/WB_Greenstar24-28I_Junior_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
25,P474248,Worcester Bosch right hand hinge assembly,Worcester Bosch,6.25,"A Worcester Bosch replacement hinge assembly for the casing of Greenstar, Greenstar ErP and Compact units.  Casings vary from model to model with designs to suit different locations, offering differing levels of robustness and a variety of finishes.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch right hand hinge assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/48/474248_wm.jpg,N,"25 Si Compact, 28 CDi Compact LPG, 30 i System LPG, 30 Si Compact LPG, 30i System, 533 ErP, 25 Si Compact LPG, 27 i System LPG, 30 Si Compact, 36 CDi Compact, 28CDi Compact, 30i System LPG, 27 i System, 25Si Compact LPG, 30Si Compact, 533, 535, 28 CDi Co",Casing,Greenstar CDiGreenstar ErP,J04345,"27 i System LPG,32 CDi Compact,27 i System,30 i System LPG,25 Si Compact,36 CDi Compact LPG,535 ErP,30 i,28 CDi Compact,533,36 CDi Compact,535,533 ErP,28 CDi Compact LPG,25 Si Compact LPG,30 Si Compact",87186866210,Hinge Assembly,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P474247,Worcester Bosch left hand hinge assembly,Worcester Bosch,7.57,"A Worcester Bosch replacement hinge assembly for the casing of Greenstar, Greenstar ErP and Compact units.  Casings vary from model to model with designs to suit different locations, offering differing levels of robustness and a variety of finishes.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch left hand hinge assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/47/474247_wm.jpg,N,"28 CDi Compact LPG, 30 Si Compact LPG, 36 CDi Compact LPG, 25Si Compact LPG, 27i System, 36 CDi Compact, 30i System, 533 ErP, 25Si Compact, 535 ErP, 27 i System, 36 LXI, 27i System LPG, 28CDi Compact LPG, 30Si Compact, 36CDi Compact LPG, 533, 535, 25 Si",Casing,Greenstar CDiGreenstar ErP,J04344,"32 CDi Compact,27 i System LPG,27 i System,30 i System LPG,25 Si Compact,30 Si Compact LPG,30 i System,535 ErP,28 CDi Compact,533,36 CDi Compact,28 CDi Compact LPG,535,32 CDi Compact LPG,533 ErP,25 Si Compact LPG",87186866190,Hinge Assembly,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P474267,Worcester Bosch 871860028a0 Electrode,Worcester Bosch,29.35,Need a 871860028a0 variant Worcester Bosch electrode for your boiler? Order this Worcester electrode at Wolseley today and get free delivery for trade accounts.,Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 871860028a0 Electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/67/474267_wm.jpg,N,"27 Ri Compact LPG, 30 i System, 30 i System LPG, 30 Ri Compact LPG, 30 Si Compact, 32 CDi Compact LPG, 25Si Compact, 30i System, 30i System LPG, 25 Si Compact, 30 Si Compact LPG, 32 CDi Compact, 28CDi Compact, 32CDi Compact, 36CDi Compact LPG, 535 ErP, 3",Gas Assembly,"Greenstar, Greenstar ErP, Compact",J04356,"27 Ri Compact,30 Ri Compact,27 i System LPG,32 CDi Compact,27 i System,36CDi Co,25 Si Compact,30 Si Compact LPG,28 CDi Compact,30 Ri Compact LPG,36 CDi Compact,32 CDi Compact LPG,533 ErP,25 Si Compact LPG,30 Si Compact",871860028A0,Electrode,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P793158,Worcester Bosch seal 15mm,Worcester Bosch,3.95,"A Worcester Bosch brand seal for the heat exchanger of Greenstar, Greenstar 8000 Life, Greenstar 8000 Style and Greenstar ErP boilers.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch seal 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/58/793158_wm.jpg,N,"15 i LPG, 25 CDi LPG, 25 Si, 30 CDi, 30 CDi Classic System, 42 CDi Classic, 30 C NG, 45 C NG, 35 S LPG, 40 C LPG, 45 C NG, 45 CB NG, 12i System, 12i System LPG, 24i System LPG, 25i Combi LPG, 12 i LPG, 18 i LPG, 24 i Junior Mk5 LPG, 30 CDi LPG, 30 Si, 34",Heat Exchanger,"Greenstar, Greenstar 8000 Life, Greenstar 8000 Style, Greenstar ErP",H08797,"28 i Junior Mk5 LPG,30 CDi System,25 CDi LPG,27 CDi,15 i LPG,25 CDi,30 Si LPG,29 CDi,25 Si LPG,25 Si,28 i Junior,30 CDi Classic System,28 i Junior Mk5,30 CDi Classic System LPG,24 i Junior Mk5,34 CDi,15 i,30 CDi System LPG,30 CDi,28 i Junior LPG,24 i LPG",87161064350,Seal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
