,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Hazardous,Dimensions mm (H x W x D),By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Application,Feature 3,Feature 4,Range,Diameter,Watts,Colour Temperature,Attachment 5
104,PC50868,"Mechline Dormont 3/4"" x 1500mm long standard NVPF gas connection hose BS669 part 2,  with straight restainer",Mechline,103.8,"Made of high quality stainless steel, this Mechline Dormont 1.5M unbraided gas hose with a 19mm ID offers excellent reliability and built-in safety features. Designed for longevity, this hose is approved for both LPG and natural gas and features a flat-faced, push-to-connect coupling with fast disconnection.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Mechline Dormont 3/4"" x 1500mm long standard NVPF gas connection hose BS669 part 2,  with straight restainer",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/68/NW-C50868_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mechline_2675NPVF60_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mechline_Dormont_Gas_Hose_Install.pdf,,,,,,,,,,,,,,,,,,
105,PU00185,Fri-Jado TDR8 heat lamp (TDR8),Fri-Jado,55.47,"This Fri-Jado 208/240V 500W infrared halogen lamp is suitable for use with TDR-AC, TDR5-M, TDR5-P, TDR7-M and TDR7-P rotisserie ovens.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Fri-Jado TDR8 heat lamp (TDR8),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/85/NW-U00185_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Fri_Jado_TDR_TDW_Service_Manual.pdf,,,,,,,,,,,,,,,,,,,
106,PV05807,Die-Pat pre-rinse unit spray gun,Die-Pat,60.49,This Die-Pat spray gun is suitable for use with H2O pre-rinse unit.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Die-Pat pre-rinse unit spray gun,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/07/NW-V05807_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Die_Pat_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,
107,P493237,Clesse Clessinox hose assembly swiwel female 3/4'' x 22mm 70kW Stainless Steel,Clesse,31.48,"This Clesse Clessinox 1.2M stainless steel metallic flexible hose assembly with 3/4"" swivel female and male x male adapter x 22mm compression fitting is suitable for use in final stage installations where a 3/4"" outlet on the regulator and fixed flexible pipe is needed. Rodent-resistant and with a certified 1MB pressure loss per metre at 70kW/h, this hose assembly can also be used in meter boxes up to 70kW/h.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Clesse Clessinox hose assembly swiwel female 3/4'' x 22mm 70kW Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/37/493237_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Clesse_Product_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,
108,PV92794,"Hobart fuse 6.3amp,  6.3x32mm",Hobart,2.57,"This Hobart 6.3 x 32mm 6.3A fuse is compatible with Profi FX/FXL, Premax FP dishwashers and Profi GX/GX-C and Premax GP glasswashers.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Hobart fuse 6.3amp,  6.3x32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/94/NW-V92794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Hobart_Profi_Premax_Spare_Parts.pdf,,,,,,,,,,,,,,,,,,,
109,PV10137,Hawco LAE LTR-5TSRE-A [P] digital controller 230v,Hawco,104.11,"Made up of a thermostat with single 16A relay, this Hawco LTR-5TSRE 230V TTL digital controller is designed for controlling small cold stores and refrigerated cabinets and tables. It is also suitable for use in heating systems, heated cupboards, bain-maries, ovens and laboratory equipment thanks to its selectable refrigeration and heating modes.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Hawco LAE LTR-5TSRE-A [P] digital controller 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/37/NW-V10137_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Hawco_QuickPick5_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hawco_LTR_5_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Hawco_LTR_5_Instructions.pdf,,,,,,,,,,,,,,,,,
110,PV11432,AquaJet back panel mounted pre-rinse spray unit with standard gun and with lever controls,Aquajet,288.58,This AquaJet 1050mm panel-mounted twin pedestal/feed pre-rinse spray unit includes easy to use lever controls.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> AquaJet back panel mounted pre-rinse spray unit with standard gun and with lever controls,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/32/NW-V11432_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mechline_Aquajet_Install.pdf,,,,,,,,,,,,,,,,,,,
111,PV10439,Lincat tap,Lincat,65.0,"A Lincat SL29 tap for EB3F, EB4F, EB6F and EB6TF.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Lincat tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/39/NW-V10439_wm.jpg,,,,,N,x  x,"EB3F,EB6,EB6T,EB4F",HA120,Tap,N,,,,,,,,,,
112,P470338,ZIP 91290 ZT402 WATER FILTER CARTRIDGE,Zip,193.76,"Certified under the watermark scheme, this Zip Global Plus water filter cartridge is guaranteed to comply with industry standards for high levels of performance. Reducing bacteria, limescale and bugs, this filter delivers healthy, great tasting water with minimal contamination.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> ZIP 91290 ZT402 WATER FILTER CARTRIDGE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/38/NW-470338_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Zip_GlobalPlus_Water_Filter_Install.pdf,,,,,,,,,,,,,,,,,,,
113,PV57587,Lincat solenoid,Lincat,34.69,"A Lincat 68.5m, 230V solenoid valve for automatic water boilers.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Lincat solenoid,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/87/NW-V57587_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Lincat_Spare_Parts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,
114,PU72950,Fermod strike (for 920/921 fasteners) 42/57mm,Fermod,13.34,A Fermod 42 - 57mm offset strike for 920/921 series fasteners used in the refrigeration industry.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Fermod strike (for 920/921 fasteners) 42/57mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/50/NW-U72950_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Fermod_Std_Strikes_920_921_Guide.pdf,,,,,,,,,,,,,,,,,,,
115,P406771,Retail Associates Conveyor Belt T22 conveyor belt 5135 x 500mm Grey,Retail Associates,128.81,This Retail Associates 5135 x 500mm conveyor belt is designed to fit to a belted checkout.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Retail Associates Conveyor Belt T22 conveyor belt 5135 x 500mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/71/NW-406771_wm.jpg,,,,,N,5135 x 500,,RA08380/5135X500,Conveyor Belt,N,Grey Belt,,Fits to belted checkout,,,Conveyor Belt,,,,
116,PV93529,Hobart hygiene tablets (pack of 15),Hobart,62.95,A pack of 15 Hobart hygiene tablets for commercial catering ovens.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Hobart hygiene tablets (pack of 15),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/29/NW-V93529_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/V93529_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Hobart_AMX_AUXX_AUP_Service_Manual.pdf,,,,,,,,,,,,,,,,,,
117,PV05846,"AquaJet AJ50SG0451/2 angled spray gun threaded (bsp) assembly (for AJPR-50) 1/2""",Aquajet,59.98,"This AquaJet angled spray gun with 1/2"" BSP connection is designed for use with AJPR50 pre-rinse spray arm.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> AquaJet AJ50SG0451/2 angled spray gun threaded (bsp) assembly (for AJPR-50) 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/46/NW-V05846_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Aquajet_AJPR50_Spare_Parts_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/V05846_Technical.pdf,,,,,,,,,,,,,,,,,,
118,PU72513,Fermod automatic composite fastener 1 point without strike,Fermod,58.99,"Made of steel, this Fermod 921 automatic composite fastener has a single point handle and punch action internal safety device. A standard locking version, this fastener is suitable for hinged rebated or overlapping doors of 27 - 157mm offset.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Fermod automatic composite fastener 1 point without strike,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/13/NW-U72513_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Fermod_A_920_921_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Fermod_Resistant_Fasteners_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Fermod_Std_Strikes_920_921_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Fermod_B_920_921_Drawing.pdf,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Fermod_C_920_921_Drawing.pdf
119,PU72506,Fermod unlocking device for 621/921 series fasteners Green,Fermod,28.96,This Fermod internal unlocking release in green colour is suitable for use with 621/921 series fasteners.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Fermod unlocking device for 621/921 series fasteners Green,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/06/NW-U72506_wm.jpg,,,,,N,x  x,,049902,Unlocking Device,N,For hinged doors: rebated doors from 27-42mm,Semi-overlapping door 42mm max offset,CommercialDomestic,And overlapping doors,,,,,,
120,PV57570,Lincat level insulator,Lincat,6.12,"A Lincat level sensor insulator for EB3F, EB4F, EB6F, EB3F/PB and EMB3F.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Lincat level insulator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/70/V57570_wm.jpg,,,,,N,x  x,,LE57,Level Sensor Insulator,N,,,,,,,,,,
121,P493231,Clesse Clessinox hose assembly 1/2'' x 15mm 70kW Stainless Steel,Clesse,25.44,"This Clesse Clessinox 1.2M stainless steel metallic flexible hose assembly with 1/2” male taper x 15mm compression fitting is suitable for single, dual or multi cylinder installations. Rodent-resistant and with a certified 1MB pressure loss per metre at 70kW/h, this hose assembly can also be used in second stage installations and in meter boxes up to 70kW/h.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Clesse Clessinox hose assembly 1/2'' x 15mm 70kW Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/32/NW-493231_493232_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Clesse_Product_Catalogue_2019-2020.pdf,,,,,,,,,,,,,,,,,,,
122,PV00077,AquaJet valve body,Aquajet,26.24,This AquaJet valve body is suitable for bowl fillers only.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> AquaJet valve body,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/77/NW-V00077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/V00077_Technical.pdf,,,,,,,,,,,,,,,,,,,
123,PV00063,AquaJet spray gun rubber ring,Aquajet,3.2,"Made of rubber, this AquaJet spray gun ring is compatible with AquaJet 10, 15, 20, 30 and 40 pre-rinse sprays.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> AquaJet spray gun rubber ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/63/NW-V00063_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/V00063_Technical.pdf,,,,,,,,,,,,,,,,,,,
124,PU90799,BKI rocker switch black,BKI,3.0,This BKI DP black rocker switch is suitable for the HSS4 hot food merchandiser and VG16 rotisserie oven.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> BKI rocker switch black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/99/NW-U90799_wm.jpg,,,,,N,x  x,"HSS4,VG16",SW040,Switch,N,,,,,,,,,,
125,PV04199,Foster solid state relay 40a,Foster,70.01,This Foster 40A solid state relay is suitable for commercial and domestic DRP refrigerators.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Foster solid state relay 40a,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/99/NW-V04199_wm.jpg,,,,,N,x  x,"DRP22T,DRPRI3TRW MK3,DRPRI2T MK3,DRPRI5T MK3,DRPRI1TRW MK3,DRPRI4T MK3,DRPRI4TRW MK3,DRPRI2TRW MK3,DRPRI6T MK3,DRPRI3T MK3,DRPRI1T MK3",00-556234,Relay,N,"Compatible with  DRP22T, DRPRI1TRW MK3, DRPRI3T MK3 and DRPRI4T MK3","Compatible with DRPRI4TRW MK3, DRPRI6T MK3, DRPRI1T MK3 and DRPRI2T MK3",CommercialDomestic,"Compatible with DRPRI2TRW MK3, DRPRI3TRW MK3 and DRPRI5T MK3",,,,,,
126,PV04088,AquaJet complete spray gun assembly with Eco super water saving head,Aquajet,64.09,"Featuring an Eco water-saving head, this AquaJet AJSG019-ECO complete pre-rinse spray gun assembly is compatible with AquaJet 10, 15, 20, 30 and 40 pre-rinse sprays.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> AquaJet complete spray gun assembly with Eco super water saving head,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/88/NW-V04088_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/V04088_Technical.pdf,,,,,,,,,,,,,,,,,,,
