,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Connection,Connection Size,Range,Hazardous,Thread Standard,Material,Thread Size,Maximum Operating Temperature,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Colour,Connection Type,Operating Temperature,Warranty,Connection Size (mm),Actuator Type,Ball Material,Handle Material,Handle Type,Number of Ports,Operator Type,Seal Material,Seat Material,Feature 7,Feature 8,Size,Feature 9,Feature 10,Feature 11,Feature 12,Diameter,Weight,Standards,Voltage Rating,Attachment 6
190,PK17447,Crane D191 ball valve PN25 40mm Brass,Crane,314.02,"The compact and light Crane D191 DZR bronze manual ball valve is simple to install and operate, offering 40mm BSP tapered connections and lever operation. This valve provides full flow with minimum turbulence in the open position and a bubble-tight seal in the closed position. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Crane D191 ball valve PN25 40mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/48/NW-K17443_K17448_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D191_Ball_Valve_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_CopperAlloy_Ball_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,P538606,Altecnic CST 124-6006 filter ball valve 1 1/4in,Altecnic,103.12,"Made of robust brass, this Altecnic 1 1/4"" filter ball valve is the ideal choice for ASHP installations.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Altecnic CST 124-6006 filter ball valve 1 1/4in",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/07/538605_538607_wm.jpg,,,,,,Female Threaded,1 1/4,CST,N,G1 1/4,Brass - chrome plated,1 1/4,100,124-6006 CST,Female,N,Filter Ball Valve,Full bore,Female thread connection,Brass construction,Chrome plated finish,WRAS Approved,Specified to BS EN 13547,,,,,,,,,,,,,,,,,,,,,,,,,
192,PK22315,Hattersley Fig 100EXT DZR ball valve (BSP) PN25 25mm,Hattersley,98.53,"The Hattersley Fig 100EXT lever operated ball valve is easy to install, compact and lightweight and is supplied with 25mm BSP tapered connections. Made of DZR brass, this robust valve offers full flow with minimum turbulence in the open position and bubble tight closure in the closed position. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Hattersley Fig 100EXT DZR ball valve (BSP) PN25 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/18/NW-K22315_K22318_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_Fig100_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig100_BallValve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig100_EXT_BallValve_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PK22316,Hattersley Fig 100EXT DZR ball valve (BSP) PN25 32mm,Hattersley,134.78,"The Hattersley Fig 100EXT lever operated ball valve is easy to install, compact and lightweight and is supplied with 32mm BSP tapered connections. Made of DZR brass, this robust valve offers full flow with minimum turbulence in the open position and bubble tight closure in the closed position. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Hattersley Fig 100EXT DZR ball valve (BSP) PN25 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/18/NW-K22315_K22318_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_Fig100_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig100_BallValve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig100_EXT_BallValve_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PK06368,Pegler Valve press-fit ball valve 42mm Brass,Pegler,184.1,"This Pegler PSU500 full bore manual brass ball valve is lever operated and supplied with 42mm press-fit connections. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Pegler Valve press-fit ball valve 42mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/69/NW-K06363_K06369_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pegler_PressFit_Conctns_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rt/ft/Pegler_WRAS_XpressBSPPresFitEC_Crtft.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tf/ct/Pegler_WRASNSF_PresFitAdaptor_Crtfct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_Ball_Valve_WRAS_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pegler_77258686_Valve_Installation.pdf
195,PK17445,Crane D191 ball valve PN25 25mm Brass,Crane,120.41,"The compact and light Crane D191 DZR bronze manual ball valve is simple to install and operate, offering 25mm BSP tapered connections and lever operation. This valve provides full flow with minimum turbulence in the open position and a bubble-tight seal in the closed position. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Crane D191 ball valve PN25 25mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/48/NW-K17443_K17448_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D191_Ball_Valve_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_CopperAlloy_Ball_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,P250481,"Ballorex Valve 3450YA female x female valve 3/4"" Brass",Ballorex,42.66,"The Pegler Valve Ballofix brass ball mixing valve with female x female 3/4"" connections is a type of quarter-turn non-return valve employing a hollow, perforated and pivoting ball to control the direction of flow.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Ballorex Valve 3450YA female x female valve 3/4"" Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/82/NW-250480_250482_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_17322930_KIWA_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Pegler_Connection_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pegler_77258686_Valve_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_72727288_WRAS_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,P255681,Midland Brass single check valve 22mm,Midland Brass,5.45,"A Midland Brass 22mm single check valve. A check valve, sometimes called a non-return valve, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Midland Brass single check valve 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/81/255681_wm.jpg,,,,,,,,,N,,,,,TBFSCV-22,,N,,Robust brass construction,,,,,,,,,,,,,,,,,,,,,,,,,,,145.00000,,,
198,PK17834,CRANE D171AC CXC DZR BALL VALVE PN16  22,Crane,90.94,"The compact and light Crane D171AC bronze manual ball valve is simple to install and operate, offering 22mm compression connections and lever operation. This valve provides full flow with minimum turbulence in the open position and a bubble-tight seal in the closed position. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> CRANE D171AC CXC DZR BALL VALVE PN16  22",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/38/NW-K17833_K17838_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_D171_1907008_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_D171AC_EXS_Ball_Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_CopperAlloy_Ball_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,P171001,"Masefield Beta high pressure seat ball valve (part1) 1/2"" Bronze (10)",Masefield,10.64,"Made of brass, this Masefield Beta 1/2"" high pressure seat ball valve is highly reliable. Lever-operated, this valve is supplied with a removable seat and tail, with spares and washers readily available for ease of maintenance, even years down the line.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Masefield Beta high pressure seat ball valve (part1) 1/2"" Bronze (10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/01/NW-171001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Masefied_Beta_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PK29714,Pegler Valve PB350 copper x copper DZR ball valve PN16 22mm,Pegler,38.8,"This Pegler PB350 lever operated manual ball valve is made of DZR brass with 22mm compression end connections. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Pegler Valve PB350 copper x copper DZR ball valve PN16 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/18/NW-K29713_K29718_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pegler_77258686_Valve_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_Ball_Valve_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_CompressionConnection_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PK22345,Hattersley Fig 100C DZR copper x copper ball valve PN16 28mm,Hattersley,94.41,"The Hattersley Fig 100C lever operated ball valve is easy to install, compact and lightweight and is supplied with 28mm compression connections. Made of DZR brass, this robust valve offers full flow with minimum turbulence in the open position and bubble tight closure in the closed position. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Hattersley Fig 100C DZR copper x copper ball valve PN16 28mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/48/NW-K22344_K22348_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_Fig100_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig100_BallValve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig100C_EXT_BalValve_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PK30906,Pegler Valve DZR press-fit ball valve 35mm Brass,Pegler,106.9,"This Pegler PS550 full bore manual brass ball valve is lever operated and supplied with 35mm press-fit connections. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Pegler Valve DZR press-fit ball valve 35mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/08/NW-K30902_K30908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pegler_PressFit_Conctns_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_WRAS_PS500_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tf/ct/Pegler_WRASNSF_PresFitAdaptor_Crtfct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pegler_77258686_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PK17794,Crane Ball Valve D171A DZR ball valve (BSP) PN25 20mm,Crane,47.54,"Easy to install and with effortless operation, the Crane D171A PN25 manual ball valve with 20mm BSP female tapered connections has a compact and lightweight design. Lever-operated, this valve allows for full flow with minimum turbulence when open and has a bubble-tight seal in its closed position. Made of DZR bronze with a PTFE seal, the D171A has a red steel lever.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Crane Ball Valve D171A DZR ball valve (BSP) PN25 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/98/NW-K17791_K17798_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D171A-D171AEXS_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_D171_1907008_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_CopperAlloy_Ball_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PK17444,Crane D191 ball valve PN25 20mm Brass,Crane,75.21,"The compact and light Crane D191 DZR bronze manual ball valve is simple to install and operate, offering 20mm BSP tapered connections and lever operation. This valve provides full flow with minimum turbulence in the open position and a bubble-tight seal in the closed position. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Crane D191 ball valve PN25 20mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/44/NW-K17444_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D191_Ball_Valve_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_CopperAlloy_Ball_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PK22305,Hattersley Fig 100 DZR ball valve (BSP) PN25 25mm,Hattersley,57.53,"The Hattersley Fig 100 lever operated ball valve is easy to install, compact and lightweight and is supplied with 25mm BSP tapered connections. Made of DZR brass, this robust valve offers full flow with minimum turbulence in the open position and bubble tight closure in the closed position. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Hattersley Fig 100 DZR ball valve (BSP) PN25 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/08/NW-K22303_K22308_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_Fig100_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig100_BallValve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig100_EXT_BallValve_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,P170805,Pegler Valve ball valve (BSPT) 25mm Brass and handle Red,Pegler,41.29,"This vandal-proof Pegler PB500 lever operated manual ball valve has a full bore valve with quarter-turn operation and blow-out-proof assembly. It has 25mm BSP female end connections. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Pegler Valve ball valve (BSPT) 25mm Brass and handle Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/09/NW-170803_170809_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Pegler_Connection_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_PB300_PB500_PB700_BSI_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pegler_77258686_Valve_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_Ball_Valve_WRAS_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PK22343,Hattersley Fig 100C DZR copper x copper ball valve PN16 15mm,Hattersley,45.56,"The Hattersley Fig 100C lever operated ball valve is easy to install, compact and lightweight and is supplied with 15mm compression connections. Made of DZR brass, this robust valve offers full flow with minimum turbulence in the open position and bubble tight closure in the closed position. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Ball Valves/Ball Valves.csv -> Hattersley Fig 100C DZR copper x copper ball valve PN16 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/43/NW-K22343_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_Fig100_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig100_BallValve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig100C_EXT_BalValve_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
