,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Weight,Phase,Refrigerant Suitability,Hazardous,Depth (mm),Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 1,Attachment 2,Attachment 3,Feature 5,Feature 6,Range,Nominal Heating (kW),Max Sound Pressure,Nominal Cooling (kW),Feature 7,Warranty,Seasonal Efficiency Energy Label Heating,UK Total Cooling,Seasonal Efficiency Energy Label Cooling,UK Sensible Cooling,Max Airflow (m/min),Feature 8,Feature 9,Feature 10,Feature 11,Attachment 4,Attachment 5,Attachment 6,Attachment 7
72,P650348,FUJ VRF 15.1KW J-IV O/D 2/1 AJY054LBLDH,Fujitsu,2972.39,"Helping to maximise efficiency in your building, the Fujitsu VRF J-IV 15.1kW two-pipe mini outdoor unit has a variety of energy saving functions built right in. This unit is suitable for use in multi-zone VRF systems and offers a 15.5kW nominal cooling capacity.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> FUJ VRF 15.1KW J-IV O/D 2/1 AJY054LBLDH,,Outdoor Unit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/48/NW-650348_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pa/ce/Fujitsu_AJY054LBLBH_Instl_Space.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ns/tl/Fujitsu_AJY050LBLBHAJY054LBLBH_Instl.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Fujitsu_AJY054LBLBH_Dimensional_DWG.pdf,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fujitsu_AJY054LBLBH_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/gr/am/Fujitsu_AJY054LBLBH_Wiring_Diagram.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cu/it/Fujitsu_AJY054LBLBH_Refrnt_circuit.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Fujitsu_VRF_Systems_Catalogue.pdf
73,P610064,Fujitsu AOEG18KBCA3 5KW 3 Way Multi Outdoor,Fujitsu,976.62,"Operating quietly for minimal disturbance while running, the Fujitsu 5.4kW three-way single phase outdoor air conditioning unit is ideal for use in busy spots where comfort and quiet is important. Highly efficient, this R32 compatible unit offers an A++ seasonal efficiency rating for heating and A+++ for cooling.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu AOEG18KBCA3 5KW 3 Way Multi Outdoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/64/610064_wm.jpg,46,1,R-32,N,315,15,3/8 x3,1/4 x3,AOEG18KBCA3,Multi Split Outdoor unit,N,Multi-split,Compact design,Quiet operation,Highly efficient,,,,Compatible with R32 refirgerant,,,,,,,,,,,,,,,,,,,,
74,P602057,Fujitsu Eco Universal AOYG30KATA R32 Outdoor Unit 8.5KW,Fujitsu,753.99,"Employing earth-friendly R-32 refrigerant, the Fujitsu Eco Universal 8.5kW outdoor air conditioning unit is designed to help homes, offices, restaurants and shops enjoy quiet, effective cooling while minimising environmental impact. Fujitsu Eco Universal air conditioners are manufactured with highly efficient heat pump inverter technology designed to conserve electricity usage.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu Eco Universal AOYG30KATA R32 Outdoor Unit 8.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/58/NW-602057_602058_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Fujitsu_Split_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/no/my/Fujitsu_AOYG-KATA_Cassette_Economy.pdf,,,,,,,,,,,,,,,,,,,,,,
75,P686681,Fujitsu Multi Split AOYG18KBTA2 R32 2 Room Outdoor Unit 5KW,Fujitsu,808.11,"Providing the option to install with a variety of indoor unit types with different capacities, the Fujitsu R-32 multi-split inverter 5kW outdoor air conditioning unit helps installers to create bespoke systems for their clients' needs. Using DC multi inverter technology, this high performance unit promises lower energy consumption, offering energy savings of up to 50% compared to conventional models. The Fujitsu R-32 multi split reaches optimised temperatures quickly and evenly across units.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu Multi Split AOYG18KBTA2 R32 2 Room Outdoor Unit 5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/81/NW-686680_686681_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Fujitsu_AOYG_KBTA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Fujitsu_Multi-Split_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,
76,P602055,Fujitsu Eco Universal AOYG22KATA R32 Outdoor Unit 6.0KW,Fujitsu,592.86,"Running on eco-friendly R32 refrigerant, the Fujitsu Eco Universal 6kW outdoor split has a seasonal efficiency rating of A for heating and A+ rating for cooling, helping to minimise your environmental impact while enjoying an always comfortable indoor temperature.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu Eco Universal AOYG22KATA R32 Outdoor Unit 6.0KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/55/NW-602055_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fujitsu_Split_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
77,P697543,Fujitsu Standard AOYG22KBTB R32 Outdoor Unit 6KW,Fujitsu,790.89,"Employing earth-friendly R-32 refrigerant, the Fujitsu Standard Universal 6kW outdoor air conditioning unit is designed to help homes, offices, restaurants and shops enjoy quiet, effective cooling while minimising environmental impact. Fujitsu Standard Universal air conditioners are manufactured with highly efficient heat pump inverter technology designed to conserve electricity usage.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu Standard AOYG22KBTB R32 Outdoor Unit 6KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/44/NW-697542_697544_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Fujitsu_Split_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/du/ct/Fujitsu_R32_Medium_Pressure_Duct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Fujitsu_AUXG09_Technical_Manual.pdf,,,,,,,,,,,,,,,,,,,,,
78,P602051,Fujitsu Eco Universal AOYG09KATA R32 Outdoor Unit 2.5KW,Fujitsu,341.94,"Running on eco-friendly R32 refrigerant, the slimline Fujitsu Eco Universal 2.5kW outdoor split has a seasonal efficiency rating of A+ for heating and A++ rating for cooling, helping to minimise your environmental impact while enjoying an always comfortable indoor temperature.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu Eco Universal AOYG09KATA R32 Outdoor Unit 2.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/51/NW-602051_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fujitsu_Split_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
79,P616505,Fujitsu Multi Split AOYG24KBTA3 3 Way 1 Phase Multi Outdoor Unit 6.8KW,Fujitsu,1079.94,"Compact and quiet, this Fujitsu three way single phase 6.8kW outdoor unit operates efficiently, offering an A++ seasonal efficiency rating for heating and A+++ for cooling.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu Multi Split AOYG24KBTA3 3 Way 1 Phase Multi Outdoor Unit 6.8KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/05/NW-616504_616505_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fujitsu_Multi-Split_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
80,P610061,Fujitsu AOEG14KBCA2 4KW 2 Way Multi Outdoor,Fujitsu,688.8,"Compatible with a wide variety of indoor units, the Fujitsu R32 4kW two-way multi-split inverter outdoor air conditioning unit is the ideal base for a bespoke air conditioning system. This unit minimises energy use thanks to its inbuilt DC multi-inverter technology, helping to save up to 50% on energy usage compared to conventional AC models. Offering quick, even cooling, the multi-split inverter outdoor unit is ideal for large spaces where cool comfort is in high demand.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu AOEG14KBCA2 4KW 2 Way Multi Outdoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/61/610061_wm.jpg,33,1,R-32,N,290,15,3/8 x2,1/4 x2,AOEG14KBCA2,Multi Split Outdoor unit,N,Multi-split,For installation with a variety of indoor units,Uses DC multi-inverter technology,Reduces energy consumption,,,,Compatible with R32 refrigerant,,,,,,,,,,,,,,,,,,,,
81,P616506,Fujitsu Multi Split AOYG30KBTA4 4 Way 1 Phase Multi Outdoor Unit 8.0KW,Fujitsu,1475.39,"Compact and quiet, this Fujitsu four way single phase 8kW outdoor unit operates efficiently, offering an A++ seasonal efficiency rating for heating and A+++ for cooling.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu Multi Split AOYG30KBTA4 4 Way 1 Phase Multi Outdoor Unit 8.0KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/07/NW-616506_616507_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fujitsu_Multi-Split_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
82,P602054,Fujitsu Eco Universal AOYG18KATA R32 Outdoor Unit 5.2KW,Fujitsu,525.21,"Employing earth-friendly R-32 refrigerant, the Fujitsu Eco Universal 5.2kW outdoor air conditioning unit is designed to help homes, offices, restaurants and shops enjoy quiet, effective cooling while minimising environmental impact. Fujitsu Eco Universal air conditioners are manufactured with highly efficient heat pump inverter technology designed to conserve electricity usage.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu Eco Universal AOYG18KATA R32 Outdoor Unit 5.2KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/54/NW-602054_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Fujitsu_Split_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/no/my/Fujitsu_AOYG-KATA_Ceiling_Economy.pdf,,,,,,,,,,,,,,,,,,,,,,
83,P700003,Fujitsu Standard AOYH36KMTB R32 Outdoor Unit - Single Phase 9.4KW,Fujitsu,897.9,"Helping to minimise waste and cost through efficient operation, the Fujitsu Standard Series High Efficiency 9.4kW single phase outdoor unit offers compatibility with R32 refrigerant.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu Standard AOYH36KMTB R32 Outdoor Unit - Single Phase 9.4KW,,Outdoor Unit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/03/700003_wm.jpg,52.0 Kg,1,R-32,N,320,25,5/8 inch,3/8 inch,AOYH36KMTB,Outdoor Unit,N,For outdoor installation,Offers nominal cooling capacity of 9.4kW,Offers nominal heating capacity of 10.1kW,"For 3/8"" and 5/8"" pipe sizes",,,,Maximum pipe run of 50M with 30M height difference,A++ rated energy efficiency for cooling,Standard,10.1,55 dB(A),9.4,A+ rated energy efficiency for heating,3 Years (Standard),A+,8.72,A++,6.30,3750,3 year warranty,,,,,,,
84,P602060,Fujitsu Eco Universal AOYG54KATA R32 Outdoor Unit 13.4KW,Fujitsu,1034.43,This Fujitsu outdoor split unit operates with R-32 refrigerant and has a cutting edge circular flow design for maximised comfort.,Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu Eco Universal AOYG54KATA R32 Outdoor Unit 13.4KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/60/NW-602060_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fujitsu_Split_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
85,P602052,Fujitsu Eco Universal AOYG12KATA R32 Outdoor Unit 3.4KW,Fujitsu,377.0,"Employing earth-friendly R-32 refrigerant, the Fujitsu Eco Universal 3.5kW outdoor air conditioning unit is designed to help homes, offices, restaurants and shops enjoy quiet, effective cooling while minimising environmental impact. Fujitsu Eco Universal air conditioners are manufactured with highly efficient heat pump inverter technology designed to conserve electricity usage.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu Eco Universal AOYG12KATA R32 Outdoor Unit 3.4KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/52/NW-602052_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Fujitsu_Split_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/no/my/Fujitsu_AOYG-KATA_Ceiling_Economy.pdf,,,,,,,,,,,,,,,,,,,,,,
86,P697547,Fujitsu Standard AOYG45KBTB R32 Outdoor Unit 12.5KW,Fujitsu,1327.79,"Employing earth-friendly R-32 refrigerant, the Fujitsu Standard Universal 12.1kW outdoor air conditioning unit is designed to help homes, offices, restaurants and shops enjoy quiet, effective cooling while minimising environmental impact. Fujitsu Standard Universal air conditioners are manufactured with highly efficient heat pump inverter technology designed to conserve electricity usage.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu Standard AOYG45KBTB R32 Outdoor Unit 12.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/48/NW-697547_697548_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Fujitsu_AUXG24_Technical_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Fujitsu_Split_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/du/ct/Fujitsu_R32_Medium_Pressure_Duct.pdf,,,,,,,,,,,,,,,,,,,,,
87,P602056,Fujitsu Eco Universal AOYG24KATA R32 Outdoor Unit 6.8KW,Fujitsu,650.67,"Employing earth-friendly R-32 refrigerant, the Fujitsu Eco Universal 6.8kW outdoor air conditioning unit is designed to help homes, offices, restaurants and shops enjoy quiet, effective cooling while minimising environmental impact. Fujitsu Eco Universal air conditioners are manufactured with highly efficient heat pump inverter technology designed to conserve electricity usage.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu Eco Universal AOYG24KATA R32 Outdoor Unit 6.8KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/56/NW-602056_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Fujitsu_Split_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/no/my/Fujitsu_AOYG-KATA_Ceiling_Economy.pdf,,,,,,,,,,,,,,,,,,,,,,
88,P602059,Fujitsu Eco Universal AOYG45KATA R32 Outdoor Unit 12.1KW,Fujitsu,1026.44,"Employing earth-friendly R-32 refrigerant, the Fujitsu Eco Universal 12.1kW outdoor air conditioning unit is designed to help homes, offices, restaurants and shops enjoy quiet, effective cooling while minimising environmental impact. Fujitsu Eco Universal air conditioners are manufactured with highly efficient heat pump inverter technology designed to conserve electricity usage.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu Eco Universal AOYG45KATA R32 Outdoor Unit 12.1KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/59/NW-602059_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Fujitsu_Split_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/no/my/Fujitsu_AOYG-KATA_Cassette_Economy.pdf,,,,,,,,,,,,,,,,,,,,,,
89,P697546,Fujitsu Standard AOYG36KBTB R32 Outdoor Unit 10KW,Fujitsu,1257.06,"Employing earth-friendly R-32 refrigerant, the Fujitsu Standard Universal 9.5kW outdoor air conditioning unit is designed to help homes, offices, restaurants and shops enjoy quiet, effective cooling while minimising environmental impact. Fujitsu Standard Universal air conditioners are manufactured with highly efficient heat pump inverter technology designed to conserve electricity usage.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu Standard AOYG36KBTB R32 Outdoor Unit 10KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/46/NW-697545_697546_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Fujitsu_AUXG24_Technical_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Fujitsu_Split_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/du/ct/Fujitsu_R32_Medium_Pressure_Duct.pdf,,,,,,,,,,,,,,,,,,,,,
90,P608212,Fujitsu ECO AOYG24KLCA Outdoor Wall Unit 7.1KW,Fujitsu,729.39,"Compatible with ASYG18KLCA, the 7.1kW Fujitsu ECO outdoor wall unit uses R-32 refrigerant. Highly efficient, this compact yet powerful split provides an economical A+ seasonal efficiency rating for heating alongside an even better A++ in cooling operation.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu ECO AOYG24KLCA Outdoor Wall Unit 7.1KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/12/NW-608212_wm.jpg,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Fujitsu_Air_Conditioner_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fujitsu_Split-Multisplit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,
91,P610074,Fujitsu AOEH12KGCG 3.6KW Hi Spec Wall Mounted Outdoor,Fujitsu,501.23,"Smartly designed for unobtrusive wall-mounting, the Fujitsu Hi Spec 3.6kW outdoor air conditioning unit has a compact, practical design. Using DC multi-inverter technology, this high performing air con unit reduces energy consumption, helping to maximise efficiency in a commercial or domestic setting.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu AOEH12KGCG 3.6KW Hi Spec Wall Mounted Outdoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/74/610074_wm.jpg,3.1,1,R-32,N,290,10,.3/8,1/4,AOEH12KGCG,Split Outdoor unit,N,Highly efficient,Low ambient operation,Compatible with R32 refrigerant,Compact design,,,,,,,,,,,,,,,,,,,,,,,,
92,P700794,"Fujitsu ""AOEG14KBTB"" standard universal outdoor unit 4.3kW - R32",Fujitsu,583.02,"Employing earth-friendly R-32 refrigerant, the Fujitsu Standard Universal Outdoor air conditioning unit is designed to help homes, offices, restaurants and shops enjoy quiet, effective cooling while minimising environmental impact. Fujitsu Standard Universal air conditioners are manufactured with highly efficient heat pump inverter technology designed to conserve electricity usage.","Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu ""AOEG14KBTB"" standard universal outdoor unit 4.3kW - R32",,Unit & Manuals,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/94/700794_wm.jpg,33 kg,1,R-32,N,290,16,0.375,0.25,AOEG14KBTB,Outdoor Unit,N,Slim & Compact design,High energy saving,Easy maintenance,Low ambient operation,,,,,,,5,49 dB,4.3,,3 Years,A+,4.12,A++,3.13,1670 M/min,,,,,,,,
93,P610060,Fujitsu AOEG12KETA 3.6KW Designer Wall Outdoor,Fujitsu,402.83,"Highly efficient, the Fujitsu Designer 3.6kW outdoor air conditioning unit operates using DC multi-inverter technology for excellent levels of convenience and reduced energy consumption. Wall-mounted, this smart unit has a compact design and operates extremely quietly, helping to reduce its impact on its surroundings.",Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu AOEG12KETA 3.6KW Designer Wall Outdoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/9_/60/610059_60_wm.jpg,25,1,R-32,N,290,10,.3/8,1/4,AOEG12KETA,Split Outdoor unit,N,Highly efficient,Low ambient operation,Compatible with R32 refrigerant,Compact design,,,,,,,,,,,,,,,,,,,,,,,,
94,P700793,"Fujitsu ""AOEG12KBTB"" standard universal outdoor unit 3.5kW - R32",Fujitsu,503.07,"Employing earth-friendly R-32 refrigerant, the Fujitsu Standard Universal Outdoor air conditioning unit is designed to help homes, offices, restaurants and shops enjoy quiet, effective cooling while minimising environmental impact. Fujitsu Standard Universal air conditioners are manufactured with highly efficient heat pump inverter technology designed to conserve electricity usage.","Air Conditioning/Fujitsu R32 Outdoor Units/Fujitsu R32 Outdoor Units.csv -> Fujitsu ""AOEG12KBTB"" standard universal outdoor unit 3.5kW - R32",,Unit & Manuals,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/93/700793_wm.jpg,33 kg,1,R-32,N,290,10,0.375,0.25,AOEG12KBTB,Outdoor Unit,N,Slim & Compact design,High energy saving,Easy maintenance,Low ambient operation,,,,,,,4.1,47 dB,3.5,,3 Years,A+,3.39,A++,2.54,1580 M/min,,,,,,,,
