,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Connection Type,Style,Warranty,Hazardous,With Drain Off,Max Pressure,Flow Water Temperature,Material,Orientation,Pipe Connection Size,Radiator Connection Size,Sensor,Shape,With Lockshield,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Display Type,Number of Channels,Application,Feature 13,Range,Feature 14,Pack Quantity,Feature 15,Feature 16,Weight
114,P246153,Danfoss RAS-C2 TRV and lockshield with 2 x pushfit fittings 15mm,Danfoss,33.94,"Suitable for domestic two-pipe heating systems, the Danfoss RAS-C2 15mm thermostatic radiator valve, or TRV, with lockshield helps to improve home heating comfort by reacting to changes in air temperature. This TRV adjusts the operation of a radiator to meet a set temperature with each ambient temperature change, meaning there's no need for constant on/off boiler switching and main thermostat adjustments.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Danfoss RAS-C2 TRV and lockshield with 2 x pushfit fittings 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/53/246153_wm.jpg,,,,,,,,White / Brass,"Threaded, Compression",Modern,5 Years,N,Yes,10,120,Metal,,15mm with Push Fit Connector,15mm with Push Fit Connector,Yes,Angular/Round,Yes,013G6025,Radiator Valve,N,With lockshield,Brass construction,White finish,For domestic 2-pipe systems,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,P247179,Danfoss RA-DV pressure independent TRV DN15 Straight,Danfoss,64.7,"With Rp 1/2"" connections, this Danfoss RA-DV dynamic radiator valve is compatible with two-pipe pump hot water systems.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Danfoss RA-DV pressure independent TRV DN15 Straight,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-247179_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_RA_DV_Application_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_Commercial_TRV_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_Dynamic_Valve_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,P224928,Terrier 3 straight thermostatic radiator valve with lockshield 15 mm pack,Terrier,9.99,"Easy to fit, the Pegler Yorkshire Terrier 15mm straight thermostatic radiator valve, or TRV, with lockshield is bi-directional for either-way installation. A reliable choice for room-by-room heating comfort, the Terrier aids in improving a home's efficiency for reduced environmental impact and potential fuel bill savings too. With a host of useful features, including easy-read numbers for ease of operation by the visually impaired and an economy setting to keep you ticking over when a blast of heat isn't required, the Terrier TRV is a highly practical choice for any home.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Terrier 3 straight thermostatic radiator valve with lockshield 15 mm pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/98/249298_wm.jpg,,,,,,,,Chrome/Polished,"Threaded, Compression",Modern,5 Years,N,No,10,120,Brass,,15 mm,1/2 inch,No,Straight,Yes,224928 PK,Thermostatic Radiator Valve,N,With lockshield,Bi-directional flow for installation flexibility,Polished chrome finish,Double O-ring seal,Clear temperature settings for visually impaired use,Low hysteresis for rapid response to changing temperatures,Economy settings maximise energy efficiency,Improved nominal flow rates for bi-direction applications,"With 1/2"" radiator connection",15mm pipe connection,10 bar test pressure,A-rated TELL approved for thermostatic energy efficiency,,,,,,,,,,,,,,Terrier valves generally approved to BS 2767-10,3,Connections approved to BS EN 1254-2,,Threaded connections comply with BS 21 or BS 2780,5 year warranty,
117,P249298,Pegler Yorkshire straight thermostatic radiator valve and lockshield 15mm,Pegler,72.32,"The easy to install bi-directional Pegler Yorkshire Terrier 631 straight thermostatic radiator valve (TRV) is highly reliable and top-rated for energy efficiency, ensuring the ideal balance of comfort and cost savings. Providing accurate temperature adjustment in response to conditions inside a room, the Terrier TRV includes an economy setting for minimised waste and easy-read numerals making it an ideal choice for visually impaired users.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Pegler Yorkshire straight thermostatic radiator valve and lockshield 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/98/249298_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pegler_Yorkshire_631807_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_12306196_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,P247887,Siemens 2 way liquid sensing  thermostatic radiator valve 15/10mm,Siemens,29.41,"Supplied with 10mm and 15mm fittings, this Siemens angled two-way liquid sensing thermostatic radiator valve (TRV) has an understated, clean design with no slots or edges, ideal for the modern home. A thermostatic radiator valves allows for convenient individual setting of radiators using a liquid-filled head for accurate control, minimising wasted energy and maximising comfort.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Siemens 2 way liquid sensing  thermostatic radiator valve 15/10mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/87/NW-247887_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Siemens_Product_Selection_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,P256555,* TRADEFIX 15MM TRV STRAIGHT,Tradefix,9.16,"A simple and cost-effective solution, the Tradefix 19.1 straight thermostatic radiator valve (TRV) helps to improve energy efficiency and reduce heating bills while providing homeowners with improved comfort simply by adjusting the radiator in response to temperature changes in the room. Incorporating 2-way flow technology for simpler, more flexible installation, the Tradefix TRV ensures first-time-right fitting.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> * TRADEFIX 15MM TRV STRAIGHT,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/55/256555_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/CenterCB-Tradefix_256552-73_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_256552-256555_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/15/mm/256555_Tradefix_TRV_Straight_15mm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,P246065,Danfoss RAS-D2 angled thermostatic radiator valve 15/10mm Chrome Plated,Danfoss,37.79,"Ideal for designer radiators and towel rails, the Danfoss RAS-D2 angled thermostatic radiator valve (TRV) is designed for use in two-pipe domestic heating systems. With flow-selectable bi-directional valve bodies, this TRV, which is supplied with a protective cap, provides hassle-free installation in any location, doing away with the risk of water hammer. The RAS-D2 includes frost protection and positive-O settings for added flexibility and protection.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Danfoss RAS-D2 angled thermostatic radiator valve 15/10mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/66/246065_246066_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_DOC134986401957_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,P200134,Danfoss RAS-C2 013G6009 angle drain-off radiator pack 15 mm,Danfoss,30.72,"A simple solution to the noise and damage caused by water hammer, this handy 15mm angled drain-off TRV pack includes a Danfoss RAS-C2 sensor and a flow selectable RA-FS bi-directional valve body, suitable for vertical or horizontal mounting in flow or return. Reversing the direction of the water inside, the valve's patented flow selection device can be turned with no need to drain down, while the compact RAS-C2 sensor, based on a proven liquid sensor actuator, provides complete temperature control alongside a positive off and a frost-safe setting. Mounting the sensor is a surprisingly easy job, requiring it to be simply pressed onto the valve body before tightening the clamping ring.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Danfoss RAS-C2 013G6009 angle drain-off radiator pack 15 mm,,RAS-C2 sensor;RA-FS 15mm bi-directional angle valve body;Matching lockshield valve;Drain-off tailpiece,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/34/NW-200134_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/DanfossRAS_C2_CombiPack_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RAS_C2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RAS_C2_Range_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,P208587,Myson Decorative Valve decorative radpack TRV and lockshield pack straight polished 15mm Chrome (1),Myson,42.88,"Manufactured in tough brass and high quality polished CR3 chrome, this Myson Decorative straight 15mm TRV with compression connection and lockshield pack provides an attractive finishing touch to any heating project. Helping to save a potential 40% on heating bills, thermostatic radiator valves are, according to researchers, one of the most effective and efficient ways to control the heat in a home. Set correctly, these clever valves maintain a constant temperature in an individual room, ensuring reliable comfort and giving residents the ability to personalise the heating in each room of a building.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Myson Decorative Valve decorative radpack TRV and lockshield pack straight polished 15mm Chrome (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/87/208587_wm.jpg,,,,,,,,Chrome,Compression,Modern,2 years,N,No,10,Max 120 deg C,CR3 and Brass,,15 mm,1/2 BSP,Yes,Straight,Yes,DECPAK15SC,TRV,N,With lockshield,Straight version,Compression connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,2 year warranty,,,,,,,,,,,,,,,,,,,,Decorative Valve,,1,,,
123,P296057,Myson Petite 15mm TRV Angle Chrome,Myson,12.07,"A compact design suitable for a range of settings, the Myson Petite 15mm angled TRV with compression connections is a modern choice for reliable home heating. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Myson Petite 15mm TRV Angle Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/57/296057_wm.jpg,,,,,,,,Chrome,Compression,Modern,2 years,N,No,10,Max 120 deg C,CR3 and Brass,,15 mm,1/2 BSP,Yes,Angle,No,PETTRV15AC,TRV,N,Angled version,Compression connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,
124,P249307,Pegler Yorkshire angled thermostatic radiator valve and lockshield with drain off 15mm,Pegler,84.4,"This quick-to-fit Pegler Yorkshire Terrier 631 angled thermostatic radiator valve (TRV) is built with 'Tectite Push' push-fit technology to save time and hassle during installation with no need for secondary operations in difficult to reach spots, reducing the risk of damage to chrome pipes. Designed for consistent heating comfort, this chrome finish TRV maintains a room's temperature by adjusting radiator output in response to changes in its immediate surroundings.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Pegler Yorkshire angled thermostatic radiator valve and lockshield with drain off 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/07/249307_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_12306196_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,P247508,Drayton TRV4 commercial radiator pack,Drayton,62.51,"Designed for commercial use, the chrome-finished Drayton TRV4 is a self-operating thermostatic radiator valve (TRV) offering room-by-room temperature control. This TRV works by simply regulating the flow of hot water to an individual radiator. With a range limiting feature and a marked frost protection setting, the TRV4 works over a temperature range of 10 to 27°C. The lockshield valve should be fitted on the opposite end of a radiator. This is used by the installer to regulate flow, balance the system or isolate the radiator for maintenance.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton TRV4 commercial radiator pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/08/247508_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Drayton_TRV_Commissioning_Instrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Drayton_06490029001_TRV_Instrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/rs/Drayton_TRV_Info_for_Householders.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Declared_CEN_Information.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ci/ty/Drayton_ED_Valve_Flow_Capacity.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,P247516,Drayton TRV4 angled valve with lock shield 15mm Chrome / Chrome,Drayton,48.24,"Ideal for towel rails, the bathroom-suitable Drayton TRV4 angled thermostatic radiator valve (TRV) is made from wipe-clean chrome and has a modern, neat design. With its unique liquid-filled interior, the TRV4 has increased sensitivity for a quicker, more accurate response to temperature changes giving higher levels of precise comfort.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton TRV4 angled valve with lock shield 15mm Chrome / Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/16/247516_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,P353074,Eph Controls EMTRV EMTRV15 angled TRV & lockshield 15mm,Eph Controls,12.61,"Self-regulating, the EPH Controls EMTRV15 15mm angled thermostatic radiator valve, or TRV, with lockshield operates by sensing the air temperature around it, adjusting accordingly to meet the desired room temperature. These clever sensor-containing valves help homeowners to maintain constant comfort with no need for constant main thermostat adjustments. A simple white fitting to blend in with most popular radiator styles, this valve has an easy and reliable compression connection, making switching valve type simple.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Eph Controls EMTRV EMTRV15 angled TRV & lockshield 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/74/353074_wm.jpg,,,,,,,,White,15mm Compression,White,1 year,N,No,Max Differential 0.6,Max 90,A head made from ABS Plastic and the valve body is Brass,,15 mm,15 mm,Yes,Angled,Yes,EMTRV15,"15mm Compression, Angled",N,White finish,KVS value of 1 M³/H at 1 bar,With lockshield,ABS plastic head,Brass body construction,1 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,0.75086
128,P296031,Myson TRV2 TRV angle 10mm Chrome (1),Myson,15.39,"Offering ease of installation to reduce the need for expensive and inconvenient callouts, the Myson TRV2 10mm angled thermostatic radiator valve is fitted with simple compression connections. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Myson TRV2 TRV angle 10mm Chrome (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/31/296031_wm.jpg,,,,,,,,Chrome,Compression,Modern,2 years,N,No,10,Max 120 deg C,CR3 and Brass,,10mm,1/2 BSP,Yes,Angle,No,TRV210AC,TRV,N,Angled version,Compression connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215 and BS2767-10,2 year warranty,,,,,,,,,,,,,,,,,,,,TRV2,,1,,,
129,P249305,Pegler Yorkshire angled thermostatic radiator valve (and push fit elbow 10mm) 15mm,Pegler,49.97,"This quick-to-fit Pegler Yorkshire Terrier 631 angled thermostatic radiator valve (TRV) is built with 'Tectite Push' push-fit technology to save time and hassle during installation with no need for secondary operations in difficult to reach spots, reducing the risk of damage to chrome pipes. Designed for consistent heating comfort, this chrome finish TRV maintains a room's temperature by adjusting radiator output in response to changes in its immediate surroundings.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Pegler Yorkshire angled thermostatic radiator valve (and push fit elbow 10mm) 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/05/249305_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_12306196_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,P247391,Drayton TRV4 TRV integral head only Chrome,Drayton,32.73,"Ideal for towel rails, the bathroom-suitable Drayton TRV4 chrome straight integral head has a neat, wipe-clean finish and contemporary chrome design. The TRV4 incorporates a double gland seal and non-stick, pre-set internals, a useful feature designed to allow for balancing the radiator through the TRV.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton TRV4 TRV integral head only Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/91/247391_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_TRV4_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_TRV4_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,P312860,Danfoss RAS-B2 dynamic TRV 15mm,Danfoss,20.98,"Offering high levels of performance, the Danfoss RAS-B2 15mm dynamic radiator valve is built around a dynamic pressure independent radiator valve which has been fitted with a flow limiting device for the pre-setting of a maximum water flow. Suitable for use in two-pipe heating systems, this TRV offers a maximum flow of 10 - 135L/h with a built-in pressure regulator maintaining differential pressure over the valve at 0.1 bar. Made of robust brass, RAS-B2 has a smooth brushed finish along with a chromium steel gland seal pressure pin and lifetime lubricated O-ring. The valve's gland seal assembly is fully replaceable without drain down while a protective cap provides manual regulation during construction.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Danfoss RAS-B2 dynamic TRV 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/61/NW-312860_312861_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/al/Danfoss_Promotion_Material.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_HeatingResidentl_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RAS_B2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RAS_B2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_RAS_B2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,P247490,Drayton RT414 Drayton RT414 with 15mm angle valve,Drayton,26.3,"Providing control of individual room temperatures, this Drayton RT414 thermostatic radiator valve (TRV) has an integral thermostatic sensing head and reverse flow capability. The 15mm angle valve can be mounted vertically or horizontally on flow or return for ease of fitting. A radiator's flow rate can be balanced from the TRV.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton RT414 Drayton RT414 with 15mm angle valve,,RT414 Sensing head15mm angle valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/90/NW-247490_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Drayton_TRV_Commissioning_Instrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Drayton_06490029001_TRV_Instrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/rs/Drayton_TRV_Info_for_Householders.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Declared_CEN_Information.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ci/ty/Drayton_EB_Valve_Flow_Capacity.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,P247949,Drayton RT212 TRV with angled valve lockshield and push fit elbow 10 x 10mm,Drayton,38.36,"A low cost solution to room-by-room heating control, the Drayton RT212 angled thermostatic radiator valve (TRV) is fitted with a liquid sensor for accurate temperature setting. With a reverse flow body the RT212 allows for vertical or horizontal flow or return mounting, providing installation flexibility.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton RT212 TRV with angled valve lockshield and push fit elbow 10 x 10mm,,Thermostatic radiator valve;Lockshield,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/49/247949_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_NEW_RT212_ED_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Drayton_5038_D27_12_NEW_RT212_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_RT212_U_and_I_Guide_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
