,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Thickness,Warranty,Hazardous,Depth (mm),Frame Colour,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 6,Range,Position,Shower Tray Shape,Style,Weight,Floor Mounted,Waste Supplied,Anti Slip Surface,Riser included,Waste Kit Included
18,PN57523,Multipanel Classic bathroom wall panel unlipped 2400 x 900mm White Snow,Multipanel,159.45,"An easy, grout-free alternative to paint or tiling, this 900mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel is finished in White Snow, a highly reflective gloss.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic bathroom wall panel unlipped 2400 x 900mm White Snow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/27/NW-N57522_N57527_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,
19,PD05973,Mira Elevate bi-fold shower door 700mm,Mira,254.58,"Maximising your bathroom floor space, the Mira Elevate 700mm shower enclosure bifold inward opening door is designed for a corner or alcove enclosure. Manufactured in 6mm safety glass with magnetic closings at both top and bottom, this reversible installation door is easy to fit, clean and use.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Mira Elevate bi-fold shower door 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/77/UP-D05973_D05977_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Elevate_Bifold_Door_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_Elevate_Bifold_Door_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PD05970,Mira Elevate pivot shower door 760mm,Mira,178.84,"Maximising your bathroom floor space, the Mira Elevate 760mm shower enclosure pivot door is designed for a corner or alcove enclosure. Manufactured in 6mm safety glass with magnetic closings at both top and bottom, this reversible installation door is easy to fit, clean and use.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Mira Elevate pivot shower door 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/72/UP-D05970_D05972_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Elevate_Pivot_Door_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_Elevate_Pivot_Door_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PC89050,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Blizzard,Multipanel,169.17,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel has been finished in Blizzard, a vibrant high gloss white which creates the feeling of space and light even in smaller bathrooms.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Blizzard,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/52/NW-C89047_C89052_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,
22,PN36611,Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm White,Multipanel,144.28,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. Finished in Natural White Gloss, this panel brings a clean, fresh look to any bathroom.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/11/NW-N36611_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,
23,PD28588,Merlyn MBOX shower bifold door 800mm,Merlyn,313.35,"Combining practicality and style, the 800mm Merlyn MBox bifold shower door is ideal for recess and corner shower installations. 1900mm tall and built from tough 4mm safety glass, the MBox offers reversible installation to suit your bathroom, easy installation with generous per profile adjustment and Mershield Stayclear treatment for effortless cleaning.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Merlyn MBOX shower bifold door 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/90/UP-D28586_D28590_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Merlyn_MBOX_BifoldDoor_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_MBOX_BifoldDoor_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Merlyn_MBOX_Enclosures_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT41775,Scudo pivot door 760 x 1850mm - 6mm glass,Scudo,148.85,"Designed with a quality pivot mechanism for smooth opening and closing, the Scudo S6 760 x 1850mm pivot shower door is a perfect finishing touch for a modern bathroom. Easy to clean thanks to its Aquashield treatment, this door is made of a thick clear glass with chrome frame and fittings and offers easy installation, even in rooms where walls aren't quite perfect.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Scudo pivot door 760 x 1850mm - 6mm glass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/77/T41775_T41777_wm.jpg,,,,,,Clear,up to 6 mm,"Lifetime (fixed parts only), 2 years moving parts and seals",N,,Chrome,Aluminium,S6-GLASS018,Pivot,N,With 6mm thick toughened safety glass,Aquashield glass treatment for ease of cleaning,Universal design offers left and right handed opening,Easy to install,Large adjustment for out-of-true walls,Lifetime warranty for fixed parts only,2 year warranty on moving parts and seals,,,,,,,,,,,,,,,
25,PD28355,Mira Leap pivot door only 760mm,Mira,318.07,"The Mira Leap 760mm pivot door is ideal for alcove or corner shower enclosures, providing a stylish, frameless look and saving on valuable space. Built using strong 6mm thick glass with CleanCoat glass coating technology and with no visible fixings or screwcaps, the Leap looks sleek and modern and provides easy-clean convenience.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Mira Leap pivot door only 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/59/UP-D28355_D28359_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Leap_Pivot_Door_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/r_/ld/Mira_Leap_Pivot_Door_LD.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PD65179,Coram Premier 8 pivot door 800 x 2000mm Glass/Chrome finish,Coram,274.97,"A contemporary, minimalist design, the 800mm Coram Premier 8 pivot door shower enclosure has modern linear handles and a semi-frameless design with concealed fixings and soft close sliding doors for a touch of luxury. Seamless flush rollers and ultra-clear soft seals are easy to clean and Level and Lock screwless adjustment ensures secure, straightforward installation. The Premier 8's pivot door is made using 8mm toughened safety glass and has a rise and fall pivot hinge, allowing the door to remain open at 90° and close easily.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Coram Premier 8 pivot door 800 x 2000mm Glass/Chrome finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/81/UP-D65177_D65181_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Coram_Optima6_Premier8_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Coram_Premier_8_Pivot_Door_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Coram_Showers_Brochure_July_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Coram_Premier_8_Pivot_Door_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PD05976,Mira Elevate bi-fold shower door 900mm,Mira,286.6,"Maximising your bathroom floor space, the Mira Elevate 900mm shower enclosure bifold inward opening door is designed for a corner or alcove enclosure. Manufactured in 6mm safety glass with magnetic closings at both top and bottom, this reversible installation door is easy to fit, clean and use.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Mira Elevate bi-fold shower door 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/77/UP-D05973_D05977_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Elevate_Bifold_Door_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_Elevate_Bifold_Door_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PN57618,Multipanel Linda Barker bathroom wall panel unlipped 2400 x 1200mm Calacatta Marble,Multipanel,182.38,"With no need to grout or paint, this 1200mm Multipanel Linda Barker wall panel is a convenient alternative to tiling. Made with a water-resistant hardwood plywood core, this panel is finished with a high pressure decorative laminate on its front, with a plain balancing laminate to the rear. This panel is finished in Calacatta Marble, an affordable and realistic looking alternative to the real thing.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Linda Barker bathroom wall panel unlipped 2400 x 1200mm Calacatta Marble,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/23/NW-N57618_N57623_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Multipanel_NeutralsCllctn_Brcr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT41795,Scudo I8 wet room screen 1200 x 2000mm,Scudo,203.96,"Suitable for installation on a tray or direct to a tiled floor, the Scudo S8 1000 x 2000mm wet room shower screen is ideal for contemporary wetroom designs. Fitted with a modern support arm and chrome frame, this simple wetroom panel offers ease of fitting, even in bathrooms with uneven walls.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Scudo I8 wet room screen 1200 x 2000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/00/T41793_T41800_wm.jpg,,,,,,Clear,8mm,"Lifetime (fixed parts only), 2 years moving parts and seals",N,,Chrome,Aluminium,S8-WET1200CHR,wetroom,N,With 8mm thick toughened safety glass,Aquashield treated for ease of cleaning,With minimalist support arm,Colour option profile kits available separately,Chrome finish frame,Suitable for installation on a shower tray or tiled floor,With 20mm adjustment for out-of-true walls,Lifetime warranty for fixed parts only,2 year warranty on moving parts and seals,,,,I8,,,,,,,,,
30,PN40705,Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm Riven Slate,Multipanel,144.28,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel has been finished in Riven Slate, a highly textured realistic dark slate surface.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm Riven Slate,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/05/NW-N40705_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,
31,PD65114,Coram GB5 bifold door 800 x 1800mm Glass/Chrome Finish,Coram,285.65,"The reduced height Coram GB5 800 x 1800mm bifold shower door has a 25mm adjustment profile make installation in smaller bathrooms easier. With a sleek, semi-frameless design, the doors of the GB5 open in to maximise available space while a highly polished chrome finish, including profile and cover caps, ensure a clean, light-reflecting finish.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Coram GB5 bifold door 800 x 1800mm Glass/Chrome Finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/16/UP-D65112_D65116_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Coram_GB5_BifoldDoor_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Coram_GB5_BifoldDoor_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Coram_Showers_Brochure_July_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT41800,Scudo I8 wet room screen 900 x 2000mm,Scudo,164.28,"Suitable for installation on a tray or direct to a tiled floor, the Scudo I8 900 x 2000mm wetroom shower screen is ideal for contemporary wetroom designs. Fitted with a modern support arm and chrome frame, this simple wetroom panel offers ease of fitting, even in bathrooms with uneven walls.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Scudo I8 wet room screen 900 x 2000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/00/T41793_T41800_wm.jpg,,,,,,Clear,8mm,"Lifetime (fixed parts only), 2 years moving parts and seals",N,,Chrome,Aluminium,S8-WET900CHR,wetroom,N,With 8mm thick toughened safety glass,Aquashield treated for ease of cleaning,With minimalist support arm,Colour option profile kits available separately,Chrome finish frame,Suitable for installation on a shower tray or tiled floor,With 20mm adjustment for out-of-true walls,Lifetime warranty for fixed parts only,2 year warranty on moving parts and seals,,,,I8,,,,,,,,,
33,PD28366,Mira Leap side panel only 800mm,Mira,200.45,"Built to last and highly flexible, this 800mm Mira Leap side panel is used to create a bespoke corner shower enclosure using any door from the Leap range. Easy to clean, this toughened glass panel incorporates CleanCoat technology for a long lasting, effortless shine, hidden fixings for a seamless finish and the Twist and Lock installation system for fast fitting.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Mira Leap side panel only 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/67/UP-D28364_D28367_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Leap_Side_Panel_S43E_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Leap_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Leap_Side_Panels_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
