,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Type,Diameter,Range,Hazardous,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Connection Type 2,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Angle
97,PM40640,"Marla Tube heavy weight welding tee 5""",Marla Tube,103.85,"This Marla Tube heavyweight 5 x 5 x 5"" 90° welding tee is made of carbon steel. This fitting is designed to attach two horizontal pipes and one vertical pipe and has a wide range of uses in many industries.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube heavy weight welding tee 5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/40/NW-M40640_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
98,PM40853,"Marla Tube concentric welding reducer 4 x 2""",Marla Tube,27.54,"This Marla Tube 4 x 2"" concentric welding reducer is made of carbon steel. Used to connect pipes of two different diameters, this reducer has two centred parallel ends, resembling a cone.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube concentric welding reducer 4 x 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/53/NW-M40853_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
99,PL31512,Midland Fittings wrought iron socket 100mm Black,Midland Fittings,161.55,This Midland Fittings 100 x 100mm socket is made of wrought iron and includes a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings wrought iron socket 100mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/12/NW-L31503_L31512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
100,PM40871,"Marla Tube concentric welding reducer 6 x 5""",Marla Tube,50.3,"This Marla Tube 6 x 5"" concentric welding reducer is made of carbon steel. Used to connect pipes of two different diameters, this reducer has two centred parallel ends, resembling a cone.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube concentric welding reducer 6 x 5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/71/NW-M40871_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
101,PM40586,"Marla Tube heavy weight welding branch bend 4 x 6""",Marla Tube,154.59,"This Marla Tube heavyweight 4 x 6"" welding branch bend is made of carbon steel.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube heavy weight welding branch bend 4 x 6""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/87/NW-M40586_M40587_wm.jpg,,,Welding Branch,4 ON 6,,N,ISO 9001:2008EN 10253-2,Unequal,4,6,Carbon Steel,4 x 6,Butt Weld,Butt Weld,AM00040060,Bend,N,Made of carbon steel,Metallic finish,Heavyweight branch end,ISO 9001:2008 accredited,Meets EN 10253-2,
102,PL45334,Midland Fittings wrought iron bush 25 x 25mm Black,Midland Fittings,13.75,This Midland Fittings 25 x 20mm black bush is made of wrought iron and includes threaded connections.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings wrought iron bush 25 x 25mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/34/NW-L45333_L45334_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
103,PL45333,Midland Fittings wrought iron bush 25 x 15mm Black,Midland Fittings,14.79,This Midland Fittings 25 x 15mm black bush is made of wrought iron and includes threaded connections.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings wrought iron bush 25 x 15mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/34/NW-L45333_L45334_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
104,PL45205,Midland Fittings wrought iron hex nipple 20mm Black,Midland Fittings,12.57,This Midland Fittings 20 x 20mm black hex nipple is made of wrought iron and includes threaded connections on both ends.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings wrought iron hex nipple 20mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/09/NW-L45204_L45209_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
105,PM40961,"Marla Tube eccentric welding reducer 5 x 3""",Marla Tube,143.85,"This Marla Tube 5 x 3"" eccentric welding reducer is designed to connect two pipes of different sizes. This eccentric reducer has a tapered, slanted shape with one side symmetrical to the source and the other side slanted.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube eccentric welding reducer 5 x 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/61/NW-M40961_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
106,PM40444,"Marla Tube 90deg short radius heavy weight welding elbow 6""",Marla Tube,68.63,"This Marla Tube short radius heavyweight 6 x 6"" 90° welding elbow is made of carbon steel and is designed for connecting pipes of different diameters.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 90deg short radius heavy weight welding elbow 6""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/44/NW-M40444_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
107,PM41555,"Marla Tube standard weight welding tee 2""",Marla Tube,65.94,"Marla Tube standard weight 2 x 2 x 2"" 90° welding tee is made of carbon steel. This fitting attaches two horizontal and one vertical pipe and offers a wide range of uses in numerous industries.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube standard weight welding tee 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/55/NW-M41555_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
108,PM40969,"Marla Tube eccentric welding reducer 6 x 4""",Marla Tube,89.4,"This Marla Tube 6 x 4"" eccentric welding reducer is designed to connect two pipes of different sizes. This eccentric reducer has a tapered, slanted shape with one side symmetrical to the source and the other side slanted.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube eccentric welding reducer 6 x 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/69/NW-M40969_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
109,PL45340,Midland Fittings wrought iron bush 32 x 25mm Black,Midland Fittings,34.3,This Midland Fittings 32 x 25mm black bush is made of wrought iron and includes threaded connections.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings wrought iron bush 32 x 25mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/40/NW-L45338_L45340_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
110,PM41408,"Marla Tube 90deg standard weight long radius elbow 3""",Marla Tube,35.5,"This Marla Tube standard weight 3 x 3"" 90° long radius elbow is made of ASTM A234 carbon steel. Used to change flow direction between pipes, this fitting provides less frictional resistance to a fluid compared to short elbows.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 90deg standard weight long radius elbow 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/14/NW-M41403_M41414_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
111,PM40428,"Marla Tube 90deg short radius heavy weight welding elbow 3""",Marla Tube,20.32,"This Marla Tube short radius heavyweight 3 x 3"" 90° welding elbow is made of carbon steel and is designed for connecting pipes of different diameters.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 90deg short radius heavy weight welding elbow 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/28/NW-M40428_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
112,PL31206,Midland Fittings WROUGHT IRON ELBOWS wrought iron elbow 25mm Black,Midland Fittings,15.8,This Midland Fittings 25 x 25mm 90° elbow is made of wrought iron and is supplied with threaded connections.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings WROUGHT IRON ELBOWS wrought iron elbow 25mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/09/NW-L31204_L31209_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Midland_Fittings_Delcorte_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,
113,PM41429,"Marla Tube 45deg standard weight long radius elbow 4""",Marla Tube,41.37,"This Marla Tube long radius standard weight 4 x 4"" 45° welding elbow is made of carbon steel and is designed for connecting pipes of different diameters.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 45deg standard weight long radius elbow 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/29/NW-M41429_wm.jpg,,,butt weld,4,ASTM,N,ISO 9001:2015BS3602BS1965BS6001,Equal,4,4,Carbon Steel,4 x 4,Butt Weld,Butt Weld,03E4ST040,Elbow,N,Made of carbon steel,Standard weight elbow,ISO 9001:2015 accredited,"Meets BS3602, BS1965 and BS6001",,45
114,PL21065,Midland Fittings heavy weight barrel nipple 20 mm Black,Midland Fittings,7.83,This Midland Fittings heavyweight 20 x 20mm black barrel nipple is made of mild steel and includes threaded connections on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings heavy weight barrel nipple 20 mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/72/NW-L21061_L21072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
115,PM40224,"Marla Tube 90deg long radius heavy weight welding elbow 2 1/2""",Marla Tube,15.35,"This Marla Tube long radius heavyweight 2 1/2 x 2 1/2"" 90° welding elbow is made of carbon steel and is designed for connecting pipes of different diameters.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 90deg long radius heavy weight welding elbow 2 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/24/NW-M40224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
116,PL23068,Midland Fittings galvanised heavy weight barrel nipple 40mm,Midland Fittings,28.27,This Midland Fittings heavyweight 40 x 40mm galvanised barrel nipple is made of mild steel and includes a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings galvanised heavy weight barrel nipple 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/72/NW-L23061_L23072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
117,PM40867,"Marla Tube concentric welding reducer 6 x 3""",Marla Tube,66.73,"This Marla Tube 6 x 3"" concentric welding reducer is made of carbon steel. Used to connect pipes of two different diameters, this reducer has two centred parallel ends, resembling a cone.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube concentric welding reducer 6 x 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/67/NW-M40867_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
118,PM40583,"Marla Tube heavy weight welding branch bend 3 x 6""",Marla Tube,60.96,"This Marla Tube heavyweight 3 x 6"" welding branch bend is made of carbon steel.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube heavy weight welding branch bend 3 x 6""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/83/NW-M40583_wm.jpg,,,Welding Branch,3 ON 6,,N,ISO 9001:2008EN 10253-2,Unequal,3,6,Carbon Steel,3 x 6,Butt Weld,Butt Weld,AM00030060,Bend,N,Made of carbon steel,Metallic finish,Heavyweight branch end,ISO 9001:2008 accredited,Meets EN 10253-2,
119,PM41478,"Marla Tube 90deg standard weight short radius elbow 3""",Marla Tube,38.06,"This Marla Tube short radius heavyweight 3 x 3"" 90° welding elbow is made of carbon steel and is designed for connecting pipes of different diameters.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 90deg standard weight short radius elbow 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/78/NW-M41478_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
120,PL45159,Midland Fittings heavy weight cone seat union 50mm Black,Midland Fittings,113.36,This Midland Fittings heavyweight 50 x 50mm cone seat union is made of mild steel with a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings heavy weight cone seat union 50mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/59/NW-L45154_L45159_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
121,PM40240,"Marla Tube 90deg long radius heavy weight welding elbow 5""",Marla Tube,58.7,"This Marla Tube long radius heavyweight 5 x 5"" 90° welding elbow is made of carbon steel and is designed for connecting pipes of different diameters.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 90deg long radius heavy weight welding elbow 5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/40/NW-M40240_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
122,PL21090,Midland Fittings heavy weight close taper nipple 65mm Black,Midland Fittings,19.47,This Midland Fittings heavyweight 65 x 65mm close taper nipple is made of mild steel and includes a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings heavy weight close taper nipple 65mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/91/NW-L21084_L21091_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
123,PL31511,Midland Fittings wrought iron socket 80mm Black,Midland Fittings,83.97,This Midland Fittings 80 x 80mm socket is made of wrought iron and includes a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings wrought iron socket 80mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/12/NW-L31503_L31512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
124,PM40849,"Marla Tube concentric welding reducer 3 x 2 1/2""",Marla Tube,13.55,"This Marla Tube 3 x 2 1/2"" concentric welding reducer is made of carbon steel. Used to connect pipes of two different diameters, this reducer has two centred parallel ends, resembling a cone.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube concentric welding reducer 3 x 2 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/49/NW-M40849_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
125,PL23067,Midland Fittings galvanised heavy weight barrel nipple 32mm,Midland Fittings,23.48,This Midland Fittings heavyweight 32 x 32mm galvanised barrel nipple is made of mild steel and includes a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings galvanised heavy weight barrel nipple 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/72/NW-L23061_L23072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
126,PM40220,"Marla Tube 90deg long radius heavy weight welding elbow 2""",Marla Tube,9.93,"This Marla Tube long radius heavyweight 2 x 2"" 90° welding elbow is made of carbon steel and is designed for connecting pipes of different diameters.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 90deg long radius heavy weight welding elbow 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/20/NW-M40220_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
127,PL31629,Midland Fittings wrought iron plug 50mm Black,Midland Fittings,14.69,This Midland Fittings 40mm black plug is fitted with a threaded connection.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings wrought iron plug 50mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/29/NW-L31624_L31629_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
128,PL31505,Midland Fittings wrought iron socket 20mm Black,Midland Fittings,10.21,This Midland Fittings 20 x 20mm socket is made of wrought iron and includes a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings wrought iron socket 20mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/12/NW-L31503_L31512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
129,PM41412,"Marla Tube 90deg standard weight long radius elbow 8""",Marla Tube,346.23,"This Marla Tube standard weight 8 x 8"" 90° long radius elbow is made of ASTM A234 carbon steel. Used to change flow direction between pipes, this fitting provides less frictional resistance to a fluid compared to short elbows.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 90deg standard weight long radius elbow 8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/14/NW-M41403_M41414_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
