,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Size,Connection Type,Range,Hazardous,Core Size,Core Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Attachment 3,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 2,Pack Quantity,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Model For Use With,Power Supply,Colour,Material,Feature 8,Feature 9,By Model Number,Diameter,Thickness,Warranty,Length (M),Size,Current Rating,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Depth (mm),Weight,Dimensions mm (H x W x D),Phase,For Use With
492,P697273,Inaba Denko ID-SW-100-K slim trunk wall cover 100mm Black,Inaba Denko,20.85,This Inaba Denko Slimduct 100mm wall cover is constructed in robust PVC.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Inaba Denko ID-SW-100-K slim trunk wall cover 100mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/73/697273_wm.jpg,,,,,,N,,,ID-SW-100-K,Wall Inlet,N,PVC construction,,,,,Black colour,,,,,,,,,Black,PVC,,,,,20cm,,,,,,,,,,,,,,
493,P693950,Danfoss DCR-DM 48-DM DCR core,Danfoss,31.3,"A Danfoss DCR48-DM 48 cu.inch core for DCR filter driers. Danfoss Eliminator DCR filter driers are used in liquid and/or suction lines in refrigeration, freezing and air-conditioning systems with block holders designed for use in compact units which it can be difficult to insert cores into. DCR housing undergoes phosphate pre-treatment and offers a corrosion-resistant powder-coated finish.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCR-DM 48-DM DCR core,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/50/NW-693950_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCR_Datasheet.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,P611874,Copeland heater 83/90W 230/240V,Copeland,95.26,"This Copeland 230/240V, 83/90W heater is compatible with ZR90 to ZR250, ZP90 to ZP235, ZF24-48 and ZB56-11",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Copeland heater 83/90W 230/240V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/74/NW-611874_wm.jpg,,,,,,N,,,8062619,Heater,N,230/240V,,,,,83/90W,,,,,,,ZR90 to ZR250ZP90 to ZP235ZF24-48ZB56-11,,,,,,,,,,,,,,,,,,,,,,
495,P690277,Copeland mounting parts,Copeland,30.73,"This Copeland black hard rubber mount set is for ZB15KCE to ZB48KCE, ZB57KCE, ZBD21KCE to ZBD57KCE, ZF06K4E to ZF18K4E, ZF25K5E, ZF13KVE, ZF18KVE, ZFD13KVE to ZFD25KVE, ZS21K4E to ZS45K4E, ZO34K3E to ZO104KCE, ZOD34K3E and ZOD104KCE.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Copeland mounting parts,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/77/NW-690277_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Copeland_Scroll_Mounting_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,P604788,Daikin 2116677 Coil Motorised Valve Assembly,Daikin,247.02,The Daikin EBM0MD12DM-17R/-20R is a spare part for use in a motorised valve.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 2116677 Coil Motorised Valve Assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/88/604788_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,P693733,Danfoss DCR-F 48F strainer insert,Danfoss,37.51,"A Danfoss 48F 48 cu.inch strainer with gasket is for use with DCR filter driers. The Eliminator DCR filter drier with interchangeable solid core is suitable for use in liquid and suction lines in refrigeration, freezing and air conditioning systems using fluorinated refrigerants. Block holders can be used in compact units where limited space makes it difficult to insert cores into a DCR filter drier designed for three or four cores. DCR housings undergo phosphate pre-treatment and offer a corrosion-resistant powder-coated finish.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCR-F 48F strainer insert,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/33/NW-693733_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCR_Datasheet.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,P688744,Pump House Line tap DCV-1G line tap valve and gauge port,Pump House,15.81,"A fast, easy and safe solution, this Pump House DCV-1G line tap valve and gauge port is suitable for DLT line taps. Swivelling to any position, this flexible and simple valve is fully removable and reusable.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Pump House Line tap DCV-1G line tap valve and gauge port,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/44/NW-688744_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,P671589,"Aspen Pumps Xtra stud clip M10 x 1.1/4"" 32mm (Pack of 10)",Aspen Pumps,18.62,"Made of nylon, this Aspen Pumps Xtra 1 1/4"" stud clip, suitable for 8 or 10mm studding incorporates a unique ratchet design for fast, easy installation and adjustment.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra stud clip M10 x 1.1/4"" 32mm (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/90/NW-671589_671590_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Stud_Clip_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,P678870,Flexelec FCH crank case heater 230v 75w,Flexelec,28.15,"Designed to be fitted to a compressor, the Flexelec FCH-60 230V, 75W crankcase heater prevents coolant from being absorbed by oil at lower temperatures when absorption is faster and more complete, causing serious damage due to a lack of lubrication, particularly during start-up.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Flexelec FCH crank case heater 230v 75w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/70/NW-678867_678870_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flexelec_FCH_RoHS_Certification.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flexelec_FCH_CE_Declaration.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flexelec_FCH_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flexelec_FCH_REACH_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,P693732,Danfoss DCR-DM 48-DM core with gasket,Danfoss,29.71,"A Danfoss 48 DU/DM 48 cu.inch core with gasket for DCR filter driers. The Eliminator DCR filter drier with interchangeable solid core is suitable for use in liquid and suction lines in refrigeration, freezing and air conditioning systems using fluorinated refrigerants. Block holders can be used in compact units where limited space makes it difficult to insert cores into a DCR filter drier designed for three or four cores. DCR housings undergo phosphate pre-treatment and offer a corrosion-resistant powder-coated finish.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCR-DM 48-DM core with gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/32/NW-693732_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCR_Datasheet.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,P634324,Daikin DCS601C51 Intelligent Controller,Daikin,2606.4,"Allowing for the control and monitoring of up to 64 indoor units or groups, this Daikin intelligent touch controller is compatible with FXFA-A, FXFQ-B, FXZA-A, FXZQ-A, FXCQ 20 to 40A, FXCQ 50 to 63A, FXCQ 80 to 125A, FXMQ 50 to 80, FXMQ 100 to 125, FXMQ 200 to 250, FXHQ 32A, FXHQ 63A and FXHQ 71 to 100A.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin DCS601C51 Intelligent Controller,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/24/NW-634324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_DCS601C51_Operation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Daikin_VRV_Catalogue_2021.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_DCS601C51_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,P604628,Daikin 110644J Air Filter 1016 X 202,Daikin,94.05,A Daikin 1016 x 202mm air filter for VAM1000FJ.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 110644J Air Filter 1016 X 202,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/28/604628_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,P619325,"Henry Technologies 937203 schraeder+ ball valve 3/8""",Henry Technologies,24.27,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Henry Technologies 937203 schraeder+ ball valve 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,P664587,Daikin KRP4A53 Adaptor Pcb,Daikin,87.3,A Daikin PCB adapter for air conditioning units.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin KRP4A53 Adaptor Pcb,,Adapter PCB;Relay harness;4x PCB support;3x clamps;8x installation manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/87/NW-664587_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_Adapter_PCB_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Daikin_Control_Systems_Catalogue.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,P688208,Daikin BYFQ60CW Vrv Fully Flat Decoration Panel White,Daikin,273.6,A Daikin white fully flat decoration panel for FXZA-A and FXZQ-A.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin BYFQ60CW Vrv Fully Flat Decoration Panel White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/08/NW-688208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_Decoration_Panel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Daikin_VRV_Interactive_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,P607279,Daikin BRYMA65 Co2 Sensor (For Vam 350/500/650),Daikin,519.3,"Suitable for use with the VAM 350, 500 and 650 and the modular L Smart, this Daikin CO2 sensor helps to maintain safe CO2 levels while preventing energy loss through over-ventilation.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin BRYMA65 Co2 Sensor (For Vam 350/500/650),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/79/607279_wm.jpg,,,,,,N,,,BRYMA65,CO2 sensor,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,P634327,Daikin DMS502A51 Bacnet Gateway Interface,Daikin,5164.2,"Designed to control and monitor up to 64 indoor units or groups, this Bacnet gateway interface for BMS systems is compatible with FXFA-A, FXFQ-B, FXZA-A, FXZQ-A, FXCQ 20 to 40A, FXCQ 50 to 63A, FXMQ 50 to 80, FXMQ 100 to 125, FXMQ 200 to 250, FXHQ 32A, FXHQ 63A and FXHQ 71 to 100A.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin DMS502A51 Bacnet Gateway Interface,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/27/NW-634327_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Daikin_VRV_Catalogue_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,P604619,Daikin 110643J Air Filter 757 X 202Mm,Daikin,79.01,A Daikin 757 x 202mm air filter for VAM650/800FJ.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 110643J Air Filter 757 X 202Mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/19/604619_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,P695432,Pump House 7 insulation wall clamp 1-3/8 inner diameter 3/4,Pump House,12.51,"The Pump House Klo-Shure 7 insulation coupling in 1 3/8"" x 3/4"" is a one-piece tubular sleeve with an internal configuration designed to support, secure and seal tubular insulation while supporting and levelling copper tubing in strut-mounted suspension devices and drop hangers. With Klo-Shure there's no need to double-wrap, glue and tape insulation and insulating copper tubing for refrigerant lines is faster. A patented clamp allows sections of closed-cell insulation to be secured at fixing points.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Pump House 7 insulation wall clamp 1-3/8 inner diameter 3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/34/NW-695426_695434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Klo-Shure_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pump_House_Klo-Shure_Line_DWG.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Klo-Shure_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,P693964,"Danfoss DCL DCL163S filter drier solder connection 3/8""",Danfoss,24.2,"This Danfoss Eliminator DCL163S 16 cu.inch hermetic filter drier with 3/8"" solder inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCL DCL163S filter drier solder connection 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/64/NW-693964_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,P677405,Tecumseh RVA 4I3D Tecumseh potential relay RVA4I3D,Tecumseh,69.49,This Tecumseh 230V potential relay is for use with CAJ4519/AJ4476/CAJ9480.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Tecumseh RVA 4I3D Tecumseh potential relay RVA4I3D,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/93/677405_677193_wm.jpg,,,,,RVA,N,,,8565407,Relay,N,potential relay,,,,51 x 46.5 x 35,,,,,,,,,230V,,,,,SILAJ9480Z-(1)SILAJ9513Z-(1)SILFH2511Z-(1)SILFH4524Z-(1),,,,,,,,,,,,,,,,
513,P600965,Fujitsu Spare Parts 9602716005 Fan Motor,Fujitsu,271.47,Fujitsu fan motor AUYA36LBLU for air conditioning units.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Fujitsu Spare Parts 9602716005 Fan Motor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/65/600965_wm.jpg,,,,,Spare Parts,N,,,9602716005,fan motor,N,380VDC voltage rating,,,,,80W power rating,,,,,,,Fujitsu AUYA36LBLUFujitsu AUYG30LRLEFujitsu AUYG36LRLAFujitsu AUYG45LRLAFujitsu AUYG54LRLAFujitsu AUHG30LRLEFujitsu AUHG36LRLAFujitsu AUHG45LRLAFujitsu AUHG54LRLAFujitsu RCG30LRLEFujitsu RCG36LRLAFujitsu RCG45LRLAFujitsu RCG54LRLA,,,,,,,,,,,,,,,,,,,,,,
514,P660832,Fujitsu UTDLF25NA R410A Air Filter (Ary 25-45),Fujitsu,49.2,"This set of two Fujitsu washable air filters deodorise by powerfully decomposing absorbed odours for fresher air conditioning in ARXG 22/24/30/36/45 KMLA, ARYG 24/36/45 LMLA, ARYG 30/36 LMLE, ARXP 009/012/ 014/018 GLAH and ARXA 024/030/036/045 GLEH units.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Fujitsu UTDLF25NA R410A Air Filter (Ary 25-45),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/32/NW-660832_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Fujitsu_AR24_AO24_Tech_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Fujitsu_CS_OP_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,P671590,Aspen Pumps Xtra stud clip M10 x 1.3/8 35mm (Pack of 10),Aspen Pumps,20.71,"Made of nylon, this Aspen Pumps Xtra 1 3/8"" stud clip, suitable for 8 or 10mm studding incorporates a unique ratchet design for fast, easy installation and adjustment.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra stud clip M10 x 1.3/8 35mm (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/90/NW-671589_671590_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Stud_Clip_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,P677421,"Tecumseh Lunite rotalock valve 1/2""",Tecumseh,69.15,"This Tecumseh 1/2"" rotolock valve is compatible with CAJ2428Z, CAJ2432Z, CAJ2446Z, CAJ9480Z, CAJ4452Y, CAJ4461Y, CAJ4476Y, CAJ4492Y, FH2480Z, FH2511Z, FH4531Z, FH4540Z, FH4518Y, FH4525Y, TFH2480Z, TFH2511Z, FH4524Z, TFH4524Z, TFH4518Y, TFH4525Y, TFH4531Z and TFH4540Z.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Tecumseh Lunite rotalock valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/21/NW-677421_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Tecumseh_Reference_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,P678847,Danfoss start capacitor,Danfoss,46.13,"A Danfoss 220VAC 50/60Hz, 89µf start capacitor with 1/4"" connections for the SC21.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss start capacitor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/47/NW-678847_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_Start_Capacitor_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,P619297,"Henry Technologies 907205 ball valve 5/8""",Henry Technologies,23.49,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Henry Technologies 907205 ball valve 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
