,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Range,Warranty,Hazardous,Depth (mm),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Material,Number of Outlets,Number of Spray Patterns,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Weight,Attachment 5,Feature 10,Feature 11
90,PA05464,* NAB SPARE DIVERTER 1011,Nabis,5.58,This Nabis Regal diverter is suitable for A05419 and A05416 bath/shower mixers.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> * NAB SPARE DIVERTER 1011,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/64/A05464_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PA05605,Nabis Barford/Ossia/Swish/Corda/Galene shower hose,Nabis,5.17,"This Nabis 1.5M shower hose is suitable for use with Barford, Ossia, Swish, Corda and Galene bath/shower mixers.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis Barford/Ossia/Swish/Corda/Galene shower hose,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/94/597494_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PD02635,Saracen padded back rest White,Saracen,98.14,The padded back rest is available in white and is designed to aid side transfer. The padded back is made from polyurethane foam to allow for easy cleaning and has a cushion thickness of 60mm.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Saracen padded back rest White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/35/NW-D02635_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D02635_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02635_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/ld/Saracen_Back_Rest_LD.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PA05474,Nabis Regal A05474 Spare Square Shower Handset,Nabis,8.38,This Nabis replacement shower handset with chrome finish is suitable for the A05423 and A05428 bath/shower mixers.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis Regal A05474 Spare Square Shower Handset,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/47/597547_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PA05055,* NAB ROUND WALL OUTLET & HANDSET HOLDER,Nabis,11.78,This Nabis round wall outlet is made of brass with a chrome finish and includes a useful handset holder.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> * NAB ROUND WALL OUTLET & HANDSET HOLDER,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/55/NW-A05055_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05033-A05060_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Nabis_Round_Squar_Wall_Outlet_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PA05448,Nabis Regal A05448 hand shower,Nabis,8.17,This Nabis 100mm shower handset with chrome finish is designed for use with the A05403 deck-mounted bath/shower mixer.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis Regal A05448 hand shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/85/597485_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PJ98984,Grohe Grohtherm 500 500 Therm Exp Bar Vlv&Kit Lp,Grohe,99.99,"Supplied with a Tempesta 100 shower rail set with 620mm rail, the Grohe Grohtherm 500 1/2"" thermostatic shower mixer provides a single generous spray. Stylishly designed with a chrome finish, this shower works on a minimum recommend pressure of 0.5 bar.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Grohe Grohtherm 500 500 Therm Exp Bar Vlv&Kit Lp,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/84/NW-J98984_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_Shower_Mixer_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/J98984_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PD04453,Mira bar valve exposed pipework elbows,Mira,44.22,"These Mira bar valve exposed pipework installation elbows are suitable for installing any bar valve with exposed pipework and are designed to fit all Mira bar valves. Easy to install, these elbows have a chrome finish to blend seamlessly in to existing fittings.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira bar valve exposed pipework elbows,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/53/NW-D04453_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Bar_Valve_Fixing_Kit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PD63859,Ideal Standard Idealrain Cube wall arm 300mm,Ideal Standard,56.54,This Ideal Standard Idealrain Cube wall arm provides a connection for overhead showers.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Ideal Standard Idealrain Cube wall arm 300mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/59/NW-D63859_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B9444_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_B944_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PC69088,Bristan Carre thermostatic bar valve with fixed rail,Bristan,333.4,"Designed to blend seamlessly into any bathroom design, the Bristan Carre thermostatic bar shower with rigid riser has sleek chrome shower heads and uniquely tactile handles. Supplied with wall mount 12 fixing kit for easy installation using built in front-of-wall isolation valves the Carre is a safe option for family bathrooms, providing thermostatic control with pre-set limits.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Bristan Carre thermostatic bar valve with fixed rail,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/88/NW-C69088_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Carre_CR_SHXDIVFF_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_CRSHXDIVFFC_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Carre_CR_SHXDIVFF_C_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PD63845,Ideal Standard Idealrain Cube rainshower head 200mm,Ideal Standard,152.12,"The Ideal Standard Idealrain Cube M1 200mm rain shower has a neat, contemporary square head with gently rounded edges. Limescale-resistant, this generously sized showerhead offers effortless cleaning.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Ideal Standard Idealrain Cube rainshower head 200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/46/NW-D63845_D63846_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B0024_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PJ78214,Grohe Euphoria contemporary rail set 900mm,Grohe,42.63,"Robust and stylish, the Grohe Euphoria 900mm shower rail is manufactured using high quality materials and has a glossy, easy to clean StarLight chrome finish. With an adjustable upper bracket and easy fitting into existing screw holes, this rail is installed using Grohe's fast and simple QuickFix system. Helping to make personalising your showering experience simple, the Euphoria rail also includes a glide element for effortless height adjustment.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Grohe Euphoria contemporary rail set 900mm,,"Shower rail;Wall holders, glide element ;swivel holder",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/14/NW-J78213_J78214_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_27500000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_99496131_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PD08173,BRISTAN ABS 200MM SQUARE,Bristan,39.07,This Bristan 200mm fixed showerhead has a smart square shape suitable for modern bathrooms and a chrome finish to match into the majority of interior schemes.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> BRISTAN ABS 200MM SQUARE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/73/D08173_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Bristan_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PD61465,Mira Response shower head Chrome Plated,Mira,33.41,"The chrome Mira Response showerhead offers four generous spray modes for a shower to suit your mood. Easy to clean, the Response has limescale-resistant rub-clean nozzles.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Response shower head Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/65/NW-D61465_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Access_Fittings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_ResponseShowerFitting_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_ResponseSF_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PD60722,Mira folding shower seat White,Mira,124.75,"Suitable for use inside or outside the showering area, this Mira white shower seat provides additional security for bathroom users requiring additional support.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira folding shower seat White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/22/NW-D60722_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_ShowerSeat_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PD61768,Mira Beat fittings kit Chrome Plated,Mira,84.49,"An affordable finishing touch for your bathroom, the chrome Mira Beat shower fitting kit is an easy way to replace shower fittings, combining four spray showerhead, hose and slide bar for an all-in-one installation. The Mira Beat slide bar simply adjusts to fit existing screw holes for easy installation.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Beat fittings kit Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/68/NW-D61768_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Access_Fittings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Beat_Shower_Fittings_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PC05633,Ideal Standard Idealrain BC544 stick handspray kit,Ideal Standard,138.64,"Made of brass with a chrome-plated finish, this Ideal Standard Idealrain stick hand spray kit incorporates a single function handheld shower, a 1600mm smooth shower hose and an elbow bracket.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Ideal Standard Idealrain BC544 stick handspray kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/33/NW-C05633_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IStandard_Essentials_2021_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C05633_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PD53185,Aqualisa Mian ACY1001 round ceiling fixed arm 200mm,Aqualisa,50.54,This Aqualisa Mian 200mm fixed ceiling arm has a round design and chrome finish.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Aqualisa Mian ACY1001 round ceiling fixed arm 200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/01/ACY1001_wm.jpg,,,,,Chrome,Mian,5 Years,N,60,ACY1001,Ceiling Fixed Arm,N,200mm round ceiling shower arm,Contemporary design will suit any bathroom design,Pair with a fixed shower head to create an indulgent feel,,,,,,,,,,,,,,,,
108,PD63827,Ideal Standard Idealrain Soft dual shower kit for exposed mixer shower,Ideal Standard,435.5,"The Ideal Standard Idealrain Soft M1 shower kit includes a three function showerhead, diverter, an Idealflex hose and adjustable wall brackets for flexible installation.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Ideal Standard Idealrain Soft dual shower kit for exposed mixer shower,,Long shower pipe;Integrated diverter;Adjustable solid wall bracket;Round head shower;Bended arm fixed to the wall bracket;Ideal flex hose;3 function h;spray;Slider;Push button,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/27/NW-D63827_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_A5691_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/IS_A5691_Spare_List.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_A5691_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PC45500,Bristan 100 shower kit Chrome,Bristan,57.06,This Bristan shower kit with single function chrome slide bar includes a shower hose and retainer plus easy-clean handset.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Bristan 100 shower kit Chrome,,Hose retainer;Handset;Shower hose;Slider;Riser bracket;Rail riser,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/00/NW-C45500_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_KIT100C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_KIT100C_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PD76601,Bristan CRAZE Mixer Shower - Bar Mixers Black,Bristan,355.48,"Softly angular, the Bristan Craze mixer bar shower in sleek black is supplied with a large fixed head as well as a single function handset with rub-clean nozzles for ease of maintenance. An ideal family shower set, the Craze offers adjustable head height on its telescopic riser rail and safety features for peace of mind when showering little ones. Easy to install and service, the Craze is designed with Bristan's own Wallmount 12 with inbuilt isolation.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Bristan CRAZE Mixer Shower - Bar Mixers Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/98/597898_wm.jpg,,,,,Black,CRAZE,5,N,,CRZ SHXDIVCTFF BLK,Mixer Shower - Bar Mixers,N,"You really can count on Bristan showers as they are designed, engineered and tested to last with our easy fit installation and family safe features plus a modern black finish, all under a 5 Year guarantee for peace of mind",A black finish that will make a statement in any bathroom,"Supplied with our wallmount 12 fixing kit. The simplest solution for installing, maintaining and replacing bar mixer showers, using built in front-of-wall isolation valves and 15mm inlet connections",,,,,,,Dual control - Flow and temperature are controlled separately giving accurate control of both,Thermostatic cartridge with preset temperature stop at 38°C to eliminate the ability to select an unsafe temperature and can be adjusted up to a maximum of 43°C.,,,,,,,,
111,PD47039,Mira spare metal hose 2m Chrome,Mira,60.0,"The 2M Mira chrome shower hose is double interlocked and has a high flow design. With a durable stainless steel clad sleeve, brass conical ends and an engineering grade plastic inner, this shower hose is designed for long lasting strength.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira spare metal hose 2m Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/39/NW-D47039_wm.jpg,,,,,Chrome,,1 year,N,,1.1603.106.1,Shower Hose,N,Chrome metallic finish,Includes washers,Narrow tapered cone,,,,,,,1 year warranty,,,,,,,,,
112,PQ97371,Hansgrohe thermostatic cartridge,Hansgrohe,134.59,A Hansgrohe thermostatic cartridge with wax element.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Hansgrohe thermostatic cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/71/NW-Q97371_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_98282000_instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hansgrohe_98282000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PD66981,Mira Advance SPR advance showerhead,Mira,56.58,"This Mira Advance 3 spare Mode L21A showerhead headset includes a key for spray plate removal, allowing for easier cleaning.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Advance SPR advance showerhead,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/81/D66981_wm.jpg,,,,,Black/White,Advance,1 year,N,N/A,4.1876.147,Handset,N,3 spray modes,Wipe clean nozzles for easy limescale removal,Removable spray plate to allow deep cleaning (key tool provided),,,,,,,1 year warranty,,,,,,,,,
114,PJ76904,Grohe hose retaining ring Clear Plastic,Grohe,5.29,A Grohe retaining clip for flexible shower hoses.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Grohe hose retaining ring Clear Plastic,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/04/NW-J76904_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_28885000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PD63755,Ideal Standard Idealrain S1 single function shower set handset 80mm Chrome Plated,Ideal Standard,40.85,"The Ideal Standard Idealrain S1 chrome shower set includes a single function 80mm handset, hose, a wall-mounted hand spray holder and retaining ring.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Ideal Standard Idealrain S1 single function shower set handset 80mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/55/NW-D63755_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B9449_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PE69900,Ideal Standard Contour 21 back support cushion Satin Chrome,Ideal Standard,100.63,This new design Ideal Standard Contour 21 145 x 360mm white back rest cushion is supplied with support and clips.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Ideal Standard Contour 21 back support cushion Satin Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/00/NW-E69900_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_S6481_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IStandard_BlueBook_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PC11943,Bristan lever cartridge kit,Bristan,120.9,A Bristan lever cartridge assembly.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Bristan lever cartridge kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/43/NW-C11943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_SK15032LP_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PQ42415,Hansgrohe Isiflex B shower hose 1.60m Chrome Plated,Hansgrohe,32.76,The Hansgrohe Isiflex B 1.6M shower hose is kink-resistant and easy to clean.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Hansgrohe Isiflex B shower hose 1.60m Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/15/NW-Q42415_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_28276000_instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hansgrohe_28276000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PQ97155,Hansgrohe Ecomax thermostatic cartridge,Hansgrohe,106.04,This Hansgrohe Ecomax thermostatic cartridge with wax element provides reliably safe showering temperatures.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Hansgrohe Ecomax thermostatic cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/55/NW-Q97155_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hansgrohe_96633000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
