,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Connection Size,Pressure,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Pack Quantity,Evaporator Fans,Feature 2,Feature 3,Feature 4,Material Type,Warranty,Material,Range,Feature 5,Weight,Maximum Working Pressure (Bar g),Connection Type
73,P693574,Danfoss TE2 MOP solder external equalizer (Range-NL),Danfoss,69.75,"Used to regulate the injection of R404A or R507A refrigerant into an evaporator, the Danfoss TE2 3/8 x 1/2"" thermostatic expansion valve is particularly well suited to liquid injection in dry evaporators where the superheat at the evaporator's outlet is proportional to evaporator load.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE2 MOP solder external equalizer (Range-NL),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/75/NW-693574_693575_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_11_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_T2_TE2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Declaration.pdf,,,,,,,,,,,,,,,,,,,,
74,P693560,Danfoss TE2 MOP flared external equalizer (Range-N),Danfoss,67.72,"Used to regulate the injection of R404A or R507A refrigerant into an evaporator, the Danfoss TE2 3/8 x 1/2"" thermostatic expansion valve is particularly well suited to liquid injection in dry evaporators where the superheat at the evaporator's outlet is proportional to evaporator load.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE2 MOP flared external equalizer (Range-N),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/60/NW-693560_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_11_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_T2_TE2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Declaration.pdf,,,,,,,,,,,,,,,,,,,,
75,P693468,Danfoss TE5 expansion valve element (Range N) capillary length 3mtr,Danfoss,111.78,"Compatible with R407F and R407A refrigerant, this Danfoss TE5 1/4"" element is suitable for installation with thermostatic expansion valves.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE5 expansion valve element (Range N) capillary length 3mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/68/NW-693468_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
76,P693550,Danfoss TE5 angled solenoid valve body IN 5/8 OUT 7/8,Danfoss,39.78,"The Danfoss TE5 5/8 x 7/8"" valve body is for use with thermostatic expansion valves. It is suitable for use with R134a, R404A, R507, R22 and R407C refrigerants.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE5 angled solenoid valve body IN 5/8 OUT 7/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/50/NW-693549_693550_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
77,P693493,Danfoss TE5 orifice (No.2),Danfoss,40.99,The Danfoss TE5 size 2 orifice is for use with thermostatic expansion valves. It is suitable for use with a variety of refrigerants.,Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE5 orifice (No.2),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/01/NW-693492_693501_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
78,P623131,Danfoss TE2 flared/flared external equalizer (R407F),Danfoss,69.75,"Used to regulate the injection of R407A or R407F refrigerant into an evaporator, the Danfoss TE2 3/8 x 1/2"" thermostatic expansion valve is particularly well suited to liquid injection in dry evaporators where the superheat at the evaporator's outlet is proportional to evaporator load.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE2 flared/flared external equalizer (R407F),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/32/NW-623131_623132_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_T2_TE2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,
79,P693546,Danfoss TE5 Te 5 Valve Body Sld Straight,Danfoss,39.78,"The Danfoss TE5 1/2 x 5/8"" valve body is for use with thermostatic expansion valves. It is suitable for use with R134a, R404A, R507, R22 and R407C refrigerants.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE5 Te 5 Valve Body Sld Straight,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/47/NW-693546_693547_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
80,P675435,Danfoss EVR20 normally closed solenoid valve 1.1/8'',Danfoss,208.17,"A direct or servo operated solenoid valve, the Danfoss EVR20 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 1 1/8"" solder ODF connections.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss EVR20 normally closed solenoid valve 1.1/8'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/35/NW-675434_675435_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,
81,P693602,Danfoss TE12 angled valve body,Danfoss,48.28,"This Danfoss TE12 5/8 x 7/8"" valve body is for use with thermostatic expansion valves. It is compatible with R134a, R404A, R507. R22 and R407C refrigerant.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE12 angled valve body,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/02/NW-693602_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
82,P693641,"Danfoss EVR2 normally closed flared solenoid valve 1/4""",Danfoss,37.59,"A direct or servo operated solenoid valve, the Danfoss EVR2 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 1/4"" flare connections.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss EVR2 normally closed flared solenoid valve 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/43/NW-693641_693643_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,
83,P693597,Danfoss TE12 element (Range-N),Danfoss,138.51,"Compatible with R407C refrigerant, this Danfoss TE12 element with 1/4"" connections is built for use alongside thermostatic expansion valves.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE12 element (Range-N),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/97/NW-693597_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
84,P623320,Danfoss ETS12.5 Ets 12.5 Electronic Exp. Valve,Danfoss,243.2,"A series of stepper motors, the Danfoss ETS12.5 5/8"" electric expansion valve is electrically operated to ensure precision liquid injection. Suitable for evaporators used in air conditioning and refrigeration, this valve is compatible with a range of refrigerants but cannot be used with flammable hydrocarbons. It has a balanced valve piston and linear positioning mechanism for good bidirectional flow as well as a tight solenoid shut-off in both flow directions.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss ETS12.5 Ets 12.5 Electronic Exp. Valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/20/NW-623320_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_ETS_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_ETS_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_ETS_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,
85,P672319,"Henry Technologies 5231 pressure relief valve 14bar 1/2x5/8"" (ce ped)",Henry Technologies,69.3,"Protecting refrigeration systems against over-pressure, this Henry Technologies 5231 pressure relief valve (PRV) has 1/2"" NPTF x 5/8"" SAE flare connections. This PRV discharges vapour only and therefore should not be used to vent liquid refrigerant. Back-pressure dependent, the valves are used to discharge to atmosphere.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Henry Technologies 5231 pressure relief valve 14bar 1/2x5/8"" (ce ped)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/20/NW-672317_672320_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Technologies_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,
86,P672320,"Henry Technologies 5231 pressure relief valve 16.2bar 1/2x5/8"" (ce ped)",Henry Technologies,69.3,"Protecting refrigeration systems against over-pressure, this Henry Technologies 5231 pressure relief valve (PRV) has 1/2"" NPTF x 5/8"" SAE flare connections. This PRV discharges vapour only and therefore should not be used to vent liquid refrigerant. Back-pressure dependent, the valves are used to discharge to atmosphere.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Henry Technologies 5231 pressure relief valve 16.2bar 1/2x5/8"" (ce ped)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/20/NW-672317_672320_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Technologies_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,
87,P675430,Danfoss EVR10 normally closed solenoid valve 1/2'',Danfoss,80.44,"A direct or servo operated solenoid valve, the Danfoss EVR10 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 1/2"" solder ODF connections.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss EVR10 normally closed solenoid valve 1/2'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/30/NW-675429_675430_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,
88,P675125,Danfoss TE5 power element (Range-N),Danfoss,112.59,"Compatible with R404A and R507A refrigerant, this Danfoss TE5 1/4"" element is suitable for installation with thermostatic expansion valves.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE5 power element (Range-N),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/25/NW-675125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
89,P674994,"Danfoss EVR3 normally closed flared solenoid valve 1/4""",Danfoss,43.42,"A direct or servo operated solenoid valve, the Danfoss EVR3 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 1/4"" flare connections.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss EVR3 normally closed flared solenoid valve 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/94/NW-674994_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,
90,P693548,Danfoss TE5 angled solenoid valve body IN 1/2 OUT 5/8,Danfoss,39.78,"The Danfoss TE5 1/2 x 5/8"" valve body is for use with thermostatic expansion valves. It is suitable for use with R134a, R404A, R507, R22 and R407C refrigerants.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE5 angled solenoid valve body IN 1/2 OUT 5/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/48/NW-693548_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
91,P672357,"Henry Technologies 5231 straigh through pressure relief valve 24.8bar 3/8x1/2""",Henry Technologies,65.92,"Protecting refrigeration systems against over-pressure, this Henry Technologies 5231 pressure relief valve (PRV) has 3/8"" NPTF x 1/2"" SAE flare connections. This PRV discharges vapour only and therefore should not be used to vent liquid refrigerant. Back-pressure dependent, the valves are used to discharge to atmosphere.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Henry Technologies 5231 straigh through pressure relief valve 24.8bar 3/8x1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/57/NW-672357_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Technologies_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,
92,P693787,"Danfoss WVFX15 direct actuated valve 1/2"" 3.5-16bar",Danfoss,157.5,"Regulating the flow of water in a refrigeration plant with water-cooled condensers, the Danfoss WVFX15 pressure operated water valve provides modulating regulation of condensing pressure within set limits. Suitable for use with flammable refrigerants, this valve shuts off the flow of cooling water when a refrigeration plant is stopped. With 1/2"" threaded x 1/4"" SAE flare connections, this valve ensures a double seal between refrigerant and water line, ensuring that should bellows be damaged, refrigerant won't leak into the water. This ensures that the valve can be used with a double walled heat exchanger and that the water circuit does not need to be considered part of the installation for flammable refrigerants per EN378-1:2008, clause 4.4.2.2.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss WVFX15 direct actuated valve 1/2"" 3.5-16bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/88/NW-693786_693788_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_WVFX_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_WVFX_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_WVFX_Installation.pdf,,,,,,,,,,,,,,,,,,,,,
93,P694181,"Danfoss NRV 12S 020B1012 solder check valve 1/2""",Danfoss,33.95,"The Danfoss NRV and NRVH check valves are optimized for use in liquid, suction and hot gas lines in air conditioning applications to ensure correct flow direction. The NRVH valve is especially designed for systems where compressors are connected in parallel.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss NRV 12S 020B1012 solder check valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/81/694181_wm.jpg,,,,,1/2,,N,020B1012,Solder Check Valve,N,The valves can be used for fluorinated refrigerants as well as CO2,,,Straightway and angleway versions are available,Supplied with flare and solder connections,Available with oversize connections for easy installation,,,,NRV 12S,NRVH is supplied with spring to p = 0.3 bar (4 psi),,,
94,P690667,Alco TISE-NW BME407 expansion valve,Alco,109.14,"A throttle between high pressure and low pressure sides of a refrigeration system, this Alco TISE-NW 1/2"" expansion valve controls the superheat action of refrigerant vapour at the evaporator outlet. Ensuring that the rate of refrigerant flow into the evaporator matches up to the rate of evaporation of liquid refrigerant in the evaporator, this valve is specifically designed for compatibility with R407C refrigerant. Using the TISE-NW expansion valve ensures that evaporator is used up and does to reach the compressor.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Alco TISE-NW BME407 expansion valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/67/NW-690667_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alco_TISE-NW_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
95,P693603,Danfoss TE12/TE20 angled valve body,Danfoss,48.28,"This Danfoss TE12/TE20 7/8 x 1 1/8"" valve body is for use with thermostatic expansion valves. It is compatible with R134a, R404A, R507. R22 and R407C refrigerant.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE12/TE20 angled valve body,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/03/NW-693603_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
96,P693499,Danfoss TE20 orifice (No.8),Danfoss,111.78,The Danfoss TE20 size 8 orifice is for use with thermostatic expansion valves. It is suitable for use with a variety of refrigerants.,Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE20 orifice (No.8),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/01/NW-693492_693501_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
97,P693729,"Danfoss CPCE12 solder capacity regulator 1/2""",Danfoss,288.9,"Designed for installation in a bypass line between high and low pressure sides of a refrigeration system, this Danfoss CPCE12 bypass regulator changes the compressor capacity to actual evaporator load. Intended for hot gas injection between the evaporator and thermostatic expansion valve, it requires injection to take place via an LG liquid gas mixer. This bypass regulator includes a 1/2"" solder ODF connection.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss CPCE12 solder capacity regulator 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/29/NW-693729_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_CPCE_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_CPCE_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_CPCE_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,
