,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Pack Quantity,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 6,Attachment 7,Dry Weight (kg),Colour,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Attachment 8,Attachment 9,Max Vertical Level Flue Length (metres),Rated Heat Output (Prated or Psup),Seasonal Space Heating Energy Efficiency Class,Flue Type,Flue Diameter,Flue Length,Flue Size,Part Gas Council number,By Model Number
10,P334000,Worcester Bosch Greenstar 8000 Life GR8300iW 40 R NG regular boiler pack 40kW White,Worcester Bosch,1840.0,"The Worcester Bosch Greenstar 8000 Life GR8300iW 40 R NG condensing regular boiler is an ideal replacement for the award-winning Greenstar CDi Classic, providing the same high levels of reliability but with a contemporary new design that brings it in line with modern living. A whole host of features, including a digital control system and inbuilt diagnostics make operation and maintenance of this 40kW boiler easy while best ever A-rated efficiency and effectiveness is gained through a modulating fan, temperature sensors and direct burner ignition electrodes.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 40 R NG regular boiler pack 40kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Life_White_wm.jpg,,,,,,,Natural Gas,Greenstar 8000 Life,8 years,46 kg,A,N,A,,365,334000,94,Wall Hung,334000 PK,Condensing Regular Boiler,N,Pre-wired and pre-plumbed,Galvanised steel inner frame,Digital control system,Automatic ignition,Direct burner ignition electrodes,Built-in diagnostics for easy fault-finding,Automatic gas valve,Modulating combustion air fan with speed regulator,,CH temperature sensor and control,Flue gas temperature sensor,Condensate siphonic trap,8 year warranty,,,,,,,,,,,,,,,,,,,,,,,,
11,P333180,Worcester Bosch Greenstar 4000 GR4700iW 30 C NG combi boiler only 30kW pack,Worcester Bosch,1098.0,"The wall-mounted Worcester Bosch Greenstar 4000 GR4700iW 30 C NG combi boiler offers an attractive design, improved installation and excellent performance. ErP A-rated for energy efficiency and water heating efficiency, this 30kW condensing combi boiler includes an intuitive display panel for ease of use.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar 4000 GR4700iW 30 C NG combi boiler only 30kW pack,,Wall mounted gas-fired condensing combi appliance;Wall mounting frame;Bottom panel;Siphon;PRV installer connection elbow;Hardware ;literature pack;Installation ;maintenance instructions;User instructions;Wall mounting template;Fittings pack;Condensate si,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/85/333179_333185_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000_Combi_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/WB_GR4700iW_30_C_NG_ErP_Data_Fiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/WB_Greenstar_4000_Combi_Oprtg_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,P128802,Ideal Heating Logic 228309 logic combi 2 C35 (1),Ideal Heating,1115.59,"Built on the success of Ideal's award-winning Logic range, this Ideal Logic2 C35 boiler offers complete compatibility with easy to install Halo controls. Fitted using under-boiler connections for a compact fit, this 35kW combi boiler slots into a kitchen cupboard for fast, easy installation in the most convenient spot. Both commissioning and daily operation of the efficient, A-rated Logic Max2 is easy thanks to its high-res, full colour screen.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228309 logic combi 2 C35 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/02/128800_128802_wm.jpg,,,,,,,Natural Gas,Logic,2 years,34.8,A,N,A,35 kW,310,No,89.6,Wall Mounted,228309,Combi Boiler,N,"For wall mounted installation<multisep/>Compact design ideal for cupboard fitting<multisep/>Built in the UK<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Includes large, high resolution colour screen for ease of operation<multisep/>A rated for efficiency<multisep/>2 year warranty",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,P333109,Alpha E-Tec Nx 28kW Combi Boiler,Alpha,570.0,"Offering great efficiency and flexible installation, the Alpha E-Tec 28NX system boiler, fitted with a modern stainless steel heat exchanger, is compact in size, lightweight and quiet during operation thanks in part to its clever double case design. Easy to use and to commission, this well-designed 28kW natural gas boiler has an intuitive backlit display and simplified control panel for hassle-free time and temperature setting.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Alpha E-Tec Nx 28kW Combi Boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/04/195895_904_wm.jpg,,,,,,12.1,Natural Gas,,7 Years,3.8,A,N,A,28 kW,255,,89.4,Wall Hung,333109 PK,System Boiler,N,For wall mounted installation,Lightweight thermoplastic moulded stainless steel main heat exchanger,Quiet operation thanks to double casing design,Backlit display for ease of operation,"Simple, modern control panel interface",With removable push-fit flue connection,Range output is fully adjustable,Fitted with Delta T variable speed pump,,ErP A rating,7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,
14,P146437,Vaillant ecoTEC pro 28 combination boiler,Vaillant,1074.23,"Ideal for smaller family homes, the Vaillant ecoTec pro 28 combi boiler brings together high levels of efficiency with reliability and sleek, contemporary design. Offering a fuel bill saving ErP A rating, this 28kW output combi boiler, featuring an ErP modulating Grundfos pump system, reduces waste and, if used alongside the aroTherm air-to-water hybrid pump system, can help families to make the move into renewable energy use. Installation and service of the ecoTec pro is easy thanks to features such as removable side panels and a push-fit flue system while an intuitive backlit control display makes day-to-day use more than manageable.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Vaillant ecoTEC pro 28 combination boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/38/146436_146438_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC_pro_Spare_Parts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoTEC_pro_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_ecoTEC_pro_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Vaillant_Heat_Exchanger_Maintenance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/146437_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_ecoTEC_pro_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
15,P128810,Ideal Heating Logic 228388 logic heat 2 H24 (1),Ideal Heating,859.37,"The latest iteration in Ideal's award-winning Logic range, this Ideal Logic Heat2 H24 boiler is designed for compatibility with easy to install Halo controls. Compact and neatly designed with under-boiler connections, this cupboard-fit 24kW system boiler allows for easy, quick installation into the average kitchen or utility room cupboard. A high-res screen makes commissioning and use of the Heat2 simple while an A rating for efficiency helps to minimise running costs.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228388 logic heat 2 H24 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/11/128807_128811_wm.jpg,,,,,,,Natural Gas,Logic,2 years,25.1 kg,A,N,A,24 kW,310,No,89.7,Wall Mounted,228388,Boiler,N,"For wall mounted installation<multisep/>Compact design to fit kitchen cupboards<multisep/>Built in the UK<multisep/>Concealed connections under boiler<multisep/>Compatible with easy-fit Halo controls<multisep/>With large, high resolution colour screen<multisep/>ErP A rated for efficiency<multisep/>2 year warranty",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,P112404,Worcester Bosch Greenstar Ri ERP+ 18Ri NG regular ErP+ boiler,Worcester Bosch,1053.95,"An ideal selection for small and medium sized homes, including those with low water pressure, the Worcester Bosch Greenstar 18Ri ErP+ NG regular boiler is compact and simple to install, even as a replacement for an existing unit. ErP A-rated, this compact and efficient frost-protected boiler is compatible with Greenskies solar panels as well as Greenstore cylinders for a full Worcester Bosch system with built-in cost savings and eco-credentials.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar Ri ERP+ 18Ri NG regular ErP+ boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/06/112395_112406_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/112404_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_9-24Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_ErP+_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112404_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,P128805,Ideal Heating Logic 228354 logic system 2 S24 (1),Ideal Heating,912.95,"The latest iteration in Ideal's award-winning Logic range, this Ideal Logic2 System S24 boiler is designed for compatibility with easy to install Halo controls. Compact and neatly designed with under-boiler connections, this cupboard-fit 24kW system boiler allows for easy, quick installation into the average kitchen or utility room cupboard. A high-res screen makes commissioning and use of the Logic2 System simple while an A rating for efficiency helps to minimise running costs.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228354 logic system 2 S24 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/06/128803_128806_wm.jpg,,,,,,,Natural Gas,Logic,2,31.1,A,N,A,24 kW,310,,89.7,Wall Mounted,228354,Boiler,N,"For wall mounted installation<multisep/>Compact design to fit kitchen cupboards<multisep/>Built in the UK<multisep/>Concealed connections under boiler<multisep/>Compatible with easy-fit Halo controls<multisep/>With large, high resolution colour screen<multisep/>ErP A rated for efficiency<multisep/>2 year warranty",,,,,,,,1,,,,,,,31.1,,,,,,,,,,,,,,,,,,,,,
18,P112930,Worcester Bosch Greenstar Ri Compact ErP 30Ri NG ErP regular natural gas boiler,Worcester Bosch,1285.43,"A compact, wall-mounted boiler ideal for small and medium homes, the Worcester Bosch Greenstar 30Ri ErP NG regular boiler is straightforward to install and user-friendly, controlled by a intuitive display and simple knob system. Featuring a groundbreaking new heat exchanger, this ErP A-rated boiler promises greater than ever efficiency, improved reliability and enhanced durability. The Greenstar is compatible with a wide range of controls as well as Greenskies solar panels and high efficiency Greenstore water cylinders, giving homeowners the option to build the system that best suits their needs.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar Ri Compact ErP 30Ri NG ErP regular natural gas boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/31/112928_112931_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_27-30Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112930_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_Compact_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/112930_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,P145645,Vaillant ecoTEC sustain 28 combi boiler 28kW,Vaillant,1292.88,"Designed for longevity and minimal maintenance, the Vaillant ecoTEC sustain 28 combi boiler features a quality stainless steel heat exchanger and a reliable Grundfos pump for a reduction in energy consumption. With front access servicing and removable side panels, maintenance of the ecoTEC sustain is simple and fitting is easier whether in new builds or as a replacement to an older ecoTEC boiler thanks to a push-fit flue system and familiar Vaillant layout and footprint. Compatible with a wide range of Vaillant branded thermostats including the vSMART™ app-controlled weather compensation, this ErP A-rated 28kW combi boiler helps to reduce waste and lower bills.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Vaillant ecoTEC sustain 28 combi boiler 28kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/46/145644_145646_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_ecoTEC_sustain_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Vaillant_Heat_Exchanger_Maintenance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoTEC_sustain_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoTEC_sustain_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_ecoTEC_sustain_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,P128807,Ideal Heating Logic 228385 logic heat 2 H12 (1),Ideal Heating,744.28,"The latest iteration in Ideal's award-winning Logic range, this Ideal Logic Heat2 H12 boiler is designed for compatibility with easy to install Halo controls. Compact and neatly designed with under-boiler connections, this cupboard-fit 12kW system boiler allows for easy, quick installation into the average kitchen or utility room cupboard. A high-res screen makes commissioning and use of the Heat2 simple while an A rating for efficiency helps to minimise running costs.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228385 logic heat 2 H12 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/11/128807_128811_wm.jpg,,,,,,,Natural Gas,Logic,2 years,25.1 kg,A,N,A,12 kW,310,No,89.4,Wall Mounted,228385,Boiler,N,"For wall mounted installation<multisep/>Compact design to fit kitchen cupboards<multisep/>Built in the UK<multisep/>Concealed connections under boiler<multisep/>Compatible with easy-fit Halo controls<multisep/>With large, high resolution colour screen<multisep/>ErP A rated for efficiency<multisep/>2 year warranty",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,P333758,Vaillant ecoFIT pure 430 heat only boiler,Vaillant,1104.0,"The compact Vaillant ecoFIT pure 430 heat only boiler is designed for smaller spaces, allowing for easy cupboard fitting in an open vent system. Connected to a storage cylinder this ErP A-rated, 30kW output unit can supply reliable domestic hot water to multiple outlets at once, making it a great choice for those homes where low water pressure is an issue. Compatible with a range of controls, including the vSMART app, and suitable for use in an eco-friendly solar-driven system, the ecoFIT pure can help you to create a greener home.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Vaillant ecoFIT pure 430 heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/he/at/Ecofit_Pure_Heat_wm.jpg,,,,,,,Natural Gas,ecoFIT pure,2 years,22 kg,A,N,,30 kW,295,333758,89.8,Wall Hung,333758 PK,Regular Heat Only Boiler,N,High performance build,Compact cupboard fit,Lightweight,For use in an open vent system with storage cylinder,Ideal for use where water pressure is low,Compatible with a full range of heating control options including simple analogue timers and vSMART smartphone app,Can be used with solar water heating or heat pump systems for a lower carbon footprint,2 year warranty,,,,,,,,,White/Gloss,10,A,,,,,,,,,,,,,,,,,,
22,P128804,Ideal Heating Logic 228353 logic system 2 S18 (1),Ideal Heating,875.24,"The latest iteration in Ideal's award-winning Logic range, this Ideal Logic2 System S18 boiler is designed for compatibility with easy to install Halo controls. Compact and neatly designed with under-boiler connections, this cupboard-fit 18kW system boiler allows for easy, quick installation into the average kitchen or utility room cupboard. A high-res screen makes commissioning and use of the Logic2 System simple while an A rating for efficiency helps to minimise running costs.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228353 logic system 2 S18 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/06/128803_128806_wm.jpg,,,,,,,Natural Gas,Logic,2,31.1,A,N,A,18 kW,310,,89.7,Wall Mounted,228353,Boiler,N,"For wall mounted installation<multisep/>Compact design to fit kitchen cupboards<multisep/>Built in the UK<multisep/>Concealed connections under boiler<multisep/>Compatible with easy-fit Halo controls<multisep/>With large, high resolution colour screen<multisep/>ErP A rated for efficiency<multisep/>2 year warranty",,,,,,,,1,,,,,,,31.1,,,,,,,,,,,,,,,,,,,,,
23,P333987,Worcester Bosch Greenstar 8000 Life GR8300iW 35 C NG combi boiler pack 35kW White,Worcester Bosch,1417.0,"The Worcester Bosch Greenstar 8000 Life GR8300iW 35 C NG is designed as a direct replacement for the ever popular CDi Classic, so while its just as reliable it also benefits from improved efficiency, flexibility and usability. Blending seamlessly into any home, installation of the 8000 Life is faster and easier owing to a reduced lift weight compared to its predecessor plus the familiar layout with all the same fixture points. Daily use of this boiler is simpler too thanks to a full colour text display and the option to hook up to Bosch's EasyControl smart thermostat. The 35kW 8000 Life boasts an ErP A rating to help keep fuel bills and emissions low.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 35 C NG combi boiler pack 35kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Life_White_wm.jpg,,,,,,13 L/min @ 40°C,Natural Gas,Greenstar 8000 Life,8 years,47 kg,A,N,A,35 kW,365,"333829, 333987",94,Wall Hung,333987 PK,Condensing Combi Boiler,N,Direct replacement for the Worcester Bosch CDi Classic,"Easier installation, servicing and maintenance",Full colour text display and push button boiler control,Simple switch from CDi classic with same fixing points and connections,Greenstar Intelligent Filling System,Reduced lift weight compared to the CDi classic,Full wireless connectivity with the Bosch EasyControl,8 year guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P107134,Worcester Bosch Greenstar 1000 combi boiler 30kW - price offer,Worcester Bosch,625.0,"Suitable for installation in apartments and small to medium sized homes, the lightweight Worcester Bosch Greenstar 1000 GR1000W 30 C NG is able to deliver hot water for one bath and one shower at the same time. Compact enough to fit into a standard kitchen cupboard, this reliable 30kW boiler is highly reliable and, with its water-saving functionality, promises ErP A-rated efficiency for lower heating bills and less waste, making it an ideal choice for the eco-aware homeowner.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar 1000 combi boiler 30kW - price offer,,Hardware pack;hanging bracket;isolation valves;gas pipe tail,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/25/113025_wm.jpg,,,,,,35° 12.0 l/min40° 10.8 l/min,Natural Gas,Greenstar 1000,5,285,A,N,A,30 kW,285,,TBC,Wall,107134 PK,Combi,N,Boiler only,Lightweight at just 26.7kg,With in-line hydraulic connections,Easily accessible PRV connection,Compact design fits into a standard 300mm-deep kitchen cupboard.,Rear piping accessories available for flexible install,Quick Tap water saving functionality,1:5 modulation range minimises gas consumption when fitted with load compensating controls,,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P112406,Worcester Bosch Greenstar Ri ERP+ 24Ri NG regular ErP+ boiler,Worcester Bosch,1122.9,"An ideal selection for small and medium sized homes, including those with low water pressure, the Worcester Bosch Greenstar 24Ri ErP+ NG regular boiler is compact and simple to install, even as a replacement for an existing unit. ErP A-rated, this compact and efficient frost-protected boiler is compatible with Greenskies solar panels as well as Greenstore cylinders for a full Worcester Bosch system with built-in cost savings and eco-credentials.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar Ri ERP+ 24Ri NG regular ErP+ boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/06/112395_112406_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_9-24Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112406_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/112406_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_ErP+_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P128811,Ideal Heating Logic 228389 logic heat 2 H30 (1),Ideal Heating,982.43,"The latest iteration in Ideal's award-winning Logic range, this Ideal Logic Heat2 H30 boiler is designed for compatibility with easy to install Halo controls. Compact and neatly designed with under-boiler connections, this cupboard-fit 30kW system boiler allows for easy, quick installation into the average kitchen or utility room cupboard. A high-res screen makes commissioning and use of the Heat2 simple while an A rating for efficiency helps to minimise running costs.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228389 logic heat 2 H30 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/11/128807_128811_wm.jpg,,,,,,,Natural Gas,Logic,2 years,25.1 kg,A,N,A,30 kW,310,No,89.6,Wall Mounted,228389,Boiler,N,"For wall mounted installation<multisep/>Compact design to fit kitchen cupboards<multisep/>Built in the UK<multisep/>Concealed connections under boiler<multisep/>Compatible with easy-fit Halo controls<multisep/>With large, high resolution colour screen<multisep/>ErP A rated for efficiency<multisep/>2 year warranty",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P128806,Ideal Heating Logic 228355 logic system 2 S30 (1),Ideal Heating,950.66,"The latest iteration in Ideal's award-winning Logic range, this Ideal Logic2 System S30 boiler is designed for compatibility with easy to install Halo controls. Compact and neatly designed with under-boiler connections, this cupboard-fit 30kW system boiler allows for easy, quick installation into the average kitchen or utility room cupboard. A high-res screen makes commissioning and use of the Logic2 System simple while an A rating for efficiency helps to minimise running costs.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228355 logic system 2 S30 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/06/128803_128806_wm.jpg,,,,,,,Natural Gas,Logic,2,31.1,A,N,A,30 kW,310,,89.6,Wall Mounted,228355,Boiler,N,"For wall mounted installation<multisep/>Compact design to fit kitchen cupboards<multisep/>Built in the UK<multisep/>Concealed connections under boiler<multisep/>Compatible with easy-fit Halo controls<multisep/>With large, high resolution colour screen<multisep/>ErP A rated for efficiency<multisep/>2 year warranty",,,,,,,,1,,,,,,,31.1,,,,,,,,,,,,,,,,,,,,,
