,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,Supplier Product Code,Type,WEEE Compliant,By Model Number,Attachment 1,Attachment 2,Feature 1,Feature 2,Fuel Type
103,P425560,Potterton inlet control group,Potterton,295.55,"This valve kit is for use in the diverter valve of Potterton Promax, Promax ErP and Powermax boilers. A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder. As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton inlet control group,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/60/425560_wm.jpg,N,"Powermax 24 HE, Powermax He 115, Powermax He 150, Powermax He 85, HE Store (115 litres), HE Store (150 litres), HE Store (90 litres), Promax Store 24 HE Boiler, Promax 24 Store 115L Cylinder ErP, Promax 24 Store 150L Cylinder ErP, Promax 24 Store 90L Cyl",Diverter Valve,PowermaxPromaxPromax ErP,E85901,5106293,Inlet Control Group,N,"Promax 24 Store 115L Cylind,HE Store (150 litres),Promax 24 Store 90L Cylinder ErP,HE Store (90 litres),Promax Store 24 HE Boiler,Powermax He 115,HE Store (115 litres),Promax 24 Store 150L Cylinder ErP,Powermax 24 HE Boiler,Powermax He 85,Powermax He 150",,,,,Natural Gas
104,P450770,Potterton fuse,Potterton,1.06,"This Potterton replacement fuse is for use in the control panel of Potterton Ecogen, Main HE, Envoy, Envoy System, Performa SL and Suprima boilers.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton fuse,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/70/450770_wm.jpg,N,"Ecogen 24 LPG, Main Heat Only 12 HE, Main Heat Only 15 HE, Main Heat Only 18 HE, Main Heat Only 24 HE, Main Heat Only 9 HE, Flowsure & Flowsure+, 30, 40, 50, 60, 80, 12 SL, 15 SL, 18 SL, 21 SL, 24 SL, 9 SL, 30, 40, 50, 60, 70, 80, 100, 120, 100L, 120L, 3",Control Panel,"Ecogen, Main HE, Envoy, Envoy System, Performa SL, Suprima",114983,160036,Fuse,N,"50HE,24 HE,30 HE,12HE,21 SL,30L,70HE,40L,50L,60L,70L,80L,70,50,30,9 HE,15 SL,40HE,Ecogen 24 LPG,Flowsure & Flowsure+,Slimline Modular,120L,100L,60HE,80HE,120,24 SL,100,12 SL,18HE,15HE,80,60,9 SL,40,18 SL",,,,,
105,P451645,Potterton 8409573 fan assembly siphon,Potterton,346.64,"This fan and motor is designed for use in Potterton's Profile and Superior boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly. As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton 8409573 fan assembly siphon,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/45/451645_wm.jpg,N,"100E, 100E Lpg, 30E, 40E, 50E, 50E Lpg, 60E, 60E Lpg, 80E, 80E Lpg, MK.I 100",Fan Combustion Chamber,"Profile, Superior",337860,409573,fan motor,N,"80E Lpg,50E Lpg,100E,80 E,30E,40E,MK.I 100,50E,60E Lpg,60E,100E Lpg",,,,,
106,P410181,Potterton ignition electrodes,Potterton,111.3,"This ignition electrode is a spare part for Potterton Eurocondense boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton ignition electrodes,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/81/410181_wm.jpg,N,"Eurocondense Plus 160-500, Eurocondense Plus 90-250, Eurocondense 2 - 90-250, Eurocondense",Gas Assembly,Eurocondense,,COM936989,Electrode,N,"Eurocondense Two 90-250,Eurocondense Plus 160-500,Eurocondense Plus 90-250,Eurocondense",,,,,
107,P450907,Potterton silicone door seal,Potterton,13.43,"Part of the casing or outer shell, this Potterton door seal is a replacement part for British Gas, Celsia, Netaheat Profile, Prima F, Profile and Profile Prima boilers.   Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton silicone door seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/07/450907_wm.jpg,N,"British Gas 30 F2, British Gas 40 F2, British Gas 50 F2, British Gas 60 F2, British Gas 80 F2, Celsia 30 F1, Celsia 40 F1, Celsia 50 F1, Celsia 60 F1, Celsia 80 F1, Scottish Gas 30 F2, Scottish Gas 40 F2, Scottish Gas 50 F2, Scottish Gas 60 F2, Scottish",Casing,"British Gas, Celsia, Netaheat Profile, Prima F, Profile, Profile Prima",337528,212186,Door Seal,N,"100F,100E,50E Lpg,Celsia 30 F1,Celsia 60 F1,80 E,Celsia 40 F1,40E,50E,40F,60E,50F,British Gas 40 F2,60F,British Gas 60 F2,British Gas 80 F2,80E Lpg,British Gas 30 F2,Celsia 50 F1,British Gas 50 F2,60E Lpg,100E Lpg",,,,,
108,P774196,Potterton gasket fan 60 100,Potterton,9.47,"This Potterton gasket is for use in the fan combustion chamber of the brand's Suprima boilers. Gaskets can be used in many different areas of the boiler to join parts to pipework to help prevent gas and water leaks. As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton gasket fan 60 100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/96/774196_wm.jpg,N,"100L, 30L, 40L, 50L, 60L, 70L, 80L",Fan Combustion Chamber,Suprima,114811,5000856,Gasket,N,"40L,50L,60L,70L,80L,100L,30L",,,,,
109,P450533,Potterton pressure switch tube,Potterton,7.3,"This Potterton brand pressure switch tube is for use in British Gas, Celsia, FF and Profile boilers.  A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build-up of toxic gasses with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it is fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton pressure switch tube,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/33/450533_wm.jpg,N,"British Gas 30 F2, British Gas 40 F2, British Gas 50 F2, British Gas 60 F2, British Gas 80 F2, Celsia 30 F1, Celsia 40 F1, Celsia 50 F1, Celsia 60 F1, Celsia 80 F1, Scottish Gas 30 F2, Scottish Gas 40 F2, Scottish Gas 50 F2, Scottish Gas 60 F2, Scottish",Control Panel,"British Gas, Celsia, FF, Profile",289885,225536,Sleeve,N,"Scottish Gas 80 F,Celsia 80 F1,Scottish Gas 30 F2,Celsia 30 F1,Celsia 60 F1,Scottish Gas 60 F2,Celsia 40 F1,British Gas 40 F2,British Gas 60 F2,50 El,British Gas 80 F2,British Gas 30 F2,Scottish Gas 50 F2,Celsia 50 F1,British Gas 50 F2,Scottish Gas 40 F2",,,,,
110,P451258,Potterton gas valve soft,Potterton,176.81,"This Potterton gas valve is a suitable for use as a replacement part for the Suprima boiler range.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton gas valve soft,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/58/451258_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Potterton_Suprima_30-100L_Installation.pdf,,,,
111,P795535,Potterton burner gasket 125-300,Potterton,77.2,"This gasket is a spare part for the Potterton Eurocondense range of boilers.  In boilers gaskets join parts to pipework securely, preventing gas and water leaks.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton burner gasket 125-300,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/35/795535_wm.jpg,N,"Eurocondense 5 - 125-300, Eurocondense 4 - 125-300, Eurocondense 3 - 125 - 300",Gas Assembly,Eurocondense,,692236,Gasket,N,"Eurocondense Four 125-300,Eurocondense Three 125 - 300",,,,,
112,P419490,Potterton insulation bracket,Potterton,3.93,"This bracket is designed for use in Potterton's Kingfisher Mf, Suprima, Main HE, Performa SL and Kingfisher boilers.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton insulation bracket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/90/419490_wm.jpg,N,"50Cfl, 70Cf, 50Cf, 70Rsl, 40HE, 90Rs, 80, 40Cfl, 100Rs, 70HE, Main Heat Only 18 HE, Main Heat Only 24 HE, 70Rs, 30, 40Rs, 90Cfl, 50HE, 80Rsl, 80L, 30L, 12 SL, 100Cf, 60Rs, 100Rsl, 70, 70L, 60Cf, 40, 90Cf, 80Cf, 50, 40Cf, 60Cfl, 40 Cfl (Not Produced), 24",,Kingfisher MfSuprimaMain HEPerforma SLKingfisher,743275,7672018,Bracket,N,,,,,,
113,P424908,Potterton fan assembly. 100L,Potterton,302.54,"This fan and gasket assembly is designed for use in Potterton's Suprima boiler. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly. We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton fan assembly. 100L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/08/424908_wm.jpg,N,"100L, 30L, 40L, 50L, 60L, 70L, 80L",Fan Combustion Chamber,Suprima,E78468,5105949,Fan & Gasket Assembly,N,"40L,50L,60L,70L,80L,100L,30L",,,,,
114,P424906,Potterton Kingfisher 5105796 air pressure switch,Potterton,58.77,"An air pressure switch designed for use in Potterton Kingfisher and Kingfisher Mf boilers.  A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build up of toxic gases with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it's fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton Kingfisher 5105796 air pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/06/424906_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Potterton_KgfshrMFRSLCFL40100_Instal.pdf,,,,
115,P425545,Potterton o ring kit gas,Potterton,31.27,"This O-ring is suitable for use in Potterton Powermax boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton o ring kit gas,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/45/425545_wm.jpg,N,"Powermax He 85, Powermax He 115, Powermax He 150, Powermax 24 HE",,Powermax,E83488,5106295,O-Ring Seal Kit,N,"Powermax He 115,Powermax 24 HE Boiler,Powermax He 85,Powermax He 150",,,,,
116,P795551,Potterton ignition electrode,Potterton,58.64,"This ignition electrode is a spare part for Potterton Eurocondense boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton ignition electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/51/795551_wm.jpg,N,"Eurocondense 3 - 125 - 300, Eurocondense 5 - 125-300, Eurocondense 4 - 125-300",Gas Assembly,Eurocondense,,646680,Electrode,N,"Eurocondense Four 125-300,Eurocondense Three 125 - 300",,,,,
117,P424451,Potterton loose coals 9,Potterton,105.1,"This loose coal kit is specifically for use in the Potterton Bermuda Inset 3. These coals are only used in appliances with no closed burner section. Their job is to allow heat to be circulated to a room and to maintain safe operation, fitting together in a specific way to aid complete combustion. If coals aren't correctly assembled harmful gases can escape from the appliance due to incomplete combustion. Please read instructions carefully or call a registered gas safe engineer. We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton loose coals 9,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/51/424451_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Bermuda_Inset_3_Super_Installation.pdf,,,,
118,P410237,Potterton piezo igniter,Potterton,86.05,"The Potterton piezo ignitor is a part of the pilot assembly for Multipoint and Multipoint ErP boilers.  The ignitor is used to ignite the pilot burner. The pilot assembly is operated by an electronic control, usually via the user control panel but sometimes, particularly with older boilers, the pilot must be ignited manually.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton piezo igniter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/37/410237_wm.jpg,N,"BF, BF ErP",Gas Assembly,MultipointMultipoint ErP,H12125,5110953,Piezo Igniter,N,"BF,BF ErP",,,,,
119,P425065,"Potterton water pressure switch 1/4""",Potterton,134.43,"This pressure switch is a suitable spare for Potterton Eurocondense, Paramount, Paramount Four, Paramount Three, Paramount Two and Paramount Five boilers.  A vital safety device, a pressure switch ensures the boiler fan is working correctly and prevents a build up of pressure in the system. The unit's PCB (printed circuit board) closely monitors the pressure switch to ensure it's fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you nee","Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton water pressure switch 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/65/425065_wm.jpg,N,"Eurocondense, Paramount 40 kW, Paramount Four - 30 kW, Paramount Four - 50 kW, Paramount Three - 95 kW, Paramount Two - 60 kW, Paramount 51 KW, Paramount Five - 95 kW, Paramount Three - 60 kW, Paramount Two - 95 kW, Paramount 80 kW, Paramount Three - 115",Fan Combustion Chamber,"Eurocondense, Paramount, Paramount Four, Paramount Three, Paramount Two, Paramount Five",728529,COM562034,Pressure Switch,N,"Paramount 3,Paramount 2,Eurocondense Two 90-250,Eurocondense Plus 160-500,Paramount,Eurocondense Plus 90-250,Eurocondense",,,,,
120,P451660,Potterton fan centrifugal 100,Potterton,222.67,"A genuine spare part, this fan is intended for use in Potterton's Suprima boiler  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly. As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton fan centrifugal 100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/60/451660_wm.jpg,N,100,Fan Combustion Chamber,Suprima,E26714,5000860,Fan,N,100,,,,,
121,P481752,Potterton o ring,Potterton,12.33,"Seal suitable for use in the flue of Potterton Powermax units.  Seals are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton o ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/52/481752_wm.jpg,N,"Powermax He 150, Powermax 24 HE, Powermax He 85, Powermax He 115",,Powermax,E85736,5106032,Seal,N,"Powermax He 115,Powermax 24 HE Boiler,Powermax He 85,Powermax He 150",,,,,
122,P778510,Potterton oring,Potterton,8.27,"This O-ring is a spare part for Potterton Multipoint and Multipoint ErP boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton oring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/10/778510_wm.jpg,N,"BF, BF ErP",,MultipointMultipoint ErP,H18144,5110962,O-Ring,N,"BF,BF ErP",,,,,
123,P795395,Potterton condensate collector 51/60 kw,Potterton,480.26,"Condensate collector for Potterton's Paramount, Paramount Three, Paramount Two, Paramount Four and Paramount Five boilers.  The condensate collector holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe, usually made of plastic because the condensate can contain low levels of acid due to CO2 from the combustion process dissolving in the water, is connected to the trap and sends held water out of the property.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton condensate collector 51/60 kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/95/795395_wm.jpg,N,"Paramount 72 KW, Paramount Five - 40 kW, Paramount Five - 50 kW, Paramount Three - 40 kW, Paramount 51 KW, Paramount Four - 50 kW, Paramount Three - 80 kW, Paramount 40 kW, Paramount 60 kW, Paramount Five - 60 kW, Paramount Four - 60 kW, Paramount Three",Gas Assembly,"Paramount, Paramount Five, Paramount Three, Paramount Four, Paramount Two",,991094,Condensate Collector,N,"Paramount 3,Paramount 2,Paramount",,,,,
124,P452197,Potterton pressure switch,Potterton,113.4,"A genuine Potterton replacement part, this pressure switch is suitable for use in Profile and Superior boilers.  A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build up of toxic gases with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it is fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/97/452197_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Profile_100e_LPG_Install.pdf,,,,
125,P778348,Potterton gas valve kit,Potterton,243.87,"A gas distribution device, this Potterton valve kit is for use in Bermuda Inset 3 and Bermuda appliances.  When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton gas valve kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/48/778348_wm.jpg,N,"Bermuda 50/5 Boiler, Bermuda 51/5, Bermuda 50/6 Boiler",Gas Assembly,"Bermuda Inset 3, Bermuda",H01306,5107812,VALVE KIT,N,"Bermuda 50/5 Boiler,Bermuda 51/5,Bermuda 50/6 Boiler",,,,,
126,P797370,Potterton earth ignitor cable,Potterton,5.67,"A Potterton earth ignitor cable for use in Duo-tec, Duo-tec ErP, Megaflo, Megaflo ErP, Platinum, Platinum +, Platinum ErP, System IE, Gold, Gold ErP, Heatmax, Promax, Promax ErP, Titanium and Titanium ErP boilers.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton earth ignitor cable,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/70/797370_wm.jpg,N,"24 HE, 24 HE A, 24 HE LPG, 28 HE, 28 HE A, 28 HE LPG, 33 HE, 33 HE A, 33 HE LPG, 40 HE, 40 HE A, Duo-tec 24 Combi ErP, Duo-tec 28 Combi ErP, Duo-tec 28 LPG Combi ErP, Duo-tec 33 Combi ErP, Duo-tec 40 Combi ErP, 15 HE A System, 15 HE System, 18 HE A Syste",Control Panel,"Duo-tec, Duo-tec ErP, Megaflo, Megaflo ErP, Platinum, Platinum +, Platinum ErP, System IE, Gold, Gold ErP, Heatmax, Promax, Promax ErP, Titanium, Titanium ErP",H33272,5114770,Ignitor Cable,N,"32 HE A System LPG,24 HE,Megaflo System ErP 15,24 HE LPG,28 HE LPG,28 HE A System LPG,32 HE A System,Duo-tec 24 Combi ErP,24HE A,28 HE A,Duo-tec 40 Combi ErP,18 HE System,24 HE A System,Me,24 HE System,Duo-tec 28 Combi ErP,33 HE,15 HE A System,33 HE LPG",,,,,
