,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Seasonal Space Heating Energy Efficiency Class,Output,Depth (mm),Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Attachment 1,Attachment 2,Dimensions mm (H x W x D),Application,Diameter,Part Gas Council number,Max Set Pressure,Pack Quantity,By Model Number,Colour,Flow Rate,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,For Use With,Connection,Exhaust Port Size,Thread Standard,Material,Thread Size,Maximum Operating Temperature,Attachment 3,Model For Use With,Boiler Section,Boiler Range
88,P797443,Powrmatic DHM (Duct Heater Module) DHM20 DHM burner assembly 20kw,Powrmatic,1030.83,A Powrmatic 20kW burner assembly. The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Powrmatic DHM (Duct Heater Module) DHM20 DHM burner assembly 20kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/43/NW-797443_wm.jpg,,DHM (Duct Heater Module),,,,N,,,,,,DHM015000,Burner Assembly,N,Reliable,Easy to Install,,,,,,,,,,,150 x 280 x 120,Air Handling Unit Component,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P421858,Ambirad fan (2506),Ambirad,382.01,"A genuine Ambirad part, this fan is suitable for AR and ER range boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ambirad fan (2506),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/58/NW-421858_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Ambirad_ER_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P449327,Ambirad 2507/AR40 fan,Ambirad,641.24,"An Ambirad 2507/AR40 ID fan for a range of Ambirad boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ambirad 2507/AR40 fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/27/NW-449327_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ambirad_2507-DE_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,P465224,Ideal PCB ignition control,Ideal,192.2,"This Ideal ignition control PCB is suitable for use in CXS, CXDi, CXSD and CXSi boilers. The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ideal PCB ignition control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/24/NW-465224_wm.jpg,,,,,,N,,,,,,154814,Ignition Control PCB,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,20.2L X 18.1W X 9.9H,Commercial,,E73453,,,,,,,,,,,,,,,,,,,,,,,,,
92,P449287,Ambirad electrode 5,Ambirad,68.44,This Ambirad electrode assembly is suitable for the LR5 combustion chamber. An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ambirad electrode 5,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/87/NW-449287_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ambirad_ARC_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,P449290,Ambirad 7532 flexible expansion 150 mm,Ambirad,57.26,"This Ambirad 150mm/6"" flexible coupler measures 444mm in length and is suitable for use in AR, ER and Vision Herringbone heaters.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ambirad 7532 flexible expansion 150 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/90/449290_wm.jpg,,,,,,N,,,,,,7532,Flexible Coupler,N,Flexible design,For commercial boiler use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,P709324,Reznor 03-25167 fan relay control,Reznor,112.14,"This Reznor fan relay control is compatible with a variety of Benson, Ambirad and Nordairniche warm air units in addition to those from Reznor's own range.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Reznor 03-25167 fan relay control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/24/709324_wm.jpg,,,,,,N,,,,,,03-25167,Fan Relay Control,N,For use with warm air units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,P410578,Heatline vessel,Heatline,245.28,"A genuine Heatline spare part, this expansion vessel is suitable for use in CaprizPlus and Monza boilers.  A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Heatline vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/78/410578_wm.jpg,,,,,,N,,,,,,0020126680,Expansion Vessel,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24, 28, 28a, 24a, 28, 28a, 24a, 24",Expansion Vessel,Capriz PlusMonza
96,P707524,Ambirad FLUE 33-54-101-FLUE1 flue dia 100mm 1mtr long,Ambirad,52.21,"Made of stainless steel, this Ambirad 100mm x 1M flue is compatible with VSXO and VSX boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ambirad FLUE 33-54-101-FLUE1 flue dia 100mm 1mtr long,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/28/598028_wm.jpg,,flue,,,,N,,,,,,33-54-101-FLUE1,Flue,N,100mm x 1 Metre,Stainless steel flue,,,,,,,,,,,x  x,Used on the units advised for the gas to escape from the flue then outside,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,
97,P108781,Glow-worm 0020219545 90deg bend plume management kit Black,Glow-worm,22.05,A genuine Glow-worm 87° elbow for use with a variable terminal set.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Glow-worm 0020219545 90deg bend plume management kit Black,,Flue bend,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/81/108781_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow-worm_Air_Flue_Systems_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,P105005,Worcester Bosch Greenstar Xtra flue gas heat recovery unit,Worcester Bosch,354.08,"Helping new build homes to meet SAP target emission rates, the Worcester Bosch Greenstar Xtra heat recovery device improves system efficiency through the use of waste gases. Fitting directly to a flue, this compact and easy to install device uses latent heat energy from the flue gases that are produced by a condensing combi boiler to pre-heat domestic cold water. This means that a boiler isn't required to raise its temperature, reducing energy use.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Worcester Bosch Greenstar Xtra flue gas heat recovery unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/05/105005_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Worcester_Bosch_Gas_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_Xtra_FGHR_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/50/05/105005.pdf,,,
99,P481310,Broag heat exchanger front plate,Broag,472.94,"This Broag front plate heat exchanger is suitable for use in Remeha (Baxi) commercial boilers. The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Broag heat exchanger front plate,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/10/NW-481310_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Remeha_Quinta115Eco_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,P709385,Reznor 33-64-194 ionisation probe,Reznor,31.6,"A genuine Reznor spare, this ionisation probe is suitable for use with a variety of warm air unit heaters.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Reznor 33-64-194 ionisation probe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/85/709385_wm.jpg,,,,,,N,,,,,,33-64-194,Ionisation Probe,N,For commercial use,Compatible with Benson and Reznor heaters,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
101,P117646,Vaillant low loss plate heat exchanger,Vaillant,1699.83,"The ideal solution for systems where cleanliness can't be guaranteed, this Vaillant plate heat exchanger keeps the boiler and system water separate for longer operating life and lower risk of malfunction.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant low loss plate heat exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/46/117646_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/76/46/117646.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Vaillant_Commercial_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,P443122,Hamworthy combustion fan,Hamworthy,850.28,"A Hamworthy replacement combustion fan suitable for use in a range of ModuMax boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Hamworthy combustion fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/22/NW-443122_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hamworthy_WessexModuMaxMK3_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,P797414,Powrmatic rectification probe,Powrmatic,39.2,"A powrmatic rectification probe for NV, NVX, LNVx and VPC commercial and industrial appliances.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Powrmatic rectification probe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/14/NW-797414_wm.jpg,,,,,,N,,,,,,142423003,Rectification Probe,N,Reliable,Easy to Install,,,,,,,,,,,x  x,CommercialIndustrial,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,P411541,Vaillant wall seal DN100 White,Vaillant,8.11,"A Vaillant wall seal, finished in white, for commercial boiler use.  O-rings, gaskets, seals and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant wall seal DN100 White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/41/411541_wm.jpg,,,,,,N,,,,,,20231443,Genuine Vaillant Spare Part,N,Genuine Vaillant Spare Part,Available in white colour,,,,,,,,,,,20 x 170 x 170,Domestic boilers,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,
105,P449316,Ambirad L102032 gasket 5,Ambirad,15.86,"An Ambirad replacement burner gasket for the combustion chamber of the LR 5 boiler. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ambirad L102032 gasket 5,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/16/NW-449316_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ambirad_ARC_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,P408281,Parts printed circuit board,Parts,509.97,"A Parts replacement PCB.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Parts printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/81/NW-408281_wm.jpg,,,,,,N,,,,,,413400/SPARES,PCB,N,,,,,,,,,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,P421859,Ambirad 3190 AR35 burner gasket,Ambirad,26.62,"This Ambirad replacement burner gasket is suitable for use in Ambirad AR and Inthermo boilers and the Main 4 Rs Multipoint. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ambirad 3190 AR35 burner gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/59/NW-421859_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Ambirad_MobileRadiantHeaters_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,P439788,Reznor 35-25223 flue fan assembly,Reznor,760.77,"This Reznor replacement flue fan assembly is compatible with a wide range of UDSA models.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Reznor 35-25223 flue fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/88/NW-439788_wm.jpg,,,,,,N,,,,,,35-25223,Fan Assembly,N,Motor (11-43426-04) - 75W,230v - 50Hz,450V,2750 rpm,Class F,,,,,,,,x  x,Venter Motor & Wheel used on the advised units,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,
109,P481339,Broag controller board,Broag,1063.58,This Broag controller board is compatible with a selection of Remeha boilers.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Broag controller board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/39/NW-481339_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Gas110Eco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,P709224,Reznor rocker switch,Reznor,20.5,This Reznor replacement reset switch is suitable for a wide range of Ambirad boilers.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Reznor rocker switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/24/NW-709224_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Reznor_UnitHeater_Servicing_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,P709336,REZNOR 20-25745 COMB FAN G2E160 AL19-82,Reznor,1147.64,This Reznor combustion fan is a replacement part for PV-E cabinet heaters.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> REZNOR 20-25745 COMB FAN G2E160 AL19-82,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/36/709336_wm.jpg,,,,,,N,,,,,,20-25745,Combustion Fan,N,Combustion type,For PV-E cabinet heaters 2019 - current,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,P114525,Warmflow F3 extension pipe 1000mm,Warmflow,78.88,"This Warmflow 3543 1M flue extension pipe is suitable for use with the Argentis internal oil boiler flue system.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Warmflow F3 extension pipe 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/25/NW-114525_wm.jpg,,,,,,N,,,,,,F3UK,Flue Extension Pipe,N,White,1000mm,,,,,,,,,,,1000mm x 130mm,For use with Warmflow Agentis internal oil boiler flue systems,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,P480895,Broag control board mcba,Broag,712.57,"This Broag MCBA control board is suitable for Remeha Commercial (Broag) 115, (Baxi) Gas 110 Eco 115kW and (Baxi) Quinta 115 Eco.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Broag control board mcba,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/95/NW-480895_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Remeha_Quinta115Eco_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,P411577,Vaillant gas control valve,Vaillant,455.16,"A genuine Vaillant spare, this gas control valve is designed for 80kW commercial boilers. It has a simple screw connection for ease of installation.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant gas control valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/77/411577_wm.jpg,,,,,,N,,,,,,0020143482,Genuine Vaillant Spare Part,N,For use with 80kW boilers,For commercial applications,Aluminium construction,,,,,,,,,,,,,n/a,N/A,,,,,,,,,,,,,,,Screw,N/A,N/A,Aluminum,N/A,n/a,,,,
115,P421874,Ambirad 2190S pressure switch,Ambirad,112.42,"An Ambirad 2190S hub pressure switch for RB, SE, AR, ER and Inthermo boilers. A vital safety device, a pressure switch ensures the boiler fan is working correctly and prevents a build-up of toxic gases with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it is fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ambirad 2190S pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/74/NW-421874_wm.jpg,,,,,,N,,,,,,2192-2-PTU,Hub Pressure Switch,N,,,,,,,,,,,,,x  x,,,,,,"AR22/SL 36,AR40/SL 50,AR22/SL 32,AR45/SL 50,CB40,AR40UT,RB30UT,ER38/SL,AR22UT,AR35/SL 42,AR13/SL 22,ER13/SL,AR50/SL 60,RB30/SL,AR40/SL 42,AR22/SL 27,AR4,AR45/SL 60,AR22/SL 24,ER38UT,AR50UT,AR35UT,AR35/SL 33,SE20,Inthermo,AR13UT,AR35/SL 50,AR50/SL 50,SE28",,,,,,,,,,,,,,,,,,,,,,
116,P707485,Ambirad WARM AIR 2089 on/off gas valve,Ambirad,624.17,"This Ambirad on/off gas valve is compatible with selected Ambirad and Benson appliances.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ambirad WARM AIR 2089 on/off gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/27/598027_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Ambirad_UDSA_UnitHeaters_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
