,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Colour,Connection Size,Connection Type,Range,Thickness,Refrigerant Suitability,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Diameter,Pack Quantity,Size,Connection Type 1,Feature 3,Feature 4,Gender,Connection Type 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Feature 5,Feature 6,Dimensions (L x W x D),Refrigerant,Max Pressure,Sight Glass,Number of Valves,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Voltage (V),Operating Pressure,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Connection,Flow Rate,Warranty,Motor Speed,Horse Power,Depth (mm),Absolute Vacuum,Stages,Oil Capacity
78,P337392,Fieldpiece SR47INT joblink wireless refrigerant scale 114kg,Fieldpiece,336.7,"Lightweight yet robust, the Fieldpiece SR47INT wireless refrigerant scale offers high levels of performance through modern wireless technology working at a range of up to 300M. Featuring a new wireless protocol, this smart scale sends platform measurements to the included remote display as well as to the Fieldpiece Job Link mobile app for easy working on your smartphone. It's also possible to view weight measurements wirelessly on SM380VINT and SM480VINT refrigerant manifolds. Suitable for a wide variety of conditions, SR47INT is a reliable and practical choice for the easy measurement of refrigerant when reclaiming or recharging a system.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Fieldpiece SR47INT joblink wireless refrigerant scale 114kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/92/337392_wm.jpg,,,Black/Yellow,,,,,,N,,SR47INT,Wireless Refrigerant Scale,N,,Reliable in ambient conditions of 23°C ±5°C,Suitable for operation in under 75% relative humidity,,,,,OL display indicates over range,Maximum load of 114kg,,,,,,,,,,,Maximum tank base diameter of 330mm,Auto power off after 30 minutes of inactivity,,Not specific to any refrigerants all refrigerant cylinders can be used on the scales platform,,,,Auto off can be disabled,Blue backlight turns off after 2 minutes,"Accuracy of ±0.03%rdg + 10g, 0 - 30kg ±0.05%rdg + 10g, 30 - 114kg","Resolution and units of kg g (10g), kg (0.1kg), g (10g), lb oz (0.25oz), lb (0.1lb), oz (0.3oz)",Temperature coefficient of 0.1 x (specified accuracy) per °C,300M line of sight wireless range.,9,"N/A,  the scale is used to measure the weight of refrigerant when reclaiming or recharging a system with refrigerant",Radio frequency of 2.4GHz,"9V, NEDA 1604, JIS 006P, IEC 6F22 battery for display","Platform uses 6x AA, NEDA 15A, JIS UM3, IEC LR6 batteries",Remote display battery life of 80 hours with backlight off,Platform battery life of 200 hours,"Suitable for storage temperatures of -20°C to 60°C, 0 to 80% RH, battery removed","Platform with battery weighs ~3190g, Remote with battery weighs 220g",Platform is IP54 rated,Remote is IP64 rated,,,,,,,,,
79,P690612,Javac 4-valve manifold (R410A),Javac,177.05,"Built to EN 973 T3, this Javac four valve manifold is hardwearing and easy to use with 80mm gauge heads and all manifolds either dual seal piston valves or quarter-turn mechanical valves. Manufactured with long life Teflon seals and a larger capacity bore, this manifold withstands maximum levels of flow and works with R-22, R-134A, R-404A, R-407C, R-410A and R-32 refrigerants.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac 4-valve manifold (R410A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/12/NW-690612_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Javac_R32-Manifold_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Javac_4-Valve_Instruction_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,P690816,"Javac Edge PTFE braided hose 18"" Stainless Steel",Javac,52.86,"This Javac Edge Supahose 18"" flexible refrigerant hose is made of stainless steel with PTFE lining and offers a 1/4"" SAE connection.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Edge PTFE braided hose 18"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/21/NW-690816_690821_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P688912,Javac Edge GA750 nitrogen pressure test rig,Javac,635.19,The hardwearing Javac Edge GA750 nitrogen pressure testing rig has been designed especially for high pressure testing in HVAC/R systems using R410A in accordance with BS EN 378.,Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Edge GA750 nitrogen pressure test rig,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/12/NW-688912_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P671108,"Refcomm LGL UR3-86 reducer female flared x male flared 1/2 x 3/8""",Refcomm,15.23,"This Refcom LGL 1/2 x 3/8"" female flare x male flare reducer is made of brass.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL UR3-86 reducer female flared x male flared 1/2 x 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/08/NW-671108_wm.jpg,,,,,,LGL,,,N,Brass,UR3-86,Reducer,N,,Made of Brass,"Sizes in 1/2 x 3/8""",1/2 x 3/8,,1/2 x 3/8,Flare,,,Female x Male,Flare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,P671053,"Refcomm LGL NS4-12 short flared nut 3/4""",Refcomm,11.92,"This Refcom LGL 3/4"" short flare nut is made of brass","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL NS4-12 short flared nut 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/54/NW-671050_671054_wm.jpg,,,,,,LGL,,,N,Brass,NS4-12,Short Flared Nut,N,,Made of Brass,"Sizes in 3/4""",3/4,,3/4,Flare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,P419958,"Testo 557s smart set with wireless temperature probes, wireless vacuum probe + 4 hoses",Testo,850.47,"This Testo 557s smart vacuum kit includes a smart digital manifold with four-way valve block as well as wireless vacuum and clamp temperature probes. Making carrying out measurements on refrigeration, air conditioning systems and heat pumps simple and quick, this kit has a large graphical display along with stored programs to guide the user and enable automatic determination of vital parameters, including superheat, pressure drop test and evacuation. Easily connected, Bluetooth probes for temperature, pressure and humidity provide additional flexibility of use while compatibility with the Testo app allows the engineer to take care of digital documentation on-site. Highly durable, this kit works reliably in even tough conditions.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Testo 557s smart set with wireless temperature probes, wireless vacuum probe + 4 hoses",,557s digital 4-way manifold;4x AA batteries;Calibration protocol;552i wireless Bluetooth vacuum probe;2x 115i wireless Bluetooth clamp thermometers;Hose filling set with 4 hoses;Transport case;Testo Smart App (free download);Instruction manuals,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/58/NW-419958_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Testo_115i_Clamp_Thermometer_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Testo_552i_Vacuum_Probe_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Testo_557s_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/mi/ty/Testo_557s_UK_Declrtn_of_Conformity.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/mi/ty/Testo_552i_UK_Declrtn_of_Conformity.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Testo_550s_557s_Instruction_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_f/aq/Testo_Smart_Probes_FAQ.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Testo_A2L_Compatible_Products_List.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Testo_SmartProbes_Instruction_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/mi/ty/Testo_115i_UK_Declrtn_of_Conformity.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P690692,"Javac Refco CL-200-B SAE hose 1/4"" x 5mtr",Javac,51.92,"This Javac Refco CL-200 5M (200"") single charging line in blue has a working pressure of 60 bar/870 psi.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Refco CL-200-B SAE hose 1/4"" x 5mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/92/NW-690692_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P671240,"Parker 639F 639F-10 flanged sealing plug 5/8""",Parker,8.87,"Made of brass, this Parker 639F 5/8"" seal plug  is suitable for use in refrigeration, heavy duty truck, mobile, industrial, heating and air conditioning applications. This 45° flare fitting is an economical choice for a metal-to-metal seal in high pressure service, is resistant to mechanical pull out and offers positive connections to ensure reliability and safety. Flare fittings are a suitable alternative to solder joints where an open flame shouldn't be used.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Parker 639F 639F-10 flanged sealing plug 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/40/NW-671240_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P337385,Fieldpiece MR45INT recovery machine (eu),Fieldpiece,1153.68,"Compatible with all A1 and A2L the Fieldpiece MR45INT with onboard system monitoring for air conditioning and refrigeration systems can adjust motor performance to help it handle liquid. Able to run twice as fast on vapour, this unit copes with high voltage drop by stepping up low voltage at the power plug to deliver power to its reliable 1HP motor. Offering high levels of performance, even during long or hot tasks, MR45 combines a large condensor with a powerful motor and provides ease of use via a simple single dial and a clear, easy to read display. Lightweight and with handy features including straight connection ports and built-in power cord storage, this machine is designed to make life simple.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Fieldpiece MR45INT recovery machine (eu),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/85/NW-337385_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/337385_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/337385_Operators_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Fieldpiece_European_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,P689218,Advanced Engineering Promax RG4 refrigerant recovery unit 240v,Advanced Engineering,1252.83,"Offering competitive recovery rates on all refrigerants, including A2L, this 240V Bosch Promax RG4.0A recovery machine unit incorporates a 1/2 HP/1750 rpm motor for reliably high levels of recovery in all conditions. Packaged in robust and recognisable Bosch housing with an oil-free compressor and auto pressure reset, the RG4 combines a lightweight and compact design with excellent performance.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Advanced Engineering Promax RG4 refrigerant recovery unit 240v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/18/NW-689217_689218_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bosch_RG4.0_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P688556,"Javac Refco charging hose set 72 x 1/4""",Javac,65.71,"A Javac Refco CCL-72 72"" charging line set with a 60 bar/870 psi working pressure.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Refco charging hose set 72 x 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/56/NW-688556_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P690075,Javac Refco SM2-8-DS-MULTI 2-valve manifold kit,Javac,183.83,"Suitable for multiple gas refrigerants, this Javac Refco SM2-8DS-MULTI two valve manifold, supplied without accessories and packaged in a cardboard box, is compatible with R-22, R-134A, R-404A and R-407C.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Refco SM2-8-DS-MULTI 2-valve manifold kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/75/NW-690075_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,P671378,"Parker 218P 218P-12 male pipe thread briggs sealing plug 3/4""",Parker,16.41,"This Parker 218P 3/4"" hex head plug with MPT connections is a forged and extruded brass pipe fitting suitable for use in air lines, water lines and cooling lines. All pipe fitting threads are made to Dryseal standards and are compatible with copper and brass tubing as well as iron pipe.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Parker 218P 218P-12 male pipe thread briggs sealing plug 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/78/NW-671374_671378_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,P689053,Imperial Promax RG3000 ultra compact recovery machine 240v,Imperial,846.69,"Weighing just 8kg, the lightweight and compact Imperial Promax RG3000 recovery machine unit provides the impressive recovery power you'd expect from a much larger machine. Compatible with A2L refrigerant, RG3000 recovers common CFC, HCFC and HFC refrigerants as liquid or vapour using its oil-free compressor before running a full self-purge so it's clean and ready to take on its next recovery task with no effort on your part.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Imperial Promax RG3000 ultra compact recovery machine 240v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/53/NW-689053_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Bosch_Promax_Operating_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,P688486,"Javac Refco low permeability hose set 36 x 1/4 "" connection",Javac,49.33,"A Javac Refco CCL-36 36"" charging line set with a 60 bar/870 psi working pressure.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Refco low permeability hose set 36 x 1/4 "" connection",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/86/NW-688486_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,P671300,"Parker 48F 48F-4-4 male flanged x male pipe thread half union 1/4 x 1/4""",Parker,4.64,"Made of brass, this Parker 48F 1/4 x 1/4"" male connector with 7/16-20 thread size is an economical choice for a metal-to-metal seal in high pressure service. It is resistant to mechanical pull out and offers positive connections to ensure reliability and safety. Flare fittings are a suitable alternative to solder joints where an open flame shouldn't be used.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Parker 48F 48F-4-4 male flanged x male pipe thread half union 1/4 x 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/01/NW-671299_671301_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,P688005,Javac high pressure gauge R410A 80mm,Javac,31.66,This robust brass Javac 80MMHP 34 bar pressure gauge offers easy to read measurements in R-410A and R-32 refrigerants.,Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac high pressure gauge R410A 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/05/NW-688005_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_HP-LP-Gauge_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,P688010,Javac CC CC-231-AMM ammonia vacuum pump 9cfm,Javac,929.2,"Ideal for industrial ACR installations of any size, this Javac CC 2/3 HP ammonia dual voltage vacuum pump offers high performance in a lightweight, robust package. At 9CFM and 225LPM, the CC-231 significantly reduces the time spent evacuating systems and pipework.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac CC CC-231-AMM ammonia vacuum pump 9cfm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/10/NW-688010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Javac_Vacuum-Pump-A5_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_CC_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Javac_CC-231_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,P337388,Fieldpiece vacuum pump 8cfm 230v VP87EU,Fieldpiece,750.01,"Optimising the RunQuick oil management system, this Fieldpiece RunQuick oil change system, supplied complete with two cans of vacuum pump oil and a removeable oil sightglass, offers a clear view of the pump oil inside a system, allowing you to properly assess its quality. With this system oil can be replaced in less than 20 seconds, even while the pump is running, and with no loss of vacuum. A complete oil change is fast, clean and simple too. Lightweight and durable, the RunQuick oil change system's VP87UK vacuum pump is designed with a sturdy base to reduce the risk of spills as well as easy-use hose ports that ensure all hoses can be easily worked around.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Fieldpiece vacuum pump 8cfm 230v VP87EU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/88/337388_wm.jpg,,,Black/Yellow,,,,,,N,,VP87EU,Vacuum Pump,N,,Flow rate of 8cfm,Compatible with Fieldpiece vacuum pump oil,,,,,With sightglass and blue LED backlight,Ball valve oil drain,,,,,,,,,,,"With 1/4, 3/8 and 1/2” ports",With rotary vane 2-stage compressor,,,,,,With 3/4 brushless DC motor offering 2500RPM,Ultimate vacuum at input ports is 15 microns,Includes 2x 237ml oil and 240v power plug,A2L certified,12 month warranty,,240v,,,,,,,,,,,"4 Ports, 1x1/4 & 2x3/8 & 1x 1/2",8CFM,12 Months,2500,3/4 DC,201,15 Microns,2,237
98,P337386,Fieldpiece vacuum pump 6cfm dualv,Fieldpiece,560.79,"Optimising the RunQuick oil management system, this Fieldpiece RunQuick oil change system, supplied complete with two cans of vacuum pump oil and a removeable oil sightglass, offers a clear view of the pump oil inside a system, allowing you to properly assess its quality. With this system oil can be replaced in less than 20 seconds, even while the pump is running, and with no loss of vacuum. A complete oil change is fast, clean and simple too. Lightweight and durable, the RunQuick oil change system's VP67UK vacuum pump is designed with a sturdy base to reduce the risk of spills as well as easy-use hose ports that ensure all hoses can be easily worked around.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Fieldpiece vacuum pump 6cfm dualv,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/86/337386_wm.jpg,,,Black/Yellow,,,,,,N,,VP67UK,Vacuum Pump,N,,Flow rate of 6cfm,Compatible with Fieldpiece vacuum pump oil,,,,,With sightglass and blue LED backlight,Ball valve oil drain,,,,,,,,,,,"With 1/4, 3/8 and 1/2” ports",With rotary vane 2-stage compressor,,,,,,With 1/2 HP AC motor offering 3440RPM,Ultimate vacuum at input ports is 15 microns,Includes 2x 237ml oil and 240v and 110v power plug,A2L certified,12 month warranty,,Dual voltage 240v & 110v,,,,,,,,,,,"4 Ports, 1x1/4 & 2x3/8 & 1x 1/2",6CFM,12 Months,3440,1/2 AC,201,15 Microns,2,237
99,P419954,Testo Digital manifolds 550s basic kit basic set with cable temperature probes,Testo,547.9,"An all-in-one set for commissioning, servicing and maintenance, this Testo 550s basic kit is a must for engineers working on refrigeration systems, air conditioning systems and heat pumps. Fronted by the reliable Testo 550s smart digital manifold, this kit provides Bluetooth connection, a two-way valve block and a pair of fixed cable clamp temperature probes (NTC), all in a tough, practical carry case. Extra compatible Bluetooth probes, including those used for the wireless measurement of temperature and vacuum, can be purchased separately.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Testo Digital manifolds 550s basic kit basic set with cable temperature probes,,"Delivery scope : 1 x testo 550s digital 2-way manifold including batteries (4 x AA) ;calibration protocol, 2 x wired pipe clamp probes NTC, Transport case, instruction manuals.",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/54/419954_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x-/uk/testo-550s-Datasheet-198X-088X-UK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
