,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Pack Quantity,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 1,Attachment 2,Attachment 3,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 4,Attachment 5,Connection Type,Diameter,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Depth (mm),Material Type,Finish,Weight,Colour,Warranty,Design Type,Shape,Fittings Included
93,P171078,"Fluidmaster 400 bottom entry float valve 3/8""",Fluidmaster,32.22,"This Fluidmaster 400 bottom entry fill valve with 3/8"" heavy-duty brass shank fills a toilet tank with water from the water supply line after flushing. More efficient and easier to install than a ballcock, this valve maximises toilet performance and saves on water.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster 400 bottom entry float valve 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/78/NW-171078_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PJ44499,Grohe Dal Adagio discharge valve,Grohe,20.65,This Grohe Dal Adagio servo discharge valve is designed for single flush toilet cisterns.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Grohe Dal Adagio discharge valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/99/NW-J44499_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_42_137_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Dal_Adagio_42137000_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,P171884,"Fluidmaster Airgap 6000 bottom entry non delayed plastic shanked fill valve 1/2""",Fluidmaster,17.55,"Suitable for mains and gravity systems, the Fluidmaster Airgap 6000 series 1/2"" fill valve with plastic shank, bottom entry and non-delayed action fills a cistern fast, even at pressures as low as 0.1 bar.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster Airgap 6000 bottom entry non delayed plastic shanked fill valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/84/NW-171884_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Fluidmaster_Airgap6000_F-Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PC93232,Ideal Standard flushpipe pack,Ideal Standard,4.52,This Ideal Standard flush pipe pack is used in the fitting of toilet cisterns.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard flushpipe pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/32/NW-C93232_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PC93120,"Ideal Standard close coupled flat plate 2""",Ideal Standard,11.79,"This Ideal Standard 2"" close coupling fixing kit with flat plate is for use on close-coupled cisterns.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard close coupled flat plate 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/20/NW-C93120_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PB97711,"Wirquin Kayla dual flush valve outlet 1.5""",Wirquin,20.24,"Suitable for retrofits and new installations, the Wirquin Kayla cable operated dual flush outlet valve with push button is an ideal choice for high traffic toilets and offers compatibility with concealed, close coupled and low level cisterns. The top section of the valve is compatible with discontinued AFV40100 and AFV40200 models, fitting into existing cradles without removing the cistern.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Wirquin Kayla dual flush valve outlet 1.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/11/NW-B97711_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PC92721,Ideal Standard flush valve seal no finish,Ideal Standard,4.7,An Ideal Standard flush valve replacement seal for the Twico flush valve.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard flush valve seal no finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/21/NW-C92721_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PC38902,Ideal Standard Universal cistern lever Chrome Plated,Ideal Standard,38.73,An Ideal Standard Universal chrome cistern lever with front action.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard Universal cistern lever Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/02/NW-C38902_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PC93104,"Ideal Standard petcock (bsp) no finish 1/2""",Ideal Standard,19.24,"An Ideal Standard petcock with 1/2"" BSP connection.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard petcock (bsp) no finish 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/04/NW-C93104_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,P171099,"Fluidmaster Pro Series bottom entry flow valve 1/2""",Fluidmaster,18.5,"A popular choice with professional plumbers, this Fluidmaster Pro Series fill valve with bottom entry and 1/2"" plastic shank fills a toilet tank with water from the water supply line after flushing. More efficient and easier to install than a ballcock, this valve maximises toilet performance and saves on water.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster Pro Series bottom entry flow valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/99/NW-171099_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/171099_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pt/om/Fluidmaster_FillValve_Toilet_Symptom.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pt/om/FluidmasterClunk_Valve_ToiletSymptom.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Fluidmaster_UK_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,
103,P103510,Fluidmaster Delchem side entry adjustable arm inlet valve,Fluidmaster,3.65,"Highly robust, this Fluidmaster Delchem side inlet ball valve is supplied with an adjustable arm.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster Delchem side entry adjustable arm inlet valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/10/NW-103510_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,P257446,Center adjustable syphon linkage arm Brass,Center,5.67,"Designed for connecting a cistern lever to a siphon's C link, this Center adjustable siphon linkage is manufactured in robust solid brass.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Center adjustable syphon linkage arm Brass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/46/257446_wm.jpg,,,N,PPSPLU374506,Syphon Linkage Arm,N,Solid brass construction,Adjustable length to 80mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PB17026,Ideal Standard Contour 21 top fix seat hinges,Ideal Standard,33.43,This Ideal Standard Contour 21 replacement toilet seat hinge kit has a chrome finish.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard Contour 21 top fix seat hinges,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/26/NW-B17026_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PB92105,"Thomas Dudley Turbo 88 high two part syphon 6-9ltr 10""",Thomas Dudley,23.9,"This Thomas Dudley Turbo 88 high 10"" two part siphon is supplied as standard in Dudley Tri-Shell cisterns and available as an optional extra in many others so it's ideal for retrofit and replacement. With its two part design there's no need to disconnect the water supply or take the cistern apart, simply pull out the siphon body for service in under five minutes.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Turbo 88 high two part syphon 6-9ltr 10""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/05/NW-B92100_B92105_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PB92107,Thomas Dudley Royal single flush push button Chrome Plated,Thomas Dudley,35.18,A Thomas Dudley Royal pneumatic push button single flush for concealed cisterns.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Royal single flush push button Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/07/NW-B92107_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PC93266,Ideal Standard Conceala 1.5 single flush pneumatic outlet valve 180 O/F no cage (1),Ideal Standard,30.35,This Ideal Standard 1.5L single flush pneumatic outlet valve is suitable for use in the brand's Conceala cisterns.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard Conceala 1.5 single flush pneumatic outlet valve 180 O/F no cage (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/66/C93266_wm.jpg,1,Conceala,N,EV98467,Flush Valve,N,Pneumatic operation,1.5L capacity,For Conceala cisterns,Without cage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PB92108,Thomas Dudley Turbo S1-11 syphon for rubberwell/triwell cistern,Thomas Dudley,44.4,"An ideal replacement for high or low level well bottom or narrow cisterns, the Thomas Dudley Turbo 44 two part turbo lever flush siphon is convertible for convenience and fully removable for hassle-free servicing and maintenance. With its two part design there's no need to disconnect the water supply or take the cistern apart, simply pull out the siphon body for service in under five minutes.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Turbo S1-11 syphon for rubberwell/triwell cistern,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/08/NW-B92108_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PB02013,Wirquin Jollyflush dual flush jollyfill pack,Wirquin,44.89,"This Wirquin Jollyflush toilet cistern refurbishment kit includes everything you'll need for a cistern refurb, including a donut washer, bolt-through cistern bolts and backnuts.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Wirquin Jollyflush dual flush jollyfill pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/13/NW-B02013_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PB97909,"Macdee Motion 1 piece syphon 8""",Macdee,8.03,"Providing ease of installation, the Macdee Motion 8"" one-piece toilet siphon is a reliable flushing system solution. Compatible with a variety of cisterns, this single-piece siphon can be used in new installations or as a replacement part.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Macdee Motion 1 piece syphon 8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/10/NW-B97909_B97910_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Macdee_FlushingSystems_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PB00308,Viva Sanitary mini slinky-fit WC pan connector,Viva Sanitary,15.09,"The ultra-flexible Viva Sanitary mini slinky-fit flexible toilet pan connector is wire reinforced for unbeatable strength and stability. With the incorporated Smart-Flo design extension tube sediment build-up is prevented, reducing the risk of blockages.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Viva Sanitary mini slinky-fit WC pan connector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/08/B00308_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Viva_Sanitary_PP0002_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Viva_Sanitary_PP0002_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PC93119,"Ideal Standard close coupled flat plate 1.1/2""",Ideal Standard,11.79,"This Ideal Standard 1 1/2"" close coupling fixing kit with flat plate is for use on close-coupled cisterns.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard close coupled flat plate 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/19/NW-C93119_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Close_Coupled_WC_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,P257496,Thomas Dudley Victoria cable operated dual flush valve plus vmate,Thomas Dudley,17.29,"Cable-operated, the Thomas Dudley Victoria dual flush valve is supplied complete with Valve Mate, a retrofit flush valve adapter designed for ease of installation. This reliable and robust fitting is complemented by a smart chrome-plated flush button suitable for top or front-fitting.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Victoria cable operated dual flush valve plus vmate,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/96/257496_wm.jpg,,Victoria,N,325648,Outlet Valve,N,For close-coupled cisterns,Cable-operated,Offers 6/4L dual flush,Fitted with chrome push button,,,,Button sits in lid of cistern,Button can be fitted to front lever hole,"With 42mm (1 1/2"") outlet tail","With adapter for 53mm (2"") outlet",Bayonet fixing allows easy access for maintenance,Design allows for easy adjustment,Supplied with Valve Mate retrofit flush valve adapter,WRAS approved,,,,,,,,,,,,,,,,,,,,,,,
115,PD32481,Ideal Standard E4447AA push button pack Chrome Plated,Ideal Standard,15.22,This Ideal Standard chrome dual flush cistern push button is suitable for use in both commercial and domestic settings.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard E4447AA push button pack Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/81/NW-D32481_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_DFV_PB_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,P171098,Fluidmaster cable dual flush valve,Fluidmaster,18.97,"Suitable for front, top or side operation, this Fluidmaster cable dual flush valve has a fully height adjustable overflow with no cutting required.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster cable dual flush valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/98/171098_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fluidmaster_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PB97714,Wirquin Kayla Pneumatic valve with push button,Wirquin,85.12,The easy to install Wirquin Kayla pneumatic dual flush outlet valves with Kara 50/72mm chrome dual flush push button offer water saving part and full flushing.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Wirquin Kayla Pneumatic valve with push button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/14/NW-B97714_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wirquin_Kayla_Flushing_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PC92742,Ideal Standard toilet seat hinge fittings pack White,Ideal Standard,50.47,An Ideal Standard replacement white toilet seat hinge.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard toilet seat hinge fittings pack White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/42/NW-C92742_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PE40597,Carrara and Matta blind hole fixing set for top fix,Carrara and Matta,4.4,"Designed to meet European standards, this Carrara and Matta blind hole fixing set for top fix is constructed from high quality materials with rigorous controls and product testing.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Carrara and Matta blind hole fixing set for top fix,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/97/NW-E40597_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Carra&Matta_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ul/18/CatA4JUL18.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PC92758,Ideal Standard Conceala 2 pump service kit,Ideal Standard,32.92,"Suitable for Conceala 2 cisterns, this Ideal Standard Conceala 2 pump service kit includes flush valves.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard Conceala 2 pump service kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/58/NW-C92758_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,P171112,"Fluidmaster Pro Series side entry fill valve 1/2""",Fluidmaster,18.84,"A favourite of professional plumbers, the Fluidmaster Pro Series fill valve with 1/2"" plastic shank fills a toilet tank with water from the water supply line after flushing. More efficient and easier to install than a ballcock, this valve maximises toilet performance and saves on water.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster Pro Series side entry fill valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/12/NW-171112_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/171112_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/lv/Fluidmaster_Toilet_Symptom_Fill_Valv.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lu/nk/Fluidmaster_Toilet_Symptom_Clunk.pdf,,,,,,,,,,,,,,,,,,
122,PB97900,"Masefield Epson 2-piece high level flushpipe 5'6"" White",Masefield,4.71,A Masefield high level back wall two piece white PVC flush pipe.,"Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Masefield Epson 2-piece high level flushpipe 5'6"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/00/NW-B97900_wm.jpg,,Epson,N,PTOPIP363626,Flush Pipe,N,High quality PVC,32mm bore,114mm wall to centre top offset,203mm return bend,,,,Supplied with fitted 45mm flange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
