,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,Supplier Product Code,Type,WEEE Compliant,By Model Number,Feature 1,Attachment 2,For Use With,Attachment 3,Feature 2,Feature 3,Range,Pack Quantity,Dimensions mm (H x W x D),Application
317,P721849,Ideal combustion chamber insulation,Ideal,25.01,"Ideal's chamber insulation is designed for the combustion chamber of Classic, Henrad and Optia boilers.  The combustion chamber is a sealed box that contains the burner and electrodes along with combusted gases ready to be cleared by the appliance's fan.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal combustion chamber insulation,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/49/721849_wm.jpg,,N,"FF 230, FF 250 P, HE 18, LX RS 245 P, LX RS 260, RS 255 P, SE 18 FF, SE 30 FF (Silver), WH 60 FF, WH LX 30 FF, WH LX 70 FF, HE 15, FF 2 100, FF 260 P, FF 275 P, FF 360, HE 12, LX FF 240, LX FF 260 P, LX FF 275 P, RS 245 P, RS 260, SE 18 P FF (Silver), SE",Fan Combustion Chamber,"Classic, Henrad, Optia",308518,171404,Chamber Insulation,N,"RS 240,RS 260,FF 260 P,SE 15 FF (Silver),FF 360 LF,LX RS 250,SE 15 P FF (Silver),FF 260,FF 360,SE 18 FF (Silver),FF 240,SE,FF 280,FF 350 P,FF 380,LX FF 275 P,FF 275 P,LX FF 250,FF 2100,RS 250,LX FF 270,FF 380 P,HE 12,HE 9,RS 245 P,LX FF 260 P,LX FF 240",,,,,,,,,,
318,P462971,Ideal limit thermostat,Ideal,46.46,"This Ideal limit thermostat is designed for use in British/Scottish Gas, Classic, Henrad and Optia boilers.  This thermostat uses in built-in sensors to monitor a boiler's temperature, ceasing operation if the maximum selected temperature is reached.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal limit thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/71/462971_wm.jpg,,N,"RD1 330, FF 270, FF 275 P, FF 350, LX FF 250 P, RS 350, SE 12 FF (Silver), SE 18 P FF (Silver), SE 21 FF, SE 9 FF, Slimline FF 230, Slimline SE 9 FF, WH 70 FF, WH LX 70 FF, FF 100, RD 112, RD 112 (Silver), RD1 100, RD1 3100, 50 NF, 50 NFP, 60 NF, 70 NF,",Control Panel,"British/Scottish Gas, Classic, Henrad, Optia",E83682,171950,Thermostat,N,"RD1 380,RD1 360,RD 115 (Silver),80 NF,RD 109 (Silver),RD 124 (Silver),RD 118,FF 260,FF 340,FF 350 P,RD1 70,FF 275 P,RD 115,RD1 50,RD1 330,RD1 350,60 NFP,RD 130 (Silver),FF 330,40 NF,FF 250,FF 350,80 NFP,FF 230,FF 350 LF,FF 270,RD1 80,30 NF,RD1 40,RD 124",,,,,,,,,,
319,P122231,Ideal Logic C30 combi natural gas LPG conversion kit,Ideal,62.13,"This Ideal conversion kit is a simple solution for converting a boiler from natural gas to LPG. Quick and straightforward to install, with no need for boiler adjustments, the kit contains all the fixtures and fittings required for a complete job.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal Logic C30 combi natural gas LPG conversion kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/31/122231_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/22/34/122231_122234.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Boiler_2_Brochure.pdf,,,,,,,,
320,P465505,Ideal pressure relief valve,Ideal,29.5,"An Ideal spare, this pressure relief valve is suitable for use with Istor appliances.  The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal pressure relief valve,,Pressure Relief Valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/05/465505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Istor_HE260-HE325_Installation.pdf,,,,,,,,,,,,,,,,,,,
321,P405802,Ideal detection electrode,Ideal,12.31,"This Ideal detection ignition electrode is designed as a replacement part for Europa and Mini boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal detection electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/02/405802_wm.jpg,,N,"228, S 28, 224, C 24, HE C32, C 28, 232, HE C24, S 24, HE C28, C 32",Gas Assembly,"Europa, Mini",E83122,172531,Electrode,N,"232,C 24,C 32,224,S 28,HE C32,228,S 24,HE C24,C 28,HE C28",,,,,,,,,,
322,P483414,Ideal flow regulator HE35,Ideal,43.78,"An Ideal spare, this flow regulator is suitable for use in boilers in the Logic, Pro Combi Exclusive, Independent+, Independent, Logic+, ICombi, i mini, Independent +Combi, Independent Combi, Logic Max Combi, Atlantic, Instinct, Exclusive and Classic Combi ranges.  The bypass valve, or flow regulator, controls the direction and flow rate of fluid in heating and plumbing systems. These valves can act as checking valves, helping to prevent the drift of fluids into the wrong areas of a system.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal flow regulator HE35,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/14/NW-483414_wm.jpg,,N,Logic 24Logic 30Logic 35Pro Combi Exclusive 24Pro Combi Exclusive 30Pro Combi Exclusive 35PROMCombi Exclusive 30Independent+ C24Independent+ C30Independent+ C35Independent C24Independent C30Independent C35Logic+ 24Logic+ 30Logic+ 35Logic C24Logic C30Logi,Hydraulics,LogicPro Combi ExclusiveIndependent+IndependentLogic+ICombii miniIndependent +CombiIndependent CombiLogic Max CombiAtlanticInstinctExclusiveClassic Combi,n/a,176472,Flow Regulator,N,,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,
323,P723055,Ideal printed circuit board complete,Ideal,598.25,"This Ideal printed circuit board kit is designed for use in British/Scottish Gas boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal printed circuit board complete,,Printed Circuit Board Kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/55/723055_wm.jpg,,N,"RD1 70, RD2 4125, RD2 60, RD 121, RD 130 (Silver), RD1 40, RD2 440, RD 112, RD 130, RD1 30, RD1 330, RD1 350, RD1 60, RD2 125, RD2 40, RD 118, RD1 100, RD2 460, RD2 470, RD 109, RD 118 (Silver), RD 121 (Silver), RD1 340, RD1 370, RD2 480, RD2 50, RD2 80,",Control Panel,British/Scottish Gas,E58653,173229,Printed Circuit Board Kit,N,"RD1 340,RD1 360,RD 118 (Silver),RD2 440,RD2 125,RD 109 (Silver),RD2 480,RD 121 (Silver),RD 112 (Silver),RD2 80,RD1 30,RD 115,RD2 40,RD 112,RD1 3100,RD1 370,RD1 330,RD1 350,RD2 4100,RD 130 (Silver),RD 109,RD 121,RD2 50,RD1 60,RD 124,RD1 40",,,,,,,,,,
324,P405854,Ideal 174068 fan assembly,Ideal,353.77,"This Ideal brand replacement fan assembly is suitable for Classic and Optia boilers.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal 174068 fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/54/405854_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_ClassicHE9HE12HE15HE18_Install.pdf,,,,,,,,,,,,,,,,,,,
325,P412956,Ideal BCC card kit 18kw,Ideal,36.29,"Designed for use in Logic+ System, Independent System and Logic System boilers, this Ideal BCC card kit is a replacement part for the PCB of a boiler.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal BCC card kit 18kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/56/412956_wm.jpg,,N,Logic System 15Logic System 18Logic System 24Logic System 30Independent System 15Independent System 18Independent System 24Independent System 30Logic+ System 15Logic+ System 18Logic+ System 24Logic+ System 30Logic System 15 IELogic System 24 IELogic Syst,Control Panel,Logic SystemIndependent SystemLogic+ System,n/a,175972,BCC Card Kit,N,,,,,,,,,,,
326,P720864,Ideal 079888 fan assembly,Ideal,428.88,"This replacement Ideal fan assembly is compatible with Henrad, Mexico and British/Scottish Gas units.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal 079888 fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/64/720864_wm.jpg,,N,"FS 70, Super 60 FF, Super FF 4 125, RD2 4100, Super FF 4 40, Super FF 4 60, RD2 480, RD2 50, RD2 60, RD2 80, FS 40, FS 50, FS 80, Super 100 FF, Super 70 FF, Super FF 4 50, Super FF 4 70, RD2 100, RD2 450, Super FF 4 100, RD2 440, RD2 70, FS 60, Super 40",Fan Combustion Chamber,"Henrad, Mexico, British/Scottish Gas",E26380,079888,Fan Assembly,N,"RD2 440,RD2 100,RD2 125,FS 70,Super 40 FF,FS 50,Super 100 FF,RD2 480,Super FF 4 60,RD2 4125,RD2 460,Super FF 4 40,RD2 60,RD2 80,Super 70 FF,RD2 40,RD2 4100,Super 80 FF,FS 80,Super 125,FS 60,FS 40,RD2 470,Super FF 4 70,RD2 450,Super FF 4 50,RD2 50,RD2 70",,,,,,,,,,
327,P729678,Ideal heat exchanger plate kit,Ideal,154.7,"A replacement Ideal heat exchanger kit suitable for installation in Esprit boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal heat exchanger plate kit,,Heat EngineHeat engine fixingsHeat engine gasketsSump,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/78/729678_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Esprit_HE24_HE30_HE35_Install.pdf,,,,,,,,,,,,,,,,,,,
328,P468537,Ideal harness - mains voltage,Ideal,69.8,"An Ideal spare, this mains voltage wiring harness is compatible with Independent, Logic, Logic+, Keston C and I-mini boilers.  These groups of wires are designed to give the PCB complete control over the boiler's processes and safety protocols.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal harness - mains voltage,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/37/468537_wm.jpg,,N,"0, 30, Code Combi 33, C30, 35, Code Combi ES 26, ESP 35, 35, C35, Code Combi 26, ES 35, ESP 24, ESP 30, 30C, I-mini 30, 24, Code Combi ES 33, 0, Code Combi 38, E 35, ES 30, 24, I-mini 24, 0, Code Combi ES 38, E 30, ES 24, 30, C24, E 24",Control Panel,"Independent, Logic, Logic+, Keston C, I-mini",H78190,175644,Harness,N,"C30,35,24,E 35,E 24,30C,ES 24,ES 35,E 30,I-mini 30,Code Combi 26,I-mini 24,Code Combi 33,ESP 30,Code Combi ES 38,ESP 24,ESP 35,Code Combi ES 26,Code Combi 38,Code Combi ES 33,30,ES 30",,,,,,,,,,
329,P439651,Ideal gas valve propane,Ideal,294.89,"A replacement gas valve for Ideal Classic, Henrad and Optia appliances.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal gas valve propane,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/51/439651_wm.jpg,,N,"FF 250, FF 260 P, FF 350 LF, FF 360, FF 380 P, SE 12 FF, SE 15 P FF, SE 24 FF (Silver), Slimline FF 330, Slimline FF 340, Slimline SE 18 FF, WH LX 50 FF, FF 280, FF 350 P, LX FF 260, LX FF 280, SE 15 FF (Silver), SE 15 P FF (Silver), SE 18 P FF, Slimline",Gas Assembly,"Classic, Henrad, Optia",n/a,172006,Gas Valve,N,"SE 21 FF (Silver),FF 340 LF,LX FF 280,SE 24 P FF,SE 15 FF (Silver),FF 360 LF,SE 15 P FF (Silver),FF 370,SE 18 P FF (Silver),FF 350,FF 240,SE 21 FF,FF 340,SE 18 P FF,FF 280,FF 350 P,FF 380,FF 270,SE 30 FF,SE 15 FF,FF 275 P,LX FF 260,LX FF 260 P,LX FF 230",,,,,,,,,,
330,P797084,Ideal silicon seal 60mm Blue,Ideal,6.78,"An Ideal spare part, this 60mm blue silicone seal is for use in Isar, Esprit 2 and Evo boilers.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal silicon seal 60mm Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/84/797084_wm.jpg,,N,"HE 30, HE 24, HE 35, C22/24, C22/35, HE 24 + Programmer, C22/30, HE 35, HE 35 + Programmer, HE 30, HE 24, HE 30 + Programmer",Various,Programmer,n/a,176570,Seal,N,"C22/35,C22/24,HE 30 + Programmer,HE 24,HE 35,HE 24 + Programmer,C22/30,HE 30,HE 35 + Programmer",,,,,,,,,,
331,P406542,Ideal magnetic flow switch and filter,Ideal,78.95,"This Ideal flow switch and magnetic filter is compatible with Mini and Europa boilers.  The flow switch, or flow meter, has an inbuilt sensor that sits inside heating or hot water system pipework as an important safety mechanism. Designed to sense water flow, the switch feeds information to the boiler's printed circuit board (PCB) to ensure that the burner is not activated when the system is low on water or dry.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal magnetic flow switch and filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/42/406542_wm.jpg,,N,"224, C 28, S 28, HE C32, C 32, C 24, HE C28, S 24, 228, 232, HE C24",Control Panel,"Europa, Mini",E83081,172502,Flow Switch and Filter,N,"C 24,232,C 32,224,S 28,HE C32,228,S 24,HE C24,C 28,HE C28",,,,,,,,,,
332,P729657,Ideal 0020111000 gas valve,Ideal,182.7,"A genuine Ideal part, this gas valve is compatible with Imax boilers.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal 0020111000 gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/57/729657_wm.jpg,,N,"W 45, W 45 P, W 80, W 60, W 60 P, W 100, W 80 P",Gas Assembly,Imax,n/a,174879,Gas Valve,N,,,,,,,,,,,
333,P122234,Ideal Logic heat natural gas LPG conversion kit,Ideal,62.13,"This Ideal conversion kit is a simple solution for converting a boiler from natural gas to LPG. Quick and straightforward to install, with no need for boiler adjustments, the kit contains all the fixtures and fittings required for a complete job.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal Logic heat natural gas LPG conversion kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/34/122234_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/22/34/122231_122234.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Boiler_2_Brochure.pdf,,,,,,,,
334,P412953,Ideal BCC card kit 15kw,Ideal,36.29,"This Ideal BCC card kit is a spare part intended for use in the PCB of Independent, Logic and Logic+ appliances.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal BCC card kit 15kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/53/412953_wm.jpg,,N,"System 30, System 15 IE, System 24, System 24 IE, System 30 IE, + System 15, System 18 IE, System 24, System 30, + System 24, + System 30, System 18, System 15, System 15, + System 18, System 18",Control Panel,"Independent, Logic+, Logic",H83942,175960,BCC Card Kit,N,"System 30,System 30 IE,System 15 IE,System 18 IE,System 18,System 15,System 24 IE,System 24",,,,,,,,,,
335,P729547,Ideal wiring harness kit,Ideal,107.3,"An Ideal wiring harness kit, including O-ring, for Esprit 2, Isar, Evo and Icos boilers.  These groups of wires give the PCB complete control over the boiler's processes and safety protocols.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal wiring harness kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/47/729547_wm.jpg,,N,"HE 30, HE 30, HE 35, C22/35, HE 30 + Programmer, HE 35, System HE 24, HE 24 + Programmer, HE 35 + Programmer, HE 24, System HE 15, C22/24, HE 24, C22/30",Control Panel,"Esprit 2, Isar, Evo, Icos",n/a,174278,Wiring Harness Kit,N,"HE 30 + Programmer,C22/35,C22/24,HE 24 + Programmer,HE 24,HE 35,System HE 24,C22/30,HE 30,System HE 15,HE 35 + Programmer",,,,,,,,,,
336,P406137,"Ideal central heating tap 3/4""",Ideal,41.67,"A spare isolation valve part, this Ideal central heating tap is suitable for use in the Mini and Europa boiler ranges.  Usually situated underneath heating appliances, the isolation valve lets the user regulate the flow of gas and water into a central heating system. It also allows the user to stop the flow in case of a leak or emergency.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.","Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal central heating tap 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/37/406137_wm.jpg,,N,"C 28, 224, 228, 232, HE C24, S 24, HE C32, S 28, C 24, C 32, HE C28",Isolation Valve,"Mini, Europa",n/a,172542,Central Heating Tap,N,"C 24,232,C 32,224,S 28,HE C32,228,S 24,HE C24,C 28,HE C28",,,,,,,,,,
337,P461276,Ideal flexible hose combi,Ideal,33.4,"An Ideal flexible hose for use in the pipework of British/Scottish Gas, Classic, Henrad and Optia boilers.  In a boiler pipework either allows water into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal flexible hose combi,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/76/461276_wm.jpg,,N,"RD1 70, 30 NF, FF 240, FF 260, FF 260 P, FF 340, FF 370, LX FF 230, LX FF 260 P, RS 40, SE 15 FF, SE 15 P FF, SE 30 FF (Silver), Slimline FF 330, WH 100 FF, WH LX 30 FF, FF 60, RD1 50, RD1 80, 80 NF, Combi 280, FF 330, FF 350 P, LX RS 240, LX RS 245 P, R",Hydraulics,"British/Scottish Gas, Classic, Henrad, Optia",308505,005713,flexible hose,N,"RS 240,FF 260 P,LX RS 230,LX RS 250,FF 260,60 NF,FF 360,FF 240,FF 340,RD1 70,LX FF 275 P,50 NF,RD1 30,LX RS 255 P,FF 2100,LX FF 230,RS 250,LX FF 270,FF 250 P,LX RS 260,FF 370,FF 380 P,FF 250,80 NFP,FF 230,FF 360 P,50 NFP,RD1 60,RS 255,LX FF 260 P,30 NF",,,,,,,,,,
