,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Pack Quantity,Position,Shower Tray Shape,Style,Warranty,Hazardous,Depth (mm),Floor Mounted,Anti Slip Surface,Material,Riser included,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Range,Weight,Waste Supplied,Feature 9,Feature 10,Attachment 5
209,PD56783,Mira Flight shower tray with 4 upstands and waste 760 x 900mm,Mira,192.3,"Made of highly durable yet lightweight acrylic capped resin stone, the Mira Flight 900 x 760mm four upstand shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a flat to the tray waste for a sleek finish, the Flight lends your bathroom an attractive, modern look while inbuilt BioCote technology provides clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight shower tray with 4 upstands and waste 760 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/83/NW-D56783_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_1192074_W2_B_Flight_Tray_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Flight_Rectangle_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PD13152,Ideal Standard Simplicity low profile shower tray with 4 upstands 1000 x 800mm,Ideal Standard,313.9,"Made of hardwearing acrylic, this Ideal Simplicity 800 x 1000mm low profile rectangular shower tray is a modern choice for a sleek and stylish bathroom. It is supplied with four upstands for easy installation.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Ideal Standard Simplicity low profile shower tray with 4 upstands 1000 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/53/NW-D13151_D13153_wm.jpg,,,,,White/Gloss,,Centre,Rectangular,Contemporary,10 Year,N,50,Yes,Yes,Acrylic,No,L507401,Low Level Shower Tray,N,Hardwearing acrylic construction,Non-slip surface,Includes upstands,Lightweight design,"Strong, rigid base",With waste,10 year warranty,,Simplicity+,,,,,
211,PT04078,Marleton Cross elements low profile tray 1400 x 800 (1),Marleton Cross,192.85,"Providing installers with all the beneifts of a solid cast stone tray at a much lighter weight, the Marleton Cross Elements 1400 x 800mm rectangular shower tray is made of a robust ABS stone. Not only does this shower tray offer a low lift weight, its contoured underside contributes to its easy installation too, providing simplified leg fitting.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Marleton Cross elements low profile tray 1400 x 800 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/78/T04078_wm.jpg,,,,,White,1,Centre,Rectangular,Low Profile,25 Years,N,800,Yes,No,Resin,Yes,XHK,Shower Tray,N,ABS stone construction,40% lighter than high wall stone resin,White finish,Suitable for most enclosure types,Suitable for 90mm high-flow waste,Complies with BS EN 14528,Manufactured in WRAS approved phthalate free materials,,,,,,,
212,PT04179,Marleton Cross abs stone 1700 x 800 (1),Marleton Cross,307.7,"Providing installers with all the beneifts of a solid cast stone tray at a much lighter weight, the Marleton Cross Elements Anti-Slip 1700 x 800mm rectangular shower tray is made of a robust ABS stone. Not only does this shower tray offer a low lift weight, its contoured underside contributes to its easy installation too, providing simplified leg fitting. A tried-and-tested anti-slip surface promotes safety while also providing easy maintenance.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Marleton Cross abs stone 1700 x 800 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/79/T04179_wm.jpg,,,,,White,1,Centre,Rectangular,Flat Top,25 Years,N,800,Yes,Yes,ABS Stone,No,ASXHP,Anti Slip Shower Tray,N,ABS stone construction,40% lighter than high wall stone resin,White finish,Suitable for most enclosure types,Suitable for 90mm high-flow waste,"Anti-slip material, tested in accordance with British Standard BS7976:3 Pendulum slip test",Complies with BS EN 14527,,,,,,,
213,PD08258,Mira Flight Safe low level shower tray no upstands 1000 x 760mm,Mira,200.57,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 1000 x 760mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Safe includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight Safe low level shower tray no upstands 1000 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/58/NW-D08255_D08258_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PD52958,Mira Flight low profile shower tray (4 upstands) 900 x 900mm,Mira,217.93,"Manufactured in a highly durable resin stone great resistance against surface damage, the Mira Flight 900mm square low profile shower tray with corner waste offers unbeatable longevity and an ultra-slimline depth. Supplied with the Mira Rapi-Flo waste and four upstands, this shower tray is ready to install on delivery.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight low profile shower tray (4 upstands) 900 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/58/D52958_wm.jpg,,,,,White,,Corner,Square,No,10 Years warranty,N,900,Yes,No,Tray: Acrylic capped ABS resin stoneWaste: Polypropylene construction with chrome plated dome,No,1.1697.820.WH,Square Shower Tray,N,Increased flexibility for joist configurations,With Mira Rapi-flo waste with 360° waste,Waste offers high flow rate,Hair catcher ensures rapid drainage,BioCote technology reduces bacteria and mould growth by up to 99.9%,Robust acrylic-capped resin stone,"Scratch, chip and discolouration resistant",Slim 40mm profile,Flight,,Yes,White finish,10 year warranty,
215,PT04082,Marleton Cross elements low profile tray 1500 x 900 (1),Marleton Cross,200.14,"A low profile design ideal for sleek, modern bathrooms, the Marleton Cross Elements 1500 x 900mm shower tray has a height of just 40mm and a robust stone resin build. Simply designed and with a smart white finish, this tray will suit the majority of bathroom designs and offers the useful addition of a contoured underside for ease of leg location.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Marleton Cross elements low profile tray 1500 x 900 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/82/T04082_wm.jpg,,,,,White,1,Centre,Rectangular,Low Profile,25 Years,N,900,Yes,No,ABS Stone Resin,No,XHO,Shower Tray,N,ABS stone resin construction,White finish,Suitable for most types of enclosure,Suitable for 90mm high flow wastes,Made with WRAS approved phthalate-free materials,Complies with BS EN 14527,25 year warranty,,,,,,,
216,PD52957,Mira Flight low profile shower tray (4 upstands) 800 x 800mm,Mira,139.5,"Manufactured in a highly durable resin stone great resistance against surface damage, the Mira Flight 800mm square low profile shower tray with corner waste offers unbeatable longevity and an ultra-slimline depth. Supplied with the Mira Rapi-Flo waste and four upstands, this shower tray is ready to install on delivery.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight low profile shower tray (4 upstands) 800 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/57/D52957_wm.jpg,,,,,White,,Corner,Square,Modern,10 Years warranty,N,800,Yes,No,Stone Resin,No,1.1697.819.WH,Square Shower Tray,N,Increased flexibility for joist configurations,With Mira Rapi-flo waste with 360° waste,Waste offers high flow rate,Hair catcher ensures rapid drainage,BioCote technology reduces bacteria and mould growth by up to 99.9%,Robust acrylic-capped resin stone,"Scratch, chip and discolouration resistant",Slim 40mm profile,Flight,,Yes,White finish,10 year warranty,
217,PD13153,Ideal Standard Simplicity low profile shower tray 4 upstands 1200 x 760mm,Ideal Standard,319.97,"Supplied with a 90mm waste and trap, the Ideal Standard 760 x 1200mm low profile shower tray has a slimline rectangular design ideal for modern bathrooms. Installation of this rectangular acrylic tray is easy thanks to the four included upstands. Integral upstands are optionally available, allowing for direct tiling to the tray surface.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Ideal Standard Simplicity low profile shower tray 4 upstands 1200 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/53/NW-D13151_D13153_wm.jpg,,,,,White/Gloss,,Centre,Rectangular,Contemporary,10 Year,N,50,Yes,Yes,Acrylic,No,L507501,Low Level Shower Tray,N,Hardwearing acrylic construction,Non-slip surface,Includes upstands,Lightweight design,"Strong, rigid base",With waste,10 year warranty,,Simplicity+,,,,,
218,PD52959,Mira Flight low profile shower tray (4 upstands) 1000 x 800mm,Mira,237.26,"Manufactured in a highly durable resin stone great resistance against surface damage, the Mira Flight 100 x 800mm rectangular low profile shower tray with corner waste offers unbeatable longevity and an ultra-slimline depth. Supplied with the Mira Rapi-Flo waste and four upstands, this shower tray is ready to install on delivery.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight low profile shower tray (4 upstands) 1000 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/59/D52959_wm.jpg,,,,,White,,Corner,Rectangle,Modern,10-year guarantee,N,1000,Yes,No,Tray: Acrylic capped ABS resin stoneWaste: Polypropylene construction with chrome plated dome,No,1.1697.821.WH,Rectangle Shower Tray,N,Increased flexibility for joist configurations,With Mira Rapi-flo waste with 360° waste,Waste offers high flow rate,Hair catcher ensures rapid drainage,BioCote technology reduces bacteria and mould growth by up to 99.9%,Robust acrylic-capped resin stone,"Scratch, chip and discolouration resistant",Slim 40mm profile,Flight,,Yes,White finish,10 year warranty,
219,PD52960,Mira Flight low profile shower tray (4 upstands) 1200 x 760mm,Mira,237.26,"Manufactured in a highly durable resin stone great resistance against surface damage, the Mira Flight 1200 x 760mm rectangular low profile shower tray with corner waste offers unbeatable longevity and an ultra-slimline depth. Supplied with the Mira Rapi-Flo waste and four upstands, this shower tray is ready to install on delivery.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight low profile shower tray (4 upstands) 1200 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/60/D52960_wm.jpg,,,,,White,,Corner,Rectangle,Modern,10-year guarantee,N,1200,Yes,No,Tray: Acrylic capped ABS resin stoneWaste: Polypropylene construction with chrome plated dome,No,1.1697.822.WH,Rectangle Shower Tray,N,Increased flexibility for joist configurations,With Mira Rapi-flo waste with 360° waste,Waste offers high flow rate,Hair catcher ensures rapid drainage,BioCote technology reduces bacteria and mould growth by up to 99.9%,Robust acrylic-capped resin stone,"Scratch, chip and discolouration resistant",Slim 40mm profile,Flight,,Yes,White finish,10 year warranty,
220,PT03912,Marleton Cross Elements low profile tray 1700 x 700,Marleton Cross,224.97,"A stylish low profile tray, the Marleton Cross Elements 1700 x 700mm shower tray is incredibly lightweight for easier fitting yet offers all the benefits of cast stone. Made using WRAS approved materials, this rectangular shower tray has a simple white finish to blend seamlessly in with the majority of bathroom suites.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Marleton Cross Elements low profile tray 1700 x 700,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/12/T03912_wm.jpg,,,,,White,,Floorstanding,Rectangular,This is a Bath Replacement Tray. The Waste OS ON the 700 Centre Wall,25 Years,N,700,Yes,No,ABS Acylic Capped Stone Resin Shower Tray,No,ST2,Rectangular shower Tray,N,Solid cast construction,White finish,40% lighter than high wall stone resin trays,Nominal 40mm low profile design,Manufactured in the UK,Manufactured using WRAS approved phthalate-free materials,25 year warranty,,Elements,,,,,
221,PD17145,Just Trays Fusion shower tray with 4 upstands 1600 x 800mm White,Just Trays,899.33,"Double-skinned for additional strength, this Just Trays Fusion 800 x 1600mm upstand rectangular shower tray with four upstands is made of a robust ABS-capped acrylic stone resin. Ultra-slimline at 45mm depth and lighter in weight than other stone resin models, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit. It is supplied with a 90mm rapid waste capable of draining 48L away every minute.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion shower tray with 4 upstands 1600 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/45/NW-D17142_D17145_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PD16514,Just Trays Fusion shower tray 1000 x 700mm 40mm White,Just Trays,322.01,"Double-skinned for additional strength, this Just Trays Fusion 700 x 45 x 1000mm flat top rectangular shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion shower tray 1000 x 700mm 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/14/NW-D16514_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PD17161,Just Trays Fusion Anti-Slip anti slip shower tray 1200 x 900 x 40mm White,Just Trays,466.45,"Double-skinned for strength, this Just Trays Fusion Anti-Slip 900 x 45 x 1200mm flat top rectangular shower tray is made of a tough ABS-capped acrylic stone resin. Suitable for fitting flat to the floor or raised up using a JT Merlin riser kit, it has a 90mm rapid waste outlet for 48LPM waste water removal. Treated with a colourless JT exclusive Anti-Slip application, this shower tray provides a safe surface for secure showering.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion Anti-Slip anti slip shower tray 1200 x 900 x 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/61/NW-D17161_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT04085,Marleton Cross elements low profile tray 1800 x 700 (1),Marleton Cross,239.57,"Supplying all the benefits of solid cast stone, the Marleton Cross Elements 1800 x 700mm low profile rectangular shower tray has a slimline silhouette ideal for modern bathrooms. Highly functional, this smart modern shower tray is designed with a contoured underside, allowing for the addition of legs.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Marleton Cross elements low profile tray 1800 x 700 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/82/T03887_04087_04085_04182_wm.jpg,,,,,White,1,Centre,Rectangular,Low Profile,25 Years,N,700,Yes,No,solid cast stone,No,XHR,Shower Tray,N,Suitable for most enclosures,Suitable for 90mm waste,Solid cast stone construction,White colour,40% lighter than a high wall stone resin tray,"Manufactured using WRAS approved, phthalate-free materials",Complies with BS EN 14527,25 year warranty,,,,,,
225,PD02240,Just Trays Square Shower Trays shower tray and waste 800 x 800mm White,Just Trays,152.5,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 800 x 800mm flat top shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Square Shower Trays shower tray and waste 800 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/40/NW-D02240_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PD13156,SIMPLICITY L5078 1400X900 LP TRAY 4 UPS,Ideal Standard,397.49,This contemporary Ideal Standard Simplicity low level rectangular shower tray with four upstands measures 800 x 1400mm.,Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> SIMPLICITY L5078 1400X900 LP TRAY 4 UPS,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/53/D13153_wm.jpg,,,,,White,,N/A,Rectangular,Modern,5 Years,N,910,No,No,Plastic,No,L507801,Low Level Shower Tray,N,"Simplicity shower trays are manufactured from a lightweight stone resin, making them easier to install than a standard tray whilst keeping a modern slimline design",Available in a range of shapes and sizes in both flat top or upstand variants.,,,,,,,Simplicity+,,,,,
227,PD02244,Just Trays Rectangular Shower Trays shower tray and waste 1000 x 900mm White,Just Trays,220.43,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 1000 x 900mm flat top shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Rectangular Shower Trays shower tray and waste 1000 x 900mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/55/NW-D02244_D02255_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PD33536,Just Trays Fusion shower tray 1000 x 760mm White,Just Trays,322.01,"Double-skinned for additional strength, this Just Trays Fusion 760 x 45 x 1000mm flat top rectangular shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline and lighter in weight than other stone resin models, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit. It is supplied with a 90mm rapid waste capable of draining 48L away every minute.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion shower tray 1000 x 760mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/38/NW-D33536_D33538_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PD73789,Just Trays Fusion shower tray and waste 1800 x 800mm,Just Trays,604.98,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 1800 x 800mm flat top shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion shower tray and waste 1800 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/89/NW-D73789_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PD73765,Just Trays Fusion rectangular shower tray with anti slip and waste 1400 x 800mm 40mm White,Just Trays,572.88,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 1400 x 800mm shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion rectangular shower tray with anti slip and waste 1400 x 800mm 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/65/NW-D73765_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PD33896,Just Trays Fusion tray 1500 x 800 x 45mm White,Just Trays,808.02,"Manufactured in an acrylic stone resin and topped with a dual layer of ABS, this Just Trays Fusion 800 x 45 x 1500mm upstand shower tray is supplied with a waste and four upstands for easy, all in one installation. A slimline design, the Fusion's waste is concealed for a sleek finish that suits modern bathrooms perfectly.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion tray 1500 x 800 x 45mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/97/NW-D33895_D33897_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
