,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Range,Evaporator Fans,Hazardous,Power Supply,Supplier Product Code,Type,WEEE Compliant,Connection Size,Pressure,Feature 1,Weight,Defrost,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Pack Quantity,Material Type,Warranty,Material,Amps,Connection Type,Voltage Rating,Display Type,Sensor,Application,Operating Temperature Range (C),Feature 13,Feature 14,Electric Supply,Cable Length (m),IP Rating,Maximum Working Pressure (Bar g),Feature 15
188,P675451,Danfoss EVR15 normally closed valve flare 5/8'' (Pack of 12),Danfoss,136.89,"A direct or servo operated solenoid valve, the Danfoss EVR15 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 5/8"" flare connections.",Refrigeration/Controls/Controls.csv -> Danfoss EVR15 normally closed valve flare 5/8'' (Pack of 12),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/51/NW-675451_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,P675402,Danfoss EVR6 spare part kit,Danfoss,59.86,This Danfoss EVR6 service kit is suitable for use with normally closed solenoid valves.,Refrigeration/Controls/Controls.csv -> Danfoss EVR6 spare part kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/02/NW-675402_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Refrigeration_AC_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,P692377,Eliwell EWTL 300 LCD digital thermostat 1.5mtr,Eliwell,13.48,This Eliwell EWTL300 LCD digital thermostat in black incorporates a 1.5M cable. It requires two 1.5V LR44 batteries.,Refrigeration/Controls/Controls.csv -> Eliwell EWTL 300 LCD digital thermostat 1.5mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/77/NW-692377_wm.jpg,,,,,EWTL,,N,LR44 Battery (Included),T1M1BT0107,LCD Digital Thermostat,N,,,1.5mtr cable length,,,Black colour,Power supply 2x 1.5V LR44 battery,,,,,,,,,,,,,,,,,,,,-50 to 70,,,,,,,
191,P696024,GB Controls evaporator 1 phase fans 4.5A 1 phase ED 4.1KW,GB Controls,608.93,"This GB Controls digital evaporator control panel is part of a range of premium, high specification evaporator control panels with a wide choice of digital controller options.",Refrigeration/Controls/Controls.csv -> GB Controls evaporator 1 phase fans 4.5A 1 phase ED 4.1KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/25/NW-696024_696025_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GB_Controls_GBSE-EEW-01E_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,P670065,Danfoss XGE-4M fan speed controller,Danfoss,123.67,Speed controller.,Refrigeration/Controls/Controls.csv -> Danfoss XGE-4M fan speed controller,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/65/670065_wm.jpg,,,,,,,N,,061H3240,Speed Fan Controller,N,,,Controls fan motors from 0.2 to 3.0 amps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,P674050,Ranco Varifix VL1 varifix compressor refrigerator,Ranco,11.98,This Ranco Varifix VL1 compressor thermostat with 1200mm capillary is suitable for use in a compressor refrigerator.,Refrigeration/Controls/Controls.csv -> Ranco Varifix VL1 varifix compressor refrigerator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/50/NW-674050_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Ranco_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,P672346,"Henry Technologies 5231 pressure relief valve 31bar 1/2x5/8"" (ce ped)",Henry Technologies,69.3,"Protecting refrigeration systems against over-pressure, this Henry Technologies 5231 pressure relief valve (PRV) has 1/2"" NPTF x 5/8"" SAE flare connections. This PRV discharges vapour only and therefore should not be used to vent liquid refrigerant. Back-pressure dependent, the valves are used to discharge to atmosphere.","Refrigeration/Controls/Controls.csv -> Henry Technologies 5231 pressure relief valve 31bar 1/2x5/8"" (ce ped)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/46/NW-672346_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Technologies_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,P674052,Ranco Varifix VL3 varifix for freezer,Ranco,12.26,"Suitable for freezer use, the Ranco Varifix VL3 thermostat with 2M capillary is an international cold control for fast, easy replacement.",Refrigeration/Controls/Controls.csv -> Ranco Varifix VL3 varifix for freezer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/53/NW-674052_674053_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Ranco_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,P675028,Danfoss EVR20/22 normally closed service kit,Danfoss,127.17,This Danfoss EVR20/22 service kit is designed for use with normally closed solenoid valves.,Refrigeration/Controls/Controls.csv -> Danfoss EVR20/22 normally closed service kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/28/NW-675028_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Refrigeration_AC_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,P684992,Danfoss ERC 211  ERC211-Kit controller kit 230v,Danfoss,46.33,ERC211 controller.,Refrigeration/Controls/Controls.csv -> Danfoss ERC 211  ERC211-Kit controller kit 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/92/684992_wm.jpg,,,,,ERC 211,,N,230V,080G3453,ELECTRONIC CONTROLLER C/W 1 PROBE KIT,N,,,230V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,P693948,Danfoss KP17WB high/low pressure automatic convertor switch,Danfoss,110.7,"Designed for use in refrigeration and air conditioning systems, the Danfoss KP17WB low/high pressure switch with 1/4"" flare connection provides protection from low suction pressure or high discharge pressure. It can also be used to start and stop refrigeration compressors and fans on air-cooled condensers. Connecting directly to a single-phase AC motor up to 2kW, the KP1 can alternatively be installed in the control circuit of DC or large AC motors. This device is fitted with a SPDT switch, its position determined by the pressure switch setting and pressure at the connector.",Refrigeration/Controls/Controls.csv -> Danfoss KP17WB high/low pressure automatic convertor switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/48/NW-693948_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lr/tn/Danfoss_PressureSwitches_EU_Dclrtn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_KP_PressureSwitch_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_KP17_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,P692153,Tektroniks Pt1000 refrigeration temperature sensor 6mtr cable,Tektroniks,21.72,"Compatible with controls from all major manufacturers, this Tektroniks replacement temperature sensor incorporates a 6 x 35mm, 316 grade stainless steel bullet end and an arctic-quality PVC two-core cable. It is finished to bare wire ends.",Refrigeration/Controls/Controls.csv -> Tektroniks Pt1000 refrigeration temperature sensor 6mtr cable,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/53/NW-692153_wm.jpg,,,,,,,N,,M22BLU06M0,Temperature Sensor,N,,,Equivalent of RDM and Danfoss (Pt1000) probes,,,Low thermal time constant,Use for sensing air temperature or coil temperature,Blue colour,With 6M cable,,,,,,,,,,,,,,,,,,,,,,6,IP68,,
200,P674991,Danfoss KP15 high/low pressure manual/auto reset switch,Danfoss,88.9,"Designed for use in refrigeration and air conditioning systems, the Danfoss KP15 low/high pressure switch with 1/4"" flare connection provides protection from low suction pressure or high discharge pressure. It can also be used to start and stop refrigeration compressors and fans on air-cooled condensers. Connecting directly to a single-phase AC motor up to 2kW, the KP1 can alternatively be installed in the control circuit of DC or large AC motors. This device is fitted with a SPDT switch, its position determined by the pressure switch setting and pressure at the connector.",Refrigeration/Controls/Controls.csv -> Danfoss KP15 high/low pressure manual/auto reset switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/92/NW-674990_674992_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_9_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Rfrgrtn-AC_Ctrls_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_KP_PressureSwitch_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_KP15-17_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,P672398,"Henry Technologies 5232A straight through pressure relief valve 24.1bar 1/2x3/4""",Henry Technologies,95.32,"The Henry Technologies 5232A 24.1 bar 1/2 x 3/4"" straight through pressure relief valve protects against overpressure in a refrigeration system. This PRV is compatible with HCFC, HFC, HFO, HC and CO2 refrigerants.","Refrigeration/Controls/Controls.csv -> Henry Technologies 5232A straight through pressure relief valve 24.1bar 1/2x3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_p/rv/PRV_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ur/es/Henry_81-82_Brochures.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,P687100,"Johnson Controls F61 bsp liquid flow switch 1""",Johnson Controls,257.09,"Made of brass, this Johnson Controls F61 series 1"" BSP liquid flow switch is a single-pole, double-throw (SPDT) switch for use on fluid lines carrying water, ethylene glycol or other non-hazardous fluids. This switch can be wired to energise one device and de-energise another powered from the same source when fluid flow exceeds or drops below a set flow rate.","Refrigeration/Controls/Controls.csv -> Johnson Controls F61 bsp liquid flow switch 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/00/NW-687100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Johnson_Controls_F61_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Johnson_Controls_F61_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Johnson_Controls_F61_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,P693666,Danfoss KP15 high/low pressure with auto/manual reset switch,Danfoss,95.8,"Designed for use in refrigeration and air conditioning systems, the Danfoss KP15 low/high pressure switch with 1/4"" flare connection provides protection from low suction pressure or high discharge pressure. It can also be used to start and stop refrigeration compressors and fans on air-cooled condensers. Connecting directly to a single-phase AC motor up to 2kW, the KP1 can alternatively be installed in the control circuit of DC or large AC motors. This device is fitted with a SPDT switch, its position determined by the pressure switch setting and pressure at the connector.",Refrigeration/Controls/Controls.csv -> Danfoss KP15 high/low pressure with auto/manual reset switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/66/NW-693666_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_9_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Rfrgrtn-AC_Ctrls_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_KP_PressureSwitch_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_KP15-17_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,P692396,Eliwell NSD NSDHA00B39102 mini high pressure switch with automatic reset 20/26bar,Eliwell,11.39,"Designed to protect refrigeration systems, the Eliwell NSD high pressure switch with 1/4"" flare connection works via the setting of high or low pressure limits. With a stainless steel control element for a long, high performance life, this switch is suitable for refrigeration systems, residential and commercial air conditioning, automotive use and installation in ice machines. Additionally, NSD can be used in hydraulic or steam systems, or in air compressors and industrial equipment.",Refrigeration/Controls/Controls.csv -> Eliwell NSD NSDHA00B39102 mini high pressure switch with automatic reset 20/26bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/96/NW-692396_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Eliwell_NSD_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Eliwell_NSD_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,P674988,Danfoss KP5 high pressure manual reset switch 8.0/32bar,Danfoss,50.8,"Designed for use in refrigeration and air conditioning systems, the Danfoss KP5 high pressure switch with 1/4"" flare connection provides protection from low suction pressure or high discharge pressure. It can also be used to start and stop refrigeration compressors and fans on air-cooled condensers. Connecting directly to a single-phase AC motor up to 2kW, the KP1 can alternatively be installed in the control circuit of DC or large AC motors. This device is fitted with a SPDT switch, its position determined by the pressure switch setting and pressure at the connector.",Refrigeration/Controls/Controls.csv -> Danfoss KP5 high pressure manual reset switch 8.0/32bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/88/NW-674988_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_9_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Rfrgrtn-AC_Ctrls_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Danfoss_KP_PressureSwitch_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_KP_PressureSwitch_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,P624496,Danfoss T2 flare/solder thermostatic expansion valve R452A,Danfoss,43.66,"Used to regulate the injection of R452A refrigerant into an evaporator, the Danfoss T2 3/8 x 1/2"" thermostatic expansion valve is particularly well suited to liquid injection in dry evaporators where the superheat at the evaporator's outlet is proportional to evaporator load.",Refrigeration/Controls/Controls.csv -> Danfoss T2 flare/solder thermostatic expansion valve R452A,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/96/NW-624496_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_T2_TE2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,P605017,"Henry Technologies V vibration eliminator 3/4""",Henry Technologies,25.96,"Designed to absorb compressor vibration, the Henry Technologies V series 3/4"" vibration eliminator helps to prevent damage to system equipment or pipework. It is constructed of a deep pitch corrugated hose covered with a stainless steel braid reinforced by ferrules at each end and connects to copper tube ends via a high temperature braze alloy.","Refrigeration/Controls/Controls.csv -> Henry Technologies V vibration eliminator 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/22/NW-605015_605022_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,P674992,Danfoss KP15 high/low pressure automatic reset switch,Danfoss,91.9,"Designed for use in refrigeration and air conditioning systems, the Danfoss KP15 low/high pressure switch with 1/4"" flare connection provides protection from low suction pressure or high discharge pressure. It can also be used to start and stop refrigeration compressors and fans on air-cooled condensers. Connecting directly to a single-phase AC motor up to 2kW, the KP1 can alternatively be installed in the control circuit of DC or large AC motors. This device is fitted with a SPDT switch, its position determined by the pressure switch setting and pressure at the connector.",Refrigeration/Controls/Controls.csv -> Danfoss KP15 high/low pressure automatic reset switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/92/NW-674990_674992_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_9_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Rfrgrtn-AC_Ctrls_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_KP_PressureSwitch_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_KP15-17_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,P674277,Henry Technologies SDK2-27.6BAR-CE safety device kit 27.6bar,Henry Technologies,518.86,"At Henry Technologies we strive to make failure impossible. But this uncompromising standard is only as good as our quality assurance process. If a product doesn’t pass our intensive screening process, it doesn’t earn the Henry imprimatur.",Refrigeration/Controls/Controls.csv -> Henry Technologies SDK2-27.6BAR-CE safety device kit 27.6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/77/674277_wm.jpg,,,,,,,N,,SDK2-27.6BAR-CE,Safety Device Kit,N,27.6,27.6,Sdk2 kits includes 2 of sdk1 kit products and 1 925 three way valve,1722.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,
210,P693636,Danfoss BG BG012DS coil with DC terminal box 12v 20w,Danfoss,43.1,"Designed for aggressive environments, the Danfoss BG 20W 12VDC solenoid coil is capable of operating in high humidity and temperature fluctuations, making it ideal for use in refrigeration systems. With a clip-on fastening system, this coil ensures faultless and simple installation. Simply dismounted with a screwdriver, the coil is mounted with no need for tools whatsoever.",Refrigeration/Controls/Controls.csv -> Danfoss BG BG012DS coil with DC terminal box 12v 20w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/37/NW-693636_693637_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Solenoid_Coil_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_BB_BE_BF_BG_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_BB_BE_BF_BG_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,P694051,Danfoss Cartridge Pressure Switch ACB pressure switch,Danfoss,9.8,"A compact disc-type design with fixed set points, this Danfoss ACB cartridge pressure switch is designed for long-term use in refrigeration and air conditioning systems. Providing automatic or manual reset limit protection, this cartridge offers a high degree of protection in a compact, lightweight package, meaning it's suitable for mounting directly onto a refrigeration system. The Danfoss ACB cartridge switch incorporates 1/4"" flare connection.",Refrigeration/Controls/Controls.csv -> Danfoss Cartridge Pressure Switch ACB pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/51/NW-694051_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_ACB_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_ACB_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_ACB_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,P675036,"Danfoss NRV22S solder check valve 7/8""",Danfoss,77.98,"NRV and NRVH can be used in liquid, suction and hot gas lines in refrigeration and air conditioning plants with fluorinated refrigerants. NRV and NRVH can be supplied with flare and solder connections. They are also available with oversize solder connections providing flexibility in the use of check valves.","Refrigeration/Controls/Controls.csv -> Danfoss NRV22S solder check valve 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/23/693823_wm.jpg,,,,,,-,N,,020-1020,Check Valve,N,7/8,,NRV,,,copper solder connections,angleway,Max working pressure = 46 bar Max test pressure = 60 bar Temperature of the medium: -50 - +140°C,,,,,,,,,,Ductile Iron,1 year,Ductile Iron,,,,,,,,,,,,,,
213,P674985,Danfoss KP1 low pressure switch -0.9/7.0bar,Danfoss,54.3,"Designed for use in refrigeration and air conditioning systems, the Danfoss KP1 low pressure switch with 1/4"" flare connection provides protection from low suction pressure or high discharge pressure. It can also be used to start and stop refrigeration compressors and fans on air-cooled condensers. Connecting directly to a single-phase AC motor up to 2kW, the KP1 can alternatively be installed in the control circuit of DC or large AC motors. This device is fitted with a SPDT switch, its position determined by the pressure switch setting and pressure at the connector.",Refrigeration/Controls/Controls.csv -> Danfoss KP1 low pressure switch -0.9/7.0bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/85/NW-674984_674985_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_9_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Danfoss_KP_PressureSwitch_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_KP_PressureSwitch_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_CoolingSegment_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
