,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Attachment 12,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Finish,Feature 11,Feature 12,Feature 13
10,PA05406,Nabis Alia monobloc basin mixer tap,Nabis,43.49,"Manufactured in robust brass, the Nabis Alia monobloc bath filler is finished in bright, shiny chrome. This smart fixed spout tap, suitable for installation in both low and high pressure systems, has a neat modern design to suit most contemporary bathrooms.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Alia monobloc basin mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/06/A05406_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05406_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Alia_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PC58116,"Swan Lever quarter turn bath pillar taps 3/4"" chrome",Swan,21.76,"Swan pillar tap is manufactured to the highest possible standards and designed with a focus on functionality. Provides the user with a high quality, hard-wearing features backed up with a 5 year guarantee for extra peace of mind.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Swan Lever quarter turn bath pillar taps 3/4"" chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/16/NW-C58116_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C58116_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Swan_C58100101115116109110_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PC69080,Bristan Orta basin mixer tap and clicker waste Chrome Plated,Bristan,77.72,"Uniquely designed for a modern bathroom, the Bristan Orta basin mixer with clicker waste offers a dynamic forward slant combined with a classic chrome finish. Suitable for all plumbing systems, this contemporary deck-mounted tap is constructed in long lasting brass.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Orta basin mixer tap and clicker waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/80/NW-C69080_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C69080_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Orta_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C69080_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PA05402,Nabis Alia deck mounted 3/4-turn bath filler mixer tap with ceramic disc,Nabis,49.75,"Manufactured in robust brass, the Nabis Alia deck-mounted bath filler is finished in bright, shiny chrome. This smart fixed spout tap, suitable for installation in both low and high pressure systems, has a neat modern design to suit most contemporary bathrooms.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Alia deck mounted 3/4-turn bath filler mixer tap with ceramic disc,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/02/NW-A05402_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Alia_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05402_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PC58101,"Swan Standard bath pillar taps 3/4"" chrome",Swan,23.49,"Swan pillar tap is manufactured to the highest possible standards and designed with a focus on functionality. Provides the user with a high quality, hard-wearing features backed up with a 5 year guarantee for extra peace of mind.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Swan Standard bath pillar taps 3/4"" chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/01/NW-C58101_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C58101_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Swan_C58100101115116109110_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PQ97342,Hansgrohe Ecostat exposed thermostatic bath shower mixer tap Chrome Plated,Hansgrohe,521.08,"Made of high quality materials and packed with features, the Hansgrohe Ecostat bath mixer is designed for exposed installation and is ideal for luxury bathrooms. With AirPower technology users will enjoy softly aerated, splash-free spray while a ceramic cartridge makes control effortlessly precise. The QuickClean rub-clean aerator makes removal of limescale easy, keeping this smart chrome wall-mounted bath tap clean and shining for years.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Hansgrohe Ecostat exposed thermostatic bath shower mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/42/NW-Q97342_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hansgrohe_Ecostat_13114000_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_ThermostatAssy_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PQ97190,Hansgrohe Focus single lever basin mixer tap,Hansgrohe,191.48,"Using up to 60% less water than most conventional taps, the clever deck-mounted Hansgrohe Focus basin mixer tap is the ideal choice for eco-friendly family bathrooms. Operated using a simple single lever with an internal ceramic cartridge for smoother turning, and supplied with a matching pop-up waste, this minimalist mixer has a neat, clean chrome finish. Additionally, the Focus's integrated QuickClean system removes limescale for cleaner, more efficient use.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Hansgrohe Focus single lever basin mixer tap,,Basin mixer;Waste set,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/90/NW-Q97190_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_FocusChainPlugSvs_Istrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ct/Hansgrohe_FocusFixingSet_Svs_Instrct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hansgrohe_Focus_31730000_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_PullRod_Svs_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_SvcsSet_Svs_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Mixer_Assy_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Aerator_Svs_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_FocusCartridgeSvs_Istrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Flange_Svs_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Hose_Svs_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Handle_Svs_Instrctn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PC68069,Deva Sequential sequential thermostatic basin mixer tap,Deva,217.87,"Made of brass with a neat chrome finish, the Deva Sequential mono basin mixer tap offers TMV3 thermostatic safety, making it ideal for family use. Suitable for use in any plumbing system, this mixer is operated via sequential flow and temperature control for ease of use.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Deva Sequential sequential thermostatic basin mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/69/NW-C68069_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_SOL003_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PD77382,Bristan 1901 3 tap hole basin mixer tap with pop up waste Chrome Plated,Bristan,296.4,"Finished in bright, glossy chrome, this Bristan 1901 basin mixer with pop-up waste is made of durable brass. Suitable for all plumbing systems, this deck-mounted, Edwardian-inspired tap is an ideal choice for bathrooms in period homes.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan 1901 3 tap hole basin mixer tap with pop up waste Chrome Plated,,Basin mixer;Pop up waste,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/82/NW-D77382_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_1901_Basinmixer_CD_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77382_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_548889_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PQ97232,Hansgrohe Focus basin mixer without chain pop up waste Chrome Plated,Hansgrohe,133.6,"An innovative eco-friendly choice for the modern bathroom, the Hansgrohe Focus basin mixer employs EcoSmart technology to help homeowners use up to 60% less water when compared to conventional taps. This modern deck-mounted mixer tap works smoothly thanks to its ceramic cartridge while the integrated QuickClean system keeps internal limescale at bay. Suitable for use with continuous flow water heaters, the Focus basin mixer has a neat chrome finish to suit most interior schemes.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Hansgrohe Focus basin mixer without chain pop up waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/32/NW-Q97232_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_FocusChainPlugSvs_Istrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ct/Hansgrohe_FocusFixingSet_Svs_Instrct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_SvcsSet_Svs_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Mixer_Assy_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Aerator_Svs_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_FocusCartridgeSvs_Istrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ct/Hansgrohe_FocusSafeWaterAssy_Istrct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Flange_Svs_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Hose_Svs_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Handle_Svs_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hansgrohe_Focus_31733000_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PC22712,Bristan Sonique sequential exposed valve mixer shower and kit,Bristan,109.0,"Supplied with all required parts for easy installation, the Bristan Sonique exposed mini valve shower has a modern, angular design well-suited to contemporary bathrooms and incorporates thermostatic technology for reliably comfortable and safe showering.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Sonique sequential exposed valve mixer shower and kit,,Shower Valve;2x long elbows;2x covers;2x filters;Green flow regulator;Yellow flow regulator;2x backplate fixings;Showerhead;2x sealing washers;Shower hose;Riser rail;4x riser rail fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/12/NW-C22712_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/uc/Bristan_Sonique_Capri_Acute_Instruc.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C22712_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C22712_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PA05040,Nabis thermostatic bath shower mixer,Nabis,112.65,"A simple choice for hassle-free bathroom re-designs, this Nabis shower kit includes everything you'll need for fast, easy fitting. This kit includes a shower handset, hose and wall bracket as well as a thermostatic bath/shower mixer for safe, scald-free showering.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis thermostatic bath shower mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/40/NW-A05040_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_A05040_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Nabis Shower Spare Parts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05033-A05060_Shower_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PC22711,Bristan Frenzy cool touch bar valve shower multi-mode kit,Bristan,69.0,"Suitable for all plumbing systems but performing best in a balanced system, the Bristan Frenzy thermostatic surface-mounted bar shower valve is supplied with an adjustable riser kit. Ensuring safe showering for the whole family, this valve incorporates a thermostatic cartridge which will maintain the temperature to ±1°C, reacting to changes in incoming temperature or pressure to ensure an always stable outlet temperature.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Frenzy cool touch bar valve shower multi-mode kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/11/NW-C22711_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C22711_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Frenzy_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C22711_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PC43097,Deva Commercial non concussive basin taps Chrome Plated,Deva,60.16,"The ideal choice for a public bathroom, this Deva Commercial basin tap saves water and minimises nuisance use thanks to its pre-set ten second shut-off. Deck-mounted, this tap is made of robust brass with a smart chrome finish.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Deva Commercial non concussive basin taps Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/97/NW-C43097_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_NCT001_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PD10029,"Bristan 1901 basin pillar taps 1/2"" ceramic disc valves Chrome Plated pack",Bristan,73.99,"Finished in bright, glossy chrome, these Bristan 1901 basin taps, supplied with pop-up waste, are made of durable brass. Suitable for all plumbing systems, this pair of deck-mounted, Edwardian-inspired taps is an ideal choice for bathrooms in period homes.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan 1901 basin pillar taps 1/2"" ceramic disc valves Chrome Plated pack",,"2 x Taps, 2 x Metal Washers, 2 x Black Rubber Washers, 1 x Fitting Instructions",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/78/NW-D77378_wm.jpg,,,,,,,,,,,,,Chrome/Metallic,8.2 L/min at 0.2 bar45.4 L/min at 5 bar,0.2,65,85,1901,Traditional,5 Years,N,121,Low,No,No,Yes,Fixed,Deck,Cross,Brass,2,D10029 PK,Basin tap,N,Precise glide,Chrome finish,Matching taps and showers available,Secure fix,Long life 1/4 turn ceramic disc valves,Metal handles,Metal back nuts for durability,Chrome-plated to BS EN 248,"Flow rate 15.9LPM at 0.2 bar, 79.6LPM at 5 bar",5 year warranty,,,,
25,PJ97814,Grohe Euroeco Cosmopolitan T cosmopolitan self closing pillar tap,Grohe,96.2,"Fitted with SlikMove technology for smooth and precise use, the Grohe Euroeco Cosmopolitan T pillar tap includes three adjustable flow times for greater economy and convenience and features EcoJoy for reduced water waste with no loss of performance. This tap has been finished in StarLight chrome, Grohe's easy clean coating designed to resist scratching and tarnishing.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Grohe Euroeco Cosmopolitan T cosmopolitan self closing pillar tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/14/NW-J97814_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Euroeco_Cosmo_T_36265000_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Grohe_Product_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_36265_36266_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PC58115,* @ SWAN QT LEVER 1/2IN BASIN PILLARS CP,Swan,16.76,"Swan pillar tap is manufactured to the highest possible standards and designed with a focus on functionality. Provides the user with a high quality, hard-wearing features backed up with a 5 year guarantee for extra peace of mind.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> * @ SWAN QT LEVER 1/2IN BASIN PILLARS CP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/15/NW-C58115_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Swan_C58100101115116109110_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C58115_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PC58118,* @ SWAN Q LVR 1/2IN H/NECK SNK PILLAR CP,Swan,24.0,"Swan pillar tap is manufactured to the highest possible standards and designed with a focus on functionality. Provides the user with a high quality, hard-wearing features backed up with a 5 year guarantee for extra peace of mind.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> * @ SWAN Q LVR 1/2IN H/NECK SNK PILLAR CP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/18/NW-C58118_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Swan_C58103_112_118_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C58118_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PD38202,Ideal Standard Cerabase single lever basin mixer with click waste and bluestart technology,Ideal Standard,75.14,"Supplied complete with clicker waste, the Ideal Standard Cerabase basin mixer tap is operated via a simple single lever handle. This smart deck-mounted tap is fitted with a range of efficient technologies, including Bluestart and an eco-friendly flow regulator.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Ideal Standard Cerabase single lever basin mixer with click waste and bluestart technology,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/02/D38202_wm.jpg,,,,,,,,,,,,,Chrome,5L,50kPa,N/A,106,,lever handle mixer,5 Years,N,142,,No,Yes,Yes,Fixed,Deck,Lever,Brass,,BD054AA,Single lever basin mixer,N,With clicker waste,Lever operated,Bluestart technology for efficient use,Eco flow regulator saves water,100% recycled brass,Uses no single-use plastic,German engineered,Brass construction,Chrome finish,5 year warranty,,,,
