,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Standards,Supplier Product Code,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Type,Attachment 4
84,PF66914,Polypipe SB403:B 135deg double socket offset bend 110mm Black,Polypipe,51.87,"Suitable for domestic use, this Polypipe 135° offset socket bend is made of black PVC-U and incorporates 110mm push-fit x solvent weld connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Polypipe SB403:B 135deg double socket offset bend 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/14/NW-F66914_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PF14614,Center CB 112.5deg top offset bend 110mm Black,Center CB,31.25,"Center CB top offset bend is made of plastic. The 110mm PVC-U Center push-fit soil system offers a complete range of push-fit fittings. This time saving system is quick and easy to install as it is simply pushed together on site, making it the system of choice for countless installations.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Center CB 112.5deg top offset bend 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/14/NW-F14614_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PF59300,Wavin OsmaSoil 45deg double solvent-weld bend 110mm Black,Wavin,36.53,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm 45° bend is made of black PVC-U with durable and reliable solvent weld connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin OsmaSoil 45deg double solvent-weld bend 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/00/NW-F59300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PQ97386,Wavin Wavin OsmaSoil 45deg PVC-U bend (SW/S) 110mm Grey,Wavin,39.57,"Made of grey PVC-u, this Wavin OsmaSoil 110mm 45° bend is fitted with solvent weld x socket connections. Supplying efficient waste water removal, the OsmaSoil system has a compact design for flexible, space saving installation.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin Wavin OsmaSoil 45deg PVC-U bend (SW/S) 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/86/NW-Q97386_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/c-/21/Osma_SoilWaste-PIM-Dec-21.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PF87165,Marley dBlue 90deg MPD bend 110mm Dark Blue,Marley,30.61,"Offering secure fitting, this Marley dBlue 90° short radius bend in dark blue is designed with reliable 110mm push-fit x plain end connections. With three layers, the dBlue acoustic system provides reliable soundproofing, making it ideal for domestic use, as well as hospital and hotel installation.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Marley dBlue 90deg MPD bend 110mm Dark Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-F87165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PQ97384,Wavin Wavin OsmaSoil 90deg PVC-U bend (D/SW) 110mm Grey,Wavin,36.58,"Made of grey PVC-u, this Wavin OsmaSoil 110mm 90° bend with solvent socket connections is suitable for use in both domestic and commercial installations.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin Wavin OsmaSoil 90deg PVC-U bend (D/SW) 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/84/NW-Q97384_wm.jpg,,,,Grey,110mm,Solvent Socket,110mm,Wavin OsmaSoil,1 year,0.3Kg,N,,Polyvinyl Chloride Unplasticized (PVC-U),BS EN 1329-1:2000,4S461G,N,,With two solvent weld sockets,87.5 degree bend,secure jointing method,,,,,,,,,,,Bend,
90,PF66611,Polypipe 92.5deg bend 82mm Grey,Polypipe,49.64,"Suitable for domestic use, this Polypipe 92.5° single socket bend is made of grey PVC-U and incorporates 82mm push-fit x solvent weld connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Polypipe 92.5deg bend 82mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/11/NW-F66611_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PF57702,Geberit HDPE 91.5deg HDPE bend 110mm,Geberit,6.63,"Made of high density polyethylene (HDPE), this Geberit HDPE 110mm solvent weld pipe is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Geberit HDPE 91.5deg HDPE bend 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/02/NW-F57702_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PF02077,Geberit Silent-db20 88.5deg elbow 110mm,Geberit,10.62,"Ideal for use in projects requiring high levels of sound insulation, this Geberit Silent-db20 88.5° bend is made of mineral-reinforced polyethylene (PE-S2) and offers 110mm solvent weld connections. This fitting is suitable for use in premium residential buildings and hotels as well as in hospitals, retirement and nursing homes.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Geberit Silent-db20 88.5deg elbow 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/77/NW-F02077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PF66915,Polypipe 135deg single socket offset bend 110mm Black,Polypipe,41.49,"Suitable for domestic use, this Polypipe 135° offset socket bend is made of black PVC-U and incorporates 110mm push-fit x solvent weld connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Polypipe 135deg single socket offset bend 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/15/NW-F66915_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PQ66003,Wavin OsmaSoil 45deg single solvent-weld bend 110mm Black,Wavin,39.57,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm 45° bend is made of black PVC-U with durable and reliable socket x plain end connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin OsmaSoil 45deg single solvent-weld bend 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/03/NW-Q66003_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PF66860,Polypipe SAB90:G 0-90deg adjustable bend 110mm Grey,Polypipe,79.44,"Suitable for domestic use, this Polypipe 0 - 90° adjustable bend is made of PVC-U and incorporates 110mm push-fit x solvent weld connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Polypipe SAB90:G 0-90deg adjustable bend 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/60/NW-F66860_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PQ64213,Wavin OsmaSoil 92.5deg bend 110mm Grey,Wavin,37.2,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm 87.5° bend is made of grey PVC-U with durable and reliable 110 x 100mm socket x plain end connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin OsmaSoil 92.5deg bend 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/13/NW-Q64213_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PW12052,Saint Gobain Ensign Soil EF002 45deg short radius bend 125mm,Saint Gobain,28.31,"This Saint Gobain Ensign Soil EF002 100mm 45° bend is made of cast iron with a red protective finish and spigot x spigot connections. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Saint Gobain Ensign Soil EF002 45deg short radius bend 125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/52/NW-W12052_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PQ64022,Wavin OsmaSoil reducer bend 50 x 40mm White,Wavin,8.55,"Suitable for domestic or commercial use, this Wavin OsmaSoil 50mm reducer bend is made of white PVC-U with durable and reliable 50 x 40mm push-fit x socket connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin OsmaSoil reducer bend 50 x 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/22/NW-Q64022_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PQ66876,Osma 90deg PVC-U spigot bend trap 110mm White,Osma,41.32,This Osma spigot bend trap is made of white PVC-U with 110mm socket x plain end connections. Osmas's comprehensive PVC-U soil system for sanitary waste removal is available in a range of colours and sizes with push-fit and solvent weld joints offered.,Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Osma 90deg PVC-U spigot bend trap 110mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/76/NW-Q66876_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC-U_Pipe_Fittings_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PF29029,"Polypipe Terrain 100 variable spigot socket bend 4"" Grey",Polypipe,86.41,"Suitable for use in commercial building services, this Polypipe Terrain 100 variable spigot/socket coil bend with 110mm solvent weld connections is made of grey PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Polypipe Terrain 100 variable spigot socket bend 4"" Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/29/NW-F29029_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PQ66421,Wavin OsmaSoil 87.5deg soil and waste single long tail bend Black,Wavin,42.03,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm 87.5° long tail bend is made of black PVC-U with durable and reliable 110 x 100mm solvent weld x plain end connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin OsmaSoil 87.5deg soil and waste single long tail bend Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/21/NW-Q66421_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PQ64177,Wavin OsmaSoil 135deg bend 110mm Black,Wavin,37.2,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm 45° bend is made of black PVC-U with durable and reliable 110 x 100mm socket x plain end connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin OsmaSoil 135deg bend 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/77/NW-Q64177_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PQ64217,Wavin OsmaSoil 105deg bend 110mm Grey,Wavin,41.19,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm 30° bend is made of grey PVC-U with durable and reliable 110 x 100mm socket x plain end connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin OsmaSoil 105deg bend 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/17/NW-Q64217_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PQ64242,Wavin OsmaSoil 92.5deg solvent bend 110mm Grey,Wavin,36.62,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm 87.5° bend is made of grey PVC-U with durable and reliable socket x plain end connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin OsmaSoil 92.5deg solvent bend 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/42/NW-Q64242_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PQ66447,Wavin OsmaSoil 45deg bend White,Wavin,37.2,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm 45° bend is made of white PVC-U with durable and reliable 110 x 100mm socket x plain end connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin OsmaSoil 45deg bend White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/47/NW-Q66447_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PQ64176,Wavin OsmaSoil 92.5deg bend 110mm Black,Wavin,37.2,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm 87.5° bend is made of black PVC-U with durable and reliable 110 x 100mm socket x plain end connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin OsmaSoil 92.5deg bend 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/76/NW-Q64176_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PF72125,Saint Gobain Timesaver GT02 87.5deg short radius plain bend 100mm,Saint Gobain,53.85,"Made of cast iron, this Saint Gobain Timesaver GT02 100mm 87.5° bend with short radius incorporates spigot x spigot connections. The Timesaver drainage system offers a range of extremely high strength fittings ideal for below ground applications.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Saint Gobain Timesaver GT02 87.5deg short radius plain bend 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/25/NW-F72125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PF39893,Marley Solvent Waste 45deg spigot bend 50mm White,Marley,4.46,"Made of white PVC-c, this Marley Solvent Waste 50mm 45° spigot bend can be used in both internal and external projects.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Marley Solvent Waste 45deg spigot bend 50mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/a3/2w/KBA32W_wm.jpg,,,,White,50mm,Solvent Socket/Spigot,50mm,Solvent Waste,1 year,0.105Kg,N,,Polyvinyl Chloride (PVC-c),BS 5255,KBA32W,N,,White colour,High quality finish,Suitable for all types of commercial or domestic installation,Meets BS 5255,1 year warranty,,,,,,,,,Bend,
109,PF66814,Polypipe 135deg double socket offset bend 110mm Grey,Polypipe,51.87,"Suitable for domestic use, this Polypipe 135° offset socket bend is made of grey PVC-U and incorporates 110mm push-fit x solvent weld connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Polypipe 135deg double socket offset bend 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/14/NW-F66814_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
