,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Pack Quantity,Range,Hazardous,Dimensions (L x W x D),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Attachment 1,Colour,Material,Size,Application,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Drive,Connection Type,Handle Type,Weight,Power Supply,Feature 10,Feature 11,Feature 12,Feature 13,Attachment 2,Diameter,Head Material,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Length (M),Warranty
98,P581261,JET Range hemp dispenser 80g,JET Range,8.41,Jet traditional hemp can be used in conjunction with virgin white product for the perfect seal every time. Available in handy dispensers.,Trade Essentials/Hand Tools/Hand Tools.csv -> JET Range hemp dispenser 80g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/61/581261_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/581260 - 581262 Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,P581262,JET Range hemp spool/refill 80g,JET Range,18.07,Jet hemp is used by plumbers and pipefitters as a filler in conjunction with a thread paste to produce a tight seal on threaded pipes.,Trade Essentials/Hand Tools/Hand Tools.csv -> JET Range hemp spool/refill 80g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/62/581262_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/581260 - 581262 Datasheet.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/581262_Data.pdf,,,,,,,,
100,PT85928,Rothenberger Ropump force pump,Rothenberger,29.53,"Offering excellent pumping power, the Rothenberger Ropump force pump cleaner uses simple water pressure to help remove blockages in domestic pipework. It is suitable for the clearing of blocked sinks, baths or shower trays.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Ropump force pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/28/NW-T85928_wm.jpg,,Ropump,N,,71991,Force Pump,N,Compact yet effective,Removes blockages in pipework using water pressure,For domestic use,,Black / White / Red,Plastic and Polymer,95 mm (L) x 95 mm (W) x 400mm (H),"Remove Blockages In Domestic Pipework, Including Sinks, Baths and Shower Trays",,,,,,,,,,,,,,,,,,,,,,,,
101,PT85830,"Rothenberger Heavy Duty 70154 heavy duty pipe wrench 18""",Rothenberger,96.27,"Screwing, loosening and securing steel pipes up to 73mm in diameter, this Rothenberger 99 x 55mm, 450mm length pipe wrench is suitable for use in a wide range of applications. Withstanding rough site conditions, this wrench has durable forged jaws which, along with its hooks, are easy to replace when worn out, saving on the cost of a whole new wrench.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Heavy Duty 70154 heavy duty pipe wrench 18""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/30/NW-T85830_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PN39439,Rothenberger Rocut plastic pipe shear 0-26mm,Rothenberger,29.16,"These Rothenberger Rocut pipe shears for 0 - 26mm pipes has a stainless steel blade for quick, accurate cutting.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Rocut plastic pipe shear 0-26mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/39/NW-N39439_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PN13843,Nerrad NT4067 adj ratchet action copper/inox tube cutter 35-67mm,Nerrad,155.39,"Supplied complete with a copper cutting wheel, the Nerrad adjustable ratchet action 35 - 67mm tube cutter can also cut through INOX or multilayer pipe using alternative wheel types. With an internally rotating cutting mechanism that rotates independently from the cutter's body, this tool is ideal for working in awkward confined spaces. Meanwhile, an ergonomically designed handle requires minimal effort to operate, even when working single-handedly.",Trade Essentials/Hand Tools/Hand Tools.csv -> Nerrad NT4067 adj ratchet action copper/inox tube cutter 35-67mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/43/N13843_wm.jpg,,,N,,NT4067,Pipe Cutter,N,Ratchet action,For Copper/INOX tube,Suitable for 35 - 67mm pipework,,,,35 - 67mm,Inox/Copper Tube Cutting,Suitable for multilayer tubes up to 10mm thickness using specially designed wheel,,,,,,,,,0.62200,,,,,,,,,,,,,,
104,PN39702,Rothenberger Minicut 2000 minicut 2000 tube cutter 3-22mm,Rothenberger,27.05,"This Rothenberger tube cutter cuts copper, brass, aluminium and thin-walled steel pipes of 3 - 22mm diameters.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Minicut 2000 minicut 2000 tube cutter 3-22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/02/NW-N39702_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,P519475,Wavin Wavin Hep2O HX78/15W hepkey 15mm,Wavin,0.35,"Made of polybutylene (PB), this Wavin Hep2O HX78 15mm HepKey demounting tool is suitable for use in hot and cold flexible plumbing systems accepting push-fit connections. The HepKey allows for easy demounting and adjusting of Hep2O connectors.",Trade Essentials/Hand Tools/Hand Tools.csv -> Wavin Wavin Hep2O HX78/15W hepkey 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/75/NW-519475_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,
106,P688779,Rothenberger Gratfix deburring tool,Rothenberger,27.31,"This Rothenberger Gratfix deburring tool is designed for use on tubes, pipes and the edges of metal sheets.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Gratfix deburring tool,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/79/NW-688779_wm.jpg,,Gratfix,N,,21655,Deburring Tool,N,Suitable for,Copper,Steel,,,Stainless Steel BladePlastic Handle,1 (Dia) x 7 (L),Deburring of Edges Pipes Steel Aluminium Brass Copper sheets Cast Iron Plastic plates Internal reamer,Brass,Aluminium,Sheet plastic,Replacement blade available,,,,,,,,,,,,,,,,,,,,1 year
107,PT64056,Rothenberger Pipeslice Cutter Wheel 8.8803 pipe slice cutter wheel,Rothenberger,3.29,"This Rothenberger replacement cutting wheel or blade is for a pipe slice copper tube cutter. It is compatible with 15, 22 and 28mm diameter pipes.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Pipeslice Cutter Wheel 8.8803 pipe slice cutter wheel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/56/NW-T64056_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PM03562,Geberit Mapress FKM seal ring 22mm Blue,Geberit,1.34,"This Geberit Mapress 22mm blue FKM seal ring is suitable for use in a wide range of applications. Mapress Stainless Steel is an extremely effective supply system with a high molybdenum content, ensuring high corrosion resistance for robust reliability.",Trade Essentials/Hand Tools/Hand Tools.csv -> Geberit Mapress FKM seal ring 22mm Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/63/NW-M03562_M03563_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,P689001,Rothenberger SPK plier set 3 piece,Rothenberger,66.63,"Ideal for twisting pipes or nuts in confined locations, this Rothenberger SPK water pump pliers set includes 175, 250 and 300mm tools. Long and narrow, these pliers are equipped with self-clamping jaws and are non-slip, even on smooth tube surfaces.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger SPK plier set 3 piece,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/01/NW-689001_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rothenberger_Hand Tools_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT86860,Rothenberger Rocal Pro 2 61197R rocal pro 2 flushing pump,Rothenberger,1219.82,"Designed to work with systems of up to 40 radiators over three storeys, the Rothenberger Rocal Pro 2 power flusher has an ultra-high flow rate and instant flow reverse. Flushing out and cleaning central heating systems, this flusher helps you to achieve higher levels of efficiency while protecting from electrolytic corrosion, scale and oxidation. This makes it possible to meet the criteria that guarantees a warranty before replacing a boiler and also ensures an optimised heat output and flow rate.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Rocal Pro 2 61197R rocal pro 2 flushing pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/60/NW-T86860_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Rothenberger_Rocal_Pro_2_Instrcts.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Rothenberger_Roclean_Restorer_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Rothenberger_Roclean_inhibitor_SDS.pdf,,,,
111,PT85921,"Rothenberger Stillson 70355 pipe wrench 24""",Rothenberger,146.71,"Screwing, loosening and securing pipes with diameters of up to 73mm, this Rothenberger Stillson 600mm one-handed pipe wrench offers optimised double suspension for safer self-clamping. It includes a hardened adjusting nut, helping to prevent unintentional adjustment.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Stillson 70355 pipe wrench 24""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/21/NW-T85919_T85921_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PN39440,Rothenberger copper tube cutter 6-35mm,Rothenberger,61.46,"This robust and effective Rothenberger 70027R tube cutter cuts copper, brass, aluminium and thin-walled steel pipes of 6 - 35mm size. Allowing for continuous operation and a smooth finish, the cutter contains a retractable internal pipe deburrer and spare cutter wheel in its handle.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger copper tube cutter 6-35mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/40/NW-N39440_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PN39444,Rothenberger machined groove plier 12mm,Rothenberger,34.99,"Made of steel with a plastic handle, these Rothenberger 300mm grooved water pump pliers incorporate a hard-toothed jaw designed to open up to 60mm.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger machined groove plier 12mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/44/NW-N39444_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PH70822,Spear and Jackson Junior 70-14JR hacksaw,Spear and Jackson,6.61,This Spear and Jackson 70-14JR 260mm junior hacksaw has an epoxy-coated steel frame and Eclipse metal cutting blade.,Trade Essentials/Hand Tools/Hand Tools.csv -> Spear and Jackson Junior 70-14JR hacksaw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/22/NW-H70822_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/SJ_Product_Guide_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PN11061,"Rothenberger Minibender mini bender 1/4-5/16-3/8""",Rothenberger,40.52,"The Rothenberger Minibender tube bender is a two-handed tool for precise bending of soft copper, brass and aluminium tubes. Suitable for use in refrigeration, climate control, oil supply, automobile, hydraulic and air pressure systems, it has a compact design and offers three tube sizes with tight bending radii and a minimum measurement and bending radius display.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Minibender mini bender 1/4-5/16-3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/61/NW-N11061_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PN39442,"Rothenberger SPK water pump plier 7"" Black",Rothenberger,23.46,"Made of steel, these Rothenberger SPK 175mm water pump pliers have jaws opening up to a maximum of 34mm.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger SPK water pump plier 7"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/43/NW-N39442_N39443_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,P519474,Wavin Wavin Hep2O HX78/10W hepkey 10mm,Wavin,0.31,"Made of polybutylene (PB), this Wavin Hep2O HX78 10mm HepKey demounting tool is suitable for use in hot and cold flexible plumbing systems accepting push-fit connections. The HepKey allows for easy demounting and adjusting of Hep2O connectors.",Trade Essentials/Hand Tools/Hand Tools.csv -> Wavin Wavin Hep2O HX78/10W hepkey 10mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/74/NW-519474_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,
118,PN05002,Monument MON1810 autocut pipe cutter 10mm,Monument,20.08,"Ideal for cutting pipes in hard to access spots, this Monument MON1810 pipe cutter cuts copper pipe up to 10mm in diameter.",Trade Essentials/Hand Tools/Hand Tools.csv -> Monument MON1810 autocut pipe cutter 10mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/02/NW-N05002_wm.jpg,,,N,,MON1810,Pipe Cutter,N,For cutting copper pipes in awkward places,Cuts only exact size of copper pipe,Not for use on stainless steel,,,Metal,10mm,For Copper Pipes in Awkward Places,Cuts in single direction,With ratchet handles,,,,,,,,,,,,,,,,,,,,,,
119,PT85831,"Rothenberger aluminium pipe wrench 18""",Rothenberger,149.52,"Traditionally designed, this Rothenberger 450mm pipe wrench is made of aluminium and has its wrench head opening located parallel to the handle. This wrench turns threaded pipe and pipe fittings for easy installation or removal.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger aluminium pipe wrench 18""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/32/NW-T85831_T85832_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT86469,Virax tube cutter 6-35mm,Virax,20.25,"Easy to use, this Virax tube cutter has a soft touch, slip-free knob for comfort precision. It is designed to cut tubes from 3 - 35mm in diameter.",Trade Essentials/Hand Tools/Hand Tools.csv -> Virax tube cutter 6-35mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/69/NW-T86469_wm.jpg,,,N,,210443R,Tube Cutter,N,"Soft touch, non-slip knob",Fast action adjustment,"Quick, tool-less wheel change",,Black / Red,,165 mm (L) x 64 mm (H),For 3-35mm Dia Tubes,4x guide rollers prevent wheel tracking,Retractable rotating reamer with interchangeable blades,Grooved rollers for cutting tight against flanges,Colour-coded end cap indicates material to be cut,,,,,,,,,,,,,,,,,,,,
121,P231557,Rothenberger Adjustable Wide Jaw Wrench 8'',Rothenberger,19.0,"Ideal for use in confined spots, this Rothenberger 210mm adjustable wide jaw wrench has a narrow profile and precision thumbturn adjustment. The wrench's jaw opens to 38mm.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Adjustable Wide Jaw Wrench 8'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/47/NW-T86445_T86447_wm.jpg,,,,,231557 PK,,,Maximum jaw width 38mm,Narrow jaw profile,Precise thumbturn adjustment,,,,,,Calibrated jaws for accurate sizing,Comfortable soft-grip handle,Jaw protectors won't damage polished surfaces,,,,,,,,,,,,,,,,,,,,,
122,PT02781,Rothenberger electrical long nose plier 200mm,Rothenberger,31.27,"Titanium-coated to protect against corrosion, the Rothenberger 200mm electrical long nose plier promises a long life of reliable use. These precision pliers, tested to 1000V and suitable for cutting up to 2.5mm wires, are manufactured in an oil hardened tool steel with forged steel jaws while two-colour soft grip, non-slip insulated handles support comfortable, fatigue-free working, even in confined spaces. This plier features inbuilt lanyard hooks.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger electrical long nose plier 200mm,,1x Electrical Plier,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/81/T02781_wm.jpg,,,N,205 x 28 x 54 mm,1500003168,Hand Tools,N,Protected up to 1000Vper DIN EN/IEC 60900,"Tested up to 10,000V according to DIN EN/IEC 60900",Cutting range includes 2.5mm wires,,,,,,Ideal for use in confined spaces,Ergonomic handles with 3x different grip zones,Optimum grip for fatigue-free working,Induction-hardened cutting edge,Completely forged steel jaws,Durable design,,,,,,Titanium surface protects against corrosion,,,,,,,,,,,,
123,PT86886,Rothenberger Cutting 3 piece pipe slice kit with case 15-22-28mm,Rothenberger,74.16,"Allowing for effortless one-handed use, this Rothenberger pipe slice kit accurately cuts 15, 22 and 28mm copper tube. Rotating within its own radius, this tool can be used in tight, hard to access places and has an automatic self-clamping action for smoother cutting with no risk of deformation.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Cutting 3 piece pipe slice kit with case 15-22-28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/86/NW-T86886_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT85909,Rothenberger universal tube cutter wheels,Rothenberger,5.83,"Made of tough steel, this Rothenberger cutting wheel is suitable for cutting copper, brass, aluminium and thin-walled steel pipes with 6 - 35mm diameters in combination with a tube cutter.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger universal tube cutter wheels,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/09/NW-T85909_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,P690498,"Rothenberger eccentric flare tool kit 1/8-3/4""",Rothenberger,199.44,"This Rothenberger Deluxe flaring tool produces precision 45° single flares on copper tubes certified for R410A. With a spring-loaded slide coupling there's no reduction in wall thickness while the clutch mechanism ensures perfect flares. The tool's flare cone rotates off-centre in needle bearings and allows for controlled expanding and shaping of the tube end without tearing. Drill driven, the Rotherburger Deluxe can produce fast and consistent flares in high-volume environments.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger eccentric flare tool kit 1/8-3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/98/NW-690498_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PH70831,"Spear and Jackson Eclipse Plus 30 hacksaw blades 12"" 24tpi",Spear and Jackson,7.61,"Virtually unbreakable, this Spear and Jackson Eclipse Plus 30 bi-metal hacksaw blade offers the ideal blend of metal cutting performance and safety. It is manufactured with a M2 high speed steel (HSS) cutting edge electron beam-welded to a flexible alloy back.","Trade Essentials/Hand Tools/Hand Tools.csv -> Spear and Jackson Eclipse Plus 30 hacksaw blades 12"" 24tpi",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/31/NW-H70831_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/SJ_Eclipse_Plus_30_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/SJ_Eclipse_Plus_30_Catalogue.pdf,,,,,,,,
127,P519414,Wavin Wavin Hep2O HX79/28W hepkey plus 28mm,Wavin,0.45,"Made of polybutylene (PB), this Wavin Hep2O HX79 28mm HepKey Plus demounting tool is suitable for use in hot and cold flexible plumbing systems accepting push-fit connections. The HepKey allows for easy demounting and adjusting of Hep2O connectors.",Trade Essentials/Hand Tools/Hand Tools.csv -> Wavin Wavin Hep2O HX79/28W hepkey plus 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/14/NW-519414_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,
128,PM90866,Geberit Mapress 91087 pipe cutter 12-35mm,Geberit,90.86,"Made of steel, this Geberit Mapress pipe cutter cuts pipes with 12 - 35mm diameters. A spare cutting wheel is contained in the handle for convenience.",Trade Essentials/Hand Tools/Hand Tools.csv -> Geberit Mapress 91087 pipe cutter 12-35mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/66/NW-M90866_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Geberit_Tooling_ProductGuide_Apr2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
