,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Hazardous,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Range,Warranty,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Dimensions mm (H x W x D),Display Type,Installation Type,Number of Channels,Application,Feature 5,Feature 6,Pack Quantity,Voltage (V),Setting Range,Operating Temperature Range (C),Feature 7,Feature 8,Feature 9,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Diameter,Operating Temperature,Weight,Range For Use With
66,P311131,Honeywell Home DT4 Grey Wired Thermostat,Honeywell Home,40.73,"Designed for compatibility.Can be installed standalone or as a part of an existing system, including conventional and combi boilers.Easy-to-read, energy-efficient LED-based display that turns off when the screen is not in use. Wired or wireless versions to suit almost every installation. Integration with smart devices such as Honeywell Home evohome and the HCC100 underfloor multi-zone controller. Backlit, captive touch buttons. Built in eco-mode to reduce room temperature for a set time period and help save money and the environment. Built in boost mode to increase room temperature for a set time period.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Honeywell Home DT4 Grey Wired Thermostat,,"Product, install guide, wall mount, user guide, screws",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/31/311131_wm.jpg,,,,,N,,,DT40GT21,Thermostat,N,Suitable for zoning/UFH,evohome,Works with heat pumps,Heating and cooling,,,,,SPDT,,,,,,,,101 x 101 x 23.5,,,,"Boiler, Heat Pump, Zoning, UFH, 2-port zone valve",Clear LED display,Coloured icons,,24-230,05-35 Degrees,0-40 Degrees,Easy to use,Modern display,,,,,,,,,
67,P222431,Honeywell Home T6 wall mounted wired smart thermostat,Honeywell Home,116.0,"Easy to install and set up, the Lyric T6 7 day Wi-Fi wired smart thermostat pack provides intuitive, simple control of your heating. Offering compatibility with any 230V on/off boiler, commercial or domestic, this thermostat is also OpenTherm compatible, using TPI or modulating control for improved efficiency. Operated using a simple touchscreen interface, the Lyric T6 is also suitable for smartphone operation, allowing users control of their heating from any location via the Honeywell Home app.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Honeywell Home T6 wall mounted wired smart thermostat,,T6H600WF Honeywell Home T6R smart thermostat;R4H810A Honeywell home receiver box,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/31/222431_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P305245,Siemens easy electronic room thermostat with TPI,Siemens,31.49,"Non-programmable, this Siemens room temperature thermostat is suitable for use in heating or cooling systems. The temperature sensor provides TPI (PID) control of room temperature only in homes, schools or offices, and has a large LCD display for intuitive use. This device is suitable for use with thermal valves or zone valves, combi boilers, gas or oil burners or pump equipment.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Siemens easy electronic room thermostat with TPI,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/45/NW-305245_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Heating_Controls_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_RDH100_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_RDH100_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PC28032,Drayton Digistat 2290M Mains 16A relay with OpenTherm,Drayton,68.2,"Mains powered, the Drayton Digistat thermostat has a 16A relay and OpenTherm outputs. With universal operation and the option of smartphone control, this thermostat offers great flexibility.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Digistat 2290M Mains 16A relay with OpenTherm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/34/NW-C28031_C28034_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_2290M_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Drayton_Digistat_Userguide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Digistat_Thermostat_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P353113,Eph Controls CP4-HW-OT hot water thermostat RF programmable,Eph Controls,108.62,"Digital Rf Programmable Room Thermostat And Receiver Suitable For Controlling 1 Hot Water Zone. It Features Opentherm®, Optimum Start, Tpi And On/Off Control Modes. Boiler Plus Compliant.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Eph Controls CP4-HW-OT hot water thermostat RF programmable,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/13/353113_wm.jpg,,,,,N,,,CP4-HW-OT,Hot Water Thermostat,N,Programmable,Wireless,Open Therm,NTC100K Sensor,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,
71,P336012,Drayton Lifestyle LPSi LP722SI service programmer,Drayton,134.2,"Allowing for independent settings for each day of the week, the Drayton Lifestyle LP722Si 7 day programmer can help provide impressive energy savings for those whose day-to-day life is less predictable, ideal for part time or shift workers. A holiday mode allows temporary shut down while you're away.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Lifestyle LPSi LP722SI service programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/12/NW-336012_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_LP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Lifestyle_LP_LPSI_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P304800,Drayton Wiser WT734R9K0902 thermostat kit 3,Drayton,231.6,"Allowing for convenient control of your heating via the Wiser Heat smartphone app, this Drayton Wiser three-channel thermostat pack is ideal for homes with two heating zones and can be wired into an existing cylinder for hot water control. It is supplied with OpenTherm module and both wall brackets and stands for flexibility of installation.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Wiser WT734R9K0902 thermostat kit 3,,2x room thermostats;2x thermostat wall brackets;2x thermostat stands;4x AA batteries;3-channel Heat HubR;OpenTherm module;Wall plate,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/00/NW-304800_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Wiser_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,P336014,Drayton Lifestyle LPSi service timeswitch,Drayton,111.45,"Providing enhanced combi boiler or zone control, the Drayton Lifestyle LP711Si 7 day time switch offers programming flexibility via an individual day programme, ideal for those users with a less predictable weekly schedule.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Lifestyle LPSi service timeswitch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/14/NW-336014_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_LP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Lifestyle_LP_LPSI_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P304799,Drayton Wiser WT724R9K0902 thermostat kit 2,Drayton,157.91,"Allowing for convenient control of your heating via the Wiser Heat smartphone app, this Drayton Wiser two-channel thermostat pack is suitable for use with a conventional system and can be wired into an existing cylinder for hot water control. It is supplied with an OpenTherm module and both a wall bracket and a stand for flexibility of installation.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Wiser WT724R9K0902 thermostat kit 2,,Room thermostat;Thermostat stand;Thermostat wall bracket;2x AA batteries;2-channel Heat HubR;OpenTherm module;Wall plate,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/99/NW-304799_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Wiser_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,P306685,Danfoss Control Packs Danfoss Control Packs electromechanical dial control pack,Danfoss,112.73,"Helping to streamline your home heating, the easy to install Danfoss Heatplan electromechanical dial control pack includes a motorised valve, a two-channel programmer time switch, a cylinder thermostat, a room thermostat, a receiver and a wiring box assembly.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Danfoss Control Packs Danfoss Control Packs electromechanical dial control pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/85/306685_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RMT_Thermostat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_FP720_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Wireless_Heat_CtrlPack_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_H-Series_Valves_Technical.pdf,,,,,,,
76,P306680,Danfoss Control Packs Danfoss Control Packs programmable mains powered control pack with bypass,Danfoss,223.44,"Helping to streamline your home heating, the easy to install Danfoss Heatplan programmable mains-powered control pack with bypass includes a motorised valve, a room thermostat and a wiring box assembly.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Danfoss Control Packs Danfoss Control Packs programmable mains powered control pack with bypass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/80/306680_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_TP5001_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Elect_Room_Controls_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_TP5001_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Wireless_Heat_CtrlPack_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_H-Series_Valves_Technical.pdf,,,,,,
77,P224925,HW HOME T3 & T4 PROG ROOM STAT CORE PK,Resideo,365.22,TBC,Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> HW HOME T3 & T4 PROG ROOM STAT CORE PK,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/25/224925_wm.jpg,,,,,N,,,224925 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,P305195,Siemens single channel electronic programmer,Siemens,74.42,"Providing individual control of domestic central heating and hot water systems, this Siemens electronic time switch has a service interval function and unique menu-driven programming. Suitable for use in most domestic heating installations, this time switch works with appropriate room or cylinder thermostats and motorised valves for precise time and temperature control.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Siemens single channel electronic programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/95/NW-305195_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/305195_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Siemens_RWB29si_27si_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/305195_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P440973,Danfoss RET2001OT V2 digital room thermostat OpenTherm (1),Danfoss,58.54,"Providing modulating control of OpenTherm compatible gas boilers, the Danfoss RET2001OT-V2 digital room thermostat exchanges data with the boiler rather than using traditional on/off commands. As well as providing more accurate temperature control, this approach minimises modulation to the lowest possible level while increasing the time a boiler spends in the energy saving condensing mode. This thermostat offers ease of operation via a large backlit display and practical setting ring and handy features including a frost protection mode.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Danfoss RET2001OT V2 digital room thermostat OpenTherm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/_a/440972_74_A_wm.jpg,,,,,N,,,087N6478,Open-Therm Room Thermostat,N,Digital temperature selection via setting ring,"With large, easy to read backlit display",Frost protection feature,Holiday mode with setback temperature,,,,,N/A,,,,,,,,86mm x 86mm x 43mm,,,,Room Heating,Maximum and minimum temperature limit settings,,1,24vDC,5 °C to 35 °C,5 °C to 35,,,,,,,,,,,
80,P451058,Secure C1727 2 Channel Wireless Smart Programmable Thermostat Display & Secure WiFi Adaptor,Secure,146.12,"Managing up to two individual zones, the Secure C1727 two-channel wireless smart programmable thermostat is supplied complete with the Secure Wi-Fi adapter for complete control of your heating system via the Secure smartphone app. An all-in-one pack ready for installation, this masterpack includes the thermostat unit, receiver and a plugin Wi-Fi card.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Secure C1727 2 Channel Wireless Smart Programmable Thermostat Display & Secure WiFi Adaptor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/58/NW-451058_wm.jpg,,,,,N,,,NU5000000001,Domestic heating control,N,For domestic use,Smart-capable,Controls up to 2x zones,Compatible with combi or system boilers,,7 Years,44,Yes,,Yes,2,3 AMP,7 Days,3,Yes,252 x 174 x 44,,LCD,,2,Domestic,Includes Wi-Fi adapter,With LCD screen for ease of control,,,,,7 year warranty,,,,,,,,,,
81,P304798,Drayton Wiser WT714R9K0902 thermostat kit 1,Drayton,147.39,"Allowing for convenient control of your heating via the Wiser Heat smartphone app, this Drayton Wiser single-channel thermostat pack is suitable for use with a combi boiler. It is supplied with an OpenTherm module and both a wall bracket and a stand for flexibility of installation.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Wiser WT714R9K0902 thermostat kit 1,,Room thermostat;Thermostat stand;Thermostat wall bracket;2x AA batteries;1-channel Heat HubR;OpenTherm module;Wall plate,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/98/NW-304798_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Wiser_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P306683,Danfoss Control Packs Danfoss Control Packs time and temperature electromechanical control pack,Danfoss,81.99,"Helping to streamline your home heating, the easy to install Danfoss time and temperature electromechanical control pack includes a digital programmable timeswitch and a room thermostat.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Danfoss Control Packs Danfoss Control Packs time and temperature electromechanical control pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/83/306683_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RMT_Thermostat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_FP720_TS710_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Wireless_Heat_CtrlPack_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_TS710_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,,,,,,,
83,P451039,Secure HRT4 HRT4-A room thermostat mains powered,Secure,23.26,"Suitable for new or replacement installation, the mains powered Secure HRT4-A thermostat offers load compensation with a temperature setting range of 5 to 30°C. Helping to save energy, this control technology can be used in most types of heating systems compatible with a 230V mains electrical on/off signal, producing savings of up to 10%. HRT4-A has a temperature control accuracy of +/- 0.5°C with settings suitable for gas, oil and electric systems to reduce temperature swing. Compatible with a variety of programmers and zone valves, this thermostat can help you to create a bespoke heating system.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Secure HRT4 HRT4-A room thermostat mains powered,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/39/NW-451039_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Secure_HRT4-A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Secure_HRT4-A_HFT4_HTT4_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,P333500,Salus internet connected thermostat,Salus,142.82,"Smartphone controlled, this Salus battery powered thermostat offers options for heating and hot water control or control over two heating zones. Easy to use, this thermostat provides intuitive internet-powered control from anywhere.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Salus internet connected thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/00/NW-333500_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/333500_Quick_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/333500_User_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/333500_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/333500_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P302057,Drayton pipe and frost thermostat,Drayton,44.83,"Suitable for domestic or commercial use, the Drayton PTS1 pipe thermostat can be used for applications such as high or low limit. Usually used alongside the Drayton RTS3 air frost thermostat, this thermostat can help to provide two stage frost protection for the boiler and any exposed pipework.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton pipe and frost thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/57/NW-302057_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_PST1_Thermostat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Drayton_PTS1_Operating_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/15/Drayton_Product_Catalogue_Issue_15.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P170102,Ideal Halo open wired combi thermostat,Ideal,75.32,"Compatible with Logic combi boilers, the Ideal Halo Lite OpenTherm single zone combi programmable room thermostat is an easy to use choice perfect for rental properties. This thermostat provides a range of energy saving features including frost protection and a holiday mode.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Ideal Halo open wired combi thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/02/NW-170102_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Boilers_SocialHousing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P336013,Drayton Lifestyle LPSi service timeswitch,Drayton,100.84,"Particularly suitable for elderly users, the Drayton Lifestyle LP111Si 24 hour time switch provides ultra-simple time control suitable for  combi boilers. With four switching options and an easy to read display, this programmer is extremely user-friendly.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Lifestyle LPSi service timeswitch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/13/NW-336013_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Drayton_LifestyleUGIG_LP111Si_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_LP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Lifestyle_LP_LPSI_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
