,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Resistance Features,Wall Thickness (mm),Paintable,Standards,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8
170,PQ64820,"Wavin Osma RoundLine shoe 2.1/2"" Black",Wavin,8.25,"Ideal for domestic use, this Wavin Osma RoundLine 68mm pipe shoe with socket connection is made of black PVC-U with a classic half-round profile.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma RoundLine shoe 2.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/20/NW-Q64820_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
171,PF68764,Polypipe vent flashing sleeve 110mm Black,Polypipe,15.51,"Suitable for domestic use, this Polypipe weathering apron is made of black plastic and incorporates 110mm solvent weld connections.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe vent flashing sleeve 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/64/NW-F68764_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PF67563,Polypipe half round stop end 112mm Black,Polypipe,20.38,"Made of black PVC-U, this Polypipe 112mm half-round stop end is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe half round stop end 112mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/63/NW-F67563_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PQ66027,Wavin Osma deep line gutter 113mm 4mtr Anthracite Grey,Wavin,47.03,"Suitable for use with RoundLine downpipe, this Wavin Osma DeepLine 113mm (4 1/2"") high capacity domestic gutter with semi-elliptical profile is supplied in a length of 4M. Standing up to heavy rainfall, this gutter offers a maximum roof capacity of 299M² with a single downpipe.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma deep line gutter 113mm 4mtr Anthracite Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/27/Q66027_wm.jpg,,,,,Anthracite Grey,113mm,Plain,113mm,Osma,12 Months,2.463kg,N,Rainwater Gutter,PVC-U,n/a,3.5,No,BS EN 607:2004,9T974AG,N,113mm wide semi-elliptical profile,Plain connections,PVC-u construction,Anthracite grey finish,High capacity for use in heavy rainfall,Suitable for domestic use,Meets BS EN 607:2004,12 month warranty
174,PW50320,PLAIN 4IN X3IN X6FT NO.46 GUTTER   MG2/217,Alumasc,102.89,"Ideal for modern improvements to period builds, the Alumasc Heritage 6' plain gutter with 100 x 75mm spigot x spigot connections offers the traditional architectural features common to older properties yet is made of modern recyclable aluminium for lightweight durability and the easy handling expected for fast-track building projects.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> PLAIN 4IN X3IN X6FT NO.46 GUTTER   MG2/217,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/20/NW-W50320_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alumasc_Heritage_Gutter_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_All_Guttering_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M001RW_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/AlumascHeritage_RainwaterPipe_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,
175,PF67759,Polypipe Square to Round Downpipe Adaptor in Black,Polypipe,15.76,"Made of black PVCu, this Polypipe adaptor connects square to round rainwater systems and is suitable for use in domestic applications.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe Square to Round Downpipe Adaptor in Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/59/NW-F67759_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PQ66627,Wavin Osma DeepLine gutter support bracket Black,Wavin,3.58,This Wavin Osma DeepLine 113mm gutter support bracket is made of black PVC-U and is part of a semi-elliptical profile gutter system offering a compact yet high capacity domestic solution designed to cope with increased rainwater.,Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma DeepLine gutter support bracket Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/27/NW-Q66627_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
177,PQ66624,Wavin Wavin Osma DeepLine gutter union deep run line Black,Wavin,10.28,"Made of black PVC-u, this Wavin Osma DeepLine 113mm gutter union is fitted using push-fit connections. This fitting is part of the semi-round profile DeepLine guttering system, a high capacity but compact domestic solution for heavy rainfall.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Wavin Osma DeepLine gutter union deep run line Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/24/NW-Q66624_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
178,PF22339,MLY 68MMX45D BEND BLACK RB253B,Marley,11.93,"This black Marley Deepflow 68mm 45° bend with push-fit x plain end connections is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> MLY 68MMX45D BEND BLACK RB253B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/39/NW-F22339_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PF39116,MLY CLIPMASTER EXTERNAL STOPEND REC1:W,Marley,4.29,"Offering easy installation, this Marley Clipmaster 112mm clip-joint external stop end is part of the brand's nominal half-round gutter system. Suitable for use in a wide range of circumstances, this fitting is compatible with most half-round systems.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> MLY CLIPMASTER EXTERNAL STOPEND REC1:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/16/F39116_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PF22127,MLY DEEPFLOW 45DEG ANGLE  RAD20:B,Marley,18.68,"Designed to create a self-cleansing flow, this black Marley Deepflow 108mm 90° gutter angle is part of the semi-elliptical Deepflow range. This range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> MLY DEEPFLOW 45DEG ANGLE  RAD20:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/27/NW-F22127_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PF24133,DEEPFLOW STOPEND OUTLET TO 68MM  ROD20:W,Marley,9.96,"This Marley Deepflow 68mm clip-joint stop end outlet is part of the semi-elliptical Deepflow range. Designed to create a self-cleansing flow, this range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> DEEPFLOW STOPEND OUTLET TO 68MM  ROD20:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/33/F24133_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PF24215,MLY FLOWLINE RUN/OUTLET TO 65MMSQ ROF1:W,Marley,12.12,"This Marley clip-joint running outlet to 65M² is part of the easy-install Flowline system. A stylish rectilinear rainwater system, Flowline carries water capacities well above those accepted by traditional half-round gutters.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> MLY FLOWLINE RUN/OUTLET TO 65MMSQ ROF1:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ro/f1/ROF1_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PF39114,MLT CLIPMASTER S/END O/LET TO68MM ROC2:W,Marley,8.62,"Offering easy installation, this Marley Clipmaster 68mm clip-joint stop end outlet is part of the brand's nominal half-round gutter system. Suitable for use in a wide range of circumstances, this fitting is compatible with most half-round systems.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> MLT CLIPMASTER S/END O/LET TO68MM ROC2:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/14/F39114_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PF24136,DEEPFLOW EXTERNAL STOPEND        RED10:W,Marley,6.11,"This white Marley Deepflow 110mm external stop end with clip joint connection is part of the semi-elliptical Deepflow range. Designed to create a self-cleansing flow, this range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> DEEPFLOW EXTERNAL STOPEND        RED10:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/36/NW-F24136_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Marley_Rainwater_Technical_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
185,PF24354,68MM X 67.5D OFFSET BEND SKT/SP RNE255:W,Marley,6.65,"This white Marley Deepflow 68mm 67.5° circular offset bend with socket x push-fit spigot connections is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> 68MM X 67.5D OFFSET BEND SKT/SP RNE255:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/54/NW-F24354_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PF39112,MLY CLIPMASTER RUN/OUTLET TO68MM ROC1:W,Marley,8.62,"Offering easy installation, this Marley Clipmaster clip-joint running outlet to 68mm is part of the brand's nominal half-round gutter system. Suitable for use in a wide range of circumstances, this fitting is compatible with most half-round systems.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> MLY CLIPMASTER RUN/OUTLET TO68MM ROC1:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/12/F39112_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PF39012,MLY CLIPMASTER RUN/OUTLET TO 68MM ROC1:B,Marley,8.62,"Easy to install, the Marley Clip-Master 68mm running outlet in black is part of a highly practical PVC-U nominal half-round gutter system offering compatibility with half-round systems from most manufacturers. Clip-Master can be installed using a notched or a notchless joint for added convenience.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> MLY CLIPMASTER RUN/OUTLET TO 68MM ROC1:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/12/NW-F39012_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PF22103,MLY 4M DEEPFLOW GUTTER HEAVY RGD4:B,Marley,32.99,"Designed to create a self-cleansing flow, this 4M long Marley Deepflow 110mm gutter in black is part of the semi-elliptical Deepflow range. This range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> MLY 4M DEEPFLOW GUTTER HEAVY RGD4:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/03/NW-F22103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PF39014,CLIPMASTER STOPEND OUTLET TO 68MM ROC2:B,Marley,8.62,"Easy to install, the Marley Clip-Master 68mm stop end outlet in black is part of a highly practical PVC-U nominal half-round gutter system offering compatibility with half-round systems from most manufacturers. Clip-Master can be installed using a notched or a notchless joint for added convenience.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> CLIPMASTER STOPEND OUTLET TO 68MM ROC2:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/14/NW-F39014_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PF22215,MLY FLOWLINE RUNIN O/LET - 65MMSQ ROF1:B,Marley,12.12,"Made of black PVC-u with push-fit x plain end connections, this Marley Flowline running outlet to 65mm² is part of the rectilinear profile Flowline gutter system. Supplying carrying capacities higher than standard half-round gutters, the Flowline system is perfect for larger roof areas and can be installed with a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> MLY FLOWLINE RUNIN O/LET - 65MMSQ ROF1:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/15/NW-F22215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PF24226,MLY FLOWLINE S/END O/LET 65MMSQ ROF11:W,Marley,12.12,"This Marley 112mm clip-joint stop end outlet is part of the easy-install Flowline system. A stylish rectilinear rainwater system, Flowline carries water capacities well above those accepted by traditional half-round gutters.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> MLY FLOWLINE S/END O/LET 65MMSQ ROF11:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/26/F24226_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PF24130,MLY DEEPFLOW RUN/OUTLET TO 68MM ROD10:W,Marley,11.37,"This white Marley Deepflow running outlet with 68mm circular spigot is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> MLY DEEPFLOW RUN/OUTLET TO 68MM ROD10:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/30/NW-F24130_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PF26112,MLY DEEPFLOW FASCIA BRAC BROWN RKD1BR,Marley,2.66,"This brown Marley Deepflow 75mm fascia bracket is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> MLY DEEPFLOW FASCIA BRAC BROWN RKD1BR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/12/NW-F26112_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PF22325,MLY 68MM EXTENSION BACKPLATE  RT200:B,Marley,7.75,This Marley Ancillary 68mm drain extension backplate is made of black PVC-u.,Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> MLY 68MM EXTENSION BACKPLATE  RT200:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/25/NW-F22325_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PF24112,MLY DEEPFLOW FASCIA BRACKET  RKD1:W,Marley,2.53,"This white Marley Deepflow 75mm fascia bracket is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> MLY DEEPFLOW FASCIA BRACKET  RKD1:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/12/NW-F24112_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PF39008,MLY CLIPMASTER 90DEG ANGLE  RAC1:B,Marley,9.82,"Offering simple installation, the Marley Clip-Master 112mm 90° gutter angle in black forms part of Marley's reliable PVC-u nominal half-round gutter system, meaning easy compatibility with most half-round systems. Clip-Master can be installed using either a notched or a notchless joint to suit conditions.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> MLY CLIPMASTER 90DEG ANGLE  RAC1:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/08/NW-F39008_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
