,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Hazardous,Pack Size,Pack Type,Dimensions (L x W x D),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Pack Quantity,Attachment 5,Weight,Colour,Physical State / Form,Application,Testing Capability,Battery Life,Power Supply,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Connection Size,Diameter,Length (M),Size
77,P689012,Advanced Engineering CondenCide cleaner 5ltr,Advanced Engineering,71.41,"This Advanced Engineering CondenCide alkaline evaporator cleaner and disinfectant in a 5L size works effectively on air conditioning coils to kill bacteria, fungi and other microbes, targeting the source of nasty odours, allergic reactions and even diseases, including Covid-19. A heavy duty coil cleaner CondenCide contains a powerful disinfectant to kill virtually all bacteria in less than a minute, thoroughly cleaning and disinfecting aluminium coils and condensate trays in air conditioning systems and shifting even the worst evaporator dirt and grime.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Advanced Engineering CondenCide cleaner 5ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/12/NW-689012_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/689012_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/at/es/AE_CondenCide_Certificates.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_CondenCide_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AE_CondenCideEasyCareEasyFresh_Tech.pdf,,,,,,,,,,,,,,,,
78,PT86970,Rothenberger RO400 torch and inspection light mag base,Rothenberger,13.51,"The Rothenberger RO400 torch and inspection light is a dual function handheld torch complete with magnetic base and hook for easy, hands-free illumination of a work area. Suitable for use at home or at work, this heavy-duty, impact-resistant torch has an inbuilt wide area COB inspection lamp and high/low/red/flashing light modes to suit a variety of applications.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Rothenberger RO400 torch and inspection light mag base,,1x Torch,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/70/T86970_wm.jpg,,N,,Blister/Paper Backing Card,,1500003813,Torch and Inspection Light,N,Black colourDual function,400 lumens brightness,50M range,Capable of running for up to 9 hours,1.5M impact resistance,,,,,With 4x light modes,Magnetic base and hook for hands free work,,,,,,,,Black,N/A,Ideal for work or home applications.,,,,,,,,,,,,
79,PN51942,Toolbank Antifreeze D/ISGDI720 silverhook de-icer trigger spray 750ml,Toolbank,3.38,"Supplied in a handy trigger spray bottle, this Toolbank Silverhook de-icer acts fast to remove ice and frost in conditions right down to -30°C.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Toolbank Antifreeze D/ISGDI720 silverhook de-icer trigger spray 750ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/42/N51942_wm.jpg,Antifreeze,N,each,easy-to-use trigger spray bottle,109 x 279 x 64 (mm),D/ISGDI720,N/A,N,750ml bottle,Fast-acting formula,Effective down to -30°C,Helps prevent re-freezing,In easy to use trigger spray bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,P457122,Regin Brushes REGT85 soft bristle pvc brush,Regin,5.86,"Suitable for use in a range of jobs, this Regin multi-purpose PVC soft bristle brush has a positive grip handle for ease of use.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Regin Brushes REGT85 soft bristle pvc brush,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/22/NW-457122_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P514143,Wiseman Evershower descaler 1ltr,Wiseman,16.49,"Meeting a variety of cleaning requirements, Wiseman Evershower spray limescale remover doesn't just remove grime and the everyday low-level build-up of bacteria, it also deals with more harmful bacteria strains, including Legionella, which can breed in the stagnant water that sometimes sits in shower heads. A multi-purpose product, this spray minimises the need to store and use multiple bottles.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Wiseman Evershower descaler 1ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/43/514143_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wiseman_Evershower_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PN11006,Rothenberger manometer fluid 60ml,Rothenberger,4.78,This Rothenberger manometer fluid is yellow coloured for a clear visual read level. It contains anti-freeze for uninterrupted use during cold winters.,Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Rothenberger manometer fluid 60ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/06/NW-N11006_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Rothenberger_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
83,P514527,Big Wipes multi surface wipes bio 4x4 (Pack of 80),Big Wipes,14.07,"Tough on grime yet kind to skin, these Big Wipes Green Top 4x4 multi-surface cleaner wipes are made from plant-derived viscose engineered to be soft and highly absorbent, clinging to grime and staying wet for longer than your average wipe. While power cleansers remove everything from paint to adhesives and oils, these wipes also contain skin conditioners to leave hands soft and comfortable after use.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Big Wipes multi surface wipes bio 4x4 (Pack of 80),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/27/514527_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Big-Wipes_Multi-Purpose_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,P651272,Center CB multi-purpose maintenance spray 400ml,Center CB,4.19,"Reducing friction, preventing corrosion and stopping squeaks, this Center CB multi-purpose maintenance spray penetrates and lubricates metal components. This versatile lubricant can also displace moisture, clean metals and help to free rusted components.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Center CB multi-purpose maintenance spray 400ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/72/NW-651272_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Drainage_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/CenterCB_651272_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P457187,Regin Leak Detection REGL10 leak detector atomiser type 250ml,Regin,5.06,"Free of colour and odour, this Regin leak detector atomiser is suitable for detecting leaks in most gases.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Regin Leak Detection REGL10 leak detector atomiser type 250ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/87/NW-457187_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Regin_REGL05-10_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PN80424,Kimberly Clark wiper roll 500 sheets Blue,Kimberly Clark,30.51,"Kimberly Clark WypAll L20 cleaning and maintenance jumbo roll paper is ultra-absorbent and ultra-strong to reliably tackle those everyday cleaning and maintenance tasks. Featuring the brand's own Airflex technology, classic blue WypAll sheets deliver the tough performance you need for frustration-free clean ups.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Kimberly Clark wiper roll 500 sheets Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/24/N80424_wm.jpg,,N,500 sheets,Roll,,582096000,Jumbo Roll Wiping Paper,N,Contains 500 sheets,Jumbo roll format,Blue colour,For cleaning and maintenance tasks,Airflex technology delivers exceptional strength and absorbency,,,,,Single-use sheets,,,,,,,,1.25444,,,,,,,,,,,,,,,
87,P614161,EDS Trade Hygiene barrier cream 500ml,EDS,15.89,"Use this EDS Trade Hygiene barrier cream to protect and nourish hardworking hands. Fragrance-free, this comfortable cream helps to protect skin from harmful substances while also reducing abrasion and moisturising dry skin.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> EDS Trade Hygiene barrier cream 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/61/614161_wm.jpg,Trade Hygiene,N,500ml,500ml bottle with pump,180 x 60 x 100 mm,HYH344,Barrier Cream,N,500ml supply,Fragrance-free,Reduces abrasion,Nourishing to skin,Supplied in pump bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT60915,"A E Southgate Economy Paint Brush 2""",A E Southgate,2.33,"An A E Southgate Economy 2"" paintbrush.","Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> A E Southgate Economy Paint Brush 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/15/NW-T60913_T60915_wm.jpg,Economy,N,,,,C12.0,Paint Brush,N,Size: 2 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P651255,Arctic Hayes Calico dust sheet 12 x 9 ft,Arctic Hayes,12.67,"This Arctic Hayes 12 x 9' heavy duty calico dust sheet with carrying straps is designed to protect floors and carpets during painting or maintenance work. More hardwearing than cotton sheets, this calico sheet is suitable for use in homes or industrial settings.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Arctic Hayes Calico dust sheet 12 x 9 ft,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/55/NW-651255_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Arctic_Hayes_Product_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P457169,Regin Calico cotton dustsheet 4x4ft,Regin,5.18,"High quality, this Regin 4 x 4' dust sheet is made of cotton with a fine, flat weave for the effective protection of flooring and furniture during decorating and maintenance.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Regin Calico cotton dustsheet 4x4ft,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/69/NW-457169_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,P852931,Numatic HepaFlo dust bags,Numatic,16.47,"Made of cloth, these Numatic HepaFlo vacuum dust bags improve the performance of your vacuum cleaner by adding a further three layers of filtration. Ensuring that secondary filters stay clean, these bags can also make emptying your machine cleaner and simpler, eliminating the issue of dust clouds, which are often experienced when emptying bagless machines.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Numatic HepaFlo dust bags,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/31/NW-852931_wm.jpg,Hepaflo,N,10,,,604016,Dust Bag,N,Pack of 10,Improves performance of vacuum,Adds 3x layers of filtration,"Easy, clean emptying with no dust cloud",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT60913,"A E Southgate Economy paint brush 1""",A E Southgate,1.48,"An A E Southgate Economy 1"" paintbrush.","Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> A E Southgate Economy paint brush 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/15/NW-T60913_T60915_wm.jpg,Economy,N,,,,C110,Paint Brush,N,Size: 1 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,P614168,EDS Trade Hygiene citrus heavy duty hand cleanser 500ml,EDS,8.67,"A must-have for those working in heavy duty industrial environments, this EDS Trade Hygiene heavy duty hand cleanser works hard to remove general dirt and grime, as well as oil and grease, after a hard day on the job.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> EDS Trade Hygiene citrus heavy duty hand cleanser 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/68/614168_wm.jpg,Trade Hygiene,N,500ml,500ml bottle with pump,181 x 60 x 100 mm,HYH346,Hand Cleaner,N,500ml supply,Supplied in pump bottle,Removes oil and grease,Bead-free,Clean citrus fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,P694271,Advanced Engineering AdvancedGel ice machine cleaner 490ml8ltr,Advanced Engineering,42.86,"Advanced Engineering AdvancedGel IMC ice machine cleaner is nickel and aluminium-safe, making it suitable for all ice machines. Compact, lightweight and easy to carry, this cleaner is an essential for any maintenance kit.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Advanced Engineering AdvancedGel ice machine cleaner 490ml8ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/71/NW-694271_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/AE_NSF_Letter_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_AdvancedGel_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/694271_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_AdvancedGel_IMC_SDS.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,
95,P514519,Center CB cotton twill stair runner 24 x 3ft,Center CB,9.86,"Superior to the usually used plain cotton dust sheets, this Center CB 24 x 3' twill stair runner is ideally folded in two to provide protection to stair coverings when painting and decorating.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Center CB cotton twill stair runner 24 x 3ft,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/19/514519_wm.jpg,,N,,,24 (L) x 3' (W),666009,Twill Stair Runner,N,Reusable,Drapes well,Multi-purpose for indoor and outdoor use,Highly absorbent,Recycled material,,,,,Double-protection,Anti-slip design,,,,,,,,,,,,,,,,,,,,,,
96,P693289,Javac veto tech pac mc small blackout,Javac,385.12,"A stealth version of the ever-popular Tech Pac MC, the Javac Tech Pac MC Blackout small backpack has a tactical all-black finish and features Veto Pro Pac's V-SWAP system for ease of toting your essential tools. Supplied with tool and meter panels, this backpack is compatible with separately available laptop and bulk storage tool panels while additional tool and meter panels can be purchased to round out your collection. Each panel can be removed and swapped as needed, making it easy to carry only what you need with you each day.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac veto tech pac mc small blackout,,The TECH PAC MC BLACKOUT small backpack bag,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/_a/693289_A_wm.jpg,,N,,,,AX3582,Tool Backpack,N,V-SWAP removable tool pocket panel system,Includes tool and meter panels,Alternate V-SWAP panels sold separately,Tactical all-black construction,Interior magnetic screw catcher,,,,,Thermo-formed cushioned EVA back pad,Waterproof polypropylene plastic base,Quick-release metal hasp supports load,Easy access to rear storage bay,With YKK zippers,,,,,,,,,,,,,,,,,,,
97,PN34248,Rothenberger Rothenberger RP30 pressure test pump (0-30 bar),Rothenberger,261.72,"Simply designed, this Rothenberger RP30 pressure testing pump is ideal for domestic pipework testing and is suitable for use with underfloor heating systems.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Rothenberger Rothenberger RP30 pressure test pump (0-30 bar),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/48/NW-N34248_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Rothenberger_RP30_Instruction_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PN39676,Rodo ProDec hard floor protector toll 50mtr x 625mm,Rodo,63.72,"Made of tough adhesive polythene film, these Rodo 5M floor protectors protect hard surfaces, including laminate flooring and ceramic tiles, from spills and dirt. Reverse wound, this film is simply kicked out to lay with no need for an applicator and its clear finish means you can be sure you're using the right grade. When finished, the film is simply peeled away, leaving no sticky residue behind.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Rodo ProDec hard floor protector toll 50mtr x 625mm,,9x floor protector roll,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/76/NW-N39676_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/N39676_Rodo_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,P667790,Javac Veto Pro Pac TECH OT-SC tool bag,Javac,264.95,"A sub-compact open-top electrician's tote, the Javac Tech OT-SC bag has an internal structural box with repositionable insert, lid and dividers, plus the capability to add on more (sold separately) for storage that suits your needs exactly. An array of vertical tool pockets is also included, giving you easy access to your most used service tools and equipment.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac TECH OT-SC tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/90/667790_wm.jpg,Veto Pro Pac,N,,,260 x 330 x 255 mm,8515780003043,Tool Bag,N,With 27 pockets in various sizes,1x removable plastic partition,Insert box with lid,"8"" electrical tape strap",Exterior utility pocket,,,,,Over-molded ergonomic grip,Detachable padded shoulder strap,Waterproof polypropylene base protects against moisture and abrasion,,,,,,,,,,,,,,,,,,,,,
100,P667796,Javac Veto Pro Pac MB2 blackout tool pouch,Javac,112.25,"Designed for stealth, the Javac MB2 Blackout tool pouch is an understated take on the popular MB2 meter bag. Compact and versatile, this handy pouch is suitable for throwing over a shoulder or clipping to a belt using the inbuilt D-rings or metal belt clip.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac MB2 blackout tool pouch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/96/667796_wm.jpg,Veto Pro Pac,N,,,330 x 200 x 90 mm,AX3577,Tools Pouch,N,Tactical all-black design,With 10x interior and exterior pockets,2x meter pockets,"Suitable for meters up to 12.5"" height",2x D-rings,,,,,Bit extension pockets,Metal belt clip and belt slot,Detachable elastomeric handle and electrical tape strap,,,,,,,,,,,,,,,,,,,,,
101,P667791,Javac Veto Pro Pac TP4B blackout tool pouch,Javac,115.07,"Suitable for carrying a meter, the Javac TP4B Blackout clip-on service tool pouch also provides space for a selection of hand tools. Giving you even more capacity than the TP3B, this pouch features 22 vertical pockets and has a plastic bottom, keeping it protected and dry if placed on the floor.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac TP4B blackout tool pouch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/91/667791_wm.jpg,Veto Pro Pac,N,,,290 x 215 x 125 mm,AX3598,Tool Pouch,N,With 22 vertical pockets,Tactical all-black construction,Waterproof polypropylene base protects from moisture and abrasion,With metal belt clip,Detachable ergonomic over-molded elastomeric grip,,,,,Tape strap,,,,,,,,,,,,,,,,,,,,,,,
102,P614167,EDS Trade Hygiene citrus pumice hand cleanser 500ml,EDS,9.3,"A must-have for those working in heavy duty industrial environments, this EDS Trade Hygiene heavy duty hand cleanser uses the natural scrubbing action of pumice to gently but effectively remove general dirt and grime, as well as oil and grease, after a hard day on the job.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> EDS Trade Hygiene citrus pumice hand cleanser 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/67/614167_wm.jpg,Trade Hygiene,N,500ml,500ml bottle with pump,182 x 60 x 100 mm,HYH345,Hand Cleaner,N,500ml supply,Supplied in pump bottle,Removes oil and grease,With natural pumice beads,Clean citrus fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT60914,"A E Southgate Economy paint brush 1.1/2""",A E Southgate,1.82,"An A E Southgate Economy 1 1/2"" paintbrush.","Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> A E Southgate Economy paint brush 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/15/NW-T60913_T60915_wm.jpg,Economy,N,,,,C11.5,Paint Brush,N,Size: 1-1/2 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PS63826,Sika Everbuild Woodcare 2PMAH05 2-part wood filler 500g Mahogany,Sika Everbuild,11.56,"Everbuild 2 Part High Performance Wood Filler is suitable for wood filling in windowsills, frames, doors, door frames, banisters, MDF, laminates and more. Ideal for the repair of corner pieces in furniture, damaged wooden constructions, chips or damage to parquet or laminate floors. Once applied and set this filler can withstand temperatures as low as -20 and as high as +100 degrees Celsius. Providing a durable, long lasting and shatter proof finish that can be sanded, stained, painted, varnished or Dyed 30 minutes after application which is strong enough to be drilled, nailed, planed or carved.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Sika Everbuild Woodcare 2PMAH05 2-part wood filler 500g Mahogany,,6x 500g wood filler,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/64/596364_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sika_Everbuild_Wood_Filler_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Sika_Everbuild_Wood_Filler_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Sika_Everbuild_2PMAH05_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT00002,JET Range zinc phosphate primer 2.5ltr Red,JET Range,27.87,"Formulated for brush application, this JET Range brushing zinc phosphate primer is suitable for painting ferrous metal surfaces.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> JET Range zinc phosphate primer 2.5ltr Red,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/02/T00002_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Jet_T00002_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_T00002-016_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_T000017-270_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
