,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Range,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Watts,BTU h,Type
10,P706953,Center Type 22 Double Panel Double Convector Radiator 450 mm x 1600 mm 7353 BTU,Center,156.0,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 450 x 1600mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 7353 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Center Type 22 Double Panel Double Convector Radiator 450 mm x 1600 mm 7353 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
11,P706973,Center Type 22 Double Panel Double Convector Radiator 600 mm x 900 mm 5248 BTU,Center,65.99,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 600 x 900mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 5247 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Center Type 22 Double Panel Double Convector Radiator 600 mm x 900 mm 5248 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
12,P706969,Center Type 22 Double Panel Double Convector Radiator 600 mm x 1100 mm 6415 BTU,Center,80.0,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 600 x 1100mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 6415 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Center Type 22 Double Panel Double Convector Radiator 600 mm x 1100 mm 6415 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
13,P706968,Center Type 22 Double Panel Double Convector Radiator 600 mm x 700 mm 4081 BTU,Center,71.99,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 600 x 700mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 4081 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Center Type 22 Double Panel Double Convector Radiator 600 mm x 700 mm 4081 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
14,P706966,Center Type 22 Double Panel Double Convector Radiator 600 mm x 500 mm 2917 BTU,Center,63.15,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 600 x 500mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 2917 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Center Type 22 Double Panel Double Convector Radiator 600 mm x 500 mm 2917 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
15,P706959,Center Type 22 Double Panel Double Convector Radiator 600 mm x 400 mm 2334 BTU,Center,44.99,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 600 x 400mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 2332 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Center Type 22 Double Panel Double Convector Radiator 600 mm x 400 mm 2334 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
16,P706933,Center Type 22 Double Panel Double Convector Radiator 450 mm x 1100 mm 5057 BTU,Center,137.03,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 450 x 1100mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 5057 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Center Type 22 Double Panel Double Convector Radiator 450 mm x 1100 mm 5057 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
17,P706935,Center Type 22 Double Panel Double Convector Radiator 450 mm x 800 mm 3678 BTU,Center,98.9,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 450 x 800mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 3678 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Center Type 22 Double Panel Double Convector Radiator 450 mm x 800 mm 3678 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
18,P706928,Center Type 22 Double Panel Double Convector Radiator 450 mm x 900 mm 4135 BTU,Center,110.82,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 450 x 900mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 4135 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Center Type 22 Double Panel Double Convector Radiator 450 mm x 900 mm 4135 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
19,P268235,CenterRad Compact 45DG40 DC radiator 450 x 400mm 1839BTU,CenterRad,23.25,"Combining sleek style, great performance and impressive value for money, the CenterRad Compact vertical radiator, with its simple white powder-coated finish, has been built using advanced production technology and top quality materials alongside CenterRad's trademark high standards of manufacture. Offering an output of 1839 BTU/h, this compact radiator provides reliable warmth in spite of its unobtrusive size.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> CenterRad Compact 45DG40 DC radiator 450 x 400mm 1839BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/21/268211_268321_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Compact_General_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRad_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pa/ct/32024_Tech_Sheet_CenterRad_Compact.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/CenterRad_Compact_Tech_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/CenterRad_Brochure_2020.pdf,,,,,,,,,,,,,,,,,
20,P200636,Stelrad Elite K2 36 section radiator 600 x 1200mm,Stelrad,149.93,"Providing high levels of heating performance along with robust practicality, the 600 x 1200mm Stelrad Elite double panel double convector radiator supplies homeowners with a generous heat output of 7283 BTU/h. Easy to install, this clever radiator is designed with a symmetrical convector for either way up mounting, while TBOE connection improve efficiency, contributing to lower bills. Robustly built, with a convector precision-welded onto its waterways and all tappings carefully aligned, the Elite is fitted with hardwearing EPDM O-rings and nickel-plated plugs and vents, helping it to last well with minimal need for maintenance. Smoothly finished with high definition pressings, this smart radiator has been finished with two coats of run-free Traffic White paint before being wrapped in a robust packaging that remains in place until after installation, minimising the risk of chips or scratches during transit and fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Elite K2 36 section radiator 600 x 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/36/NW-200636_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,,,,
21,P200460,Stelrad Elite K2 60 section radiator 300 x 2000mm,Stelrad,158.42,"Offering the brand's best ever quality and performance, the Stelrad Elite double panel double convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, the 2000 x 300mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Elite K2 60 section radiator 300 x 2000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/60/NW-200460_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,,,,
22,P271584,Stelrad Compact K2 84 section radiator 450 x 2800mm,Stelrad,446.07,"Blending high performance with great looks, the Stelrad Compact double panel double convector radiator is an ideal choice for heating those rooms where wall space is at a premium. Measuring 2800 x 450mm, this radiator incorporates understated integrated top grilles and side panels that have been designed to ensure the unit won't shift. This robust build ensures a tight, professional-level fit, even following storage, transit and installation work. And while the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered in robust packaging, this radiator will reach you in pristine condition and can be installed before unwrapping, limiting the risk of scratches or chips, which can otherwise occur during fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact K2 84 section radiator 450 x 2800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/84/NW-271584_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
23,P200642,Stelrad Elite K2 42 section radiator 600 x 1400mm,Stelrad,173.35,"Offering the brand's best ever quality and performance, the Stelrad Elite double panel double convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, the 1400 x 600mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Elite K2 42 section radiator 600 x 1400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/42/NW-200642_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,,,,
24,P271627,Stelrad Compact 27 sections K2 compact radiator 600 x 900mm,Stelrad,138.5,"A favourite of installers and homeowners alike, the Stelrad Compact double panel double convector radiator is the ideal choice where space is at a premium. Suitable for any room, commercial or domestic, this 900 x 600mm radiator is smartly designed and promises reliable comfort in any setting. While the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact 27 sections K2 compact radiator 600 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/27/NW-271627_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
25,P239680,Stelrad Softline Compact K2 compact radiator 600 x 1400mm,Stelrad,313.17,"Boasting smoothly curved edges, the Stelrad Softline Compact double panel double convector radiator helps you to maintain the softness in understated interior designs. Measuring 1400 x 600mm, this elegant and compact radiator has a gently curve to its top grille and end panels, and though it may have a light, airy look, it's designed for toughness, resisting any movement for a tight fit that stays strong, even after storage and transport. To ensure efficiency, the Softline's convectors are precision-welded directly onto the radiator's waterways, while flexible connections give you a variety of installation options, allowing the user to make the most of its high output. Delivered in robust packaging, which can remain in place until after fitting, the Stelrad Softline Compact will stay in perfect condition through transit and installation.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Softline Compact K2 compact radiator 600 x 1400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/82/NW-239679_239682_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Softline_Series_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_b/ro/Stelrad_Softline Tech Bro.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Softline_Series_May2021_Tech.pdf,,,,,,,,,,,,,,,,,,,,
26,P243509,Stelrad Vita Compact K2 radiator 600 x 600mm,Stelrad,80.07,"The Stelrad Vita Compact double panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 3546 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Vita Compact K2 radiator 600 x 600mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/42/243454_243542_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,
27,P706888,Center Type 22 Double Panel Double Convector Radiator 450 mm x 400 mm 1839 BTU,Center,48.85,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 450 x 400mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 1838 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Center Type 22 Double Panel Double Convector Radiator 450 mm x 400 mm 1839 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
