,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Anti Slip,Colour,Grip Holes,Hazardous,Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Finish,Range,Thickness,Warranty,Material,Depth (mm),Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Number of Tap Holes,Shape,Fittings Included,Capacity Litre,Attachment 5,Feature 7,Feature 8,Position,Grips/Handles,Material Type,Style,Weight,Height (mm)
93,PA08100,Twyford Neptune 2 tap hole anti-slip bath including twin grips 1700 x 700mm White,Twyford,270.75,"Reliably rigid and built for longevity, the Twyford Neptune 1700 x 700 x 384mm bath is made of 2.3mm gauge steel with a white finish. For peace of mind, this bath has a slip-resistant standing area and is supplied with grips for safer use by every member of the family. Suitable for installation along with a folding or fixed bath screen, this two tap hole bath is fitted by screwing directly to the floor and securing to the wall using the provided clips.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Twyford Neptune 2 tap hole anti-slip bath including twin grips 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/00/NW-A08100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Neptune_1700_700_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ForLifeBathrooms_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Twyford_Neptune_Baths_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PD00681,Roca Contesa 2 tap hole anti-slip bath 1700 x 700mm White,Roca,213.01,"Made of steel, the hardwearing 1700mm Roca Contesa bath is tough yet elegant with a timeless, refined style. This simple rectangular bath offers simple drop-in installation and is supplied with a front panel.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Roca Contesa 2 tap hole anti-slip bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/81/NW-D00681_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_235860xx0_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_2370J3000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PD09653,Ideal Standard Sandringham 21 bath including twin grips 1700mm White,Ideal Standard,158.88,"With its updated interior shape, the 1700mm Ideal Standard Sandringham 21 bath provides the most comfortable bathing position yet. With a tread pattern and chrome-plated handgrips, this bath provides additional stability during use.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Sandringham 21 bath including twin grips 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/53/NW-D09653_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Armitage_Shanks_MENA_Edi1_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E028301_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PD09656,Ideal Standard Sandringham 21 bath including twin grips and tread 1600mm White,Ideal Standard,158.88,"With its updated interior shape, the 1600mm Ideal Standard Sandringham 21 bath provides the most comfortable bathing position yet. With a tread pattern and chrome-plated handgrips, this bath provides additional stability during use.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Sandringham 21 bath including twin grips and tread 1600mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/56/NW-D09656_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Armitage_Shanks_MENA_Edi1_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E028701_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PD09655,Ideal Standard Sandringham 21 bath including twin grips and tread 1500mm White,Ideal Standard,162.3,"With its updated interior shape, the 1500mm Ideal Standard Sandringham 21 bath provides the most comfortable bathing position yet. With a tread pattern and chrome-plated handgrips, this bath provides additional stability during use.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Sandringham 21 bath including twin grips and tread 1500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/55/NW-D09655_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Armitage_Shanks_MENA_Edi1_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E028601_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PA61100,Twyford Omnifit bath end panel 800mm White,Twyford,36.33,"Compatible with most baths, the Twyford Omnifit bath end panel in white measures 518 x 800mm.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Twyford Omnifit bath end panel 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/00/NW-A61100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Twyford_Omnifit_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PA81514,Color Board HDF hardboard end panel White,Color Board,10.83,"Made of robust HDF, this Colour Board 1220 x 3050mm bath end panel has a tough, long lasting white painted finish.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Color Board HDF hardboard end panel White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/14/NW-A81514_wm.jpg,,,,,,White,,N,,WT HDF E,Bath End Panel,N,Touch-free gravity fed application,MDF primed only for the construction industry,Opticoat on exterior plywood site hoardings,Durable finish,Two coat finish for wall linings,Hardboard cut to size,,HDF,3 mm,n/a,Hardboard,,,,,,,,,,,,,,,,,,
100,PA02608,Ideal Standard Sandringham 21 S183501 two tap hole bath with anti slipand twin grip 1700 x 700mm White,Ideal Standard,381.81,"Part of the wider Sandringham 21 suite of bathroom furniture, the Ideal Standard Sandringham 21 1700 x 700 x 390mm steel bath helps you to maintain a streamlined look in a new bathroom. Highly engineered, this white steel bath offers reliable strength, durability and ease of cleaning.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Sandringham 21 S183501 two tap hole bath with anti slipand twin grip 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/09/NW-A02606_A02609_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Ideal_Sandringham_21_170cmx70cm_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PU17606,Trojan Granada bath two tap holes twin grip 1700 x 700 x 8mm,Trojan,226.51,"Measuring 700 x 1700mm, the Trojan Granada twin gripped white bath with textured base, is robust and sturdy, ideal for use in busy homes. This bath is suitable for use with standard rectangular, vinyl-wrapped high gloss MDF and is compatible with the single piece Trojan EPS tiling board.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Trojan Granada bath two tap holes twin grip 1700 x 700 x 8mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/06/NW-U17605_U17606_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Trojan_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PD00788,Roca Carla 2 tap hole anti-slip bath 1500 x 700mm White,Roca,205.16,"Made of steel, the robust porcelain enamelled Roca Carla 1500mm bath is part of a wider Roca collection designed to suit any bathroom, offering a combination of style, practicality and innovative technology.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Roca Carla 2 tap hole anti-slip bath 1500 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/88/NW-D00788_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_2376L3000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PC21684,Ideal Standard Concept two tap hole bath 1700 x 700mm White,Ideal Standard,287.84,"Part of the Ideal Standard Concept range, this 700mm width acrylic bath features a gently sloping interior for extra ergonomic comfort.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Concept two tap hole bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/84/NW-C21684_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E729201_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03865,Ideal Standard Tesi idealform bath without tap holes 1700 x 700mm,Ideal Standard,226.23,The 1600mm Ideal Standard Tesi water saving acrylic bath includes a comfortable arched back rest for ultra-relaxed bathing. This 540mm deep bath is designed to blend seamlessly with the Tesi wash basin for a perfectly matched bathroom finish.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Tesi idealform bath without tap holes 1700 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/65/NW-T03865_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_T000501_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PB01026,Ideal Standard Unilux Plus+ front panel for Idealform Plus+ 1700mm White,Ideal Standard,144.05,"Made of acrylic, this Ideal Standard Unilux Plus+ 1700 x 510mm front bath panel is finished in gloss white to suit all bathrooms. This panel is suitable for use with Ideal Standard's range of 1700mm rectangular baths.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Unilux Plus+ front panel for Idealform Plus+ 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/26/NW-B01026_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E479701_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IStandard_LiveTheIdeal_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PA09200,Twyford Signature 2 tap hole acrylic bath including twin grips 1700mm White/Chrome Plated,Twyford,266.8,"Tough and rigid, the Twyford Signature 1700 x 700 x 380mm bath is made of white acrylic with full fibreglass reinforcement. A wooden baseboard and wooden or steel frame offers extra strength for a tub that withstands regular use in a busy family bathroom.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Twyford Signature 2 tap hole acrylic bath including twin grips 1700mm White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/00/NW-A09200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_WaterSaving_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ForLifeBathrooms_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Signatr_1700_700_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PD00684,CARLA BATH ONLY 1600X700MM TG A/S 2TH WH,Roca,205.16,"A practical choice for any bathroom, the Roca Carla 1600 x 705 x 400mm steel bath keeps bath water warm for longer, meaning less water waste and a more comfortable experience. Easy to clean, this highly resistant two tap hole anti-slip bath has a smart white triple-coated enamel finish that won't absorb odours or bacteria.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> CARLA BATH ONLY 1600X700MM TG A/S 2TH WH,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/84/NW-D00684_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8_/18/Care_Instructions_22_08_18.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/30/00/INS_2375L3000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PD00674,Roca Carla 2 tap hole anti-slip bath 1700 x 700mm White,Roca,205.16,"Made of steel, the robust porcelain enamelled Roca Carla 1700mm bath is part of a wider Roca collection designed to suit any bathroom, offering a combination of style, practicality and innovative technology.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Roca Carla 2 tap hole anti-slip bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/74/NW-D00674_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_2374L3000_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_2374L3000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PA02603,Ideal Standard Simplicity 2 tap hole anti-slip bath with grips 1700 x 700mm White,Ideal Standard,381.81,"Supplied with chrome-plated grips for extra safety, security and peace of mind, this Ideal Standard Simplicity steel bath measures 1700 x 700mm. Made of a highly engineered steel finished in classic white, this bath provides strength and long-lasting durability in addition to easy cleaning.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Simplicity 2 tap hole anti-slip bath with grips 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/04/NW-A02601_A02604_wm.jpg,,,,,Y,White,Y,N,Two,A02603 PK,,N,For domestic and commercial use,Standard gauge steel,Slip-resistant base,With 2x tap holes,With pre-drilled waste and overflow,Includes grips,,Simplicity+,,,,,Yes,Yes,,,,,,,,,,Left,,,,,
110,PT26158,ESSENTIAL KENSINGTON  SHOWERBATH-LH 1700,Essentials,457.74,"A complete pack for ease of specification, the Essentials Kensington shower bath pack includes an L-shaped bath along with panel, shower screen and legs. Offering a capacity of 165L, this bath gives users the option of luxuriant bathing or spacious showering in a single footprint, maximising space in a small bathroom. The Kensington bath is supplied free from tapholes, giving you the option to install a wall-mounted bath filler.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> ESSENTIAL KENSINGTON  SHOWERBATH-LH 1700,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/58/T26158_wm.jpg,,,,,,White,,N,,EB519,Shower Bath,N,Acrylic construction,White finish,Left-handed L-shaped design,Supplied with shower screen,With L-shaped panel,Includes bath legs,,,,25 Years,Acrylic,440,Yes,Yes,No,No,0,L Shape,Yes,165 l,,Without tapholes,25 year warranty,Centre,,,,,
111,PT03871,Ideal Standard iLife water saving bath 1700 x 700mm 139L,Ideal Standard,202.01,"Double-ended for complete comfort, the Ideal Standard i.Life acrylic bath has no pre-drilled tapholes making it ideal for fitting with floorstanding standpipe-style taps or under a wall-mounted bath filler. Measuring 1700 x 700mm, this water-saving bath has a standard rectangular shape to suit any bathroom.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard iLife water saving bath 1700 x 700mm 139L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/71/T03871_wm.jpg,,,,,,White,,N,,T478101,,N,Suitable for domestic or hotel use,Supplied without tapholes,Idealform,Double ended design,Acrylic construction,White colour,,iLIFE,30 mm,25 Years,Acrylic,390,Yes,Yes,No,No,0,Rectangular,No,139 l,,139L capacity,25 year warranty,,,,,,
112,PD03933,Ideal Standard Tempo Cube no tap hole double ended bath 1700 x 750mm White,Ideal Standard,267.8,"Just right for two, the Ideal Standard Tempo Cube 1700mm bath is double ended and has a gently sloping interior for increased comfort.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Tempo Cube no tap hole double ended bath 1700 x 750mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/33/NW-D03933_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E258301_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PD00968,Kaldewei Saniform 2 tap hole bath 1600 x 700mm White,Kaldewei,233.34,"A classic ergonomic design, the Kaldewei Saniform 1600 x 700 x 410mm bath is built with the waste positioned at the foot end. Made of robust steel, this white bath is built to last and has been designed to offer a particularly broad back rest for the ultimate in bathing comfort.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Kaldewei Saniform 2 tap hole bath 1600 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/69/NW-D00968_D00969_wm.jpg,,,,,Y,White,N,N,Two,111734350001,Ergonomic,N,Two tap holes,Grip holes pre-drilled (not shown in image),Range of colours available,Ergonomic design,,,,Saniform+,,30 Year,Steel,410,Yes,Yes,Yes,No,2,Rectangular,No,111 l,,,,Right,N,Steel,Rectangular,47000.00000,545-560
114,PA01898,Twyford Celtic 2 tap hole anti-slip bath including twin grips 1500mm White,Twyford,244.66,"Supplied with a fast fixing set for ease of installation, the Twyford Celtic BS1472WH 1500mm bath also includes twin hand grips and a slip-resistant surface for secure use, especially when getting in and out of the bath. Made of robust steel, this 540mm deep, two tap hole bath is suitable for over-bath showering and is made to withstand high levels of use.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Twyford Celtic 2 tap hole anti-slip bath including twin grips 1500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/98/NW-A01898_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_BS1472WH_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_DOP17_Baths_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_BS1572WH_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_BS1472WH_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PA17830,Ideal Standard Unilux end panel 750mm White,Ideal Standard,60.3,"Complementing almost any bathroom design, this Ideal Standard Unilux 510 x 750mm bath end panel is made of acrylic with a smart white gloss finish. Robustly made, this 18mm thick panel is built to last.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Unilux end panel 750mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/30/NW-A17830_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/IS_Bath_Book_Brchr_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PD59004,Roca Bilbao 1700x70 0TH rectangular bath,Roca,223.39,"The Roca Bilbao 1700mm single ended bath offers a capacity of 170L. Manufactured in white acrylic, this bath is supplied without tapholes, making it suitable for installation with wall-mounted fillers.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Roca Bilbao 1700x70 0TH rectangular bath,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/04/D59004_wm.jpg,,,,,,White,,N,,Z247997511,,N,Rectangular shape,Acrylic construction,White colour,With encapsulated baseboard,Without tapholes,25 year warranty,,,,25,Acrylic,420,Yes,Yes,No,No,0,Rectangle,Yes,170 l,,,,N/A,,,,,
117,PD01784,Roca superthick front panel for acrylic bath -white,Roca,81.94,"Ultra-thick for robust long-term use, this Roca Superthick 1800 x 515mm front bath panel is manufactured in white acrylic to match into most bathroom schemes.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Roca superthick front panel for acrylic bath -white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/84/D01784_wm.jpg,,,,,,White,,N,,Z025170000,Bath Panel,N,Can be cut to size,Acrylic construction,White finish,2 year warranty,,,,,3 mm,2 Year,Acrylic,,,,,,,,,,,,,,,,,,
118,PA01893,Twyford Celtic 2 tap hole plain bath 1700mm White,Twyford,230.6,"Supplied with a fast fixing set for ease of installation, the Twyford Celtic BS1502WH 1700mm bath includes two pre-drilled tap holes. Made of robust steel, this 540mm deep bath is suitable for over-bath showering and is made to withstand high levels of use.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Twyford Celtic 2 tap hole plain bath 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/94/NW-A01892_A01894_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_BS1502WH_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_DOP17_Baths_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_BS1572WH_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_BS1572WH-BS1502WH_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PA71300,Ideal Standard Uniline front bath panel 1700mm White,Ideal Standard,54.14,"The Ideal Standard Uniline 1700mm bath front panel is manufactured in a tough, high impact polystyrene with rigid honeycomb backing.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Uniline front bath panel 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/00/NW-A71300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/IS_Bath_Book_Brchr_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PD03930,Ideal Standard Tempo Cube no tap hole form+ bath 1700 x 700mm White,Ideal Standard,470.28,"Designed with understated minimalism, the Ideal Standard Tempo Cube bath is perfect for modern bathrooms. Constructed using Ideal Form Plus+, this 700mm wide bath offers exceptionalevels of strength and rigidity forongasting reliability.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Tempo Cube no tap hole form+ bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/30/NW-D03930_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E258501_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
