,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Connection Size,Diameter,Length (M),Hazardous,Approvals,Material,Outer Diameter,Size,Wall Thickness (mm),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Range,Connection Type 1,Connection Type 2
133,P519431,"Wavin Hep2O tank connector 15mm x 1/2""",Wavin,3.31,"This Wavin Hep2O HX20 15mm x 1/2"" tank connector, made of polybutylene (PB) with BSP tail and backnut is designed for cold water use only.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O tank connector 15mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/32/NW-519431_519432_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
134,P591551,JG Speedfit barrier pipe length 15mm x 3mtr (Pack of 5),JG Speedfit,20.49,"JG Speedfit 15mm barrier pipe is ideal for use in those short runs where a harder pipe material provides an advantage. Incorporating five layers, with a blue-coloured oxygen barrier in the centre to keep air from entering the system, this pipe offers excellent levels of corrosion resistance. Supplied in a 3M length, JG Speedfit pipe promises low thermal conductivity, making it safe to touch when carrying hot water.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit barrier pipe length 15mm x 3mtr (Pack of 5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/51/NW-591551_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
135,P516521,Polypipe PolyFit polybutylene barrier pipe 22mm x 50mtr White,Polypipe,416.14,"Highly flexible, this Polypipe PolyFit 22mm barrier pipe is designed to fit seamlessly with PolyFit, PolyMax and PolySure plumbing fittings. Made of polybutylene (PB), this pipe can be used in most plumbing and heating installations, including both hot and cold water supply, offering long lasting durability and high levels of performance. This pipe is supplied in a length of 50M.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Polypipe PolyFit polybutylene barrier pipe 22mm x 50mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/21/NW-516520_516521_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
136,P519404,"Wavin Hep2O female iron straight connector 22mm x 3/4""",Wavin,9.13,"Ideal for joining multiple pipes, this Wavin Hep2O HX28 22mm x 3/4"" adapter is made of brass and includes push-fit connections along with In4Sure joint recognition, providing an indication when the pipe is securely connected.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O female iron straight connector 22mm x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/04/NW-519403_519404_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
137,PP89874,Uponor combi PEX pipe 32 x 2.9mm 5mtr White Bar,Uponor,9.49,"Diffusion-resistant, this Uponor 32mm PE-X pipe is suitable for general plumbing and radiator connections. Meeting ISO 15875 for hot and cold water and heating applications, this 2.9mm thick pipe is supplied in a 5M length.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Uponor combi PEX pipe 32 x 2.9mm 5mtr White Bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/74/NW-P89874_wm.jpg,,,,White,32,5 x 5.5mtr,5,N,WRAS,Cross-Linked Polyethylene (PE-X),32,32 mm,29,1083815,Pex Pipe,N,Diffusion-resistant,Five-layer construction,Manufactured to ISO 15875 for hot and cold water and heating applications,WRAS approved,,,,,,,
138,P517441,JG Speedfit pipe in pipe 22mm x 50mtr,JG Speedfit,346.58,"Provided in a length of 50M, this JG Speedfit 22mm pipe-in-pipe covers and blankets Speedfit PE-X or polybutylene pipe installed in concrete or masonry. Intended for removable installation to meet water regs, this pipe coil is made of a lightweight and flexible PE-X.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit pipe in pipe 22mm x 50mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/41/NW-517441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,
139,PP91692,Uponor MLC pipe clip 15-16mm White,Uponor,0.87,These Uponor 16mm pipe clips are made of white plastic and are suitable for use with PE-X pipes.,"Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Uponor MLC pipe clip 15-16mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/94/NW-P91692_P91694_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Uponor_PEX_Q&E_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
140,P515097,Wavin Hep2O pipe in pipe 28mm x 25mtr Red,Wavin,302.18,"This Wavin Hep2O 28mm pipe-in-pipe is made of 2.75mm thick polybutylene (PB) for a secure, leak-resistant alternative to copper piping. Flexible and simple to install via push-fit, this pipe is supplied in a 25M length.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O pipe in pipe 28mm x 25mtr Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/97/NW-515097_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2o_Push_Fit_Plumbing_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Hepworth_Plastic_Products_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Wavin_Hep2o_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,
141,P517011,Polypipe Polyplumb barrier pipe 15mm x 6mtr Grey,Polypipe,27.71,"Highly flexible, this Polypipe PolyPlumb 15mm barrier pipe is designed to fit seamlessly with PolyFit, PolyMax and PolySure plumbing fittings. Made of polybutylene (PB), this pipe can be used in most plumbing and heating installations, including both hot and cold water supply, offering long lasting durability and high levels of performance. This pipe is supplied in a length of 6M.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Polypipe Polyplumb barrier pipe 15mm x 6mtr Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/15/NW-517010_517015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
142,P542496,Wavin Hep2O 3 port manifold 22 x 15mm,Wavin,10.62,"This Wavin Hep2O HX89B 2x 22mm, 3x 15mm three port manifold is made of polybutylene (PB). It is designed for use in hot and cold flexible push-fit plumbing systems.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O 3 port manifold 22 x 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/96/NW-542496_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
143,P517036,Polypipe Polyplumb barrier coil 22mm x 50mtr Grey,Polypipe,416.14,"Highly flexible, this Polypipe PolyPlumb 22mm barrier pipe is designed to fit seamlessly with PolyFit, PolyMax and PolySure plumbing fittings. Made of polybutylene (PB), this pipe can be used in most plumbing and heating installations, including both hot and cold water supply, offering long lasting durability and high levels of performance. This pipe is supplied in a length of 50M.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Polypipe Polyplumb barrier coil 22mm x 50mtr Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/37/NW-517030_517037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
144,P517033,Polypipe Polyplumb barrier coil 15mm x 50mtr Grey,Polypipe,219.65,"Highly flexible, this Polypipe PolyPlumb 15mm barrier pipe is designed to fit seamlessly with PolyFit, PolyMax and PolySure plumbing fittings. Made of polybutylene (PB), this pipe can be used in most plumbing and heating installations, including both hot and cold water supply, offering long lasting durability and high levels of performance. This pipe is supplied in a length of 50M.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Polypipe Polyplumb barrier coil 15mm x 50mtr Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/37/NW-517030_517037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PP97288,Uponor Q&E Shrink-fit PEX pipe 20mm x 3mtr (Priced per metre),Uponor,4.61,"Diffusion-resistant, this Uponor 20mm PE-X pipe is suitable for general plumbing and radiator connections. Meeting ISO 15875 for hot and cold water and heating applications, this 1.9mm thick pipe is supplied in a 48M length.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Uponor Q&E Shrink-fit PEX pipe 20mm x 3mtr (Priced per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/89/NW-P97287_P97289_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Uponor_PEX_Q&E_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
146,P517501,JG Speedfit barrier pipe coil 10mm x 100mr,JG Speedfit,157.65,"Made up of five layers, this JG Speedfit 10mm barrier pipe has a central blue-coloured oxygen barrier, keeping air from entering the system, ensuring improved corrosion resistance. Supplied in a 100M length, JG Speedfit PE-X pipe is designed for low thermal conductivity meaning it won't become hot to the touch when carrying hot water.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit barrier pipe coil 10mm x 100mr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/06/NW-517499_517506_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Speedfit_UnderFloorHeating_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Speedfit_UFHeating_installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
147,P515093,Wavin Hep2O pipe in pipe 15mm x 50mtr Red,Wavin,238.62,"This Wavin Hep2O 15mm pipe-in-pipe is made of 1.85mm thick polybutylene (PB) for a secure, leak-resistant alternative to copper piping. Flexible and simple to install via push-fit, this pipe is supplied in a 50M length.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O pipe in pipe 15mm x 50mtr Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/93/NW-515093_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2o_Push_Fit_Plumbing_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Hepworth_Plastic_Products_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Wavin_Hep2o_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,
148,P519397,Wavin Hep2O branch end reduced tee 28 x 22 x 22mm,Wavin,15.29,This Wavin Hep2O HD14 28 x 22 x 22mm 90° branch and one end reduced tee is made from polybutylene (PB) and includes push-fit connections. This fitting is suitable for use in hot and cold flexible push-fit plumbing systems.,"Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O branch end reduced tee 28 x 22 x 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/97/NW-519397_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
149,P517517,JG Speedfit barrier pipe length 28mm x 6mtr,JG Speedfit,31.4,"JG Speedfit 28mm barrier pipe is ideal for use in those short runs where a harder pipe material provides an advantage. Incorporating five layers, with a blue-coloured oxygen barrier in the centre to keep air from entering the system, this pipe offers excellent levels of corrosion resistance. Supplied in a 6M length, JG Speedfit pipe promises low thermal conductivity, making it safe to touch when carrying hot water.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit barrier pipe length 28mm x 6mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/17/NW-517514_517517_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,
150,P519403,"Wavin Hep2O female iron straight connector 15mm x 1/2""",Wavin,6.36,"Ideal for joining multiple pipes, this Wavin Hep2O HX28 15mm x 1/2"" adapter is made of brass and includes push-fit connections along with In4Sure joint recognition, providing an indication when the pipe is securely connected.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O female iron straight connector 15mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/04/NW-519403_519404_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
151,P542432,Wavin Hep2O polybutylene barrier pipe 15mm x 6mtr White,Wavin,15.43,"This Wavin Hep2O 15mm barrier pipe is made of 1.85mm thick polybutylene (PB) for a secure, leak-resistant alternative to copper piping. Flexible and simple to install via push-fit, this pipe is supplied in a 6M length.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O polybutylene barrier pipe 15mm x 6mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/33/NW-542432_542433_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2o_Push_Fit_Plumbing_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Hepworth_Plastic_Products_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Wavin_Hep2o_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,
152,P542494,Wavin Hep2O HX88B 2 port manifold 22 x 15mm,Wavin,7.88,"This Wavin Hep2O HX88B 2x 22mm, 2x 15mm two port manifold is made of polybutylene (PB). It is designed for use in hot and cold flexible push-fit plumbing systems.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O HX88B 2 port manifold 22 x 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/94/NW-542494_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
153,P519349,Wavin Hep2O branch end reduced tee 22 x 10 x 10mm,Wavin,5.66,This Wavin Hep2O HD14 22 x 10 x 10mm 90° branch and one end reduced tee is made from polybutylene (PB) and includes push-fit connections. This fitting is suitable for use in hot and cold flexible push-fit plumbing systems.,"Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O branch end reduced tee 22 x 10 x 10mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/50/NW-519349_519350_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
154,P581390,JG Speedfit PB layflat pipe coil 15mm x 150mtr White,JG Speedfit,321.39,"Supplied in a length of 150M this JG Speedfit Layflat 15mm polybutylene pipe is ideal for long runs where softer pipe material is needed for easier cabling through joists. Easy to handle, when removed from its coil, this pipe remains straight and lays completely flat, meaning no annoying recoiling. Made with five layers, Layflat pipe includes a central oxygen barrier to prevent the ingress of air and reduce corrosion on a system's metal components. This pipe is designed for low thermal conductivity staying cool even when carrying hot water, making it safe for exposed installation.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit PB layflat pipe coil 15mm x 150mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/93/NW-581388_581393_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
155,P519361,"Wavin Hep2O hand titan tap connector 15m x 1/2""",Wavin,3.36,"This Wavin Hep2O HD26 Hand-Titan 15mm x 1/2"" tap connector with rubber washer and push-fit connections incorporates In4Sure joint recognition technology, providing an indication when the pipe is securely connected. This fitting is supplied with SmartSleeve for easy pipe insertion and provides secure demounting using the smart HepKey system. Easy to install, Hep2O is ideal for use in confined spaces.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O hand titan tap connector 15m x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/63/NW-519361_519363_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
156,P542507,Wavin Wavin Hep2O polybutylene barrier pipe 28mm x 6mtr White,Wavin,41.29,"Leak-resistant, this Wavin Hep2O 28mm barrier pipe is made of white 2.75mm thick polybutylene (PB), a secure alternative to copper. Easy to install, using simple push-fit connections, this flexible pipe is supplied in a 6M length.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Wavin Hep2O polybutylene barrier pipe 28mm x 6mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/07/NW-542507_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2o_Push_Fit_Plumbing_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Hepworth_Plastic_Products_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Wavin_Hep2o_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,
157,P542489,Wavin Hep2O ball valve 22mm,Wavin,16.39,"This Wavin Hep2O HX22 22 x 22mm brass ball valve is suitable for hot and cold water and heating applications. Compatible with copper and plastic pipe, this valve includes push-fit connections and In4Sure joint recognition, providing an indication when the pipe is connected. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O ball valve 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/89/NW-542488_542489_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
