,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Part Gas Council number,Attachment 1,By Model Number,Body Material,Attachment 2,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Pack Quantity,Range,Attachment 3,Range For Use With,Weight,Warranty,Depth (mm),Flue Type,Flue Diameter,Flue Length,Flue Size,For Use With
403,P501365,Vaillant 178993 O rings (10),Vaillant,8.3,"This Vaillant O-ring pack, containing 10 pieces, is for use in the heat exchanger of Guernsey/Jersey only (condensing), ecoFIT VUW (condensing), ecoTEC VU (condensing), ecoTEC VUW (condensing), Home (condensing), VWL (heat pump accessory), ecoFIT VU (condensing), ecoTEC VUI (condensing), VWL (heat pump) and Hydraulic units.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 178993 O rings (10),,10x O-rings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/65/501365_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_ecoVSC-SauroVSCD_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,P501388,Vaillant 193594 packing ring,Vaillant,8.3,"This Vaillant packing ring is designed for use in the heat exchanger of Guernsey/Jersey only (condensing), ecoTEC VU (condensing), ecoTEC VUW (condensing) and ecoTEC VUI (condensing) boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 193594 packing ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/88/501388_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,P475497,Vaillant heat exchanger 28kw,Vaillant,310.05,"A Vaillant heat exchanger suitable for THERMOcompact VU (fan-assisted) and TURBOmax VUW (fan-assisted) boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant heat exchanger 28kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/97/475497_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_Turboblock_Turbotop_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,P500139,Vaillant right hand side panel,Vaillant,84.11,"This Vaillant side panel is a casing part for ecoTEC VU (condensing) and ecoMAX VU (condensing) boilers.  Casings vary from model to model, designed to suit different locations, offering differing levels of robustness and a variety of finishes.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant right hand side panel,,Panel,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/39/500139_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTECplus_415-438_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,P475499,Vaillant thermo-manometer,Vaillant,72.78,"A Vaillant thermo-manometer for THERMOcompact VU (fan-assisted) and TURBOmax VUW (fan-assisted) boilers.  The thermostat allows the user to change or set the temperature of a boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant thermo-manometer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/99/475499_wm.jpg,N,"VU 182/1 E, VUW 242/1 E, VUW 282/1 E, VU 182 E, VU 242 E, VU 282 E, VU 282/1 E, VUW 242 E, VU 242/1 E, VUW 282 E, VU 142/1 E",Control Panel,"THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted)",101558,Thermo-Manometer,N,,,"VU 182/1 E,VUW 282/1 E,VU 182 E,VU 242/1 E,VUW 242/1 E,VU 282/1 E,VU 142/1 E,VUW 282 E,VU 282 E,VU 242 E,VUW 242 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,P501374,Vaillant 171441 gas valve,Vaillant,178.85,"A genuine Vaillant part, this gas valve is compatible with ecoMAX VU (condensing) and ecoTEC VU (condensing) boilers.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 171441 gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/74/501374_wm.jpg,N,"ecoMAX 665 VU 656-7, VU 656/4-5, VU 656/4-5 A",Gas Assembly,"ecoMAX VU (condensing), ecoTEC VU (condensing)",0020111000,Gas Valve,N,,,"ecoMAX 665 VU 656-7,VU 656/4-5,VU 656/4-5 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,P501443,Vaillant flange set,Vaillant,175.49,"A flange set for the burner section of Vaillant ecoTEC VU (condensing), ecoTEC VUW (condensing) and ecoTEC VUI (condensing) boilers.  The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant flange set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/43/501443_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_ecoTEC_pro_24-28_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,P475466,Vaillant flame supervision device,Vaillant,189.43,"This Vaillant printed circuit board is a genuine spare part for THERMOcompact VC (fan-assisted) and COMBIcompact VCW (fan-assisted) boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant flame supervision device,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/66/475466_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_Thermoblock_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,P500179,Vaillant pressure reduction valve,Vaillant,117.17,"This Vaillant pressure relief valve is a replacement part suitable for use with VIH boilers.  The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant pressure reduction valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/79/500179_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_VIH_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,P127229,Vaillant pressure relief valve mounting kit,Vaillant,70.3,"Prevent pressure build-up in a closed system with this Vaillant pressure relief valve. Set to open in reaction to pressure increases, this valve ensures safe operation with less risk of breakdown.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant pressure relief valve mounting kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/29/127229_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/72/29/127229.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,P498982,Vaillant seal,Vaillant,8.27,"This Vaillant seal is suitable for use in the gas assembly of ecoMAX VU (condensing) and ecoTEC VU (condensing) boilers.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/82/498982_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_415418428438_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,P500233,Vaillant clamp,Vaillant,14.33,"A clamp for the flue of Vaillant's 60/100 PP (condensing) unit.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant clamp,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/33/500233_wm.jpg,N,"Horizontal wall terminals 60/100 PP, Extension 0.5 m DN 60/100 PP, Extension 1.0 m DN 60/100 PP, Separator DN 60/100 PP, Horizontal wall terminals 60/100 alu, Pipe clamps 100 mm, 45 degree bend DN 60/100 PP ( 2 pcs ), Mounting clamp ( x 5 ) DN 100, Exten",Flue,60/100 PP (Condensing),282573,Clamp,N,,,"Bend 87 degree DN 60/100 PP,Extension 1.0 m DN 60/100 PP,45 degree bend DN 60/100 PP ( 2 pcs ),Horizontal wall terminals,Mounting clamp ( x 5 ) DN 100,Wall bushing 60/100 PP,Extension 0.5 m DN 60/100 PP,Extension 2.0 m DN 60/100 PP,Separator DN 60/100 PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,P474773,Vaillant clips (Pack of 5),Vaillant,8.73,"A genuine Vaillant accessory, this clip keeps parts securely together in the hydraulics of ecoFIT VU (condensing), ecoFIT VUW (condensing), ecoMAX VU (condensing), ecoTEC VU (condensing), ecoTEC VUI (condensing), ecoTEC VUW (condensing), THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted), VWF (heat pump), Guernsey/Jersey only (condensing), Home (condensing), VWL (heat pump), ecoMAX VUW (condensing), VWL (heat pump accessory) and aquaPLUS VUI (fan-assisted) boilers.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant clips (Pack of 5),,5x clips,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/73/474773_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_ecoTEC_pro-plus_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,P475923,Vaillant fuses 1.25a (Pack of 10),Vaillant,8.27,"This fuse is for use in the control panel of Vaillant THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted), VK-VKS (conventional flue) and aquaPLUS VUI (fan-assisted) boilers.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant fuses 1.25a (Pack of 10),,10x fuses,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/23/475923_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_atmoCRAFT_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,P474752,Vaillant clip,Vaillant,7.71,"A genuine Vaillant accessory, this clip is for use in the casing of TURBOmax VUW (fan-assisted), THERMOcompact VU (fan-assisted), ecoMAX VUW (condensing) and ecoMAX VU (condensing) boilers.  Casings vary from model to model with designs to suit different locations, offering differing levels of robustness and a variety of finishes.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant clip,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/52/474752_wm.jpg,N,"VUW 242 E, VUW 282 E, VU 142/1 E, VU 242 E, VU 242/1 E, VUW 282/1 E, VU 282/1 E, VUW 242/1 E, ecoMAX VUW 236 E, VU 182 E, ecoMAX VU 186 E, ecoMAX VUW 286 E, VU 182/1 E, VU 282 E, ecoMAX VU 226 E",Casing,"TURBOmax VUW (fan-assisted), THERMOcompact VU (fan-assisted), ecoMAX VUW (condensing), ecoMAX VU (condensing)",0020107706,Clip,N,,,"VU 242/1 E,VUW 242/1 E,VU 182/1 E,VUW 282/1 E,ecoMAX VU 186 E,VU 182 E,ecoMAX VUW 286 E,ecoMAX VUW 236 E,VU 282/1 E,ecoMAX VU 226 E,VU 142/1 E,VUW 282 E,VU 282 E,VUW 242 E,VU 242 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,P500151,Vaillant ignition and monitoring electrode,Vaillant,27.67,"A genuine Vaillant spare, this ignition spark electrode is designed for THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted) and aquaPLUS VUI (fan-assisted) appliances.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant ignition and monitoring electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/51/500151_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_TURBOmax_Pro-Plus_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,P475718,Vaillant pressure differential valve,Vaillant,32.23,"A genuine Vaillant part, this flow switch is suitable for use in THERMOcompact VC (fan-assisted), COMBIcompact VCW (fan-assisted), VC-VCW (conventional flue) and VC-VCW (balanced flue) boilers.  The flow switch, or flow meter, has an inbuilt sensor that sits inside heating or hot water system pipework as an important safety mechanism. Designed to sense water flow, the switch feeds information to the boiler's printed circuit board (PCB) to ensure that the burner is not activated when the system is low on water or dry.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant pressure differential valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/18/475718_wm.jpg,N,"VC 142 E, VC 282 E, VCW 242 E, VC 15, VC 182 E, VCW 15, VCW 20/1 T3W, VCW 20, VC-sine 18 T3W, VCW 15/1 T3W, VC 242 E, VCW-sine 18 T3W, VC 20, VCW 282 E, VC 112 E, VCW 25/1 T3W",Heat Exchanger,"THERMOcompact VC (fan-assisted), COMBIcompact VCW (fan-assisted), VC-VCW (conventional flue), VC-VCW (balanced flue)",151017,Flow Switch,N,,,"VCW 242 E,VC 282 E,VCW 15,VCW-sine 18 T3W,VCW 20/1 T3W,VC 20,VCW 20,VC 142 E,VC 15,VC 112 E,VCW 15/1 T3W,VC 182 E,VCW 25/1 T3W,VC 242 E,VC-sine 18 T3W,VCW 282 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,P500167,Vaillant 180940 cover,Vaillant,36.62,"Replacement casing for Vaillant's ecoTEC VU (condensing), ecoTEC VUW (condensing) and ecoTEC VUI (condensing) boilers.  Casings vary from model to model with designs to suit different locations, offering differing levels of robustness and a variety of finishes.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 180940 cover,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/67/500167_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,P476312,Vaillant 180912 heat exchanger,Vaillant,2142.7,"A replacement Vaillant heat exchanger suitable for installation in ecoTEC VU (condensing) and ecoMAX VU (condensing) boilers. This part is supplied with insulation, packing ring, O-rings and gasket.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 180912 heat exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/12/476312_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC_VU_466-656_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,P501570,Vaillant 180914 condensate trap,Vaillant,32.49,"A genuine Vaillant spare, this condensate trap is compatible with ecoMAX VU (condensing) and ecoTEC VU (condensing) boilers.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe connected to the condensate trap sends held water out of the property. This pipe is ordinarily made of plastic that can withstand the low levels of acid present due to CO2 from the combustion process dissolving in the water.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 180914 condensate trap,,Condensate Tap,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/70/501570_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC_VU_466-656_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,P476073,Vaillant 0010030653 high efficiency pump (1),Vaillant,314.99,"This genuine Vaillant high efficiency pump is an accessory specifically for use with a solar pump unit.  The pump moves heated water around a boiler, via the heat exchangers and into the radiators or hot taps. The pump is normally located before the diverter valve in a combi to allow circulation through a heating and hot water system.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 0010030653 high efficiency pump (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/73/476073_wm.jpg,N,,Pump Unit,Solar Pump Unit,0010030653,,N,n/a,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
424,P475868,Vaillant clip,Vaillant,7.87,"A genuine Vaillant accessory, this clip keeps parts securely together in the hydraulics of ecoMAX VUW (condensing) and TURBOmax VUW (fan-assisted) boilers.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant clip,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/68/475868_wm.jpg,N,"ecoMAX VUW 286 E, VUW 242/1 E, VUW 242 E, ecoMAX VUW 236 E, VUW 282 E, VUW 282/1 E",Hydraulics,"ecoMAX VUW (condensing), TURBOmax VUW (fan-assisted)",0020107708,Clip,N,,,"VUW 282/1 E,ecoMAX VUW 286 E,ecoMAX VUW 236 E,VUW 242/1 E,VUW 282 E,VUW 242 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,P475900,Vaillant control,Vaillant,117.17,"A genuine Biasi spare part, this front cover will fit aquaPLUS VUI (fan-assisted), THERMOcompact VU (fan-assisted) and TURBOmax VUW (fan-assisted) boiler models.  Casings vary from model to model, designed to suit different locations, offering differing levels of robustness and a variety of finishes.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/00/475900_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_TURBOmaxTURBOmax_plus_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
