,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Attachment 12,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Warranty,Hazardous,Depth (mm),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Range,Number of Tap Holes
72,PC08097,Twyford Sola mains operated infrared tap,Twyford,552.01,"A hygienic choice for public bathroom use, this Twyford Sola monobloc mixer tap uses an infrared sensor for automatic switch on and timed flow. Mains-operated, this tap has a clean chrome finish and offers a hygiene flush which will start after 24 hours without use, keeping internals clear of sitting water.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Twyford Sola mains operated infrared tap,,Monobloc mixer tap;Full service ;maintenance instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/97/NW-C08096_C08097_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_SF2610CP-11CP_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_SF2610CP-11CP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_Sola_SF2611CP_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Sola_SF2611CP_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PD00623,Roca V2 basin mixer tap plus pop up waste Chrome Plated,Roca,114.12,"Designed for deck mounting, this Roca V2 basin mixer with pop-up waste and integrated aerator offers simple single lever operation and a bright chrome finish.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Roca V2 basin mixer tap plus pop up waste Chrome Plated,,Basin mixer;Pop up waste,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/23/NW-D00623_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_V2_5A3025C00_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_V2_5A3025C00_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_Victoria-N_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PJ92312,Ideal Standard Contour 21+ single lever basin medical handle anti vandal mixer tap,Ideal Standard,149.64,"Offering anti-vandal operation and temperature limiting, the Ideal Standard Contour 21+ basin mixer tap is an efficient, hardwearing and safe choice for use in public or commercial bathrooms. Deck-mounted, this modern chrome tap has nickel-free waterways and an antibacterial self-draining spout as well as a ceramic disc for long lasting practicality.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Ideal Standard Contour 21+ single lever basin medical handle anti vandal mixer tap,,Basin mixer;Pop-up waste;Copper tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/12/NW-J92312_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Contour21TapShower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21+_BC122AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PD80844,Bristan Niva basin mixer tap plus clicker waste,Bristan,75.4,"Suitable for both high and low pressure systems, the Bristan Niva basin mixer has a statement square design that will look great in modern bathrooms. Fitted with a ceramic cartridge for durability and ease of use, this smart, robust mixer tap is supplied with all necessary parts for hassle-free fitting.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Niva basin mixer tap plus clicker waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/_a/D80844_A_wm.jpg,,,,,,,,,,,,,Chrome,27.3,0.2,65,90,Contemporary,5,N,195,No,No,Yes,Fixed,Deck,Lever,Brass,NVA BAS C,Basin Mixers,N,Hardwearing chrome finish,Long life ceramic cartridge for durability,Includes flexible tails,With clicker waste,Supplied with metal fixing nut to secure tap,Suitable for high and low pressure water systems,5 year warranty,,,,Niva,1
76,PD77059,Bristan Capri basin mixer tap with eco clicker waste Chrome Plated,Bristan,145.94,"The Bristan Capri twist control basin mixer with statement spout, eco click and pop-up waste is made of hardwearing brass with a chrome finish. Suitable for use in any plumbing system, this modern deck-mounted mixer incorporates ceramic cartridge technology for smooth control and durability.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Capri basin mixer tap with eco clicker waste Chrome Plated,,"1 x Tap, 1 x Waste, 3 x Waste Rod Operating Rod, 2 x Flexi Hose, 2 x Plinth, 1 x Washers, 2 x Fixings, 2 x Olive, 2 x Nuts, 1 x Handle, 1 x Shroud, 1 x Nut, 1 x Cartridge, 1 x Flow Straightener, 1 x Grub Screw, 1 x Indices, 1 x Fitting Instructions",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/59/NW-D77059_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Capri_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Capri_Tap_Mixer_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77059_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PC34292,Ideal Standard Ceraplan basin mixer H60 RMTD UK 5ltr,Ideal Standard,99.23,"A contemporary redesign of a classic bathroom tap, the Ideal Standard Ceraplan H60 RMTD basin mixer is a slimline, smooth monobloc mixer well-suited to modern bathrooms. Built to withstand regular use, this chrome-finished bathroom tap is fitted with robust FirmaFlow ceramic cartridges and offers ease of installation using Ideal Standard's reliable EasyFix system.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Ideal Standard Ceraplan basin mixer H60 RMTD UK 5ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/92/C34292_wm.jpg,,,,,,,,,,,,,Chrome,5 L/min,0.2,40°C - 65,90,Contemporary,5 Years,N,145,No,Yes,Yes,Fixed,Deck Mounted,Lever,Chrome Plated Brass,BD208AA,Monobloc Tap,N,Brass construction,Chrome-plated finish,"FirmaFlow ceramic cartridges with lifespan of 500,000 cycles",Easyfix system for ease of installation,Pre-fitted 5 LPM flow regulator saves water,With flexible tails,5 year warranty,,,,Ceraplan,1
78,PB88939,Ideal Standard Calista mini basin mixer Chrome,Ideal Standard,80.14,"Designed to suit commercial as well as domestic bathrooms, the Ideal Standard Calista mini basin mixer tap is economical and hardwearing. This tap incorporates easy to use lever handles and a 102mm spout projection along with an attractive chrome finish over its tough brass body. Fitted with a flow regulator and ceramic cartridge, the Calista mixer tap is suitable for use in high pressure systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Ideal Standard Calista mini basin mixer Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/39/NW-B88939_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IStandard_Essentials_2021_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IStandard_Calista_Mini_BMixer_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PD88169,Bristan Vantage basin mixer without waste,Bristan,124.8,"Built in a tough brass with a chrome finish and elongated handles, the Bristan Vantage basin mixer tap is a modern classic design that will suit the décor of most bathrooms. Suitable for use in any plumbing system, this deck-mounted tap offers ease of installation and long lasting durability.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Vantage basin mixer without waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/69/NW-D88169_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88169_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88169_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D88169_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PC44336,Bristan Java mini basin mixer tap and click waste Chrome Plated,Bristan,135.06,"With a looped handle, the Bristan Java cloakroom basin mixer with clicker waste offers tactile, effortless control and elegant looks. This smart deck-mounted cloakroom tap is made of tough brass with a chrome finish and is suitable for installation in any plumbing system.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Java mini basin mixer tap and click waste Chrome Plated,,Cloakroom basin mixer;Clicker waste,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/36/NW-C44336_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Java_BAS_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C44336_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C44336_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PD77191,Bristan Hourglass basin mixer tap Chrome Plated,Bristan,143.94,"With a curvy design and bright chrome finish, the Bristan Hourglass basin mixer lends any bathroom a touch of glamour. Built in robust brass, this deck-mounted bathroom tap is suitable for use in all plumbing systems and offers smooth ceramic cartridge controlled operation.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Hourglass basin mixer tap Chrome Plated,,Basin mixer;Flexible tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/91/NW-D77191_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Hourglass_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77191_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D77191_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PC45600,"Bristan Timed Flow single luxury basin tap 1/2""",Bristan,88.84,"With BREEAM compliant timed delivery, this 5LPM flow regulated Bristan Timed Flow basin tap helps to minimise water waste in all plumbing systems, though it performs most effectively with a balanced supply. Simple and modern, this deck-mounted soft-touch tap is made of reliably tough brass with a chrome finish.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Timed Flow single luxury basin tap 1/2""",,Basin tap;5L/min flow regulator;Cold ;hot indices,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/00/NW-C45600_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C45600_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/C45600_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C45600_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PC00004,Grohe Eurosmart basin mixer tap,Grohe,55.54,"This Grohe Eurosmart basin mixer body has no chain or pop-up rod for a sleeker finish. With a range of technologies including SilkMove for effortless control and EcoJoy to cut water use by up to 50% with no reduction in performance, this mixer is built for economy and ease of use. Easy to install, the Eurosmart is finished in StarLight chrome designed for a long lasting shine and high levels of resistance against scratching and tarnishing.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Grohe Eurosmart basin mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/04/NW-C00004_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_32467_32154_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Eurosmart_32467002_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Grohe_Product_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Grohe_23456_33265_32467-927_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PD77060,Bristan Capri basin mixer tap with no waste Chrome Plated,Bristan,103.57,"The Bristan Capri twist control basin mixer with statement spout is made of hardwearing brass with a chrome finish. Suitable for use in any plumbing system, this modern deck-mounted mixer incorporates ceramic cartridge technology for smooth control and durability.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Capri basin mixer tap with no waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/60/NW-D77060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Capri_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Capri_Tap_Mixer_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77060_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PC43079,DEVA DLT113 LEVER MONO BASIN MIXER,Deva,59.01,"Made of robust brass with a crowd-pleasing chrome finish, the Deva LEVER mono basin mixer tap is supplied with a pop-up waste for a cohesive finish. Compatible with all plumbing systems, this deck-mounted mixer has a tactile lever handle for effortless flow and temperature control by all users.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> DEVA DLT113 LEVER MONO BASIN MIXER,,Mono basin mixer;Pop up waste,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/79/NW-C43079_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_DLT113_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
