,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Sector,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13
69,PB51092,Armitage Shanks Sensorflow E electric deck mounted tap (battery powered),Armitage Shanks,180.85,"Helping to reduce water use, the Armitage Shanks Sensorflow E infrared basin mixer is battery operated for ease of installation. Manufactured in robust brass with a chrome finish, this 120mm spout projection, deck-mounted tap automatically switches off after a set length of time while a stagnation flush ensures always hygienic operation.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Armitage Shanks Sensorflow E electric deck mounted tap (battery powered),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/92/B51092_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AS_Sensorflow_E_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PB97302,Ideal Standard Avon 21 shut off tap (Pair),Ideal Standard,214.76,Save water with the eco-friendly Ideal Standard Avon 21 self closing pillar tap with additional water saving anti-vandal outlet spout. This tap features a Laminar flow pressure compensating regulator.,Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Avon 21 shut off tap (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/02/NW-B97302_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_Avon_21_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Avon_21_B8267AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PC85146,Ideal Standard Markwik 21+ thermostatic lever arm bib tap bioguard outlet,Ideal Standard,590.65,"Designed for clinical use, the Ideal Standard Markwik 21+ thermostatic single sequential lever bib mixer with de-mountable panel thermostatic mixer tap features a removable spout and Armitage Shanks BioGuard outlet for cross contamination-free hygiene. With an integral thermostat, single sequential lever operation and single flow horizontal nozzle this tap ensures balanced hot and cold draw and precise temperatures while insulated technology keeps the hot side of the mixer at a safe surface temperature. Available with a removable spout for autoclave sterilisation, the Markwik 21+ body de-mounts for submergible disinfection.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Markwik 21+ thermostatic lever arm bib tap bioguard outlet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/46/NW-C85146_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwick_21_A6060AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Markwik21_A6060_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PD12150,Rada Safetherm wall mounted basin mixer TMV3,Rada,399.01,"Designed for healthcare settings, this wall-mounted Rada Safetherm clinical mixer tap is loaded with innovative features for safe, clean use. Freebac disinfected ahead of installation, this tap minimises water retention in the body and spout to further improve bacterial control.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Rada Safetherm wall mounted basin mixer TMV3,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/50/NW-D12150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Safetherm_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Rada_Safetherm_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_Safetherm_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/at/ic/Rada_Safetherm_Schematic.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PC98026,Ideal Standard Sensorflow 21 piccolo basin electronic mains mixer tap,Ideal Standard,532.59,"Helping to save water and improve hygiene in commercial bathrooms, the Ideal Standard Sensorflow 21 piccolo electronic mains washbasin spout is a completely sensor-operated tap unit for touch-free hand washing. A smart, compact design with neat chrome finish, this automatic delivery tap is designed for vandal resistance, ensuring reliable durability.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Sensorflow 21 piccolo basin electronic mains mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/26/NW-C98026_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_BrasswareSolution_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sensorflow_21_A4798AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Sensorflow_21_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PC14652,Ideal Standard Markwick 21 pillar mounted mixer tap with detachable spout,Ideal Standard,590.65,"Suitable for use in healthcare settings, the Ideal Standard Markwick 21 panel mixer is ideal for hospital use (TB H2a). Fitted with an Armitage Shanks Bioguard outlet, this thermostatic mixer tap includes a removable spout for autoclave sterilisation and demountable panel for submergible disinfection, minimising the risk of contamination. The Markwick 21 includes an integral thermostat, single sequential long lever operation, drawing hot and cold water at each use, and a single flow horizontal nozzle. Insulated technology maintains scald-free safety, keeping the hot side of the tap cool to the touch.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Markwick 21 pillar mounted mixer tap with detachable spout,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/52/NW-C14652_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwick_21_A6243AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PC29714,Ideal Standard Markwik wall mixer tap Chrome Plated,Ideal Standard,422.73,"A space-saving design, the Ideal Standard Markwick dual control wall-mounted mixer includes 150mm levers fitted to sit flush to the wall and a fixed horizontal spout suitable for exposed or concealed plumbing. Made of robust brass with a chrome finish, this single flow mixer tap requires a balanced supply but is able to operate in both high and low pressure water systems.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Markwik wall mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/14/NW-C29714_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwick_S8230AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PC29700,Ideal Standard Markwick pillar tap mixer tap with 150mm levers Chrome Plated,Ideal Standard,425.83,"The rim-mounted Ideal Standard Markwick dual control pillar mixer includes 150mm levers. With a convenient swivel spout and a lever that sits parallel to the wall, this tap offers neat space-saving. Suitable for low and high pressure systems, this single flow mixer requires a balanced supply.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Markwick pillar tap mixer tap with 150mm levers Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/00/NW-C29700_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwick_S8200AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PD60496,Intatec Infrared battery operated infrared basin tap,Intatec,243.73,"Providing hygiene and water economy, this Intatec Infrared 6LPM basin tap is ideal for installation in public bathrooms. Simple to use, this sensor-operated chrome tap recognises the presence of a user's hands via infrared technology. This tells a solenoid valve to begin serving water, immediately stopping as hands are removed, helping to minimise water waste.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Intatec Infrared battery operated infrared basin tap,,Tap with infra red sensor;Fixing kit;Copper pipe;Gasket;Solenoid valve;Filter gasket;Battery holder or transformer;2x screws;2x wall plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/97/NW-D60496_D60497_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_IR120CP1_IR121CP1_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Intatec_IR120CP1_IR121CP1_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Intatec_IR120CP_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Intatec_IR12xCP_Spare_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PC01173,Deva Sensor 4/D dual source sensor tap,Deva,252.39,"The Deva mono basin sensor tap offers convenient and hygienic water saving automatic operation. Made of brass with a chrome finish, this sensor tap is suitable for high pressure systems and ideal for public bathrooms.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Deva Sensor 4/D dual source sensor tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/73/NW-C01173_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_SENSOR4_D_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PD64422,Intatec standard wall mounted non-concealed tap,Intatec,89.41,"Wall-mounted, the Intatec standard non-concussive tap with adjustable temperature control is compatible with a range of thermostatic mixing valves. Automatically closing after around 15 seconds, this non-concussive tap is manually switched on with the simple pressing of the control knob while twisting the same knob increases and decreases the mixed water temperature for precision delivery. Highly durable, this automatically closing tap is the perfect choice for high use public washrooms.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Intatec standard wall mounted non-concealed tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/22/D64422_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Inta_D64422_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PC12849,Delabie Tempomatic 4 Tempomatic 4 Electronic Tap - Battery operated,Delabie,300.74,"Robustly built with a smart chrome finish, this Delabie Tempomatic 4 deck-mounted electronic tap is battery-operated for ease of installation. Scale-resistant and designed complete with anti-blocking measures, this modern fixed spout tap is ideal for installation in commercial and public premises.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Delabie Tempomatic 4 Tempomatic 4 Electronic Tap - Battery operated,,Tap & flexible tales,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/49/C12849_wm.jpg,,,,,,Chrome,3 lpm,1,N/A,110,tempomatic 4,Contemporary,30-year warranty,N,,110,High,No,No,No,Fixed,Deck Mounted,N/A,Various,1,44000615,Tap,N,Battery-operated,With duty flush,Anti-blocking security measures inbuilt,Scale-resistant design for easier cleaning,For deck mounting,Chrome finish,3LPM flow rate,10 year warranty against defects,,,,,
81,PD98048,Rada T4 120 timed flow mixer tap,Rada,215.8,"Designed to save water, the Rada T4 120 timed flow pillar tap offers adjustable flow rates and durations from five to 20 seconds. Hardwearing and with soft close operation, this chrome tap is suitable for mounting onto a basin or countertop.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Rada T4 120 timed flow mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/48/NW-D98048_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_T4_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Rada_T4_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/at/ic/Rada_T4_TimedFlow_MixerTap_Schematic.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_t4_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PD64421,Intatec Non Concussive basin mounted non-concealed tap,Intatec,79.66,"Designed for use with thermostatic mixing valves, this pair of Intatec 95mm height basin-mounted taps combine manual operation with automatic closing, helping to reduce water waste. Easy to operate via simple knobs, these taps offer convenience for those with limited mobility and are suitable for use in public changing rooms and bathrooms.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Intatec Non Concussive basin mounted non-concealed tap,,2x basin mounted taps,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/21/NW-D64421_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_NC160CP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Intatec_NC160CP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Intatec_NC160CP_Spare_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PB79270,Cistermiser Novatap infrared sensor basin tap,Cistermiser,245.12,"Designed for hygienic hands-free operation, the Cistermiser Novatap basin tap has a smart chrome design with the added benefit of infrared-powered touchless operation and automatic shut-off. Vandal-resistant and ideal for those with reduced dexterity, this tap also meets water regulations requiring that the flow rate of a tap does not exceed 3.6LPM where basins don't have a plug.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Cistermiser Novatap infrared sensor basin tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/70/NW-B79270_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Cistermiser_Infrared_Taps_2_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Cistermiser_Specification_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Cistermiser_Keraflo_Spec_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Cistermiser_Infrared_Taps_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PC16654,Delabie Securitherm Bioclip wall mounted thermostatic mixer tap 200mm,Delabie,455.78,"Safe and hygienic, the Delabie Securitherm Bioclip thermostatic sink mixer is ideal for installation in healthcare facilities such as hospitals and clinics as well as in retirement and care homes. This wall-mounted chrome tap is fitted with a scale-resistant thermostatic sequential cartridge for single control adjustment of flow rate and temperature and includes a wide range of additional features for safe, clean use.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Delabie Securitherm Bioclip wall mounted thermostatic mixer tap 200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/54/NW-C16653_C16654_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Delabie_US_Eng_H9614P_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Delabie_NTH9610_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PB62126,Ideal Standard Markwik 21+ fixed panel mounted thermostatic bioguard outlet,Ideal Standard,623.56,"Clean and practical, the Ideal Standard Markwik 21+ thermostatic basin mixer with lever includes sequential control to draw hot and cold through with every use. While insulated technology keeps the hot side of the mixer at a safe temperature and a built-in thermal cleanse and BioGuard outlet provides every day safety, the body is de-mountable for washer disinfector sterilisation, preventing cross contamination.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Markwik 21+ fixed panel mounted thermostatic bioguard outlet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/26/NW-B62126_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Markwik_21+_Mixer_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwik_21+_A6735AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PD88160,Bristan Solo non-thermostatic basin mixer with long lever,Bristan,224.26,"Manufactured in robust brass with a chrome finish, the Bristan Solo Healthcare Taps basin mixer has a range of features designed for hygienic and safe use. While an adjustable maximum pressure stop helps ensure safe use, a removable spout and long lever suitable for elbow control help to support infection control.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Bristan Solo non-thermostatic basin mixer with long lever,,Healthcare tap;Fully draining or laminar flow outlets,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/60/NW-D88160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Solo_Tap_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88160_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88160_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PC98131,Armitage Shanks Sensorflow Wave mains basin tap,Armitage Shanks,343.89,"Designed for commercial use, the Armitage Shanks Sensorflow Wave basin tap with single tap hole offers touch-free use for hygiene and reduced water waste. Sensor-operated, this tap is deck-mounted and includes a safe cool-touch body and lead-free waterways.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Armitage Shanks Sensorflow Wave mains basin tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/31/NW-C98131_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Playa_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Armitage_Shanks_A6161_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PC16655,Delabie Securitherm Bioclip deck mounted thermostatic mixer tap 200mm,Delabie,519.43,"Safe and hygienic, the Delabie Securitherm Bioclip thermostatic sink mixer with Bioclip removeable spout is ideal for installation in healthcare facilities such as hospitals and clinics as well as in retirement and care homes. This pillar-mounted chrome tap is fitted with a scale-resistant thermostatic sequential cartridge for single control adjustment of flow rate and temperature and includes a wide range of additional features for safe, clean use.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Delabie Securitherm Bioclip deck mounted thermostatic mixer tap 200mm,,Thermostatic sink mixer;2x stainless steel spout,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/55/NW-C16655_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Delabie_US_Eng_H9615_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Delabie_NTH9610_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PB62128,Ideal Standard Markwik 21+ fixed kit basin mixer/closed basin,Ideal Standard,77.41,This Ideal Standard Markwik 21+ basin mixer fixing kit is suitable for the fitting of single hole back outlet wash basins.,Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Markwik 21+ fixed kit basin mixer/closed basin,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/28/NW-B62128_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwik_21+_A6791NU_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P870146,Reliance Valves spare cartridge for caremix tap,Reliance Valves,135.97,"This RWC TMV3 approved replacement thermostatic cartridge is designed for use in Caremix T3, S3 and H3 taps.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Reliance Valves spare cartridge for caremix tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/46/870146_wm.jpg,,,,,,,,,,,,,,N,,,,,,,,,,,,SKIT100008,Cartridge,N,RWC spare,,,,,,,,,,,,
91,PD78690,Rada module cartridge,Rada,134.84,A Rada V8 module cartridge for use in settings where hygiene is of the utmost importance.,Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Rada module cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/90/NW-D78690_wm.jpg,,,,,,,,,,,,,,N,,68,,,,,,,,,,1.1531.058.1,Module Cartridge,N,"Ideal for schools, care homes and hospitals",,,,,,,,,,,,
92,PD64463,Intatec Intatherm Sequential safe touch thermostatic basin mixer valve 190mm,Intatec,221.24,"Equally suited to domestic or commercial installation, this Intatec Intatherm Sequential thermostatic basin mixer tap incorporates thermostatic technology and a cool-touch design for reliable safety. Attractively designed with easy-grip handles, this chrome tap features proven anti-scald technology and has a self-draining spout for hygienic use. Ideal for installation in sheltered housing and disabled facilities, this deck-mounted tap has a smooth function cartridge for easy operation using a hand or an elbow.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Intatec Intatherm Sequential safe touch thermostatic basin mixer valve 190mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/63/NW-D64462_D64463_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_IT1005CP_IT1006CP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Intatec_IT1005CP_IT1006CP_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
