,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Colour,Hazardous,Bend (in degrees),Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 1,Attachment 2,Attachment 3,Dimensions (L x W x D)
95,PG76720,Domus EasiPipe 100 flexible PVC hose 100 mm 6mtr,Domus,17.41,"Reducing pressure drops and almost completely eliminating air leakage, the Domus EasiPipe 100 rigid duct flexible hose is suitable for use in the bathroom, toilet or utility room. This wire-reinforced, flexible PVC ducting has a round profile for compatibility with the Domus Ventilation rigid PVC product range, helping to overcome the issue of installations where a rigid component can't be installed. The use of flexible hose is recommended for use in the ducting of tumble driers or for other slow moving air applications.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 100 flexible PVC hose 100 mm 6mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/20/NW-G76719_G76720_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Domus_EasiPipe100_Flexible_Hose_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Domus_Ventilation_Ducting_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,
96,PG82273,Domus MegaDuct thermal shell 220 x 90 mm (Pair),Domus,8.29,"This Domus MegaDuct rigid duct insulation with 90° horizontal bend is part of a patented system designed to significantly improve domestic thermal insulation ducting, reducing heat loss and preventing condensation.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus MegaDuct thermal shell 220 x 90 mm (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/73/G82273_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Domus_SynthosSilver_MSDS.pdf,,
97,PG76112,Domus Supertube thermal shell 204 x 60mm,Domus,10.15,"Domus SuperTube rigid duct insulation is part of a patented system designed to significantly improve domestic thermal insulation ducting, reducing heat loss and preventing condensation.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus Supertube thermal shell 204 x 60mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/12/G76112_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Domus_SynthosSilver_MSDS.pdf,,
98,PG75671,Domus EasePipe 125 insulated hose 125mm x 10mtr,Domus,241.98,"Designed for ventilation use, the Domus EasiPipe 125 insulated flexible hose minimises heat gain or loss and includes a vapour barrier to help prevent the formation of condensation. Made of aluminium and fitted with a female connection, this hose is designed for use where rigid ducting is not suitable. It is ideal for slow moving air applications, for example in the ducting of tumble driers.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasePipe 125 insulated hose 125mm x 10mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/71/NW-G75671_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,
99,P800210,"Stadium BM368 aluminium compartment vent 16"" x 13""",Stadium,90.0,"Made of heavy duty aluminium, this Stadium BM368 16 x 13"" compartment vent has an anodised silver finish.","Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Stadium BM368 aluminium compartment vent 16"" x 13""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/10/NW-800210_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Stadium_Product_Guide.pdf,,,
100,PG82272,Domus MegaDuct duct insulation 1mtr,Domus,13.19,"This Domus MegaDuct rigid duct insulation is part of a patented system designed to significantly improve domestic thermal insulation ducting, reducing heat loss and preventing condensation.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus MegaDuct duct insulation 1mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/72/G82272_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Domus_SynthosSilver_MSDS.pdf,,
101,PG75920,Domus EasiPipe 150 136-26 extract supply valve 150mm,Domus,25.76,"Used to extract or supply ventilations, the Domus EasiPipe150 rigid internal duct terminal air valve is supplied with a spigot and grab ring for easy installation into a suspended ceiling. With an aerodynamic disc valve design to help distribute the air evenly, this valve includes an open area which is adjusted using a steel threaded bar and locked in position with the supplied locking nut.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 150 136-26 extract supply valve 150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/20/NW-G75920_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Domus_Ventilation_Ducting_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,
102,PG75954,Domus Ancillaries aluminium sealing tape,Domus,38.87,This Domus rigid aluminium duct tape is suitable for use with the rigid duct range.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus Ancillaries aluminium sealing tape,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/54/G75954_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
103,PG76737,Domus EasiPipe 125 adjustble hose clip 125mm 125-5 Steel,Domus,4.38,"This aluminium Domus EasiPipe 125 diameter adjustable hose clip is intended to provide a secure, air-tight connection around flexible hose.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 125 adjustble hose clip 125mm 125-5 Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/38/G76737_G76738_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
104,PG75772,Domus EasePipe 150 F6904B louvre comes with fly 150mm Brown,Domus,20.41,"Made of brown PVC, this Domus EasiPipe 150 louvred grille with flyscreen is suitable for use on the exterior of any building, blending in seamlessly with many types of commonly used brick. It is designed with a 125mm spigot diameter.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasePipe 150 F6904B louvre comes with fly 150mm Brown,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/72/NW-G75772_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,
105,PG75732,Domus EasiPipe 100 4904W lourve grille 100mm White,Domus,5.31,"Finished in white, the Domus EasiPipe 100 rigid duct outlet louvered grille measures 155 x 155mm and connects to rigid duct via a male connection.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 100 4904W lourve grille 100mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/32/NW-G75730_G75732_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,,
