,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Pack Quantity,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 1,Attachment 2,Attachment 3,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 4,Attachment 5,Colour,Diameter,Material,Size,Connection Type,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Connection Type 1,Depth (mm),Material Type,Warranty,Finish,Weight,Dimensions mm (H x W x D),Design Type,Shape,Fittings Included
461,PB92128,Thomas Dudley Turbo 88 spares pack,Thomas Dudley,6.07,A Thomas Dudley Turbo 88 high two part siphon spare pack.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Thomas Dudley Turbo 88 spares pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/28/NW-B92128_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,P171015,"CME Sanitary Systems ball valve side entry 1/2""",CME Sanitary Systems,13.85,"This CME Sanitary Systems Hushflow ball valve for toilet cisterns offers a 1/2"" connection and side entry.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> CME Sanitary Systems ball valve side entry 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/15/NW-171015_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Macdee_Brassware_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PD60107,Bristan exposed wall mounted shower fixings Chrome,Bristan,71.97,A Bristan wall-mounted shower fixing kit.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Bristan exposed wall mounted shower fixings Chrome,,2x wall mounts;2x shrouds;1x fixing kit;2x olives;2x washers;2x adaptors;2x nuts,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/07/NW-D60107_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_WMNT4C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_WMNT4C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_WMNT4C_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PC92753,Ideal Standard Avon valve metering tap Chrome Plated,Ideal Standard,70.76,A chrome finished Ideal Standard Avon metering tap cartridge.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard Avon valve metering tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/53/NW-C92753_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_Avon_S7241AA_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PC68131,Deva Spares-Tapware tap lever conversion kit Chrome Plated,Deva,42.15,"Easy to use, this simple Deva 3"" lever action conversion kit has a chrome finish to complement most bathroom decors.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Deva Spares-Tapware tap lever conversion kit Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/31/NW-C68131_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_DLTKIT_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PD78225,Mira terminal switch,Mira,16.47,"A genuine replacement part, this Mira thermal switch assembly is suitable for a variety of Mira showers, including those in the Elite ST, Go and Zest ranges.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Mira terminal switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/25/NW-D78225_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Showers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,P402275,Wirquin Celmac top fix fitting White,Wirquin,9.2,This Wirquin Celmac replacement toilet seat hinge pack in white is designed for top fixing seats.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Wirquin Celmac top fix fitting White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/75/NW-402275_wm.jpg,,Celmac,N,FTF11WH,Hinge Pack,N,White finish,Top fix hinges,For Wirquin toilet seats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PB00076,Cramer Bath Repair rubber skin card,Cramer,23.03,"Keep baths looking brand new with this Cramer Bath Repair rubber skin card. This handy accessory cleans away those unsightly metal marks, rust and stubborn stains, limescale marks and glue residue without scratching.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Cramer Bath Repair rubber skin card,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/76/NW-B00076_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Cramer_30303_EN_ES_PT_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Cramer_Salesbook_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PB92102,"Thomas Dudley Turbo 88 high two part syphon 6-9litre 7.5""",Thomas Dudley,23.9,"This Thomas Dudley Turbo 88 high 7.5"" two part siphon is supplied as standard in Dudley Tri-Shell cisterns and available as an optional extra in many others so it's ideal for retrofit and replacement. With its two part design there's no need to disconnect the water supply or take the cistern apart, simply pull out the siphon body for service in under five minutes.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Thomas Dudley Turbo 88 high two part syphon 6-9litre 7.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/05/NW-B92100_B92105_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PD44967,Roca Aqua flow restrictor 6ltr,Roca,8.87,This Roca Aqua 6LPM flow restrictor helps to reduce water waste during showers.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Roca Aqua flow restrictor 6ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/67/NW-D44967_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D44967_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PQ52905,Hansgrohe thermostat for an ecostat,Hansgrohe,168.26,"A replacement part for the Ecostat, this Hansgrohe thermostatic cartridge can help to resolve water temperature issues in a shower. This cartridge is designed for quick, easy fitting.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Hansgrohe thermostat for an ecostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/05/NW-Q52905_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hansgrohe_94282000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PN66494,"Ideal Standard i.Life S toilet seat and cover, compact, standard close",Ideal Standard,66.25,"Designed to fit i.Life A and S toilet bowls, this Ideal Standard i.Life S toilet seat and cover has a smart compact design to suit smaller toilets in bathrooms with less square footage. Square-shaped, this neat loo seat and lid is fitted using the supplied bottom fix hinge.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard i.Life S toilet seat and cover, compact, standard close",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/95/N66494_N66495_wm.jpg,,i.Life S,N,T532801,Toilet Seat,N,For i.Life A and S WC bowls,Standard close,With cover,Bottom fix hinge,,,,Plastic construction,White finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PB98796,Thomas Dudley Flush Buttons dome push button assembly Chrome Plated,Thomas Dudley,35.17,A Thomas Dudley Dome single flush push button for Pushflo cisterns.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Thomas Dudley Flush Buttons dome push button assembly Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/96/NW-B98796_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PB92131,"Thomas Dudley Hydroflo compact float inlet vlave 8.5""",Thomas Dudley,23.86,"This Thomas Dudley Hydroflo 8.5"" bottom inlet compact float valve is a suitable replacement for most exposed and concealed cisterns.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Thomas Dudley Hydroflo compact float inlet vlave 8.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/37/NW-B92130_B92137_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PD78586,Mira Discovery cartridge assembly pack,Mira,159.68,"Suitable for use with Mira's own Discovery shower, this Mira brass thermostatic cartridge assembly pack, supplied with installation tools and accessories, helps to improve shower performance and longevity by reducing limescale and decreasing the chemicals present in shower water.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Mira Discovery cartridge assembly pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/86/NW-D78586_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Showers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PC12008,Arboles 2-way 90deg bench mounting drop lever gas tap White,Arboles,53.94,"This Arboles two-way high visibility drop lever laboratory gas tap has a fixed serrated nozzle with integral anti-rotation pin. A standard laboratory gas tap for Bunsen burners, it is suitable for use with natural and LPG gas.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Arboles 2-way 90deg bench mounting drop lever gas tap White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/08/NW-C12008_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Arboles_UK_900033NG_WA_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PC90924,AKW foldup padded seat Grey,AKW,448.54,"Designed for comfort and accessibility, even in smaller bathrooms, the AKW 2000 Series shower seat is made from rust-proof aluminium and can be adjusted to suit the user and the shower space.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> AKW foldup padded seat Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/24/NW-C90924_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/22/AKW_Product_Catalogue_2022.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AKW_2000_Series_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AKW_2000_02130P_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PG70636,Carron Phoenix tap brace,Carron Phoenix,16.83,"Recommended for heavy or large size taps, this Carron Phoenix tap brace immobilizing system provides additional support to eliminate flexing. Installed beneath the sink, this system connects the tap to the underside of the work surface.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Carron Phoenix tap brace,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/36/NW-G70636_wm.jpg,,,N,112.0276.864,Tap Brace,N,Galvanised steel,For large or heavy taps,Under sink application,Universal design fits any monobloc tap,,,,2x screws supplied,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PD32479,Ideal Standard Conceala concealed lever 405mm Chrome Plated,Ideal Standard,71.36,This Ideal Standard Conceala 405mm concealed cistern lever is finished in chrome.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard Conceala concealed lever 405mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/79/NW-D32479_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Conceala_E6021AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PD00230,Siamp Optima 50 replacement cable,Siamp,18.14,The Siamp Optima 50 flush valve and 470mm push button extension connecting cable includes connection blocks.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Siamp Optima 50 replacement cable,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/30/NW-D00230_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Siamp_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PB00307,Viva Sanitary slinky-fit WC pan connector,Viva Sanitary,19.65,"The ultra-flexible Viva Sanitary 90° flexible toilet pan connector is wire reinforced for unbeatable strength and stability. With the incorporated Smart-Flo design extension tube sediment build-up is prevented, reducing the risk of blockages.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Viva Sanitary slinky-fit WC pan connector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/07/B00307_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Viva_Sanitary_PP0002_B_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Viva_Sanitary_PP0002_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PC44693,"Bristan Tap Revive metal tap heads 3/4""",Bristan,35.36,Bring old or faulty taps up to date with Bristan Tap Revive with metal handles. Designed for baths this tap reviver offers a quick and easy fix with no need to disturb existing plumbing connections.,"Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Bristan Tap Revive metal tap heads 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/93/NW-C44692_C44693_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Tap_Reviver_R3-4MT_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_Tap_Reviver_R3-4MT_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PD08203,Roca In-Wall Duplo roca duplo wc l ag (dn90+dn100),Roca,214.86,"Measuring 1020 x 500 x 260mm, this Roca In-Wall Duplo WC L toilet system with AG valve (under window), 820mm concealed cistern and frame is suitable for wall-hung WCs.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Roca In-Wall Duplo roca duplo wc l ag (dn90+dn100),,Toilet system;AG valve;Cistern;Frame,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/03/NW-D08203_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D08203_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D08203_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PF47456,MULTIFLUSH DUAL FLUSH VALVE        MFV1C,Marley,54.11,The cable operated Marley Multiflush dual flush valve has an adjustable height internal overflow feature.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> MULTIFLUSH DUAL FLUSH VALVE        MFV1C,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/56/NW-F47456_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Multikwik_Sanitary_Systems_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PD58960,Roca A8900960W1 in-wall dual flush plate Chrome,Roca,41.76,"Compatible with a variety of cisterns, this Roca chrome dual flush plate with two buttons is suitable for in-wall installation along with an installation frame.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Roca A8900960W1 in-wall dual flush plate Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/60/D58960_wm.jpg,,,N,A8900960W1,Dual Flush Plate,N,For use with concealed cisterns,For in-wall installation,Two buttons for dual flush,"Suitable for Roca Duplo, Duplo Compact, Basic Compact and Basic Tank Compact frames",,,,Chrome finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PC90052,Ideal Standard E4448AA push button pack Chrome Plated,Ideal Standard,20.51,"Finished in chrome, this Ideal Standard dual flush push button is compatible with the Impuls250 Twico-1 flush valve.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard E4448AA push button pack Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/52/NW-C90052_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_DFV_PB_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PN66498,Ideal Standard i.Life B boxed handrinse basin 450 mm,Ideal Standard,81.5,"Measuring 450mm, this sleek and contemporary Ideal Standard i.life handrinse basin has been designed especially for modern bathrooms. Manufactured in robust china, this elegantly curved sink has a simple glossy white finish.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard i.Life B boxed handrinse basin 450 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/98/N66498_wm.jpg,,i.Life B,N,E260201,Hand Rinse Basin,N,Designed by Palomba Serafini Associati,Pedestal or semi-pedestal options mounting options,With single taphole,Vitreous china construction,,,,White finish,,,,,,,,,,,,,White,,Vitreous China,,,,,,,,380,,,,,,,,
488,PC24916,"Ideal Standard brass strainer waste 1.1/2"" Chrome Plated",Ideal Standard,46.94,"An Ideal Standard Armitage Shanks brass strainer waste with chrome finish, designed for use in education, hotel, leisure and healthcare settings.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard brass strainer waste 1.1/2"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/16/NW-C24916_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AShanks_Sanitaryware_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PJ76065,Grohe Universal thermostatic tap cartridge Chrome Plated,Grohe,82.67,"This Grohe Universal 1/2"" thermostatic cartridge with rising spindle is for use in mixer showers.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Grohe Universal thermostatic tap cartridge Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/65/NW-J76065_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grohe_47450000_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PC92739,Ideal Standard EV154 hinges for space toilet seat Chrome Plated,Ideal Standard,48.08,"Chrome-plated, this Ideal Standard hinge and fittings pack is suitable for use with the Space toilet seat and cover.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard EV154 hinges for space toilet seat Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/39/C92739_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PB17054,Ideal Standard seat hinges,Ideal Standard,56.03,An Ideal Standard replacement toilet seat hinge.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard seat hinges,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/54/NW-B17054_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_DFV_PB_Assy_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
