,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Pack Quantity,For Use With,Attachment 2,Attachment 3,Attachment 4,Range
268,P443727,Glow-worm screws (Pack of 10),Glow-worm,10.85,"A Glow-worm appliance screw pack for the hydraulics of Ultrapower, Flexicom and Ultracom boilers.  Spare screw packs, for assembling an appliance or holding it in place, are supplied in various sizes and groupings to suit different jobs and appliances.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm screws (Pack of 10),,10x Screws,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/27/443727_wm.jpg,,N,"SXI 170, 24CX, 30CX, 35CX, 18SX, 30SX, 18SXi, 30SXi, SXI 100",Hydraulics,"Ultrapower, Flexicom, Ultracom",H43144,"18SXI,24CX,35CX,30SXI,30SX,30CX,SXI 100,18SX,SXI 170",0020014165,Screw Pack,N,,,pack of 10,,,,,
269,P108783,Glow-worm 0020219553 45deg bend plume management kit Black,Glow-worm,32.55,A genuine Glow-worm 45° elbow for use with a variable terminal set.,Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020219553 45deg bend plume management kit Black,,2x 45° elbows,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/83/108783_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow-worm_Air_Flue_Systems_Install.pdf,,,,,,,,,,,,,,,,,
270,P485890,Glow-worm 801724 overheat thermostat,Glow-worm,27.22,"A Glow-worm brand thermostat suitable for CXI, SXI, Eden, HXI, British Gas and Xeon boilers.  The thermostat allows the user to change or set the temperature of a boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 801724 overheat thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/90/485890_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Glow-worm_CXI_Installation.pdf,,,,,,,,,,,,,,,,,
271,P440325,Glow-worm seal case top,Glow-worm,8.53,"This Glow-worm seal is suitable for use in the casing of Xeon, Ultimate and Micron boilers.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm seal case top,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/25/440325_wm.jpg,,N,"120 FF, 120FF, 100 FF, 120FF, 100FF, 120 FF, 100FF, 100 FF",Casing,"Xeon, Ultimate, Micron",278169,"120FF,100 FF",S212232,Seal,N,,,,,,,,
272,P442152,Glow-worm 2000801811 control harness combi,Glow-worm,97.45,"A Glow-worm wiring harness for CXI and Eden boilers.  These groups of wires give the PCB complete control over the boiler's processes and safety protocols.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 2000801811 control harness combi,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/52/442152_wm.jpg,,N,"24CXI, 38CXI, 30CXI, Cb",Control Panel,"CXI, Eden",E88852,"30CXI,38CXI,24CXI,Cb",2000801811,Wiring Harness,N,,,,,,,,
273,P442262,Glow-worm gasket inspection cover heat exchanger,Glow-worm,8.53,"A Glow-worm gasket for use in the heat exchanger of HXI, British Gas, CXI, SXI and Eden boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm gasket inspection cover heat exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/62/442262_wm.jpg,,N,"30HXI, BG330, 18HXI, 30CXI, 38CXI, 18SXI, 15HXI, 38HXI, 30SXI, Cb, Sb, Vb, 24HXI, 24CXI, 12HXI",Heat Exchanger,"HXI, British Gas, CXI, SXI, Eden",E85009,"30SXI,38CXI,BG330,24CXI,Vb,24HXI,Sb,18SXI,30CXI,12HXI,30HXI,38HXI,15HXI,Cb,18HXI",2000801636,Gasket,N,,,,,,,,
274,P108779,Glow-worm plume management kit extension 1mtr Black,Glow-worm,19.96,A 1000mm Glow-worm brand extension.,Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm plume management kit extension 1mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/79/108779_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow-worm_Energy_Brochure.pdf,,,,,,,,,,,,,,,,,
275,P427163,Glow-worm 0020038228 connection piece,Glow-worm,18.78,"A genuine Glow-worm connection piece for the diverter valve of Ultracom and Ultrapower boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020038228 connection piece,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/63/427163_wm.jpg,,N,"30CX, 24CXi, 30CXi, 30SXi, 38CXi, SXI 100, SXI 170, 18SXi, 24CX",Diverter Valve,"Ultracom, Ultrapower",H52607,"18SXI,24CX,30CXI,30SXI,30CX,SXI 100,38CXI,24CXI,SXI 170",0020038228,Connection Piece,N,,,,,,,,
276,P442266,Glow-worm heat exchanger pipe clip,Glow-worm,8.53,"A Glow-worm pipe clip for the heat exchanger in CXI, Ultracom, SXI, Ultrapower and Eden boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm heat exchanger pipe clip,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/66/442266_wm.jpg,,N,"30CXI, 24CX, 38CXi, 38CXI, 18SXI, 30SXi, SXI 100, Sb, 30SXI, 24CXi, 30CX, 24CXI, Cb, 18SXi, 30CXi, SXI 170",Heat Exchanger,"CXI, Ultracom, SXI, Ultrapower, Eden",E88818,"24CX,18SXI,30CXI,30SXI,30CX,SXI 100,38CXI,24CXI,SXI 170,Sb,Cb",2000801653,Pipe Clip,N,,,,,,,,
277,P443882,Glow-worm 0020026459 seal,Glow-worm,8.53,"This Glow-worm seal is suitable for use in the flue of Flexicom, Ultimate and British Gas boilers.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020026459 seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/82/443882_wm.jpg,,N,"12HX, 15HX, 18SX, 18HX, 24HX, 30CX, 24H, 30SX, 35HX, 35CX, 30HX, BG330+, 24CX",Flue,"Flexicom, Ultimate, British Gas",H42707,"35CX,18HX,24CX,15HX,35HX,30CX,24HX,24H,12HX,BG330,30SX,30HX,18SX",0020026459,Seal,N,,,,,,,,
278,P443802,Glow-worm central heating tap,Glow-worm,62.3,"A replacement Glow-worm isolation valve compatible with Ultracom and Flexicom boilers.  Usually situated underneath heating appliances, the isolation valve lets the user regulate the flow of gas and water into a central heating system. It also allows the user to stop the flow in case of a leak or emergency.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm central heating tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/02/443802_wm.jpg,,N,"30SXi, 18SX, 35CX, 24CX, 24CX, 30CX, 30CX, 30CXi, 30SX, 18SXi, 24CXi, 38CXi",Isolation Valve,UltracomFlexicom,H42795,"24CX,35CX,18SXI,30CXI,30SXI,30SX,30CX,38CXI,18SX,24CXI",0020026408,Central Heating Tap,N,,,,,,,,
279,P442301,Glow-worm knob,Glow-worm,32.01,"This Glow-worm control knob is designed as a replacement for boilers in the C-CI, CXI, SXI, British Gas, Eden, Ultracom, SI and Xtramax ranges.  Attached to a spindle on the boiler's control panel, a knob allows for manual control of the appliance's functions.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm knob,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/01/442301_wm.jpg,,N,"24CI, 38CXI, 30SXI, BG330, Sb, 30CI, 23C, 30CXI, 30CX, Cb, 18SXI, 18SI, 35CI, 24CXI, 30SI, 24CX, Xtramax HE",Control Panel,"C-CI, CXI, SXI, British Gas, Eden, Ultracom, SI, Xtramax",E91935,"24CX,23C,30SXI,30CX,38CXI,BG330,18SI,24CXI,Sb,18SXI,30CXI,30CI,Xtramax HE,30 Si,24CI,Cb,35CI",2000801872,Control Knob,N,,,,,,,,
280,P486128,Glow-worm valve set,Glow-worm,188.05,"A Glow-worm valve set for the isolation valve of Betacom boilers.  Usually situated underneath heating appliances, the isolation valve lets the user regulate the flow of gas and water into a central heating system. It also allows the user to stop the flow in case of a leak or emergency.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm valve set,,"Connection tap set HW & CH inlet and outlet, and gas inlet",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/28/486128_wm.jpg,,N,"Betacom 24C, Betacom 30C",Isolation Valve,Betacom,H84305,"Betacom 30C,Betacom 24C",0020061672,Valve set,N,,,,,,,,
281,P410650,Glow-worm 0020064058 air pressure switch,Glow-worm,53.09,"This Glow-worm pressure switch is designed for use in Betacom boilers.  A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build up of toxic gases with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it's fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020064058 air pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/50/410650_wm.jpg,,N,"Betacom 24C, Betacom 30C",Fan Combustion Chamber,Betacom,H84304,"Betacom 30C,Betacom 24C",0020064058,Pressure Switch,N,,,,,,,,
282,P442189,Glow-worm O rings 20mm (Pack of 10),Glow-worm,11.18,"This Glow-worm 10 piece O-ring pack is for use in the heat exchanger of CXI, Xtrafast, Ultracom2, C-CI, Xtramax, Eden and Energy boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm O rings 20mm (Pack of 10),,10x O-rings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/89/442189_wm.jpg,,N,"30CXI, 96, 38CXI, 24 CXi, 120, 2000, 24CI, 30CI, 24CXI, 30 SXi, 120, Xtramax, Xtramax HE, 35CI, Cb, 12 SXi, 18 SXi, 35 CXi, 23C, 30CI PLUS, 35 Store, 30 CXi, 35 Store, 96",Heat Exchanger,"CXI, Xtrafast, Ultracom2, C-CI, Xtramax, Eden, Energy",E88832,"30CI PLUS,23C,30SXI,38CXI,12 SXi,2000,35 Store,24CXI,120,18SXI,30CXI,Xtramax,30CI,Xtramax HE,35 CXi,96,24CI,35CI,Cb",2000801956,O-ring Pack,N,,,pack of 10,,,,,
283,P442621,Glow-worm O rings 10mm (Pack of 20),Glow-worm,12.78,"This Glow-worm 20 piece O-ring pack is for use in the heat exchanger of C-CI, Easicom, Envirosorb3, Ultracom2, Xtrafast, Betacom, Energy, SI, Ultimate, Xtramax and MicraCom boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm O rings 10mm (Pack of 20),,20x O-rings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/21/442621_wm.jpg,,N,"35CI, Easicom 24, Envirosorb3 11, 30 CXi, 96, Betacom 24A, Easicom 28, 35 Store, 18SI, 30SI, 35C, 18 SXi, 120, 2000, Xtramax, 30CI PLUS, 30 SXi, 120, 24c, 30C, Xtramax HE, Betacom 2 24, 12 SXi, 24 CXi, 35 CXi, 96, Betacom 28A, 23C, Betacom 2 28, 24CI, 30",Heat Exchanger,"C-CI, Easicom, Envirosorb3, Ultracom2, Xtrafast, Betacom, Energy, SI, Ultimate, Xtramax, MicraCom",E37361,"30CI PLUS,Betacom 2 24,30C,12 SXi,Betacom 28A,30CXI,30CI,Xtramax HE,Betacom 24A,Envirosorb3 11,35 CXi,Easicom 28,96,Easicom 24,35CI,35C,23C,30SXI,2000,35 Store,18SI,24CXI,120,18SXI,Envirosorb3 8,Xtramax,30 Si,Betacom 2 28,24CI",2000801950,O-ring Pack,N,,,Pack of 20,,,,,
284,P410665,Glow-worm gasket (Pack of 10),Glow-worm,8.53,"A Glow-worm gasket designed for the heat exchanger of Betacom boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm gasket (Pack of 10),,10 x Gaskets,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/65/410665_wm.jpg,,N,"Betacom 24C, Betacom 30C",Heat Exchanger,Betacom,H84258,"Betacom 30C,Betacom 24C",0020061603,Gasket,N,,,pack of 10,,,,,
285,P485974,Glow-worm 0020061578 fan,Glow-worm,317.92,"This genuine Glow-worm fan is a replacement part designed for use in Betacom boilers.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020061578 fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/74/485974_wm.jpg,,N,"Betacom 30C, Betacom 24C",Fan Combustion Chamber,Betacom,H84274,"Betacom 30C,Betacom 24C",0020061578,Fan,N,,,,,,,,
286,P413033,Glow-worm silicone tube 40mm Clear,Glow-worm,8.53,"A silicone tube for the gas assembly of Glow-worm's Cast Iron, Compact, Inset, Micron, Outset LFE, Radiant, SD, Revival and Fireblaze units.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm silicone tube 40mm Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/33/413033_wm.jpg,,N,"BBU 56/2 F, 60SS, Hardwick, 50FF, 60FF, Brown Ember 2 BBU, Melody BBU, Monarch BBU Teak, SB 30E, 100E, 30FF, 60FF, Opus 2, Miami Fire Teak, 30E, BBU 54/4, Fireblaze 2, Revival 2, Homeglow 2 BBU, Melody 3 BBU, Monarch Teak, 50FF, Opulence 2 BBU, Saxony 3",Gas Assembly,"Cast Iron, Compact, Inset, Micron, Outset LFE, Radiant, SD, Revival, Fireblaze",E24840,"Monarch BBU Teak,Miami 3 BBU Teak,BBU 45/4,Melody BBU,50FF,60SS,60FF,Brown Ember 2 BBU,75E,30E,SB30E,BBU 45/2 F,BBU 56/2 F,Brown Ember 3 BBU,Opulence 2 BBU,Miami 3 BBU (Mahogany),Black Ash 3 BBU,2 BBU,Hardwick,Saxony 3 BBU,BBU 56/2,BBU 45/2",S208737,Silicone Tube,N,,,,,,,,
287,P410563,Glow-worm 0020097179 heat exchanger,Glow-worm,129.54,"A Glow-worm heat exchanger suitable for Ultracom2 boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020097179 heat exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/63/410563_wm.jpg,,N,30 CXi,Heat Exchanger,Ultracom 2,H82967,,0020097179,Heat Exchanger,N,,,,,,,,
288,P440615,Glow-worm sight glass gasket,Glow-worm,8.53,"This Glow-worm brand gasket is a spare part for use in the gas assembly of Buckingham III, Economy Plus, Express, Spacesaver Complheat, Spacesaver KFB, Swiftflow, Energysaver, Fuelsaver Complheat, Fuelsaver UFB, Hideaway, SD, Compact and Cast Iron appliances.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm sight glass gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/15/440615_wm.jpg,,N,"100 BF, 60 BF, 40F, 80, 40, 60, 80 S.I.T, 80 CF, 24FF, 30E, 40, 80F, 120 BF, 80 CF, 50, 30E, 70 CF, 80 BF, 100P, 75E, 50P, 40F, 50F, 120 OF, 90 CF, 100E, 120 CF, BBU 45, BBU 56F, 30, 60P, 55, 70 CF, 70 OF, 90 OF, 50, 60, 75 HONEYWELL, 75E, 80E, 120 BF, 4",Gas Assembly,"Buckingham III, Economy Plus, Express, Spacesaver Complheat, Spacesaver KFB, Swiftflow, Energysaver, Fuelsaver Complheat, Fuelsaver UFB, Hideaway, SD, Compact, Cast Iron",312420,"55,120 CF,BBU 56F,70Cf,BBU 45,125E,24 FF,80 E,30E,100 BF,60E,60F,80F,80 OF,90 BF,60P,80P,100 HONEYWELL,70,40 BF,50,30,120 BF,BBU 52,80Cf,BBU 45F,100E,70 OF,60Cf,50 BF,60 OF,75 HONEYWE,80,90 OF,60,40,65",S208093,Gasket,N,,,,,,,,
289,P410660,Glow-worm 0020061588 O rings (10),Glow-worm,8.53,"This Glow-worm 10 piece O-ring pack is for use in the heat exchanger of Betacom boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020061588 O rings (10),,10x O-rings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/60/410660_wm.jpg,,N,"Betacom 24C, Betacom 30C",Heat Exchanger,Betacom,H84281,"Betacom 30C,Betacom 24C",0020061588,O-ring Pack,N,,,10,,,,,
290,P441653,Glow-worm 2000800430 fan assembly,Glow-worm,347.45,"This Glow-worm brand replacement fan assembly is suitable for Ultimate and Xeon boilers.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 2000800430 fan assembly,,Fan and mounting plate,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/53/441653_wm.jpg,,N,"30FF, 30FF LPG, 30FF, 30FF, 30 FF",Fan Combustion Chamber,"Ultimate, Xeon",313986,"30FF LPG,30FF",2000800430,Fan Assembly,N,,,,,,,,
291,P427170,Glow-worm cable tree harness,Glow-worm,55.37,"A Glow-worm spare, this cable tree harness is designed for Ultracom appliances.  Cables give the PCB complete control over the boiler's processes and safety protocols.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm cable tree harness,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/70/427170_wm.jpg,,N,"24CX, 30CX, 24CXi, 30CXi, 38CXi",Control Panel,Ultracom,H53149,"24CX,30CXI,30CX,38CXI,24CXI",0020041285,Cable Tree Harness,N,,,,,,,,
