,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Size,Connection Type,Diameter,Weight,Hazardous,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Angle,Range,Body Material,Handle Type,Seal Material,Feature 7,Feature 8,End Connection B size,Connection Type 2,Material Type
86,PP56151,"Durapipe abs socket union 2""",Durapipe,14.83,"Suitable for pressurised irrigation, this Durapipe ABS 2"" socket union can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs socket union 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS socket union image_wm.jpg,,,2 in,Solvent weld,2,0.21486,N,WRAS,Equal,2,2,ABS (Acrylonitrile Butadiene Styrene),2,Solvent Weld,SBO40630,Socket Union,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
87,PP56199,"Durapipe abs reducing bush 1.1/2 x 3/4""",Durapipe,1.94,"Suitable for pressurised irrigation, this Durapipe ABS 1 1/2 x 3/4"" reducing bush can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs reducing bush 1.1/2 x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS redbush image_wm.jpg,,,1-1/2 in x 3/4 in,Solvent weld,1.1/2 x 3/4,0.11423,N,WRAS,Equal,1-1/2,1 1/2,ABS (Acrylonitrile Butadiene Styrene),1 1/2,Solvent Weld,SRC4050C,Reducing Bush,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,ABS
88,PP56204,"Durapipe abs reducing bush 2 x 1""",Durapipe,2.6,"Suitable for pressurised irrigation, this Durapipe ABS 2 x 1"" reducing bush can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs reducing bush 2 x 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS redbush image_wm.jpg,,,2 in x 1 in,Solvent weld,2 x 1,0.11423,N,WRAS,Equal,2,1,ABS (Acrylonitrile Butadiene Styrene),2,Solvent Weld,SRC4063D,Reducing Bush,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
89,PP27089,"Durapipe epdm abs double union ball valve 1""",Durapipe,53.3,"Lever-operated, this Durapipe ABS (acrylonitrile butadiene styrene) 1"" ball valve with solvent weld connections is suitable for use in pressurised irrigation systems, drinking water, chemical installations and for water treatment. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe epdm abs double union ball valve 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_a/bs/724 valve ABS_wm.jpg,,,1,Solvent weld,1,0.48087,N,,,,,,,,S7240320,Ball Valve,N,ABS construction,With EPDM seal,Ductile at low temperatures,Fully matched valvesg,Variety of suitable control options available,Variety of seal options available,,,ABS (Acrylonitrile Butadiene Styrene),Lever,EPDM,25 year design life,,,,
90,PP56057,"Durapipe 45degree abs elbow 3/4""",Durapipe,2.29,"Suitable for pressurised irrigation, this Durapipe ABS 3/4"" 45° elbow can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe 45degree abs elbow 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS 45d elbow image_wm.jpg,,,3/4 in,Solvent weld,3/4,0.27231,N,WRAS,Equal,3/4,3/4,ABS (Acrylonitrile Butadiene Styrene),3/4,Solvent Weld,SGY40250,Elbow,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,45,,,,,,,,,ABS
91,PP56060,"Durapipe 45degree abs elbow 1.1/2""",Durapipe,5.22,"Suitable for pressurised irrigation, this Durapipe ABS 1 1/2"" 45° elbow can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe 45degree abs elbow 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS 45d elbow image_wm.jpg,,,1-1/2 in,Solvent weld,1 1/2,0.27231,N,WRAS,Equal,1-1/2,1 1/2,ABS (Acrylonitrile Butadiene Styrene),1 1/2,Solvent Weld,SGY40500,Elbow,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,45,,,,,,,,,
92,PP10166,Durapipe SuperFLO 90deg ABS equal tee 63mm,Durapipe,45.59,"This Durapipe SuperFlo 63 x 63 x 63mm 90° tee is made of ABS with solvent weld end connections. Suitable for low temperature fluid transportation, SuperFlo provides a wide temperature range and the full system remains extremely ductile right down to -40°C. Lighter in weight and easier to handle on-site than traditional materials, this ABS system provides time and cost savings at installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe SuperFLO 90deg ABS equal tee 63mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/66/NW-P10166_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Durapipe_SuperFLO_ABS_Technical_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PP10051,Durapipe SuperFLO ABS socket 20mm,Durapipe,4.76,"Offering easy installation and good resistance to high temperatures, this Durapipe SuperFLO 20mm plain socket with plain ends is made of robust ABS.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe SuperFLO ABS socket 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/56/NW-P10051_P10056_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Durapipe_Superfloabs_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PP10129,Durapipe SuperFLO 90deg ABS elbow 40mm,Durapipe,18.2,"Offering easy installation and good resistance to high temperatures, this Durapipe SuperFLO 40mm 90° elbow with plain ends is made of robust ABS.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe SuperFLO 90deg ABS elbow 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/30/NW-P10126_P10130_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Durapipe_Superfloabs_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PP96743,"TP RB0.MAR abs socket adaptor (bsp) 1""",TP,17.55,"This TP RB0.MAR 1 x 1"" socket adapter is made of high impact, highly elastic ABS and includes a stainless steel A2 reinforcing ring and plain/BSP threaded connection. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.MAR abs socket adaptor (bsp) 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/46/NW-P96741_P96746_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PP96708,"TP RB0.QRL abs serrated stub flange 3""",TP,54.71,"This TP RB0.QRL 3 x 3"" serrated face stub flange is made of high impact, highly elastic ABS and includes a stainless steel A2 reinforcing ring and plain/BSP threaded connection. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.QRL abs serrated stub flange 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/10/NW-P96708_P96710_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PP56231,"Durapipe ABS barrel nipple 2""",Durapipe,5.46,"Suitable for pressurised irrigation, this Durapipe ABS 2"" barrel nipple can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe ABS barrel nipple 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_b/n6/S BN6_wm.jpg,,,,,,0.21608,N,WRAS,Equal,2,2,ABS (Acrylonitrile Butadiene Styrene),2,Solvent Weld,SBN60630,Barrel Nipple,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
98,PP96692,"TP RB0.RCL abs reducing bush 1.1/4 x 1""",TP,6.98,"This TP RB0.RCL 1 1/4 x 1"" reducing bush is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.RCL abs reducing bush 1.1/4 x 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/98/NW-P96690_P96698_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PP96654,"TP RB0.TIL 90deg abs equal tee 1.1/4""",TP,17.35,"This TP RB0.TIL 1 1/4 x 1 1/4 x 1 1/4"" 90° equal tee is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.TIL 90deg abs equal tee 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/59/NW-P96651_P96659_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PP96626,"TP RB0.GOL 90deg abs elbow 2""",TP,30.72,"This TP RB0.GOL 2 x 2"" 90° elbow is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.GOL 90deg abs elbow 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/30/NW-P96621_P96630_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PP56348,"Durapipe female iron/male iron adaptor 1""",Durapipe,2.53,"Suitable for pressurised irrigation, this Durapipe ABS 1"" female iron/male iron adapter can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe female iron/male iron adaptor 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ab/s)/Adaptor female plain-male threaded (ABS)_wm.jpg,,,,,,0.13491,N,WRAS,Equal,1,1,ABS (Acrylonitrile Butadiene Styrene),1,Solvent Weld,SAM60320,Pipe Adaptor,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
102,PP56171,"Durapipe abs cap 2""",Durapipe,3.67,"Suitable for pressurised irrigation, this Durapipe ABS 2"" cap can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs cap 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS Cap image_wm.jpg,,,,,2,0.17030,N,WRAS,Equal,2,2,ABS (Acrylonitrile Butadiene Styrene),2,Solvent Weld,SCA40630,Cap,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
103,PP56239,"Durapipe abs socket (bsp) 1.1/4""",Durapipe,5.22,"Suitable for pressurised irrigation, this Durapipe ABS 1 1/2 x 3/4"" reducing bush can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs socket (bsp) 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ab/s)/Socket plain-threaded(abs)_wm.jpg,,,1.1/4 in,Threaded,,0.16296,N,WRAS,Equal,1.1/4,1 1/4,ABS (Acrylonitrile Butadiene Styrene),1.1/4,Solvent Weld,SMA60400,Pipe Socket,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,ABS
104,PP56241,"Durapipe socket 2""",Durapipe,8.04,"Suitable for pressurised irrigation, this Durapipe ABS 2"" socket can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe socket 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ab/s)/Socket plain-threaded(abs)_wm.jpg,,,2 in,Threaded,,0.16296,N,WRAS,Equal,2,2,ABS (Acrylonitrile Butadiene Styrene),2,Solvent Weld,SMA60630,Socket,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
105,PP10126,Durapipe SuperFLO 90deg ABS elbow 20mm,Durapipe,6.45,"Offering easy installation and good resistance to high temperatures, this Durapipe SuperFLO 20mm 90° elbow with plain ends is made of robust ABS.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe SuperFLO 90deg ABS elbow 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/30/NW-P10126_P10130_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Durapipe_Superfloabs_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PP56240,"Durapipe socket 1.1/2""",Durapipe,6.11,"Suitable for pressurised irrigation, this Durapipe ABS 1 1/2"" socket can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe socket 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ab/s)/Socket plain-threaded(abs)_wm.jpg,,,1-1/2 in,Threaded,,0.16296,N,WRAS,Equal,1-1/2,1 1/2,ABS (Acrylonitrile Butadiene Styrene),1 1/2,Solvent Weld,SMA60500,Socket,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
107,PP56200,"Durapipe abs reducing bush 1.1/2 x 1""",Durapipe,1.94,"Suitable for pressurised irrigation, this Durapipe ABS 1 1/2 x 1"" reducing bush can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs reducing bush 1.1/2 x 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS redbush image_wm.jpg,,,1-1/2 in x 1in,Solvent weld,1.1/2 x 1,0.11423,N,WRAS,Equal,1-1/2,1,ABS (Acrylonitrile Butadiene Styrene),1 1/2,Solvent Weld,SRC4050D,Reducing Bush,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
108,PP02252,DP ABS SOCKET UNION 205109             3,Durapipe,309.67,"This Durapipe SuperFlo 3 x 3"" socket union is made of ABS and includes plain end connections. Ideal for low temperature fluid transportation, Durapipe ABS is highly robust, resistant to corrosion and extremely cost-effective.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> DP ABS SOCKET UNION 205109             3",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/52/NW-P02250_P02252_wm.jpg,,,,,3,0.21486,N,WRAS,Equal,3,3,Acrylonitrile Butadiene Styrene (ABS),3 x 3,Solvent Weld,01205109,Socket Union,N,Impact-resistant,Corrosion-resistant,Offers ductile strength,Lightweight,Superior flow,Low installed cost,,SuperFLO,,,,WRAS approved,,,Plain,
109,PP56033,"Durapipe Astore 90deg abs elbow 3""",Durapipe,18.75,"This Durapipe Astore GO4 3 x 3"" 90° elbow is made of ABS (Acrylonitrile Butadiene Styrene) pipe. Suitable for pressurised irrigation systems, drinking water, chemical installations and water treatment systems, Astore PVC-U is a solvent-welded, fully matched pipework system available in imperial and metric sizes. Lightweight ABS makes installation simple, saving on time, effort and cost of fitting compared to traditional pipework materials.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe Astore 90deg abs elbow 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/34/NW-P56033_P56034_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Durapipe_Astore_Technical_May2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PP56193,"Durapipe abs reducing bush 3/4 x 1/2""",Durapipe,0.91,"Suitable for pressurised irrigation, this Durapipe ABS 3/4 x 1/2"" reducing bush can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs reducing bush 3/4 x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS redbush image_wm.jpg,,,3/4 in x 1/2 in,Solvent weld,3/4 x 1/2,0.11423,N,WRAS,Equal,3/4,1/2,ABS (Acrylonitrile Butadiene Styrene),3/4,Solvent Weld,SRC4025B,Reducing Bush,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
111,PP96683,"TP RB0.BOL abs union with O ring 1""",TP,31.92,"This TP RB0.BOL 1 x 1"" union with O-ring is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.BOL abs union with O ring 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/89/NW-P96681_P96689_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PP56236,"Durapipe socket 1/2""",Durapipe,2.43,"Suitable for pressurised irrigation, this Durapipe ABS 1/2"" socket can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe socket 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ab/s)/Socket plain-threaded(abs)_wm.jpg,,,1/2 in,Threaded,,0.16296,N,WRAS,Equal,12,1/2,ABS (Acrylonitrile Butadiene Styrene),12,Solvent Weld,SMA60200,Socket,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
113,PP56010,"Durapipe abs socket 1.1/2""",Durapipe,2.33,"Suitable for pressurised irrigation, this Durapipe ABS 1 1/2"" socket can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs socket 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS Socket image_wm.jpg,,,1-1/2 in,Solvent weld,1 1/2,0.16296,N,WRAS,Equal,1-1/2,1 1/2,ABS (Acrylonitrile Butadiene Styrene),1 1/2,Solvent Weld,SMA40500,Pipe Socket,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,ABS
114,PP56330,"Durapipe adaptor 1.1/2""",Durapipe,4.82,"Suitable for pressurised irrigation, this Durapipe ABS 1 1/2"" adapter can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe adaptor 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ab/s)/Adaptor male plain-female threaded (ABS)_wm.jpg,,,,,,0.13491,N,WRAS,Equal,1-1/2,1 1/2,ABS (Acrylonitrile Butadiene Styrene),1 1/2,Solvent Weld,SAF60500,Pipe Adaptor,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
