,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Connection Type,Range,Hazardous,Material,Size,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Handle Type,Material Type,Pack Quantity,Nut Types,Washer Type,Screw / Bolt Type,Set Type,Screw / Bolt Length,Screw / Bolt Sizes,Drive,Bolt Type,Total Pack Quantity
0,PF16200,Center CB Weld Cement 102400 tin solvent cement 250ml (1),Center CB,6.25,"Suitable for a wide range of applications, this Center CB solvent cement forms a welded joint in plastic pipes.",School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> Center CB Weld Cement 102400 tin solvent cement 250ml (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/00/NW-F16200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Drainage_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/F16200_Safety Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/CENTER_BRAND_F16200_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT83743,JET Range bright zinc plated set screw (grade 8.8) 50mm (m12) (100 per bag),JET Range,1.89,This JET Range set M12 x 50mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated set screw (grade 8.8) 50mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/43/NW-T83743_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT83724,JET Range bright zinc plated set screw (grade 8.8) 25mm (m10) (200 per bag),JET Range,0.82,This JET Range set M10 x 25mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated set screw (grade 8.8) 25mm (m10) (200 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/27/NW-T83723_T83727_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PM97928,JET Range Stud Bolt stud bolt BZP M10 70mm (500),JET Range,0.59,"Manufactured in 4.8 grade BZP-coated mild steel, this JET Range M10 x 70mm stud bolt offers fast, consistent and high quality installation. Pre-cut to the most commonly used sizes, these stud bolts save on time and waste and ensure unbeatable accuracy.",School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range Stud Bolt stud bolt BZP M10 70mm (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/32/NW-M97924_M97932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_M97924-32_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT86856,Rothenberger Romax 4000 electro-hydraulic press machine set mannesmann 15/22/28mm,Rothenberger,1143.99,"Lightweight to reduce user fatigue and increase comfort, this Rothenberger Romax 4000 electro-hydraulic press machine set includes fast change jaws in 15, 22 and 28mm sizes. It is powered by replaceable Li-Ion 4All 18V battery platforms and is suitable for the system dependent pressing of 32 - 34kN fittings.",School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> Rothenberger Romax 4000 electro-hydraulic press machine set mannesmann 15/22/28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/56/NW-T86856_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rothenberger_Romax_4000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT83910,JET Range half turn screw set grade 8.8 M10 x 60mm Zinc Plated (100 per bag),JET Range,1.75,This JET Range set M10 x 60mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range half turn screw set grade 8.8 M10 x 60mm Zinc Plated (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/10/NW-T83910_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT87135,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 55mm (m12) (100 per bag),JET Range,2.62,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 55mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/38/NW-T87132_T87138_wm.jpg,,,,,,XOX,N,Steel,M12 x 55mm,HTBMET01200055Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,100 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,55,M12,Hexagon,,
95,PT87177,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 80mm (m20) (25 per bag),JET Range,11.64,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 80mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-T87170_T87179_wm.jpg,,,,,,XOX,N,Steel,M20 x 80mm,HTXOXM0200080Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,80,M20,Hexagon,,
96,PM97932,JET Range Stud Bolt stud bolt BZP M10 150mm (100),JET Range,0.9,"Manufactured in 4.8 grade BZP-coated mild steel, this JET Range M10 x 150mm stud bolt offers fast, consistent and high quality installation. Pre-cut to the most commonly used sizes, these stud bolts save on time and waste and ensure unbeatable accuracy.",School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range Stud Bolt stud bolt BZP M10 150mm (100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/32/NW-M97932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_M97924-32_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT87193,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 90mm (m24) (25 per bag),JET Range,20.51,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 90mm (m24) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/94/NW-T87191_T87194_wm.jpg,,,,,,XOX,N,Steel,M24 x 90mm,HTBMET02400090Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,90,M24,Hexagon,,
98,PT87150,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 40mm (m16) (50 per bag),JET Range,4.18,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 40mm (m16) (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,,XOX,N,Steel,M16 x 40mm,HTBMET01600040Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,50 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,40,M16,Hexagon,,
99,PT83775,JET Range bright zinc plated set screw (grade 8.8) 70mm (m20) (25 per bag),JET Range,8.71,This JET Range set M20 x 70mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated set screw (grade 8.8) 70mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/75/NW-T83770_T83775_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT83729,JET Range bright zinc plated set screw (grade 8.8) 50mm (m10) (25 per bag),JET Range,1.44,This JET Range set M10 x 50mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated set screw (grade 8.8) 50mm (m10) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/29/NW-T83729_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT83922,JET Range half turn screw set grade 8.8 M16 x 65mm Zinc Plated (25 per bag),JET Range,3.97,This JET Range set M16 x 65mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range half turn screw set grade 8.8 M16 x 65mm Zinc Plated (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/23/NW-T83920_T83923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT83923,JET Range zinc plated high tensile screw set (grade 8.8) 70mm (m16) (25 per bag),JET Range,4.78,This JET Range set M16 x 70mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated high tensile screw set (grade 8.8) 70mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/23/NW-T83920_T83923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT83590,JET Range zinc plated b-washer (m20) (250),JET Range,0.45,Jet flat washer is of made of steel material with bright zinc plate coating. Plain edge form B manufactured to DIN125.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated b-washer (m20) (250),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/90/NW-T83584_T83590_wm.jpg,,,,,,,N,Steel,M20,.20MWFBOZ,Form B,N,,Reliable,Easy to replace,,,,,,BZP Steel,250,,Flat Washer,,,,,,,
104,PT83613,JET Range zinc plated penny washer 40mm (m10) (100),JET Range,0.37,Jet penny washer is made of steel material with bright zinc plate coating.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated penny washer 40mm (m10) (100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/14/NW-T83611_T83614_wm.jpg,,,,,,,N,Steel,40 mm,.10M40WMGOZ,Washers,N,,Reliable,Easy to replace,,,,,,BZP Steel,100,,Penny Washer,,,,,,,
105,PT83756,JET Range bright zinc plated screw set (grade 8.8) 40mm (m16) (50 per bag),JET Range,2.99,This JET Range set M16 x 40mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated screw set (grade 8.8) 40mm (m16) (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/58/NW-T83755_T83758_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT83925,JET Range zinc plated high tensile screw set (grade 8.8) 80mm (m16) (25 per bag),JET Range,5.43,This JET Range set M16 x 80mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated high tensile screw set (grade 8.8) 80mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/25/NW-T83925_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT83713,JET Range bright zinc plated screw (grade 8.8) 30mm (m8) (200 per bag),JET Range,0.59,This JET Range set M8 x 30mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated screw (grade 8.8) 30mm (m8) (200 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/13/NW-T83712_T83713_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT87160,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 100mm (m16) (25 per bag),JET Range,7.03,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 100mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,,XOX,N,Steel,M16 x 100mm,HTBMET01600100Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,100,M16,Hexagon,,
109,PT87162,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 120mm (m16) (25 per bag),JET Range,8.24,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 120mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,,XOX,N,Steel,M16 x 120mm,HTBMET01600120Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,120,M16,Hexagon,,
110,PT87015,JET Range XOX nut and bolt (grade 8.8) 65mm (m16) Black (25 per bag),JET Range,6.49,Jet XOX nut and bolt is made of steel material with plain finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX nut and bolt (grade 8.8) 65mm (m16) Black (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/15/NW-T87014_T87015_wm.jpg,,,,,,XOX,N,Steel,M16 x 65mm,HTBMET01600065S,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Plain finish,,,,Black Steel,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,65,M16,Hexagon,,
111,PT83758,JET Range bright zinc plated set screw (grade 8.8) 50mm (m16) (50 per bag),JET Range,3.6,This JET Range set M16 x 50mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated set screw (grade 8.8) 50mm (m16) (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/58/NW-T83755_T83758_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT87151,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 45mm (m16) (50 per bag),JET Range,4.75,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 45mm (m16) (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,,XOX,N,Steel,M16 x 45mm,HTBMET01600045Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,50 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,45,M16,Hexagon,,
113,PT87156,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 70mm (m16) (25 per bag),JET Range,5.87,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 70mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,,XOX,N,Steel,M16 x 70mm,HTXOXM01600070Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,70,M16,Hexagon,,
114,PT87132,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 40mm (m12) (100 per bag),JET Range,1.97,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 40mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/38/NW-T87132_T87138_wm.jpg,,,,,,XOX,N,Steel,M12 x 40mm,HTBMET01200040Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,100 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,40,M12,Hexagon,,
115,PT83771,JET Range bright zinc plated screw set (grade 8.8) 40mm (m20) (25 per bag),JET Range,6.7,This JET Range set M20 x 40mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated screw set (grade 8.8) 40mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/75/NW-T83770_T83775_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT83727,JET Range bright zinc plated set screw (grade 8.8) 40mm (m10) (100 per bag),JET Range,1.17,This JET Range set M10 x 40mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated set screw (grade 8.8) 40mm (m10) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/27/NW-T83723_T83727_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT83614,JET Range zinc plated penny washer 30mm (m12) (250),JET Range,0.33,Jet penny washer is made of BZP steel.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated penny washer 30mm (m12) (250),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/14/NW-T83611_T83614_wm.jpg,,,,,,,N,Steel,30mm,.12M30WMGOZ,Washers,N,,Reliable,Easy to replace,,,,,,BZP Steel,250,,Penny Washer,,,,,,,
118,PT83568,JET Range zinc plated cold form hex nut (grade 8) (m12) (100 per bag),JET Range,0.44,This JET Range M12 size cold form hexagon nut is made of steel with a bright zinc finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated cold form hex nut (grade 8) (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/70/NW-T83565_T83570_wm.jpg,,,,,,,N,Steel,M12,.12MNXFOZ,Hex Nut,N,,Reliable,Easy to replace,Grade 8 steel material,Bright zinc-coated,,,,BZP Steel,100 per bag,Hexagon,,,,,,,,
119,PT83587,JET Range zinc plated b-washer (m10) (500),JET Range,0.14,Jet flat washer is of made of steel material with bright zinc plate coating. Plain edge form B manufactured to DIN125.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated b-washer (m10) (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/90/NW-T83584_T83590_wm.jpg,,,,,,,N,Steel,M10,.10MWFBOZ,Form B,N,,Reliable,Easy to replace,,,,,,BZP Steel,500,,Flat Washer,,,,,,,
120,PM97924,JET Range Stud Bolt stud bolt BZP M10 30mm (500),JET Range,0.31,"Manufactured in 4.8 grade BZP-coated mild steel, this JET Range M10 x 30mm stud bolt offers fast, consistent and high quality installation. Pre-cut to the most commonly used sizes, these stud bolts save on time and waste and ensure unbeatable accuracy.",School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range Stud Bolt stud bolt BZP M10 30mm (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/32/NW-M97924_M97932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_M97924-32_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT83725,JET Range bright zinc plated set screw (grade 8.8) 30mm (m10) (200 per bag),JET Range,0.89,This JET Range set M10 x 30mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated set screw (grade 8.8) 30mm (m10) (200 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/27/NW-T83723_T83727_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
