,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Application,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Range For Use With,Boiler Section,Boiler Range,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Pack Quantity,Pack Type,Weight,Connection Size,Connection Type
75,P608203,"MagnaClean DRX magnetic filter 2""",MagnaClean,1403.81,"Protecting commercial heating systems, the MagnaClean DRX 2"" magnetic filter removes debris and black iron oxide sludge. This compact filter incorporates a design based on industry-proven magnetic filtration technologies and components. It consists of an innovative magnetic belt made up of high-performing neodymium magnets which have been wrapped around a robust, precision-engineered stainless steel canister.","Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> MagnaClean DRX magnetic filter 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/05/NW-608203_608205_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MagnaClean_DRX_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P608032,"Adey MagnaClean Commercial industrial filter 4""",Adey,3427.55,"Available in five sizes, the Adey MagnaClean Commercial industrial filter protects from the damage caused by system debris, offering suitability for all systems, from light commercial to heavy-duty industrial. This MagnaClean Commercial filter is supplied in a 4"" size.","Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Adey MagnaClean Commercial industrial filter 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/32/NW-608030_608032_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Adey_MagnaClean_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PM12578,"JET Range Mag side stream system hub 1/2""",JET Range,1315.94,"The magnetic JET Range Mag 1/2"" side stream system hub contains a magnetic dirt separator with integral filter basket, an automatic air vent, manual air venting point, a draining valve and a chemical dosing point. This hub can help improve the efficiency of industrial and commercial systems by removing damaging particles of corrosion and other debris, which can form during the day-to-day operation of a heating or cooling system.","Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range Mag side stream system hub 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/80/NW-M12578_M12580_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Mag_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,
78,P609305,Sentinel Vortex250 eliminator vortex v250 drain,Sentinel,151.83,"Easy to use and compact in size for flexible fitting, the Sentinel Vortex 250 filter protects a central heating system from magnetic contaminants for improved efficiency. Fitted with a drain cap, collected debris is simply flushed away by removing the magnet from its sleeve and opening the cap.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Sentinel Vortex250 eliminator vortex v250 drain,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/05/NW-609305_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_Vortex250_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P612589,Adey MagnaClean CMX Maxi filter maxi,Adey,4974.42,"Constructed in high-quality polished 316L steel, the Adey MagnaClean CMX Maxi filter has been designed to work in large industrial and commercial heating and chilled system. Delivering magnetic and non-magnetic filtration performance, this filter incorporates a powerful neodymium magnet assembly seated in a needlefelt bag filter and stainless steel basket strainer. Each of these components can be independently configured.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Adey MagnaClean CMX Maxi filter maxi,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/89/NW-612589_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Adey_MagnaClean_CMX_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,P105523,Worcester Bosch Greenstar system filter 22mtr Brass,Worcester Bosch,164.49,"Protecting boilers and heat pumps without costly intervention, the Worcester Bosch Greenstar 22mm system filter protects from damage caused by system debris and pollutants. The high-quality brass system filter is built to provide unrivalled protection for all boiler systems.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Worcester Bosch Greenstar system filter 22mtr Brass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/23/NW-105523_wm.jpg,,,,Greenstar,N,7733600476,System Filter,N,Magnetic and non-magnetic filtration collects a range of system debris,"Can be installed under or over the boiler, or remotely",Suitable for Central Heating Systems,One-way valve makes adding system chemicals easy,Isolation valve indicators visually assist when isolating filter,Over-tightening prevention feature,Detachable body for easier service and power flushing,Drainage point at bottom for access during servicing,Brass construction,,,,,,,,,,,,,,22 mm,Compression
81,P608984,Sentinel Vortex300 hydrocyclone filter 300ml valves 22mm T-piece brass,Sentinel,162.28,The Sentinel Vortex300 22mm filter with brass T-piece protects your central heating system from damage caused by all types of debris.,Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Sentinel Vortex300 hydrocyclone filter 300ml valves 22mm T-piece brass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/84/NW-608984_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_Vortex300_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P610107,Adey Magna Clean Atoms Flt+Chem & Test & Electros,Adey,159.95,"Protecting heating systems and helping with Building Regulations Part L compliance, the Adey MagnaClean AtomSL Compliance Pack includes the MagnaClean AtomSL filter, MC1+ inhibitor, MC3+ cleaner, ProCheck water test strips and, optionally, the Electroscale2 or Magnascale2 scale reducer. Using the items in this pack and following Adey's best guidance could reduce heating bills by up to 7% while also improving efficiency and minimising the risk of breakdown due to damaging limescale and other contaminants.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Adey Magna Clean Atoms Flt+Chem & Test & Electros,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/07/610107_wm.jpg,,,,,N,FL1-03-06485,Central heating water filters,N,Immediate test results using ADEY ProCheck,Compact design,Domestic,"Bi-directional, either port can be an inlet",Rotatable filter can be fitted at any angle,Supplied ready for quick installation,Easy access to air vent and drain valve for ease of servicing,ProCheck water test results via ADEY Sense portal,Flushing adapter available,Internal water operating temperature 3°C - 95°C,Internal operating water pressure up to 4.5 bar,Maximum flow rate of 50LPM,,,,,,,,,,,,
83,P606166,Fernox TF1 installer pack,Fernox,84.25,This handy Fernox TF1 Sigma installer pack contains everything you'll need for complete cleaning and protection of a central heating system.,Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Fernox TF1 installer pack,,TF1 sigma filter;F1 protector 500ml;F3 cleaner 500ml,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/66/NW-606166_wm.jpg,,,,TF1,N,606166 PK,Sigma Installer Pack,N,Cleans and protects central heating systems,With F1 protector and F3 cleaner,Suitable for Central Heating Systems,,,,,,,,,,,,,,,,,,,,,
84,PM10756,JET Range A&D M10756 air and dirt separator flange125mm,JET Range,1239.15,"Fitted with 125mm flanged connections, this Jet Range air and dirt separator is designed for use in sealed heating and cooling systems. Removing air and dirt from the system, this separator protects against the damage that can be caused by particle deposits or by dissolved or undissolved air.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range A&D M10756 air and dirt separator flange125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/57/M10752_M10757_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Air-Dirt_Separator_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PM10755,JET Range A&D M10755 air and dirt separator flange 100mm,JET Range,839.76,"Fitted with 100mm flanged connections, this Jet Range air and dirt separator is designed for use in sealed heating and cooling systems. Removing air and dirt from the system, this separator protects against the damage that can be caused by particle deposits or by dissolved or undissolved air.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range A&D M10755 air and dirt separator flange 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/57/M10752_M10757_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Air-Dirt_Separator_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PM10753,JET Range A&D M10753 air and dirt separator flange 65mm,JET Range,634.94,"Fitted with 65mm flanged connections, this Jet Range air and dirt separator is designed for use in sealed heating and cooling systems. Removing air and dirt from the system, this separator protects against the damage that can be caused by particle deposits or by dissolved or undissolved air.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range A&D M10753 air and dirt separator flange 65mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/57/M10752_M10757_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Air-Dirt_Separator_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PG79817,Liff NP1 standard filter housing only,Liff,54.34,"This Liff filter housing is suitable for any standard 10"" cartridge. The unit incorporates an air release mechanism, helping to relieve water pressure during a cartridge change.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Liff NP1 standard filter housing only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/17/NW-G79817_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/NP1_NDL2_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Liff_Np1_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PM10754,JET Range A&D M10754 air and dirt separator flange 80mm,JET Range,778.31,"Fitted with 80mm flanged connections, this Jet Range air and dirt separator is designed for use in sealed heating and cooling systems. Removing air and dirt from the system, this separator protects against the damage that can be caused by particle deposits or by dissolved or undissolved air.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range A&D M10754 air and dirt separator flange 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/57/M10752_M10757_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Air-Dirt_Separator_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P610105,Adey MagnaClean Atom atom chemical pack rapide 22mm,Adey,136.62,Adey MagnaClean Atom 22mm protects central heating systems from the damaging effects of black iron oxide sludge. This filter and chemical pack contains water treatment products selected to keep heating systems running efficiently and reliably.,Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Adey MagnaClean Atom atom chemical pack rapide 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/05/NW-610105_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P116201,"BoilerMag XT magnetic filter 2"" Black",BoilerMag,1941.11,"Suitable for demanding large scale applications, the Boilermag XT 2"" magnetic filter is recommended for use in the automotive and aviation industries. Efficient and highly reliable, this robust high power system is built to meet the requirements of large-sized industrial heating systems.","Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> BoilerMag XT magnetic filter 2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/02/NW-116201_116202_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Eclipse_Boilermag_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,P608986,Sentinel V300 Best practice pack Vortex 300Ml Bp Box,Sentinel,97.0,"The Sentinel Eliminator® is the first central heating system filter to combine the use of true hydrocyclones with a special multi-magnet arrangement to maximise the removal and retention of both magnetic and non-magnetic debris. Sentinel X100 Inhibitor provides protection for clean central heating systems against limescale and corrosion. To quickly remove corrosion deposits and scale in 1 hour, older systems should be cleaned with Sentinel X800 Fast Acting Cleaner to fully restore system efficiency.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Sentinel V300 Best practice pack Vortex 300Ml Bp Box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/86/NW-608986_wm.jpg,,,,V300 Best practice pack,N,VORTEX-BP-PACK,Best Practice Protection Pack,N,Quadra-Cyclone Technology,Removes both magnetic and non-magnetic debris,Suitable for Central Heating Systems,Easy to fit to any pipework orientation,Dual maintenance options: dismantle unit or use drain valve,Dual seal arrangement to minimise risk of leakage,Cannot block: full unit does not affect system flow,Four magnets to optimise capture of material removed by cyclones,,,,,,,,,,,,,Filter & Chemical pack,,,
92,P503902,Fernox TF2 TF1 Sigma HP Filter 28mm (1),Fernox,144.87,"Providing reliable protection for air and ground source heat pumps, the Fernox TF1 Sigma HP Filter with 28mm connections uses unique patent pending technology to remove all types of debris from renewable heating systems. This smart filter won't block flow, even at higher flow rates, maintaining a system's COP in order to reduce energy consumption and minimise fuel waste. Supplied with full bore valves, the TF1 is easy and quick to install and improves system efficiency for best ever performance.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Fernox TF2 TF1 Sigma HP Filter 28mm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/02/503902_wm.jpg,,,,TF2,N,62615,Central Heating Filter,N,"Efficient, high-performance filter, specifically designed for Air and Ground Source Heat Pump systems",The TF1 Sigma HP Filter utilises a unique filtration technology which is extremely effective at high flow rates and across a range of debris types to ensure the system remains free of contaminants,"The TF1 Sigma HP Filter has been specifically designed for use with Air and Ground Source Heat Pump heating systems. The filter can be easily fitted onto either horizontal or vertical pipework, in accordance with the flow direction indicated by the arrow","A durable and robust construction, the TF1 Sigma HP Filter is made from a high-quality glass reinforced engineering polymer with brass full bore valves as standard","Convenient to clean and quick to service via the drain valve, the TF1 Sigma HP Filter does not require system shutdown or for the filter to be disassembled, resulting in less time spent on site as part of the annual maintenance","Easy to install, this sealed filter allows for horizontal and vertical installation orientations","Market- leading pressure differential values, ensuring the Heat Pump works at maximum COP",,,,,,,,,,,,,1,Box,,,
93,P116203,"Eclipse Boilermag XT magnetic filter 4"" Black",Eclipse,3145.34,"Helping to improve system efficiency and performance, the Eclipse Boilermag XT 4"" magnetic filter reduces the build-up of black iron oxide sludge that happens naturally in heating and cooling systems. This sludge can cause premature valve and pump failure, damage a boiler and, in some cases, contribute to a system breakdown. This clever filter works by attracting iron oxide to its magnetic rods as water circulates around it. The filter then simply removes even the smallest particles, right down to the sub-micron.","Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Eclipse Boilermag XT magnetic filter 4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/03/116203_wm.jpg,,,,Boilermag,N,BMXT200/4/AAV,Magnetic filter,N,Protects systems from black iron oxide,Easy installation and maintenance,Suitable for Heating and Cooling System Protection,Promotes system performance,Improves energy efficiency,Extends system life,No running costs,Minimises maintenance costs,Reduces boiler sludge,Suitable for use in heating and cooling systems,,,,,,,,,,,EA,,,
94,P612587,Adey MagnaClean CMX Nano filter nano,Adey,1197.97,"Constructed in high-quality 316L stainless steel, the Adey MagnaClean CMX Nano filter is specifically designed for use in commercial heating and chilled systems. This compact plant room solution supplies impressive adaptive magnetic and non-magnetic filtration at low cost. Easy to fit, the Nano filter requires minimal maintenance and offers improved energy efficiency.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Adey MagnaClean CMX Nano filter nano,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/87/NW-612587_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Adey_MagnaClean_CMX_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PG79800,Liff NRSK complete filter kit including cartridge,Liff,107.22,"This Liff NRSK filter kit is supplied with a tap and all installation fittings for ease of use. Provided with a cartridge, this kit helps to reduce unpleasant tastes and odours from water while removing lead, heavy metals, scale and scum.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Liff NRSK complete filter kit including cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/00/NW-G79800_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Liff_WaterSoftner_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,P601717,Fernox TF1 Omega 62506 installer pack,Fernox,227.35,"A complete system for the cleaning and protection of central heating systems, this Fernox TF1 Omega installer pack is built around the TF1 Omega filter. This precision-engineered, sealed in-line system filter is made from nickel-plated brass and is available with quality valve or slip socket connections. Also included in this pack is a chemical water treatment, cleaner F3 and protector F1 to for long-lasting protection and improved efficiency.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Fernox TF1 Omega 62506 installer pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/17/NW-601717_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_62506_Omega_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,P114281,Keston system filter 22mm,Keston,142.0,"This Keston 22mm system filter uses magnetic technology to help protect domestic central heating systems from the damage that can be caused by a variety of contaminants, debris and sludge.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Keston system filter 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/81/NW-114281_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Keston_Magnetic_Filter_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Keston_22mm_Filter_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,P605691,Adey MagnaClean HP 28mm Compression Filter,Adey,209.46,"Protecting low temperature heating systems, the Adey MagnaClean HP 28mm compression filter protects heat pumps and the systems attached to them from magnetic and non-magnetic debris, helping to ensure ongoing efficiency. The ideal environment for bacteria, low temperature heating systems can become clogged without an effective filter in place, leading to reduced efficiency and risking breakdown. With this 28mm filter flow is optimised and potentially harmful contaminants are continuously captured and removed, with inbuilt CycloFlow technology maximising first-pass capture rate for the most effective clean out there.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Adey MagnaClean HP 28mm Compression Filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/91/605691_wm.jpg,,,,MagnaClean,N,FL1-03-06223,Domestic heating system filter,N,For heat pump and low temperature systems,Dedicated magnetic and non-magnetic capture,Domestic,Incorporates unique ADEY CycloFlow technology,CycloFlow enhances water flow rate and maximises first-pass capture rate,"Non-blocking design for optimum flow, even when filter is full",Large canister ports available for 28mm systems,Valves enable high flow rates and minimise pressure drops,First pass and continuous flow capture,"Quick, easy installation and service",Chemicals easily dosed directly into canister,,,,,,,,,,Box,,,
99,P892171,Spirotech SpiroCombi BC080F flanged air and dirt seperator (pn16) 80mm,Spirotech,1343.61,"Removing air and dirt from a sealed system, this Spirotech SpiroCombi 80mm flanged air dirt separator can help to improve system efficiency. Working continuoisly to eliminate air, microbubbles and particles as small as 5µm, the Spirocombi discharges dirt during operation for uninterrupted use.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Spirotech SpiroCombi BC080F flanged air and dirt seperator (pn16) 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/72/NW-892171_892172_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Spirotech_AirDirt_Separator_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/892171_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Spirotech_SpiroCombi_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,P608031,"Adey MagnaClean Commercial industrial filter 3""",Adey,2986.18,"Available in five sizes, the Adey MagnaClean Commercial industrial filter protects from the damage caused by system debris, offering suitability for all systems, from light commercial to heavy-duty industrial. This MagnaClean Commercial filter is supplied in a 3"" size.","Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Adey MagnaClean Commercial industrial filter 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/32/NW-608030_608032_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Adey_MagnaClean_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,P606164,Fernox TF1 slip socket pack 22mm (1),Fernox,100.0,"Sealed and lidless, the robust Fernox TF1 22mm slip socket pack contains the high performance TF1 Sigma in-line filter. Precision engineered, this filter operates by using hydronic particle seperation, or HPS, to deliver potential contaminants to a magnet assembly for safe removal. With the composite plastic filter allowing for fitting onto horizontal or vertical pipework, TF1 is suitable for installation in challenging locations and in orientations of up to 45°.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Fernox TF1 slip socket pack 22mm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/64/NW-606164_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_62414_SigmaFilter_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,P609485,Adey pro2 system filter w/500ml mc1+ pack,Adey,90.0,Help to keep a heating system running efficiently and effectively with this Adey treatment and chemical pack. This handy bundle includes the reliable Adey Pro2 system filter and a 500ml supply of MC1+ protector fluid.,Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Adey pro2 system filter w/500ml mc1+ pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/85/609485_wm.jpg,,,,,N,609485 PK,,N,All-in-one pack,Filter promotes a cleaner system,,For improved efficiency,Includes 500ml MC1+,,,,,,,,,,,,,,,,,,,
103,P612594,Adey MagnaClean CMX filter cartridge 20 micron (pack of 4),Adey,123.43,These Adey MagnaClean CMX 20 micron filter cartridges make servicing your filter easy. They can also be used to help optimise a CMX system to meet filtering and water quality requirements.,Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Adey MagnaClean CMX filter cartridge 20 micron (pack of 4),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/95/NW-612592_612595_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/612587_612602_Adey_TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
