,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Connection Size,Operator Type,Type,Colour,Connection Type,Material Type,Warranty,Material,Size,Range,Body Material,Grade,Diameter,Operating Temperature,Feature 7,Feature 8,Finish,Length (M),Pack Quantity,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Connection Type 1,Connection Type 2,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Gender,Seat Material,Weight,Thickness,Single / Double,Thread Size,Standards,Number of Ports,Seal Material,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15
279,P505431,"Navigator MSL brass hexagon bush 1 1/4"" x 3/4""",Navigator MSL,7.35,"Manufactured in robust brass, this Navigator MSL 1 1/4 x 3/4"" threaded hexagonal bush is suitable for use in both hot and cold plumbing systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL brass hexagon bush 1 1/4"" x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/19/505419_wm.jpg,,,N,CMBRBUSH-GE,N,Suitable for use in hot and cold water,For use in domestic systems,Brass construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,P255701,"Midland Brass wall plate hose union bib tap and double check valve 1/2""",Midland Brass,14.25,"This Midland Brass bibcock and double check valve has a 1/2"" hose union x threaded connection. Lever-operated, it is made of brass with a metallic finish.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass wall plate hose union bib tap and double check valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/01/255701_wm.jpg,,,N,CMBFHUBDCWP-D,N,,,,,,,1/2 inch,,Bibcock and Double Check Valve,,Hose Union x Threaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,P170900,Pegler Prestex copper x copper brass ball valve 15mm Blue,Pegler,23.69,"Compact and offering simple operation, this Pegler Yorkshire Prestex PB300T 15mm full bore ball valve is made of chromium-plated brass. T-handle operated, this quarter-turn ball valve with compression connections is ideal for commercial installations where robustness is key.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Pegler Prestex copper x copper brass ball valve 15mm Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/00/NW-170900_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PeglerYorkshire_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,P505444,Navigator MSL msl brass flanged backnut 3/4'',Navigator MSL,1.51,"This Navigator MSL 3/4"" threaded flanged back nut is manufactured in tough brass.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL msl brass flanged backnut 3/4''",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/44/505444_wm.jpg,,,N,CMBRBACKNUT-E,N,Brass construction,Self colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,P171030,"Masefield Beta equilibrium ball valve (bsp) 2"" Gun Metal (5)",Masefield,990.86,"This lever-operated Masefield Beta 2"" equilibrium ball valve minimises issues caused by changing water pressures. With controlled closure, a high flow, full bore seat and hydraulically balanced closing action, this gunmetal ball valve offers a fast, quiet shut-off.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Masefield Beta equilibrium ball valve (bsp) 2"" Gun Metal (5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/30/NW-171025_171030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Beta_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PC50801,"Midland Brass HobMate connector hose (BSPT) 1mtr x 1/2""",Midland Brass,28.13,"Designed for use with natural gas only, this Midland Brass HobMate 1M connector hose has a 1/2"" BSPT fitting, meaning there's no need for soldered joints and hot works when installing. This flexible hose can be easily cut to length by the installer, making fitting a gas hob simple.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass HobMate connector hose (BSPT) 1mtr x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/01/NW-C50801_wm.jpg,,,N,BFGHHMM,N,Reduces gas hob installation time by up to 45 minutes,Yellow colour,Patented product,100% tested,Manufactured to EN 15266 by ISO 9001 registered company,BSI Kitemarked for quality assurance,,,Connector Hose,,,,,,,HobMate,,,1/2 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,P170914,Pegler Prestex PB300 copper x copper brass ball valve 22mm Red,Pegler,31.39,"Compact and offering simple operation, this Pegler Yorkshire Prestex PB300 22mm full bore ball valve is made of chromium-plated brass. Lever-operated, this quarter-turn ball valve with compression connections is ideal for commercial installations where robustness is key.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Pegler Prestex PB300 copper x copper brass ball valve 22mm Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/18/NW-170913_170918_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PeglerYorkshire_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,P598008,Surestop SSR15 push-fit stop cock 15mm,Surestop,34.15,"The innovative Surestop SSR15 stopcock is designed to help protect properties from water damage. With no need for batteries or electrics, this simple plastic stopcock completely stops the water supply with the flick of a switch. Faster and easier to install than traditional stopcocks, Surestop features 15mm push-fit connections.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Surestop SSR15 push-fit stop cock 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/09/NW-598008_598009_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Surestop_Water_Switch_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Surestop_Overview_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Surestop_PushFit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
287,PK72694,Keraflo Aylesbury float valve (high flow) 50mm,Keraflo,1766.0,"This Keraflo Aylesbury KB-type fully variable float valve with 50mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks with or without raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Keraflo Aylesbury float valve (high flow) 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/94/NW-K72694_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_KB_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,
288,PK11484,Crane D138 check valve (BSP) PN25 20mm Bronze,Crane,267.39,"The Crane D138 PN25 20mm check valve has a 3/4"" BSP tapered female connection. This non-return valve is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Crane D138 check valve (BSP) PN25 20mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/84/NW-K11482_K11484_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_KM-07296_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D138_Check_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_J1483_Check_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
289,P172123,Midland Brass brass plain shank drain cock (Type-A) lockshield 15mm,Midland Brass,5.07,"This Midland Brass brass drain cock provides a handy draw-off point in a pipe, system or tank. It is installed with a 15mm threaded connection.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass brass plain shank drain cock (Type-A) lockshield 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/23/NW-172123_wm.jpg,,,N,MBFDOCTALS-15,N,Brass construction,Metallic finish,12 month warranty,,,,15mm,,Drain Cock,,Threaded,,,,,,,CW617N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,P505442,"Navigator MSL brass hexagon nipple 1""",Navigator MSL,5.05,"Manufactured in robust brass, this Navigator MSL 1"" threaded hexagonal nipple is suitable for use in both hot and cold plumbing systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL brass hexagon nipple 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/58/505458_wm.jpg,,,N,CMBRHN-F,N,Suitable for use in hot and cold water,Brass construction,Self colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PC51135,Salvus Micropoint straight gas hose 1.25mtr,Salvus,19.6,"This Salvus 1.25M length of gas hose is fitted with a 1/2"" micropoint fitting. Made of stainless steel, this gas approved hose has a high-quality polymeric coating.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Salvus Micropoint straight gas hose 1.25mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/35/NW-C51134_C51135_wm.jpg,,,N,BFGHENSM2-125,N,Universal fuel (natural gas and LPG),Black and yellow colour,Tested to 650°,BSI and CE approved (KM702966),1 year warranty,,,,Gas Hose,,,,,,,Micropoint,,,1/2 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,P250574,"Midbrass valve angled flat face 15mm x 1/2""",Midbrass,5.67,"A Midlands Brass 15mm x 1/2"" ISO angled flat face valve.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midbrass valve angled flat face 15mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/25/580625_wm.jpg,,,N,BFIVAFF-15D,N,Brass construction,Chrome-plated finish,1 year warranty,,,,15 mm x 1/2 inch,,Angled Flat Face Isolating Valve,,Compression x Male Threaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PK72691,Keraflo Aylesbury float valve (standard flow) 40mm,Keraflo,1158.0,"This Keraflo Aylesbury KB-type fully variable float valve with 40mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks with or without raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Keraflo Aylesbury float valve (standard flow) 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/93/NW-K72688_K72693_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_KB_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,
294,PK22942,Crane D220W wras dcpn16 dzr dbl check d220w 1.1/4 in,Crane,1345.26,"Made of DZR brass, this Crane D220W double check valve with 1 1/4"" threaded connection helps to prevent backflow and back siphonage contamination in domestic, public and commercial buildings. Suitable for use with wholesome (potable) water to 85°C, it has a shell pressure rating of PN16 with a maximum inlet/working pressure of 16 bar.  A check valve, sometimes called a non-return valve, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Crane D220W wras dcpn16 dzr dbl check d220w 1.1/4 in",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/45/NW-K22942_K22945_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_Wras_D220W_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Crane_Wras_D220W_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PK74208,Rubinetterie 24 spring check valve (BSP) 50mm Brass,Rubinetterie,42.1,"Designed to make sure that liquid or gas flows in just one direction, this 24 spring single check valve with 50mm BSP female connection recognises flow and velocity, closing automatically to prevent backflow. Suitable for a maximum pressure of 16 bar, this valve has a brass body and FKM seat.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Rubinetterie 24 spring check valve (BSP) 50mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/11/NW-K74202_K74211_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,P505435,Navigator MSL 1/2 mxf shower check valve chrome plated,Navigator MSL,4.75,"Offering quick and easy fitting, this Navigator MSL 1/2"" male x female replacement shower check valve, or non-return valve, prevents the backflow of water.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL 1/2 mxf shower check valve chrome plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/35/505435_wm.jpg,,,N,CMBFSHCV-D,N,Chrome construction,Working pressure of 10 bar,Maximum working temperature of 85°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PK22944,Crane D220W wras dcpn16 dzr dbl check d220w 2 in,Crane,2467.64,"Made of DZR brass, this Crane D220W double check valve with 2"" threaded connection helps to prevent backflow and back siphonage contamination in domestic, public and commercial buildings. Suitable for use with wholesome (potable) water to 85°C, it has a shell pressure rating of PN16 with a maximum inlet/working pressure of 16 bar.  A check valve, sometimes called a non-return valve, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Crane D220W wras dcpn16 dzr dbl check d220w 2 in",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/45/NW-K22942_K22945_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_Wras_D220W_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Crane_Wras_D220W_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,P517150,Polypipe Polyplumb 15mm Brass Draincock,Polypipe,19.77,This Polypipe 15mm spigot drain cock is made of brass and used for draining water from a plumbing system.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Polypipe Polyplumb 15mm Brass Draincock",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/50/NW-517150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing_Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PK15189,Crane FM463 double door wafer check valve PN16 200mm Cast Iron,Crane,1830.11,"This Crane FM463 double door wafer check valve is fitted with 200mm flanged connections. A check valve, sometimes called a non-return valve, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Crane FM463 double door wafer check valve PN16 200mm Cast Iron",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/91/NW-K15189_K15191_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_FM463_FM466_FA463_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FM463_FM466_FA463_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PK23634,Crane Drain Tap D340 tap pn16 lockshield operated d340 1/2 drain,Crane,81.38,"Constructed in DZR brass, this Crane 1/2"" PN16 lockshield-operated draining tap includes male taper threaded and ribbed connections.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Crane Drain Tap D340 tap pn16 lockshield operated d340 1/2 drain",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/53/581053_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Crane_Tap_D340&D341_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_Tap_D340_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,P173004,"Masefield float - max 37c 5 x 5/16"" Copper",Masefield,32.45,"This Masefield copper ball float, measuring 5 x 5/16"" tolerates temperatures up to 37°C.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Masefield float - max 37c 5 x 5/16"" Copper",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/04/173004_wm.jpg,,,N,PBRFLO366779,N,Soldered type,Suitable for use in cold water only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.00000,,,,,,,,,,,,,
302,PC51500,Midland Brass washing machine hose 1.5mtr Red,Midland Brass,6.46,This Midland Brass 1.5M long red washing machine hose includes a threaded connection.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass washing machine hose 1.5mtr Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/00/NW-C51500_wm.jpg,,,N,BFWMHR-1.5M,N,Satin finish,Hardwearing build,Reliable design,12 month warranty,,,,,Hose,,Threaded,,,,,,,CW617N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,P171350,Reliance Valves Floguard DZR double check valve 15mm Brass,Reliance Valves,10.88,"Made of tough DZR brass with 15mm compression connections, this Reliance Water Controls Floguard double check valve helps to prevent backflow and back-siphonage contamination in accordance with Water Regs. This valve is supplied unplated.  A check valve, sometimes called a non-return valve, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Reliance Valves Floguard DZR double check valve 15mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/50/NW-171350_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/RWC_Floguard_Check_Valve_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,P505427,"Navigator MSL brass threaded flanged plug 2""",Navigator MSL,15.66,"Manufactured in robust brass, this Navigator MSL 2"" threaded flanged plug is suitable for use in both hot and cold plumbing systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL brass threaded flanged plug 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/34/505434_wm.jpg,,,N,CMBRFP-I,N,Suitable for use in hot and cold water,For use in domestic systems,Brass construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
