,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Range,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Projection Depth,Style,Warranty,Watts,Fuel Source,IP Rating,Material,Orientation,Output (W),Shape,Wall to Centre Tapping,BTU h,Type,Feature 7,Feature 8,Feature 9,Weight
58,P206091,Stelrad Vita Plan K2 radiator 600 x 1200mm,Stelrad,272.98,"Designed with minimalist interiors in mind, the Stelrad Vita Plan horizontal radiator offers the ideal compromise between dependable practicality and style. This simple and elegant flat-fronted double panel radiator, painted in bright, understated white, provides the perfect finishing touch in contemporary homes while delivering impressive 6556 BTU/h performance and reliability.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Plan K2 radiator 600 x 1200mm,,Flat fronted radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/95/206057_206095_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Plan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Plan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P262562,Stelrad Vita Plan Vertical Concept 7554 vertical radiator 1800 x 600mm,Stelrad,635.63,"The Stelrad Vita Plan Vertical Concept double panel radiator combines classic looks with reliability and space saving. Attractively designed with a flat-fronted finish and anthracite grey paint, this tall radiator is an attractive addition to contemporary or period spaces whether domestic or commercial, adding a splash of style that looks particularly good alongside natural finishes like wood, slate or marble. Robust and reliable, built with Stelrad's usual level of quality, the Vita Plan Vertical Concept promises 7554 BTU/h of dependable heat.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Plan Vertical Concept 7554 vertical radiator 1800 x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/62/262560_262562_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Plan_Vert_Concept_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P262436,Stelrad Vita Deco radiator 450 x 1000mm,Stelrad,143.8,"Chic and minimalist, the Stelrad Vita Deco horizontal double panel convector radiator is a suitable choice for just about any space, its flat-fronted design making it a sleek finishing touch in period homes and complementing contemporary spaces in style. Finished in a simple, bright white, this tough powder-coated steel is a neat all-rounder to suit any scheme. Boasting Stelrad's trademark dependable performance, the 4262 BTU/h output Vita Deco provides reliable warmth year after year.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Deco radiator 450 x 1000mm,,Flat panel radiator;Fixing brackets;Vents and plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/49/262411_262449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Stelrad_Vita_Series_Brochure_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P206090,Stelrad Vita Plan radiator 600 x 1000mm,Stelrad,227.52,"The stylish Stelrad Vita Plan K2 horizontal radiator (600 x 1000mm) consistently delivers on performance, thanks to its 870-watt output and double panel design, while its sleek, minimalistic exterior makes it the perfect addition to any space.   Simple enough to complement any style of décor but powerful enough to provide an excellent heating performance even in the coldest months, this highly affordable radiator will last for years to come. Skilfully designed by Stelrad’s experts, this Vita Plan radiator comes complete with an outstanding ten-year warranty so you know that it’s been built to the highest quality standards.   Check out this stylish and functional Stelrad Vita Plan K2 horizontal radiator (600 x 1000mm) and enjoy express delivery and complimentary in-store collection when you shop online today.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Plan radiator 600 x 1000mm,,Flat fronted radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/95/206057_206095_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Plan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Plan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P272931,STEL CONCORD VERT 2000X740 DOUBLE,Stelrad,777.88,"Built using slim, flat tubes for a sleek, contemporary look, the Stelrad Concord Vertical 4is designed with contemporary interiors in mind. Suitable for a wide range of settings, commercial or domestic, this elegant radiator offers reliable technology, flexibility of siting and an attractive, clean finish. Laboratory tested to meet strict performance standards, the Concord is protected by tough and practical packaging, ensuring it reaches its new home in pristine condition with no risk of scratches or scuffs during transit.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> STEL CONCORD VERT 2000X740 DOUBLE,,Radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/31/272931_wm.jpg,,,,,,,White,Concord,N,148645,N,K2 double panel double convector,Attractively designed,"Sizing flexibility, ideal for tight spaces",Steel construction,Traffic white gloss finish,With vents and plugs,82,Contemporary,5 Years,2310,Central heating system,N/A,Steel,Vertical,2310,Rectangular,53,2310,Double Convector,Includes brackets,10 year warranty,,66.04 kg
63,P232523,Stelrad Silhouette Concept k2 600 x 1400,Stelrad,321.31,"A modern choice for design-led homes, the Stelrad Vita Silhouette Concept K2 rectangular radiator is finished in a statement Anthracite Grey, a real change from the standard white radiator and ideal for period properties and contemporary rooms alike. Robustly built in tough steel, this smart 600 x 1400mm horizontal radiator delivers on high performance heating, supplying a reliable 7646 BTU/h of comfortable heat.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Silhouette Concept k2 600 x 1400,,Radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/23/232512_232523_wm.jpg,,,,,,,Anthracite Grey,Silhouette Concept,N,51602214,N,Available in different lengths,Elegant and stylish,Dependable quality and performance,,,,126 / 137,Contemporary,10 Years,2241,Central heating system,N/A,Steel,Horizontal,2241,Rectangle,73 / 84,7646,Double Convector,,,,
64,P262425,Stelrad Vita Deco radiator 600 x 1200mm,Stelrad,134.38,"Chic and minimalist, the Stelrad Vita Deco horizontal single panel convector radiator is a suitable choice for just about any space, its flat-fronted design making it a sleek finishing touch in period homes and complementing contemporary spaces in style. Finished in a simple, bright white, this tough powder-coated steel is a neat all-rounder to suit any scheme. Boasting Stelrad's trademark dependable performance, the 3563 BTU/h output Vita Deco provides reliable warmth year after year.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Deco radiator 600 x 1200mm,,Flat panel radiator;Fixing brackets;Vents and plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/49/262411_262449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Stelrad_Vita_Series_Brochure_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P262549,Stelrad Vita Plan Vertical radiator 1800 x 500mm,Stelrad,465.64,"Designed with minimalist interiors in mind, the Stelrad Vita Plan Vertical radiator offers the ideal compromise between dependable practicality and style. This simple and elegant flat-fronted double panel radiator, its tall, slim dimensions ideal for those rooms where space is at a premium, is painted in bright, understated white, providing the perfect finishing touch in contemporary homes while delivering impressive 6295 BTU/h performance and reliability.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Plan Vertical radiator 1800 x 500mm,,Flat fronted vertical radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/50/262548_262550_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Plan_Vertical_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,P241087,CenterRad Deco radiator pack 600mm DG 700mm 3723B,CenterRad,162.75,"The contemporary CenterRad Deco horizontal flat panel radiator includes all the great features of the CenterRad Plan with the addition of a sleek decorative front panel designed to fit effortlessly into a modern residential or commercial setting. With a white powder-coated steel finish, the 3723 BTU/h Deco is the ideal combination of good looks and high performance and is an excellent alternative to the classical lines of the CenterRad Compact or CenterRail towel warmer.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> CenterRad Deco radiator pack 600mm DG 700mm 3723B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/00/241073_241100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Deco_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Compact_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/nt/Center_LeafletToPrint.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/co/32024_Tech_Sheet_CenterRad_Deco.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Deco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P262427,Stelrad Vita Deco K1 radiator 600 x 1600mm,Stelrad,179.19,"Chic and minimalist, the Stelrad Vita Deco horizontal single panel convector radiator is a suitable choice for just about any space, its flat-fronted design making it a sleek finishing touch in period homes and complementing contemporary spaces in style. Finished in a simple, bright white, this tough powder-coated steel is a neat all-rounder to suit any scheme. Boasting Stelrad's trademark dependable performance, the 4751 BTU/h output Vita Deco provides reliable warmth year after year.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Deco K1 radiator 600 x 1600mm,,Flat panel radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/49/262411_262449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P212765,Stelrad Planar K2 vertical radiator 2000 x 400mm,Stelrad,693.24,"Combining stand-out features with a smooth, flat-fronted surface, the Stelrad Planar 1200 x 400mm vertical radiator has integrated top grilles and side panels for a sleek finish and robust fitting. A slimline unit, this radiator takes up minimal space, while its seamless white surface provides a clean finish that blends with any interior design. The easy to install, ready-assembled Planar offers suitability for both commercial and domestic fitting, offering a heat output of 5405 BTU/h.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Planar K2 vertical radiator 2000 x 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ic/al/Caradon Stelrad_Planar Vertical_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/l_/k2/Planar Vertical K2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P273056,STEL COMPACT STYLE 600X1600MM K2 8145B,Stelrad,470.89,"Living up to its name, the Stelrad Compact With Style 600 x 1600mm radiator has a slimline silhouette coupled with an understated architectural-inspired design. Suitable for any commercial or domestic setting, this smart, easy to install radiator has integrated top grilles and side panels for a sleek yet robust fitted finish and precision-welded convectors for efficiency, even when delivering the Compact With Style's maximum 8744 BTU/h heat output.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> STEL COMPACT STYLE 600X1600MM K2 8145B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ty/le/Caradon Stelrad_Compact with Style_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P262439,Stelrad Vita Deco radiator 450 x 1600mm,Stelrad,254.08,"Chic and minimalist, the Stelrad Vita Deco horizontal double panel convector radiator is a suitable choice for just about any space, its flat-fronted design making it a sleek finishing touch in period homes and complementing contemporary spaces in style. Finished in a simple, bright white, this tough powder-coated steel is a neat all-rounder to suit any scheme. Boasting Stelrad's trademark dependable performance, the 6819 BTU/h output Vita Deco provides reliable warmth year after year.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Deco radiator 450 x 1600mm,,Flat panel radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/49/262411_262449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,P273042,Stelrad Compact Style K2 horizontal radiator 500 x 800mm,Stelrad,229.64,"Ideal for rooms with limited wall space, the Stelrad Compact Style 500 x 800mm K2 horizontal radiator has a smart powder-coated finish available in a variety of colours to suit your home décor. An efficient, practical choice, the Compact Style offers a reliable heat output of 3788 BTU/h.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Compact Style K2 horizontal radiator 500 x 800mm,,Radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ty/le/Caradon Stelrad_Compact with Style_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P201704,Stelrad k2 3422 vertex 1600x300,Stelrad,347.39,"A vertical unit with a touch of traditional style, the Stelrad Vertex vertical radiator brings character to modern and period homes alike. Finished in white, this robustly built radiator measures 1600 x 300mm and offers piping flexibility for simplified installation. The Vertex offers a generous heat output of 3716 BTU/h.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad k2 3422 vertex 1600x300,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/rt/ex/Stelrad_Compact_Vertex_wm.jpg,,,,,,,Traffic White,,N,31162203,N,K2 type,Steel construction,Traffic White powder-coated finish,Integrated top grilles and side panels eradicate movement,"Tight, professional fit remains in place after storage, transit and installation",Convectors precision-welded directly onto waterways for efficiency and economy,,,,1089,,,,,1089,,,3716,Double Convector,10 year warranty,,,
73,P241086,CenterRad Deco radiator pack 600mm DG 600mm 3180B,CenterRad,150.63,"The contemporary CenterRad Deco horizontal flat panel radiator includes all the great features of the CenterRad Plan with the addition of a sleek decorative front panel designed to fit effortlessly into a modern residential or commercial setting. With a white powder-coated steel finish, the 3180 BTU/h Deco is the ideal combination of good looks and high performance and is an excellent alternative to the classical lines of the CenterRad Compact or CenterRail towel warmer.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> CenterRad Deco radiator pack 600mm DG 600mm 3180B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/00/241073_241100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Deco_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Compact_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/nt/Center_LeafletToPrint.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/co/32024_Tech_Sheet_CenterRad_Deco.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Deco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P232520,Stelrad Silhouette Concept K2 600 x 800,Stelrad,234.15,"Delivering a touch of style to any room, the sleekly modern Stelrad Vita Silhouette Concept K2 600 x 800mm horizontal radiator is finished in Anthracite grey to blend in effortlessly with darker interior schemes. Built in a robust steel, this highly reliable, easy to install radiator supplies heat outputs of up to 4371 BTU/h for improved comfort.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Silhouette Concept K2 600 x 800,,Radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/23/232512_232523_wm.jpg,,,,,,,Anthracite Grey,Silhouette Concept,N,51602208,N,K2 type,"Double panel, double convector",With 50mm pitch vertical lined frontage,Steel construction,Anthracite grey finish,Easy installation,126,Contemporary,10 Years,1281,Central heating system,N/A,Steel,Horizontal,1281,Rectangular,73,4371,Double Convector,Same installation features as Vita Compact,Compatible with low temperature systems,10 year warranty,30.72 kg
75,P206089,Stelrad Vita Plan radiator 600 x 800mm,Stelrad,197.19,"Designed with minimalist interiors in mind, the Stelrad Vita Plan horizontal radiator offers the ideal compromise between dependable practicality and style. This simple and elegant flat-fronted double panel radiator, painted in bright, understated white, provides the perfect finishing touch in contemporary homes while delivering impressive 4372 BTU/h performance and reliability.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Plan radiator 600 x 800mm,,Flat fronted radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/95/206057_206095_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Plan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Plan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
