,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Thickness,Waste Supplied,Bowl Type,Bowl Shape,Fitting / Mounting Type,Main Bowl Size,Material,Number of Tap Holes,Second Bowl Size,Depth (mm),Attachment 4,Attachment 5,Flush Type,Warranty,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Fittings Included,Projection Depth,Diameter,Pack Quantity,Sector,Attachment 6,Attachment 7,Attachment 8,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Flow Rate,Min System Pressure Cold (Bar),Pressure (Low / Med / High),Spout Type,Handle Type,Position,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Shape,Capacity Litre,Style,Weight,Mounting Type,Application
147,PD01095,Balmorals Warwick 1 bowl exposed urinal pipe set,Balmorals,38.31,The robust and high quality Balmorals Warwick exposed one bowl urinal pipe set is built to last and is compatible with most urinal ranges featuring 95mm off-set header tanks.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Balmorals Warwick 1 bowl exposed urinal pipe set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/95/NW-D01095_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D01095_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PB00001,Twyford Sola SA4111 1 tap hole basin 400mm White,Twyford,95.77,"The Twyford Sola 400mm bathroom washbasin with single tap hole has a sleek, modern design with enclosed fixings for hygienic use and easy cleaning and deep side walls for long lasting strength. Finished in bright, glossy white, this basin is suitable for wall mounting.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Twyford Sola SA4111 1 tap hole basin 400mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/01/NW-B00001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Twyford_Commercial_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Sola_400_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PC96136,Armitage Shanks Doon Single bowl single drainer sink 120x60cm,Armitage Shanks,1182.59,"The Armitage Shanks Doon 1200 x 600mm single drainer sink has a standard rectangular shape to suit most commercial applications. Made of robust stainless steel, it is supplied free of waste and tapholes, allowing the installer to pair it with wall-mounted taps if preferred.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Armitage Shanks Doon Single bowl single drainer sink 120x60cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/36/C96136_wm.jpg,,,,,N,S1275MY,Doon,N,Stainless steel manufacture,Without taphole,Without waste,For wall mounting,Chrome finish,,,,,,,,,,Chrome,20,No,square doon,Rectangle,Wall mounted,530x220x380,Steel,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PB97349,Ideal Standard Portman 21 1 tap hole basin without overflow and chain 500mm White,Ideal Standard,133.07,"This Ideal Standard Portman 21 500mm washbasin is made of tough vitreous china material with a vandal-resistant design for a longer life. This hardwearing, modern washbasin includes a single tap hole and is designed for wall-mounted installation.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Portman 21 1 tap hole basin without overflow and chain 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/49/NW-B97349_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Armitage_Shank_WB_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B97349_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PJ23345,Ideal Standard Orbit 21 S248601 1 tap hole countertop basin with overflow 550mm White,Ideal Standard,208.41,"The Ideal Standard Orbit 21 550mm countertop washbasin is designed for installation on a vanity or countertop. Built in tough vitreous china, this basin includes a single tap hole for a monobloc tap.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Orbit 21 S248601 1 tap hole countertop basin with overflow 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/45/J23345_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/J23345_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PB97342,Ideal Standard Portman 21 basin overflow plus chain and 1 tap hole 50cm,Ideal Standard,133.07,"This Ideal Standard Portman 21 500mm washbasin is made of tough vitreous china material with a vandal-resistant design for a longer life. This hardwearing, modern washbasin includes two tap holes and is designed for wall-mounted installation.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Portman 21 basin overflow plus chain and 1 tap hole 50cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/42/NW-B97342_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Armitage_Shank_WB_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B97342_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PB98989,Ideal Standard Contour 21 close coupled / back to wall pan 355mm White,Ideal Standard,220.83,"Designed for use by primary school children from ages 7 to 11, this Ideal Standard Contour 21 back to wall/close coupled toilet pan is ergonomically designed for small users with a low seat, so it's easy to hop on and off. Safe and hygienic with water-saving features built-in, products in this range are available in a variety of colours to encourage a positive toilet experience in school.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21 close coupled / back to wall pan 355mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/89/NW-B98989_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AS_Contour_21_1538_1_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PP11387,Geberit AquaClean Tuma comfort complete solution wall-hung WC White Alpine,Geberit,2242.07,"With the Geberit AquaClean Tuma you can choose the features you want in your shower toilet: from the simple, basic functions of the Classic model to the additional convenience functions of the Comfort version. The AquaClean Tuma is available as a complete toilet solution with a perfectly fitting Rimfree® ceramic pan and hidden connections for electricity and water, or as a toilet enhancement solution. It can also be combined with a variety of previously installed ceramic pans.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Geberit AquaClean Tuma comfort complete solution wall-hung WC White Alpine,,"WC pan;Water supply connection set;Female socket;Sound insulation set;Spray shield;Descaling agent, 125ml;Cleaning set;Connection set for WC, 90 mm;Fastening material;Compensation pad;Remote control with wall-mounted case ;battery CR2032",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/87/NW-P11387_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Geberit_146290111_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_Select_Series_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PG73297,TULAGI CATERING JANITORIAL UNIT,Pland,778.41,"The stainless steel Pland Tulagi janitorial unit is a catering-style freestanding combination wash basin and bucket sink. Supplied with adjustable feet, hinged grid, satin finish, monobloc swivel mixer tap and waste kit for hassle-free set-up.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> TULAGI CATERING JANITORIAL UNIT,,Janitorial unit ;Adjustable feet ;Hinged grid ;Monobloc swivel mixer tap ;Waste kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/97/NW-G73297_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/g_/lr/Pland_Sector_Catering_lr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/G73297_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PB97346,Ideal Standard Portman 21 no tap hole basin with overflow 500mm,Ideal Standard,133.07,"This Ideal Standard Portman 21 500mm washbasin is made of tough vitreous china material with a vandal-resistant design for a longer life. This hardwearing, modern washbasin is supplied without tap holes and has been designed for wall-mounted installation.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Portman 21 no tap hole basin with overflow 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/46/NW-B97346_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Armitage_Shank_WB_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B97346_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PB32010,Twyford wall hangers,Twyford,3.26,This Twyford wall hanger pair is suitable for the installation of wash basins and urinals.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Twyford wall hangers,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/10/NW-B32010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ForLifeBathrooms_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PB63306,Ideal Standard Aquanil waterless urinal key valve with ring,Ideal Standard,47.93,"Incorporating a valve and a fragrance ring for more pleasant use, this Ideal Standard Aquanil replacement waterless urinal cartridge features a non-return which allows liquids to pass through before securely closing.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Aquanil waterless urinal key valve with ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/06/NW-B63306_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PC22730,AKW Navlin doc m raised height close coupled toilet pan 650mm (1),AKW,141.93,"Meeting a variety of different needs, the AKW Navlin Doc M 650mm projection raised height close-coupled toilet pan and cistern is fully compliant with current water and building regs. Thanks to the raised height of the pan wheelchair transfer is made easier while rounded edges provide additional user safety. The Navlin cistern supplies a water-saving reduced flush option and a rimless pan helps to make cleaning simpler and improves hygiene by ensuring there's less crevices in which bacteria can hide. Robustly packaged, this Doc M toilet offers ease of transportation with a reduced risk of damage on the road.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> AKW Navlin doc m raised height close coupled toilet pan 650mm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/30/C22730_wm.jpg,,,,Navlin,N,23591,DOC M Toilet Pan (650 projection),N,Cistern offers full 6L and reduced flush options,Rounded edges and corners for safety,Supports up to 60 stone/400kg,Horizontal outlet waste connection for easy installation and maintenance,"Pan, cistern, flush mechanisms and seats supplied separately",Components individually packaged using recyclable materials,Rimless pan with direct flushing for improved hygiene,Overflow pipe is 300mm above pan rim for compliance with current water regulations,,,,,,,,,,,,,,,,,660,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PB97344,Ideal Standard Portman 21 2 tap hole basin without overflow and chain 500mm,Ideal Standard,133.07,"This Ideal Standard Portman 21 500mm washbasin is made of tough vitreous china material with a vandal-resistant design for a longer life. This hardwearing, modern washbasin includes two tap holes and is designed for wall-mounted installation.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Portman 21 2 tap hole basin without overflow and chain 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/44/NW-B97344_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Armitage_Shank_WB_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B97344_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PB98988,Ideal Standard Contour 21 back to wall pan 305mm White,Ideal Standard,220.83,"Designed for use by young school children from ages 3 to 6, this Ideal Standard Contour 21 back to wall/close coupled toilet pan is ergonomically designed for small users with a low seat, so it's easy to hop on and off. Safe and hygienic with water-saving features built-in, products in this range are available in a variety of colours to encourage a positive toilet experience in school.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21 back to wall pan 305mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/88/NW-B98988_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AS_Contour_21_1537_1_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PD61438,Bristan Sirrus Timed Flow Exposed Push Button Water Control,Bristan,124.5,"Improve water economy with this Bristan Sirrus exposed timed flow control. Made of brass with a chrome finish, this flow control is suitable for all plumbing systems but performs best in balanced systems.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Bristan Sirrus Timed Flow Exposed Push Button Water Control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/38/NW-D61438_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D61438_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Bristan_Specifier_Shower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Bristan_Sirrus_Fitting_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D61438_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PB62112,Ideal Standard Contour 21+ projection back to wall bowl rimless 70cm SmartGuard White,Ideal Standard,660.76,"The Ideal Standard Contour 21+ back-to-wall rimless toilet bowl incorporates improved rimless technology and is designed with a hydrophilic, smooth antibacterial glaze for clean, hygienic commercial use.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21+ projection back to wall bowl rimless 70cm SmartGuard White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/13/NW-B62112_B62113_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S0437-3617-4066-6481_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PB98997,Ideal Standard Contour 21 small seat without cover 305mm White,Ideal Standard,59.36,"Suitable for use in schools, this Ideal Standard Contour 21 bottom fixing small toilet seat in white is manufactured in a highly durable plastic for easy cleaning, hygienic use and reliable durability. This seat is suitable for 305mm height toilet pans.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21 small seat without cover 305mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/97/NW-B98997_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21_S4057_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PC96135,IS DOON NEW SINK 120X60 SS LH DRN NTH,Armitage Shanks,1182.59,"A single bowl, single drainer design, the Armitage Shanks Doon 1200 x 600mm stainless steel sink unit is fitted with an earthing terminal. Suitable for screw-to-wall mounting, versions of this sink are also available for front leg or base unit mounting.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> IS DOON NEW SINK 120X60 SS LH DRN NTH,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/35/C96135_wm.jpg,,,,,N,S1273MY,Doon sink,N,Stainless steel construction,Without tap holes,Without overflow,For wall mounting,,,,,,,,,,,Stainless Steel,50mm,No,1,Rectangle,Wall Mount,530x380x220,Stainless Steel,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PU94953,"Geberit Delta Duofix for wall-hung WC, with concealed cistern 12 cm, flush plate Delta20, 112 cm (1)",Geberit,235.36,"Suitable for wall-hung toilets with EN 33:2011 connections, this Geberit Duofix frame is supplied with the Delta 1200mm concealed cistern, wall anchoring and connection bend. Self-supporting, this frame can be used in drywall constructions, part or room-height pre-wall installations or in room-height installation walls. It is also suitable for installation in part or room-height Geberit Duofix system walls and is compatible with toilets with projections up to 620mm and in floor constructions of 0 - 200mm.","Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Geberit Delta Duofix for wall-hung WC, with concealed cistern 12 cm, flush plate Delta20, 112 cm (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/53/U94953_wm.jpg,,,,Delta,N,458.118.21.2,,N,Powder-coated self-supporting frame,Frame with Ø 9mm drilling holes for wood frame construction,For support brackets for ceramic toilets with small contact surfaces,0 - 200mm adjustable galvanised feet,Non-slip leg supports,Rotatable foot plates,Foot plate depth for UW50 and UW75 and Geberit Duofix system rails,Connection bend can be mounted without tools at different depths,Connection bend has adjustable range of 45mm,Sound absorbing fastening for connection bend,3/5.8L dual flush concealed cistern with front actuation,Fully insulated against condensation,Immediate post flush with factory setting,Tool-free installation and maintenance on concealed cistern,Gloss / Chrome Plated,,,,,,,Metal,,,1138,,,Dual 5.8/3 L,10 Years,N/A,No,RearTop Centre,Front actuation,Yes,,,1,,,,,Water supply connection on rear or top centre,Protection cover box for service opening protects against moisture and dirt,Protection box can be cut to length,Conduit pipe for feed pipe connection of Geberit AquaClean shower toilets,With fastening option for electrical connection,"Cistern in accordance with EN 14055, Class II",10 year warranty,,,,,,,,,,,,,,,,
167,PB63307,Ideal Standard Profile 21 E5701 horizontal outlet urinal White,Ideal Standard,447.52,"Wall-mounted, this Ideal Profile 21 rim urinal with horizontal outlet is made of white vitreous china. Using a sensor for hands-free operation, this concealed urinal flushes directly from a mains feed and is not suitable for cistern flushing.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Profile 21 E5701 horizontal outlet urinal White,,E5701 - rimmed back inlet urinal bowl;E6227 - 1 1/4 inch x 75mm seal plastic syphon ;40mm outlet;K7106 - urinal connecting set,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/07/NW-B63307_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Profile21_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IStandard_BlueBook_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PG74366,Pland Cronation leg/bearer cleaners (Pair),Pland,31.81,A pair of Pland Cronation stainless steel leg/bearers.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Pland Cronation leg/bearer cleaners (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/66/NW-G74366_wm.jpg,,,,Cronation,N,CR0004,Leg/Bearer Cleaner,N,Pair of legs/bearers,Suitable for Cleaners sink,Stainless steel,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,,,,,,,,,,,Pair,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PJ23372,Ideal Standard Strada basin 500mm White,Ideal Standard,183.74,"Made of fine fireclay with a white finish, this Ideal Standard Strada 500 x 420mm countertop washbasin has a smart, square edged design ideal for modern bathrooms. This basin is suitable for countertop or vanity unit mounting.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Strada basin 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/72/NW-J23372_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Ideal_Strada_Ctop_Washbasin_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Strada_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PC96150,"Armitage Shanks Stewart(New) inset stainless steel single bowl ink, no overlow and left hand drainer 920 x 500mm, 2 tapholes at",Armitage Shanks,283.22,"Designed for use in staff areas, the Armitage Shanks Stewart 920 x 500mm stainless steel sink is suitable for insetting into a work surface. A single bowl design, this sink comes complete with a drainer and tap holes at 200mm centres.","Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Armitage Shanks Stewart(New) inset stainless steel single bowl ink, no overlow and left hand drainer 920 x 500mm, 2 tapholes at",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/50/C96150_wm.jpg,,,,,N,S1299MY,Inset Sink,N,Stainless steel construction,With left handed drainer,With 2x tap holes,For on-furniture mounting,No overlow and left hand drainer,,,,,,,,,,Stainless Steel,5 mm,No,1,Rectangle,on furniture,420x350,Stainless Steel,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
