,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Fuel Type,Weight,Energy Rating,Hazardous,Depth (mm),Energy Efficiency Class,Mounting Type,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Flow Rate,Warranty,Water Heating Energy Efficiency Class,Output,Boiler Bundles,Dry Weight (kg),Efficiency (SAP 2009),Type,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Dimensions mm (H x W x D),Range,Part Gas Council number,By Model Number,Application,Length (M),Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Boiler Section,Pack Quantity,Flue Type,Flue Diameter,Flue Length,Flue Size,Gender,Material,Size,Connection Type 1,Feature 20,Feature 21,Feature 22,Boiler Range
117,P114658,Worcester Bosch Greenstar 8000 Style GR8700iW 35 S LPG LPG system boiler 35kW White,Worcester Bosch,1773.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 35 SB LPG system boiler is built with customer and installer feedback in mind, making it even more user-friendly than its predecessor, the popular Greenstar Cdi Classic. With quieter operation, hassle-free installation, commissioning and servicing, intuitive touchscreen operation and compatibility with Worcester Bosch's state-of-the-art Intelligent Filling System, this attractively designed, ErP A-rated combi is a winning addition to any contemporary home.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 35 S LPG LPG system boiler 35kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/59/114658_114659_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114658_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_8000_LifeStyle_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar8000Style_System_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/uc/tn/WB_Greenstar8000StyleSstm_Instructn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,P117799,Vaillant ecoTEC 80;100;120 horizontal terminal 100/160mm,Vaillant,225.72,The Vaillant 110/160mm standard horizontal flue terminal is designed for the convenient fitting of ecoTEC boilers. The flue is designed to expel steam and gases produced during a boiler's normal operation.,Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Vaillant ecoTEC 80;100;120 horizontal terminal 100/160mm,,Outer rosette;Terminal duct - 910mm to face of outer wall;Inner rosette;87° elbow,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/99/117799_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Vaillant_Commercial_Brochure_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/77/99/117799.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Vaillant_Cmmrcl_System_Boiler_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,P191039,Bosch Compress 7000 WP condens 125 23,Bosch,4275.0,"Offering a high output, the Bosch Condens 7000 WP 85 125 23 boiler pack is ideal for large or multi-family domestic premises or commercial installations. Suitable for use with LPG using a conversion kit, it runs on natural gas as standard but is also compatible with 20% hydrogen blends, ensuring a completely futureproofed installation. Additionally, the Condens is suitable for running in combination with high output heat pumps, allowing installers to create reliable hybrid heating solutions.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch Compress 7000 WP condens 125 23,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/39/191039_wm.jpg,,,,,,,,Natural Gas,9.5 kg,A,N,800,,Wall,7736702198,N,Versatile for use alone or in a cascade,Can be cascaded in banks of up to 6x boilers for 746.4kW output,Control strategies supply cascade and sequencing,Suitable for space restricted fitting,ErP A-rated,For wall mounting,5 year warranty,,7000,5 Years,N/A,124.4 kW,,,96.7,System,,,,,,,Compress 7000 WP,,,,,,,,,,,,,,,,,,,,,,,,
120,PS13786,Remeha Quinta Ace 30 high efficiency condensing wall hung boiler,Remeha,2345.0,"Suitable for use in sealed and open-vented systems, the fully modulating Remeha Quinta Ace 30 boiler has a host of great features for high levels of efficiency and reduced environmental impact, resulting in an ErP A rating and a low Class 6 NOx rating. Easy to install and simple to use, this compact, lightweight and quiet 30kW boiler can be connected to LPG or natural gas meaning you can fit with confidence whether its a brand new installation or retrofit job.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Remeha Quinta Ace 30 high efficiency condensing wall hung boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/87/S13786_S13787_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/S13786_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Remeha_Quinta_Ace_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Quinta_Ace_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/S13786_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Remeha_Quinta_Ace_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,P147027,Viessmann Vitodens 100-W B1HF 100-w system 25kW,Viessmann,1550.88,"Ready for use with a 20% blend of hydrogen H2, the state of the art Viessmann Vitodens 100-W 25 wall-mounted system boiler is designed for use in small, well-insulated homes. Employing the latest innovative technology, this ErP A-rated boiler promises excellent efficiency and performance you can rely on. Compatible with smart technology, the 25kW Vitodens 100-W is a user-friendly choice for a modern, eco-conscious household.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Viessmann Vitodens 100-W B1HF 100-w system 25kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/29/NW-147025_147029_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/mi/ty/Viessmann_Vitodens_100W_EUConformity.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Viessmann_Vitodens_100W_B1HF_KF_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Viessmann_Vitodens_100_W_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/f_/ec/Viessmann_Vitodens_100W_B1HF_KF_EC.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ct/Viessmann_Vtdns100W111WF141F_Instrct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/kl/st/Viessmann_Vtdns100W_B1HFB1KF_Chcklst.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,P115358,Worcester Bosch Greenstar Danesmoor 25/32 2022+ utility system boiler,Worcester Bosch,2701.13,"An oil boiler ideal for the kitchen or utility room in homes of almost any size, the Worcester Bosch Greenstar Danesmoor Utility System 25/32 2022+ system boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight and flexible, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Worcester Bosch Greenstar Danesmoor 25/32 2022+ utility system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/58/115356_115358_wm.jpg,,,,,,,,Oil,102 kg,A,N,600,,Floor Standing,7731600256,N,Cross firing burner,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,Compatible with solar thermal,80/125mm room sealed flues with lengths of up to 8m available,Plume management of up to 5m with conventional and flexi-flue kits also available,,2 years,,32 kW,,102,90.5,System Boiler,,,,,,,Greenstar Danesmoor,,,,,,,,,,,,,,,,,,,,,,,,
123,P195784,Bosch elbow concentric DN110/160 45 degrees (1),Bosch,48.0,This Bosch DN110/160 45° concentric flue elbow is suitable for use with the commercial Condens 7000 WP boiler.,Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch elbow concentric DN110/160 45 degrees (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/84/195784_wm.jpg,,,,,,,,,,,N,,,,7738113104,N,Concentric type,Genuine Bosch part,For commercial use,,,,,,,,,,,,,Flues and Accessories,,,,,,195 x 225 x 315 mm,,,,,,,,,,,,,1,,,,,,,,,,,,
124,P707524,Ambirad FLUE 33-54-101-FLUE1 flue dia 100mm 1mtr long,Ambirad,52.21,"Made of stainless steel, this Ambirad 100mm x 1M flue is compatible with VSXO and VSX boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ambirad FLUE 33-54-101-FLUE1 flue dia 100mm 1mtr long,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/28/598028_wm.jpg,,,,,,,,,,,N,,,,33-54-101-FLUE1,N,100mm x 1 Metre,Stainless steel flue,,,,,,,,,,,,,,Flue,,,,,,x  x,flue,n/a,,Used on the units advised for the gas to escape from the flue then outside,,,,,,,,,,,,,,,,,,,,,
125,P114659,Worcester Bosch Greenstar 8000 Style GR8700iW 30 S LPG LPG system boiler 30kW White,Worcester Bosch,1596.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 30 S LPG system boiler is built with customer and installer feedback in mind, making it even more user-friendly than its predecessor, the popular Greenstar Cdi Classic. With quieter operation, hassle-free installation, commissioning and servicing, intuitive touchscreen operation and compatibility with Worcester Bosch's state-of-the-art Intelligent Filling System, this attractively designed, ErP A-rated combi is a winning addition to any contemporary home.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 30 S LPG LPG system boiler 30kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/59/114658_114659_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_8000_LifeStyle_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar8000Style_System_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/uc/tn/WB_Greenstar8000StyleSstm_Instructn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,P114657,Worcester Bosch Greenstar 8000 Style GR8700iW 30 SB LPG LPG system boiler 30kW Black,Worcester Bosch,1596.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 30 SB LPG system boiler is built with customer and installer feedback in mind, making it even more user-friendly than its predecessor, the popular Greenstar Cdi Classic. With quieter operation, hassle-free installation, commissioning and servicing, intuitive touchscreen operation and compatibility with Worcester Bosch's state-of-the-art Intelligent Filling System, this attractively designed, ErP A-rated combi is a winning addition to any contemporary home.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 30 SB LPG LPG system boiler 30kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/57/114656_114657_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_8000_LifeStyle_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar8000Style_System_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/uc/tn/WB_Greenstar8000StyleSstm_Instructn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114657_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,P114273,KESTON FRAME & HEADER LOW HEIGHT X2 DN65,Keston,1905.19,"This Keston Heat low height frame is intended for the modular or cascade installation of two Keston Heat boilers using DN65 pipework. Compact and manoeuvrable, this frame is easy to install and suitable for use in the replacement of existing outdated boilers.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> KESTON FRAME & HEADER LOW HEIGHT X2 DN65,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/73/114273_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keston_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keston_HeatFrame-HeaderKit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,P411600,Vaillant flue pipe end DN60 White,Vaillant,8.11,A Vaillant 60mm DN60 flue pipe end piece in white. A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.,Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Vaillant flue pipe end DN60 White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/00/411600_wm.jpg,,,,,,,,,,,N,,,,20231442,N,Vaillant spare part,White colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm,Flue Pipe,,,,
129,P709033,Reznor SC-ADV controller MK3,Reznor,743.87,"Supplying cost efficient energy management, the Reznor MK3 controller is suitable for a wide range of applications, from small single heater installations right through to multi-zone systems in need of centralised control. Offering a variety of useful features, including frost protection, the MK3 is highly intuitive for reliable ease of operation.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Reznor SC-ADV controller MK3,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/33/709033_wm.jpg,,,,,,,,,,,N,,,,B-SC3ML-MZR,N,"Suitable for use with selected FSE-G, FSE-O and PV-E cabinet heaters",Compatible with select UDSA-4E warm air unit heaters,Compatible with selected UDSB centrifugal fan unit heaters,Suitable for use with select ULSA condensing axial fan unit heaters,Also suitable for a range of VN/VD/HN/HD/RN/RD cabinet heaters,Easy to program and use,Suitable for heating and cooling units,Frost protection for factory installations,,,,,,,,Controller,Optional password protection,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,
130,P195780,Bosch horizontal flue kit DN110/160 (1),Bosch,151.0,Flue accessory available for use with the Condens 7000 WP.,Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch horizontal flue kit DN110/160 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/80/195780_wm.jpg,,,,,,,,,,,N,,,,7738113669,N,DN 110/160 size,For horizontal installation,,,,,,,,,,,N/A,,,Flues and Accessories,,,,,,320 x 380 x 580 mm,,,,,,,,,,,,,1,,,,,,,,,,,,
131,P449306,Ambirad L102013 filter,Ambirad,47.88,This Ambirad LR 12-46 filter pad is for use in a BCH lid.,Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ambirad L102013 filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/06/449306_wm.jpg,,,,,,,,,,,N,,,,L102013,N,For BCH lid,For commercial units,,,,,,,,,,,,,,Filter,,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,
132,P195755,Bosch TL2 boiler cascade set with insul (1),Bosch,1382.0,"Helping to improve the installation experience, this insulated Bosch TL2 cascade unit set is suitable for the ftting of two Condens 7000WP boilers in an inline or TL2 set up. Flat packed on arrival, this kit makes transport simple and offers a Slide and Guide system for easier boiler lifting once in place, helping to minimise installation time while using the fewest possible tools.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch TL2 boiler cascade set with insul (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/55/195755_wm.jpg,,,,,,,,N/A,70.5 kg,N/A,N,800,,Floor mounted,7736701883,N,For floor mounting,For use with 2x Condens 7000WP boilers,Includes insulation,Flat packed for ease of transport and handling,Ground up installation concept requires minimal tools,Installation is around 60% quicker than predecessor,Guide and Slide system makes lifting boilers onto frame kit easy,2 year warranty,N/A,2 years,,,,,N/A,Commercial Accessory,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
133,P195782,Bosch pipe concentric DN110/160 1.0mtr (1),Bosch,51.0,"This Bosch DN110/160, 1M length concentric flue pipe is suitable for use with the commercial Condens 7000 WP boiler.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch pipe concentric DN110/160 1.0mtr (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/82/195782_wm.jpg,,,,,,,,,,,N,,,,7738113100,N,Concentric type,1M in length,Genuine Bosch part,For commercial use,,,,,,,,,N/A,,,Flues and Accessories,,,,,,170 x 170 x 1070 mm,,,,,,,,,,,,,1,,,,,,,,,,,,
134,PS12444,Potterton Sirius three FS 200 floor standing boiler 200kW,Potterton,8059.0,"Suitable for a range of projects, this Potterton Sirius Three 200 floor standing condensing boiler is well-suited to installation as part of a cascade system. It offers modulation ratios of up to 9:8, has a reliable stainless steel heat exchanger and promises the lowest NOx rating available. The Sirius Three is also ErP A-rated for energy efficiency and offers a gross seasonal efficiency of up to 97.5%, helping to reduce waste and fuel bills. Extremely compact, this boiler is fitted with castors allowing you to simply roll it into place.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Potterton Sirius three FS 200 floor standing boiler 200kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/45/S12443_S12445_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_FS_150-250_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_FS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PS12443,Potterton Sirius three FS 150 floor standing boiler 150kW,Potterton,6759.0,"The Potterton Sirius Three 150 floor standing condensing boiler is suitable for all kinds of projects and can be installed as part of a cascade. The Sirius Three offers modulation ratios of up to 9:8, a reliable stainless steel heat exchanger and the lowest NOx rating available. It also helps save on running costs with an ErP A rating and a gross seasonal efficiency of up to 97.5%. Compact and fitted with castors, this boiler promises the easiest possible installation.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Potterton Sirius three FS 150 floor standing boiler 150kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/45/S12443_S12445_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_FS_150-250_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_FS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,P114918,HEADER INLINE (X5) DN100,Ideal,5394.0,"An Ideal Evomax 2 inline x5 header with DN100 connections.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> HEADER INLINE (X5) DN100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/g_/01/Evomax_Cascade_IMG_01_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax_2_Boiler_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Independent_Heat_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,P195769,"Bosch flange connection incl victaulic 4"" (1)",Bosch,407.0,"This Bosch 4"" Victaulic flange connection is suitable for use with boilers in the GC7000 WP range.","Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch flange connection incl victaulic 4"" (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/69/195769_wm.jpg,,,,,,,,,,,N,,,,7736701913,N,,,,,,,,,,Unavailable,,,,,,Flange Connection,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
138,P114948,Ideal Evomax 2 100P packaged LPG boiler 100,Ideal,4892.0,"Including everything you'll need for a complete installation, from wall mounting bracket to condensate trap, this Ideal Evomax 2 100P condensing boiler kit makes the job of fitting a new appliance easy. This highly efficient room-sealed 100kW boiler has a wallet-friendly ErP A rating for a reduction in waste and, thanks to its user-friendly status display, is easy to operate and service. Optional weather compensation and remote user kits give owners the option to personalise the Evomax to suit their lifestyle and build-in even better efficiency.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal Evomax 2 100P packaged LPG boiler 100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/49/114946_114949_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114948_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Evomax-2_EVO-S_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Ideal_CndningCommercialBoilers_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
