,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Hazardous,Boiler Section,Supplier Product Code,Type,WEEE Compliant,Attachment 1,Attachment 2,Attachment 3,Flow Rate,Warranty,Depth (mm),Enclosure Class,Standards,Feature 1,Dimensions mm (H x W x D),Part Gas Council number,By Model Number,Application,Connection Size,Connection Type,Max Pressure,Minimum Operating Temperature,Maximum Operating Temperature,Feature 2,Feature 3,Attachment 4,Fuel Type,Feature 4,Feature 5,Dimensions (L x W x D),Model For Use With,Boiler Range,Connection,Thread Standard,Material,Thread Size,Weight,Operating Temperature,Feature 6,Feature 7,Phase,Output,Litres,Capacity Litre,Attachment 5,Attachment 6,Pack Quantity,For Use With,Feature 8,Feature 9,Voltage (V),Frequency,Pressure Rating
304,P466631,Ecoflam pump motor coupling White,Ecoflam,7.43,This Ecoflam pump coupling is suitable for use with Minor 1 - 30 and Maior oil burners.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Ecoflam pump motor coupling White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/31/NW-466631_wm.jpg,,N,,65074172,Coupling,N,,,,,,,,,White,x  x,,"VL4.610 DP,VL4.610 D,VGL4.610 DP,NC29 H201A,NC61 H201A,VGL5.1000 DP,VL4.460 DP,VL4.460 D,NC46 H201A,VGL5.1000 110 V,NC36 H201A,VL5.950 D,VL3.290 D,VL5.950 DP,VGL4.460 DP,VL5.1200 D,VL3.360 D,VGL5.700 DP,VGL5.750 KN 110 V,VL5.1200 DP",CommercialDomestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,P138140,Andrews Potterton 100/150 87degree flue elbow,Andrews,83.0,A Baxi Potterton 87° elbow with flue clamp.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews Potterton 100/150 87degree flue elbow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/40/138140_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Potterton_MB_Series_Product_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,P459651,Robinson Willey disabled knob kit,Robinson Willey,26.01,"Compatible with the black Sahara, this Robinson Willey disabled knob kit provides easy control of a manually operated unit.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Robinson Willey disabled knob kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/51/NW-459651_wm.jpg,,N,,X-SP991146,Disabled Knob Kit,N,,,,,,,,,"The Robinson Willey fire suites provide a simple, one-box fire solution. Robinson Willey is part of the UK division of the Glen Dimplex Group, with a strong heritage dating back decade in manufacturing heating and domestic appliance products",x  x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,P465166,EcoAqua drinking water filter replacement cartridge,EcoAqua,36.51,"Suitable for domestic or commercial use, this EcoAqua drinking water filter replacement cartridge is suitable for use in 3M AP2-C401-SG and Lincat FC02 filters.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> EcoAqua drinking water filter replacement cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/66/NW-465166_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/465166_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PP96057,Uponor Minitec panel 6.2mtr,Uponor,131.38,"Easy to install, this Uponor MiniTec 1120 x 720 x 12mm panel is castellated to hold pipes securely in place, ensuring that your installation meets the relevant standards. Designed for the laying of pipe at 90° and in 45° bends, the panel keeps pipes directly below the top floor layer for reduced heat-up times and the option to operate at lower water temperatures, making MiniTec ideal for heat pumps and renewable energy sources.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Uponor Minitec panel 6.2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/57/NW-P96057_wm.jpg,Minitec,N,,1083866,Panel,N,,,,,,12,,,"Quick, secure and easy installation",,,,,,,,,,For the laying of pipe at 90° and 45° bends,,,,,,,,,,,,,6160.00000,,,,,,,,,,,,,,,,
309,P456909,Anglo Nordic oil line braided 700mm,Anglo Nordic,6.73,"Designed for connecting pipework to an oil burner, this Anglo Nordic 700mm braided red and green flexible oil line has 1/4"" male (90° elbow) x 1/4"" female connections. Suitable for biofuel blends to B20, this oil line includes 90° elbow inlet/outlet fittings mechanically crimped to the hose.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Anglo Nordic oil line braided 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/09/NW-456909_wm.jpg,,N,,2404007,Oil Line,N,,,,,,,,,Kerosene compatible,x  x,,,,,,,,,Oil line core manufactured with UNI 9362 nitrile rubber,Braided in galvanised steel mesh to ANCC standards,,,-25 to 90°C temperature range,Suitable for biofuel blends to B20,,,,,,,,,,90° degree fittings,Galvanised fittings mechanically crimped,,,,,,,,,1 year warranty,,,,
310,P138395,Andrews Ecoflo E923 plinth only 150mm,Andrews,357.0,This Andrews ECOflo 150mm plinth is intended for use with condensing water heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews Ecoflo E923 plinth only 150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/95/138395_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Andrews_ECOflo_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,P446619,"Cotherm TSDH1107 high temperature rod thermostat for use open vented hot water cylinders 11""",Cotherm,28.26,"Offering a wide temperature range, this Cotherm TSDH1107 11"" high temperature rod thermostat is specifically for use in water heaters.","Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Cotherm TSDH1107 high temperature rod thermostat for use open vented hot water cylinders 11""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/19/446619_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Cotherm_TSD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,P797517,Andrews O ring,Andrews,30.32,"This Andrews O-ring with 15.08mm inside diameter is suitable for use in the brand's CWH and LCWH boilers. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews O ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/17/NW-797517_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,P581500,JG Underfloor Lowfit support elbow 12mm,JG Underfloor,1.1,"This JG Underfloor Lowfit 12mm support elbow is a cold forming bend that can help to create a tighter, more rigid bend than the minimum allowed in unsupported pipes.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> JG Underfloor Lowfit support elbow 12mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/00/581500_wm.jpg,Lowfit,N,,JGUFHSBEND12,Support Bend,N,,,,,,12,,,For underfloor heating use,,,,,,,,,,"Creates tighter, more rigid bends",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,P797133,Andrews pilot burner comes with injector,Andrews,27.98,"A genuine Andrews spare, this pilot burner is suitable for Andrews RSC 150, RSC 190, 24/39, 32/40, 40/61, 63/62 and 84/87 boilers.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews pilot burner comes with injector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/33/NW-797133_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Andrews_Hiflo_WaterHeaters_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,P148840,"Grundfos brass union set BSP 1.1/2""",Grundfos,1284.0,"This Grundfos brass flange set with 1 1/2"" connection is designed for use with UPS 40-XX FN pumps.","Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Grundfos brass union set BSP 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/40/NW-148840_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Grundfos_Pump_Replacement_Guide_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,P110983,"Grundfos Magna Kit, Phead DN40-120 MAGNA1 ABC/MAGNA3 D",Grundfos,1384.0,"A Grundfos Magna DN 40 - 120/150/180 D-F version pump head kit supplied with shaft with impeller and rotor can. This kit is suitable for Magna 1 A, B and C and Magna 3 D pumps.","Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Grundfos Magna Kit, Phead DN40-120 MAGNA1 ABC/MAGNA3 D",,Shaft;Impeller;Rotor can,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/83/110983_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Grundfos_Magna_Service_Kit_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,P468869,Advanced Water 520-468-0764 pressure relief valve,Advanced Water,123.91,"This RWC 8 bar core unit pressure relief expansion manifold has a 3/4"" male inlet and 22mm compression outlet connections and stainless steel seat. It is designed for use with RWC unvented cylinders.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Advanced Water 520-468-0764 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/69/468869_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/RWC_312_Compact_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,P138782,Andrews Water Heaters MAXXflo EVO horizontal flue kit,Andrews Water Heaters,270.0,"Compatible with both 30kW and 60kW condensing water heaters, the Andrews MAXXflo EVO horizontal flue kit includes a horizontal flue terminal and a 90° elbow.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews Water Heaters MAXXflo EVO horizontal flue kit,,Horizontal flue terminal;Elbow,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/49/787649_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Andrews_MAXXflo_EVO_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,P466559,Ecoflam motor pump coupling Yellow,Ecoflam,24.54,This Ecoflam BFC02018 yellow plastic pump coupling is suitable for Ecoflam and Stanley cooker burners.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Ecoflam motor pump coupling Yellow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/59/NW-466559_wm.jpg,,N,,65320494,Coupling,N,,,,,,,,,Yellow,x  x,,,CommercialDomestic,,,,,,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,P486378,Trianco Eurostar gasket,Trianco,10.37,"This Trianco E2000 burner gasket is suitable for use in 70/90, Combi 50/65 Ecostar and 50/65 units.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Trianco Eurostar gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/78/NW-486378_wm.jpg,Eurostar,N,,221173,Burner Gasket,N,,,,,,,,,"Suitable for use with 70/90, combi 50/65 Ecostar and 50/65 units",x  x,,"70/90,50/65,Combi 50/65 Eco",,,,,,,Burner gasket only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,P446989,"Anglo Nordic oil line 600mm 1/4"" male x 1/4"" female",Anglo Nordic,6.35,"Designed for connecting pipework to an oil burner, this Anglo Nordic braided red and green flexible oil line with 1/4"" male x 1/4"" female connections is suitable for diesel, kerosene and biofuel blends to B20. This oil line includes straight inlet/outlet fittings mechanically crimped to the hose.","Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Anglo Nordic oil line 600mm 1/4"" male x 1/4"" female",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/89/NW-446988_446989_wm.jpg,,N,,9406002,Oil Line,N,,,,,,,,,UNI9362 nitrile rubber core,x  x,,,,,,,,,Nitrile rubber complying with EN 6806,"Core generally TN6 6mm, larger bore cores",,,Temperature range -25 to 90°C,"Suitable for use with liquid fuels including diesel, kerosene and biofuels up to B20",,,,,,,,,,,,,,,,,,,,,,,,
322,P468857,Advanced Water 312469 pressure relief valve,Advanced Water,72.23,"This Heatrae Sadia pressure relief valve (PRV) and expansion relief valve is designed to safely relieve over pressure.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Advanced Water 312469 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/57/468857_wm.jpg,,N,Gas Assembly,218-468-0006,Relief Valve,N,,,,,,N/A,,,pressure relief valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,P437886,Eogb pump motor coupling,Eogb,1.82,"Suitable for domestic or commercial use, this Eogb pump coupling is compatible with the B9 Aaco motor.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Eogb pump motor coupling,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/86/NW-437886_wm.jpg,,N,,C01-00-117-56802,Coupling,N,,,,,,,,,Burner parts,x  x,,,CommercialDomestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,P176295,Essex Partners CF1/R flange non stop flat and curved 15mm (1),Essex Partners,43.54,"The Essex Partners CF1/R 15mm flange can be fitted entirely from the outside of a cylinder or tank, requiring only the drilling or cutting of a single round hole.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Essex Partners CF1/R flange non stop flat and curved 15mm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/96/NW-176295_176296_wm.jpg,CF1/R,N,,176295*,Flange,N,,,,,,,,,Non-stop flat and curved flange,,,,,15mm,Compression,,,,With rubber washer,Maximum 60°C compression boss,,,Easy connections for all sizes of pipework,Suitable for immersion heaters,,,,,,,,,,"To fit in challenging spots cut hole and fit from one side, no need to remove vessel",,,,,,,,1,,,,,,
325,P798064,Andrews pilot burner assembly,Andrews,136.07,"An Andrews pilot burner assembly for 24/39, 32/40, 40/61, 63/62 and 84/87. A pilot assembly normally includes a pilot bracket, injector, electrode and thermocouple. The pilot flame ignites gas entering the boiler's main burner via the gas valve when the system is switched on. The pilot flame operates alongside the printed circuit board (PCB) and the rest of the pilot assembly for safe and efficient ignition.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews pilot burner assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/64/NW-798064_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo-WH_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,P518002,JG Underfloor Speedfit rail pins 15mm,JG Underfloor,0.15,This pack of JG Underfloor Speedfit mounting rail pins is used for securing mounting rails in underfloor heating installations.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> JG Underfloor Speedfit rail pins 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/02/518002_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_PushFit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/JG_Speedfit_UHF_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JG_Speedfit_Aura_UFH_Installation.pdf,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Speedfit_UnderFloorHeating_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Speedfit_UFHeating_installation.pdf,,,,,,,
327,P706147,Andrews C782 expansion vessel 25ltr,Andrews,191.08,"This Andrews 25L expansion vessel is compatible with a wide range of boilers. A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews C782 expansion vessel 25ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/47/NW-706147_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo-WH_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,P138185,Andrews ECOflo CSC39/59 angled roof plate,Andrews,56.0,An Andrews ECOflo angled roof plate for use with condensing water heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews ECOflo CSC39/59 angled roof plate,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/85/138185_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_BalancedFlueCSC_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Andrews_Balanced_Flue_CSC_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Andrews_BalancedFlueNG_Technical.pdf,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,P425372,Valor 234643 control knob assembly,Valor,19.95,A replacement Valor 234643 control knob assembly for slimline wall heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Valor 234643 control knob assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/72/NW-425372_wm.jpg,,N,,X-234643,Control Knob Assembly,N,,,,,,,,,Complete assembly,,205894,Brazilia 2 Slimline 8 S,,,,,,,For the for the Brazilia 2 8S heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,P466078,Satronic 810-I module timing control box 240v,Satronic,326.07,"The Satronic Mod 43 MMI 810.1 gas burner control box controls and monitors blown gas and combined burners of any nominal thermal load tested and certified according to EN 298. Automatic safety controls on MMI 810.1 models 13, 33 and 35 can also be used for burners on fixed hot air heaters per DIN 4794.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Satronic 810-I module timing control box 240v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/78/NW-466078_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Satronic_MMI810-1_811-1_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,P419420,Satronic control box,Satronic,73.25,"The Satronic DKO 972 oil burner safety control box controls oil burners with throughputs of up to 30kg/h. A microprocessor-based programming sequence provides stable timings independent of voltage variations, ambient temperature and switch-on cycles. The built-in information system provides continuous monitoring of the box and provides information as to the cause of a lock-out, saving those details for easy retrieval after power loss.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Satronic control box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/20/NW-419420_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Satronic_DKO970-72_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PD75033,Heatrae Sadia Supreme 7036005 water filter cartridge 0.2 micron,Heatrae Sadia,115.64,"This Heatrae Sadia Supreme water filter cartridge is fitted with a Fibredyne media for a balance of chlorine, taste and odour reduction plus effective mechanical dirt-holding for particles as tiny as 0.2 micron.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Heatrae Sadia Supreme 7036005 water filter cartridge 0.2 micron,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/34/D75033_D75034_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Heatrae_Sadia_Supreme_Tech_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,P795257,Grundfos Magna pump head,Grundfos,512.0,"Compatible with Magna3 pumps, this Grundfos pump head kit includes a shaft with impeller and rotor can.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Grundfos Magna pump head,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/57/NW-795257_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Grundfos_Magna_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
