,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Size,Connection Type,Material Type,Operating Temperature,Weight,Hazardous,Material,Size,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Range,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15
64,PK28042,Crane ProBalance return mounted differential pressure control valve 15mm Bronze,Crane,226.45,"Supplied with 15mm BSP connections, this Crane ProBalance DPAR961 differential pressure control valve helps to optimise system performance. It meets the increasing need for variable speed pumps for use in HVAC applications, offering the ability to set a maximum differential pressure to ensure flow doesn't exceed a specified rate. This helps to minimise energy use while also reducing operating noise and making commissioning simple.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance return mounted differential pressure control valve 15mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/42/NW-K28042_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_DPAF961-DPAR961_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_DPAR961_DPAF961_DPF931_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PK11349,JET Range 9400 metering station (DZR/low flow) 15mm,JET Range,41.74,The JET Range 9400 low flow metering station with 15mm male x female threaded connections measures flow passing through the pipework of a system by assessing the differential pressure between test points.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> JET Range 9400 metering station (DZR/low flow) 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/51/NW-K11348_K11351_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_9400_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lv/es/TDS Jet Balancing Valves.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PK11355,JET Range 9400 metering station (DZR) 50mm,JET Range,108.1,The JET Range 9400 metering station with 50mm male x female threaded connections measures flow passing through the pipework of a system by assessing the differential pressure between test points.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> JET Range 9400 metering station (DZR) 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/55/NW-K11353_K11355_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_9400_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lv/es/TDS Jet Balancing Valves.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PK13482,CRANE DM921 PN16 DOUBLE REG VALVE    125,Crane,4336.2,"This Crane ProBalance DM921 double regulating valve provides precise and accurate flow regulation and management. Fitted with 125mm flanged connections, this valve offers an accuracy of +/-5% on all settings. With an integral fixed orifice design greater accuracy is provided and set-up is simpler with fewer connections required, lowering installation costs.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> CRANE DM921 PN16 DOUBLE REG VALVE    125",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/84/NW-K13479_K13484_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Crane_DN65_DN300_Flow_Measure_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_DM912_931_941_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_DM921_DRV_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PK80730,Danfoss Commissioning Valve MSV-F2 cast iron commissioning set 80mm,Danfoss,508.58,"A manual pre-setting valve with 80mm flanged connections, this Danfoss MSV-F2 balancing valve balances flow in both heating and cooling systems. The valve has a position indicator and stroke limiter with a handwheel integrated with the stroke limiter.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Danfoss Commissioning Valve MSV-F2 cast iron commissioning set 80mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/31/NW-K80730_K80731_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/2_/eu/Danfoss_AB-QM_ASV-PV_AB-PM_MSV-F2_EU.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_MSV-F2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/ng/Danfoss_MSV-F2_Operating.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Danfoss_MSVF2_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Hydronic_Balancing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Danfoss_Quality_Approval_Certificate.pdf,,,,,,,,,,,,,
69,PK28044,Crane ProBalance return mounted differential pressure control valve 25mm Bronze,Crane,240.02,"The Crane ProBalance DPAF961 differential pressure control valve with 25mm BSP tapered connections has been especially designed to optimise system performance. This efficient DPCV is set to a maximum differential pressure to ensure flow doesn't exceed a specified rate, reducing energy consumption and noise while making the commissioning process easier.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance return mounted differential pressure control valve 25mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/44/NW-K28044_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_DPA961_DPCV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_DPA961_DPF931_DPCV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PK11324,JET Range 9515 DZR commissioning set 50mm,JET Range,346.73,"The JET Range 9515 commissioning valve with 50mm female threaded connections provides a correct balance between the different branches of a hydraulic heating or cooling system to be obtained. This valve can be used to regulate flow by modifying the position of the throttling disc via the rotating handwheel. The handwheel can be used to stop flow at any time and, when reopened, returns to the previous setting using a Memory Stop function.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> JET Range 9515 DZR commissioning set 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/24/NW-K11319_K11324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Jet_9515_Commissioning_Set_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lv/es/TDS Jet Balancing Valves.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PK13500,Crane ProBalance DM941 double regulator valve PN16 80mm,Crane,2230.21,The Crane ProBalance DM941 fixed orifice double regulating valve with 80mm flanged connections offers improved accuracy compared to a variable orifice design for simpler set-up with fewer connections and reduced installation costs.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance DM941 double regulator valve PN16 80mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/05/NW-K13499_K13505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_DM941_DA941_FODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_DM912_931_941_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_DM900_941_950G_DA941_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PK11351,JET Range 9400 metering station (DZR) 20mm,JET Range,45.67,The JET Range 9400 metering station with 20mm male x female threaded connections measures flow passing through the pipework of a system by assessing the differential pressure between test points.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> JET Range 9400 metering station (DZR) 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/51/NW-K11348_K11351_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_9400_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lv/es/TDS Jet Balancing Valves.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PK25681,Hattersley M2000 metering station 100mm,Hattersley,733.83,"This Hattersley M2000 metering station has a compact wafer design ideal for use in tight spaces. Providing accurate flow measurement, this stainless steel station includes 100mm flanged connections.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley M2000 metering station 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/84/NW-K25678_K25684_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Hattersley_M2000_FMD_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_FigM2000_MS_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_M2000_M3000_MS_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PK00280,Crane D2880 thermal circulation valve 20mm,Crane,161.42,"The Crane D2880 thermal circulation valve provides self-balancing, thermostatically controlled regulation of flow and thermal disinfection to help protect against legionella in domestic hot water systems. Fitted with 20mm BSP tapered connections, this valve is designed to automatically adjust in response to changes in fluid temperature, maintaining a stable temperature across the system.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane D2880 thermal circulation valve 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/80/NW-K00278_K00280_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_D2890_D2880_TCV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_D2890_D2880_TCV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_D2880_D2890_WRAS_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PK23706,Hattersley FIG. 1432 double regulating valve 32mm Bright Zinc,Hattersley,405.69,"This Hattersley Fig 1432 bronze regulating valve with 32mm BSP tapered connections provides precision flow regulation. Simple to use, this valve includes a handwheel and numerical indicator","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. 1432 double regulating valve 32mm Bright Zinc",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/08/NW-K23705_K23708_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig_1432_DRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig1432_1732_DRCV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_Kitemark_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Hattersley_Fig1432_1732_WRAS_Certi.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,,,,,,,,,,,,,
76,PK11348,JET Range 9400 metering station (DZR/ultra low flow) 15mm,JET Range,41.74,The JET Range 9400 ultra low flow metering station with 15mm male x female threaded connections measures flow passing through the pipework of a system by assessing the differential pressure between test points.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> JET Range 9400 metering station (DZR/ultra low flow) 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/51/NW-K11348_K11351_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_9400_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lv/es/TDS Jet Balancing Valves.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PK13503,Crane ProBalance DM941 double regulator valve PN16 150mm,Crane,5633.77,The Crane ProBalance DM941 fixed orifice double regulating valve with 150mm flanged connections offers improved accuracy compared to a variable orifice design for simpler set-up with fewer connections and reduced installation costs.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance DM941 double regulator valve PN16 150mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/05/NW-K13499_K13505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_DM941_DA941_FODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_DM912_931_941_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_DM900_941_950G_DA941_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PK13890,Crane ProBalance flow measurement device 100mm,Crane,825.3,"The Crane ProBalance DM900 flow measurement device is employed as a single unit or can be close coupled to other regulating or isolating valves to provide accurate flow measurement. Fitted with 100mm flanged connection, this device is suitable for use with PN10, PN16, or PN25 flanges or flanged valves with ratings detailed in the appropriate flange or valve product standard.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance flow measurement device 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/93/NW-K13887_K13893_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Crane_DM900_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_DM900_Flow_Measure_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_DM900_Flow_Measure_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_DM900_941_950G_DA941_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PK13499,Crane ProBalance DM941 double regulator valve PN16 65mm,Crane,1841.24,The Crane ProBalance DM941 fixed orifice double regulating valve with 65mm flanged connections offers improved accuracy compared to a variable orifice design for simpler set-up with fewer connections and reduced installation costs.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance DM941 double regulator valve PN16 65mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/05/NW-K13499_K13505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_DM941_DA941_FODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_DM912_931_941_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_DM900_941_950G_DA941_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PK13835,Crane Spares P82 pressure test point 8mm Red,Crane,47.47,"Fitted as standard to Crane flow measurement and regulation valves, this Crane P82 1/4"" red insertion-style pressure test point with red tie is made of DZR copper alloy.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane Spares P82 pressure test point 8mm Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/35/NW-K13835_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_P84_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_P82_P83_P84_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PK23708,Hattersley FIG. 1432 double regulating valve 50mm Bright Zinc,Hattersley,857.86,"This Hattersley Fig 1432 bronze regulating valve with 50mm BSP tapered connections provides precision flow regulation. Simple to use, this valve includes a handwheel and numerical indicator","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. 1432 double regulating valve 50mm Bright Zinc",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/08/NW-K23705_K23708_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig_1432_DRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig1432_1732_DRCV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_Kitemark_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Hattersley_Fig1432_1732_WRAS_Certi.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,,,,,,,,,,,,,
82,PK23758,Hattersley FIG. 1732 commissioning valve 50mm Bright Zinc,Hattersley,885.38,This Hattersley Fig 1732 bronze fixed orifice double regulating valve with 50mm BSP tapered connections provides precision flow regulation and measurement with an accuracy of ± 5% on all settings.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. 1732 commissioning valve 50mm Bright Zinc",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/58/NW-K23753_K23758_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig1432_1732_DRCV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Hattersley_Fig1432_1732_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig_1732_FODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
